TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA
DIRR3;13,91;5,82;21,19;1,61;0,41;34,62;13,11;6,98;11,28;11,64;0,36;0,05;1,48;1,13;-0,76;4,44;7,58;1,92;6,05;0,25;0,72;0,28;-4,50;-12,25;22.457.148,42;8,66;0,66
DMMO3;0,97;;-0,72;-0,34;0,85;-13,98;-72,90;-111,20;-1,11;-0,89;0,22;;0,81;-1,10;-1,86;0,41;-47,51;-117,06;31,33;-2,46;3,46;1,05;-15,03;;21.300.509,82;-2,82;-1,34
DMVF3;11,50;;-1.956,16;0,71;0,39;14,74;8,05;0,29;-70,32;-58,33;11,99;-0,12;;2,90;-0,64;1,51;-0,04;-0,02;-1,01;0,55;0,45;-0,07;;;3.681.687,79;16,17;-0,01
DOHL3;32,00;1,29;68,99;4,02;3,16;26,62;2,86;7,32;176,56;130,87;-4,76;-0,11;5,05;7,81;-6,18;5,83;5,82;4,58;-1,16;0,79;0,21;0,63;4,74;-5,49;97.370,60;7,97;0,46
DOHL4;5,50;8,26;11,86;0,69;0,54;26,62;2,86;7,32;30,35;130,87;-4,76;-0,11;0,87;1,34;-1,06;5,83;5,82;4,58;-1,16;0,79;0,21;0,63;4,74;-5,49;311.035,55;7,97;0,46
DTCY3;9,25;;-45,52;17,13;3,78;32,90;-3,27;-12,55;-174,51;-214,20;1,06;-0,10;5,71;-20,07;-5,22;0,59;-37,64;-8,30;-6,59;0,22;0,78;0,66;-1,40;;190.364,00;0,54;-0,20
DTCY4;62,60;;-308,05;115,94;25,58;32,90;-3,27;-12,55;-1.181,03;-214,20;1,06;-0,10;38,66;-135,80;-35,30;0,59;-37,64;-8,30;-6,59;0,22;0,78;0,66;-1,40;;;0,54;-0,20
DTEX3;19,87;;31,46;2,82;1,23;28,32;12,99;7,98;19,34;21,99;2,65;0,39;2,51;8,39;-1,90;1,71;8,96;3,90;7,03;0,44;0,56;0,49;4,69;0,61;50.279.830,42;7,05;0,63
EALT3;15,00;0,36;16,08;1,88;0,76;24,31;10,30;8,21;12,82;10,70;2,76;0,40;1,32;11,60;-1,39;1,17;11,69;4,75;7,32;0,41;0,59;0,58;11,80;20,01;145.427,26;7,98;0,93
EALT4;4,93;1,22;5,29;0,62;0,25;24,31;10,30;8,21;4,21;10,70;2,76;0,40;0,43;3,81;-0,46;1,17;11,69;4,75;7,32;0,41;0,59;0,58;11,80;20,01;485.983,45;7,98;0,93
ECOR3;12,13;;23,95;9,87;0,55;39,47;32,03;6,97;5,21;10,63;5,42;10,25;1,67;33,16;-0,69;1,09;41,20;2,28;10,06;0,06;0,94;0,33;6,12;;48.002.495,08;1,23;0,51
ECPR3;77,00;;-2,41;1,04;0,55;;;;-2,83;-2,78;0,02;-0,01;;94,03;-0,55;2,94;-43,42;-22,74;-37,09;0,52;0,48;0,00;;;7.733,00;73,72;-32,01
ECPR4;74,96;;-2,34;1,02;0,53;;;;-2,76;-2,78;0,02;-0,01;;91,54;-0,54;2,94;-43,42;-22,74;-37,09;0,52;0,48;0,00;;;10.030,67;73,72;-32,01
EEEL3;525,00;3,76;13,23;1,89;0,90;59,99;46,83;26,56;7,50;7,65;0,13;0,03;3,51;5,34;-1,23;2,63;14,25;6,77;16,60;0,48;0,52;0,25;10,14;;52.500,00;278,37;39,68
EEEL4;575,00;3,78;14,49;2,07;0,98;59,99;46,83;26,56;8,22;7,65;0,13;0,03;3,85;5,84;-1,35;2,63;14,25;6,77;16,60;0,48;0,52;0,25;10,14;;51.966,00;278,37;39,68
EGIE3;42,96;4,01;14,70;4,91;1,02;38,94;40,57;21,13;7,66;10,35;2,69;1,72;3,11;10,77;-1,39;1,55;33,37;6,93;15,71;0,21;0,79;0,33;8,66;10,81;70.051.466,97;8,76;2,92
EKTR3;37,01;1,72;14,58;2,37;0,76;19,07;13,15;7,44;8,26;10,41;3,78;1,08;1,09;22,84;-1,18;1,10;16,22;5,20;8,66;0,32;0,68;0,70;7,24;2,43;44.509,67;15,65;2,54
EKTR4;23,08;3,03;9,09;1,47;0,47;19,07;13,15;7,44;5,15;10,41;3,78;1,08;0,68;14,24;-0,74;1,10;16,22;5,20;8,66;0,32;0,68;0,70;7,24;2,43;102.413,48;15,65;2,54
ELEK3;19,11;0,34;24,46;2,66;1,07;11,39;2,82;2,53;21,94;38,76;5,75;0,70;0,62;3,75;-2,60;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;11.501,50;7,19;0,78
ELEK4;36,99;0,17;47,34;5,15;2,07;11,39;2,82;2,53;42,48;38,76;5,75;0,70;1,20;7,26;-5,02;1,94;10,87;4,36;4,38;0,40;0,60;1,72;1,48;;52.244,08;7,19;0,78
ELET3;28,69;5,67;5,60;0,59;0,25;78,47;42,21;24,50;3,25;5,83;2,58;0,47;1,37;2,06;-0,33;1,88;10,60;4,43;9,96;0,42;0,58;0,18;-1,65;;256.556.316,61;48,35;5,13
ELET5;45,90;5,00;8,95;0,95;0,40;78,47;42,21;24,50;5,20;5,83;2,58;0,47;2,19;3,30;-0,53;1,88;10,60;4,43;9,96;0,42;0,58;0,18;-1,65;;8.485,00;48,35;5,13
ELET6;28,74;6,22;5,61;0,59;0,25;78,47;42,21;24,50;3,25;5,83;2,58;0,47;1,37;2,07;-0,33;1,88;10,60;4,43;9,96;0,42;0,58;0,18;-1,65;;101.213.680,55;48,35;5,13
ELPL3;8,41;;3,41;0,49;0,06;9,15;9,15;3,27;1,22;2,92;1,70;0,68;0,11;-2,21;-0,07;0,91;14,39;1,64;13,53;0,11;0,89;0,50;6,77;;;17,14;2,47
EMAE3;25,35;27,50;8,35;0,88;0,57;18,64;7,71;25,53;27,68;38,36;-12,74;-0,41;2,13;1,54;-1,01;6,10;10,58;6,79;-0,49;0,64;0,36;0,27;23,78;;;28,68;3,03
EMAE4;60,98;12,57;20,10;2,13;1,36;18,64;7,71;25,53;66,58;38,36;-12,74;-0,41;5,13;3,71;-2,44;6,10;10,58;6,79;-0,49;0,64;0,36;0,27;23,78;;1.365.521,89;28,68;3,03
EMBR3;8,79;;-1,45;0,41;0,11;10,48;-18,90;-35,02;-2,69;-8,22;-5,52;0,84;0,51;0,32;-0,26;2,29;-28,33;-7,31;-7,44;0,26;0,73;0,21;-6,86;;158.191.500,00;21,34;-6,05
ENAT3;11,45;9,98;8,79;1,04;0,66;33,40;33,74;29,77;7,76;3,89;-3,87;-0,52;2,62;2,08;-1,18;3,72;11,79;7,56;9,01;0,64;0,36;0,25;17,18;2,03;20.075.113,76;11,04;1,30
ENBR3;19,29;2,41;8,95;1,18;0,41;20,09;15,73;8,84;5,03;7,53;2,50;0,59;0,79;19,59;-0,55;1,09;13,23;4,57;9,03;0,35;0,61;0,52;11,35;12,08;54.408.544,26;16,28;2,15
ENEV3;62,60;;28,80;2,72;1,26;43,07;32,81;21,92;19,24;23,82;4,58;0,65;6,31;10,74;-1,60;2,19;9,43;4,36;7,02;0,46;0,54;0,20;11,78;;129.312.902,45;23,05;2,17
ENGI11;49,25;1,22;10,72;2,61;0,41;17,34;13,33;8,58;6,89;12,36;5,47;2,07;0,92;14,12;-0,57;1,12;24,33;3,85;8,01;0,16;0,82;0,45;19,08;11,59;81.071.698,32;18,89;4,60
ENGI3;17,33;0,69;18,86;4,59;0,73;17,34;13,33;8,58;12,13;12,36;5,47;2,07;1,62;24,85;-1,00;1,12;24,33;3,85;8,01;0,16;0,82;0,45;19,08;11,59;379.486,39;3,78;0,92
ENGI4;8,00;1,50;8,70;2,12;0,34;17,34;13,33;8,58;5,60;12,36;5,47;2,07;0,75;11,47;-0,46;1,12;24,33;3,85;8,01;0,16;0,82;0,45;19,08;11,59;417.093,74;3,78;0,92
ENJU3;15,85;;-115,60;42,53;28.346,64;35,24;-29,96;-32,64;-125,92;-122,72;3,20;-1,08;37,73;54,20;-146,42;2,85;-36,79;-24.520,85;-31,42;666,56;333,44;751,28;;;19.241.581,03;0,37;-0,14
ENMA3B;50,49;0,61;12,60;2,57;1,06;33,06;21,05;17,17;10,28;;0,81;0,20;2,16;5,98;-1,87;1,70;20,37;8,41;11,86;0,41;0,59;0,49;8,84;14,09;;19,67;4,01
ENMA6B;83,99;1,58;20,96;4,27;1,76;33,06;21,05;17,17;17,10;;0,81;0,20;3,60;9,95;-3,11;1,70;20,37;8,41;11,86;0,41;0,59;0,49;8,84;14,09;;19,67;4,01
ENMT3;29,90;;11,28;2,49;0,72;21,11;16,41;12,10;8,31;12,57;3,51;1,05;1,36;5,72;-1,13;1,53;22,05;6,39;9,81;0,29;0,71;0,53;13,13;41,49;59.695,00;12,02;2,65
ENMT4;34,00;1,67;12,83;2,83;0,82;21,11;16,41;12,10;9,45;12,57;3,51;1,05;1,55;6,50;-1,29;1,53;22,05;6,39;9,81;0,29;0,71;0,53;13,13;41,49;26.295,75;12,02;2,65
EQPA3;3,46;8,09;11,25;2,10;0,61;31,72;19,58;12,00;6,89;8,46;1,56;0,48;1,35;2,51;-1,03;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;273.530,00;1,64;0,31
EQPA5;5,46;4,58;17,75;3,32;0,97;31,72;19,58;12,00;10,87;8,46;1,56;0,48;2,13;3,96;-1,63;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;26.272,81;1,64;0,31
EQPA6;10,48;2,67;34,07;6,37;1,85;31,72;19,58;12,00;20,87;8,46;1,56;0,48;4,09;7,60;-3,12;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;1.068,00;1,64;0,31
EQPA7;5,30;5,28;17,23;3,22;0,94;31,72;19,58;12,00;10,56;8,46;1,56;0,48;2,07;3,84;-1,58;2,50;18,71;5,44;11,05;0,29;0,71;0,45;7,01;6,33;15.382,35;1,64;0,31
EQTL3;22,52;1,42;7,89;2,34;0,54;34,57;27,08;15,96;4,65;6,74;2,09;1,05;1,26;3,88;-0,80;1,77;29,69;6,85;13,46;0,23;0,72;0,43;22,53;28,32;191.515.259,45;9,62;2,86
ESTR3;17,80;;-0,61;-0,03;0,06;47,63;11,87;-22,10;1,14;6,06;4,51;;0,14;-0,03;-0,12;0,21;-4,82;-9,56;-2,96;-1,98;2,98;0,43;-11,86;;;-601,37;-29,00
ESTR4;27,32;;-0,94;-0,05;0,09;47,63;11,87;-22,10;1,75;6,06;4,51;;0,21;-0,05;-0,19;0,21;-4,82;-9,56;-2,96;-1,98;2,98;0,43;-11,86;;49.563,41;-601,37;-29,00
ETER3;12,66;;14,73;8,04;1,05;26,24;15,49;7,73;7,35;7,44;0,09;0,10;1,14;8,59;-2,03;1,34;54,57;7,12;34,54;0,13;0,87;0,92;-12,96;;59.914.430,97;1,57;0,86
EUCA3;21,91;0,92;21,87;1,41;0,77;31,25;13,99;5,57;8,70;6,69;1,89;0,31;1,22;95,27;-1,12;1,03;6,44;3,50;7,77;0,54;0,46;0,63;6,48;19,12;56.724,00;15,57;1,00
EUCA4;7,07;3,13;7,06;0,45;0,25;31,25;13,99;5,57;2,81;6,69;1,89;0,31;0,39;30,74;-0,36;1,03;6,44;3,50;7,77;0,54;0,46;0,63;6,48;19,12;614.530,05;15,57;1,00
EVEN3;11,34;1,27;17,87;1,31;0,43;25,89;10,45;7,93;13,57;11,38;-2,18;-0,21;1,42;0,90;-1,76;2,73;7,31;2,42;4,14;0,33;0,54;0,30;-2,81;-12,22;19.548.655,89;8,68;0,63
EZTC3;36,68;0,80;22,31;2,07;1,84;42,82;28,52;37,96;29,70;25,10;-4,61;-0,32;8,47;4,25;-3,74;6,75;9,27;8,25;6,38;0,89;0,10;0,22;-3,30;-9,33;95.266.069,76;17,74;1,64
FBMC3;0,00;;0,00;0,00;0,00;-60,76;-92,67;-101,97;0,00;-0,74;-0,67;;0,00;0,00;0,00;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16
FBMC4;1,96;;-0,09;-0,02;0,03;-60,76;-92,67;-101,97;-0,10;-0,74;-0,67;;0,09;-0,04;-0,05;0,31;-24,19;-36,57;25,82;-1,51;2,51;0,36;-18,14;;;-87,48;-21,16
FESA3;30,21;2,79;85,39;1,55;0,92;24,85;13,40;2,16;13,79;12,46;1,39;0,16;1,85;7,35;-1,32;1,73;1,82;1,08;8,36;0,60;0,40;0,50;9,09;19,29;23.499,74;19,48;0,35
FESA4;21,27;4,36;60,12;1,09;0,65;24,85;13,40;2,16;9,71;12,46;1,39;0,16;1,30;5,17;-0,93;1,73;1,82;1,08;8,36;0,60;0,40;0,50;9,09;19,29;5.495.955,82;19,48;0,35
FHER3;3,90;;0,32;-1,02;0,11;12,57;0,70;34,79;15,89;37,97;22,09;;0,11;1,14;-0,24;1,23;-319,27;35,52;-192,42;-0,11;1,11;1,02;-27,63;141,43;2.215.406,37;-3,81;12,16
FIGE3;0,00;;0,00;0,00;0,00;100,00;91,40;46,81;0,00;-9,31;-9,31;-0,35;0,00;0,00;0,00;590,35;1,95;1,94;2,68;1,00;0,00;0,04;;-6,38;;97,51;1,90
FIGE4;0,00;;0,00;0,00;0,00;100,00;91,40;46,81;0,00;-9,31;-9,31;-0,35;0,00;0,00;0,00;590,35;1,95;1,94;2,68;1,00;0,00;0,04;;-6,38;;97,51;1,90
FLEX3;0,00;;0,00;0,00;0,00;30,08;-0,38;-5,13;0,00;-71,90;-71,90;3,84;0,00;0,00;0,00;1,07;-72,08;-5,47;-6,40;0,08;0,92;1,07;24,52;;;10,74;-7,74
FLRY3;26,26;3,27;48,02;4,94;1,49;25,99;14,76;6,28;20,43;22,36;1,93;0,47;3,02;9,31;-2,29;1,84;10,28;3,10;9,02;0,30;0,70;0,49;11,59;29,49;47.989.252,66;5,32;0,55
FNCN3;0,00;;0,00;0,00;0,00;95,09;-344,67;-344,50;0,00;0,00;;;0,00;0,00;0,00;26,37;-17,66;-16,85;;0,95;0,05;0,05;-22,05;;;12,62;-2,23
FRAS3;10,44;1,67;39,94;2,56;0,82;28,15;10,20;3,93;15,40;19,12;3,72;0,62;1,57;3,87;-1,56;1,82;6,41;2,06;4,68;0,32;0,67;0,52;12,30;-6,17;1.431.303,11;4,07;0,26
FRIO3;94,12;;-2,78;-5,20;0,23;17,81;7,99;-9,69;3,38;10,53;7,15;;0,27;-17,00;-0,78;0,98;-186,84;-8,17;5,93;-0,04;1,00;0,84;10,93;;135.212,33;-18,11;-33,84
FRTA3;5,08;;3,49;-0,16;0,30;39,16;-13,42;26,16;-6,80;-47,49;-40,69;;0,91;-0,13;-0,35;0,06;-4,49;8,48;59,38;-1,89;2,89;0,32;-29,82;;177.390,97;-32,42;1,46
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00
GBIO33;10,40;;-14,97;1,32;0,79;43,48;3,79;-10,14;40,09;47,57;7,48;0,25;1,52;7,57;-1,43;1,31;-8,83;-5,29;-0,10;0,60;0,40;0,52;12,83;-38,45;5.159.958,21;7,86;-0,69
GEPA3;40,40;6,45;15,79;2,15;0,89;42,25;38,02;16,39;6,80;6,76;0,01;0,00;2,59;-8,00;-1,25;0,72;13,64;5,61;16,92;0,41;0,59;0,34;2,48;-2,91;48.322,00;18,76;2,56
GEPA4;39,90;6,53;15,59;2,13;0,87;42,25;38,02;16,39;6,72;6,76;0,01;0,00;2,56;-7,90;-1,23;0,72;13,64;5,61;16,92;0,41;0,59;0,34;2,48;-2,91;105.003,11;18,76;2,56
GFSA3;4,53;;-23,28;0,90;0,40;24,71;-8,61;-13,92;-37,62;-40,79;-3,17;0,08;3,24;1,13;-1,71;1,84;-3,87;-1,70;-3,06;0,44;0,56;0,12;-24,01;;30.279.042,03;5,02;-0,19
GGBR3;19,75;1,62;23,97;1,09;0,54;9,93;8,05;3,57;10,63;15,74;3,86;0,39;0,85;2,62;-0,82;2,41;4,53;2,23;5,04;0,49;0,50;0,63;-1,40;-3,95;2.618.732,53;18,18;0,82
GGBR4;23,25;1,38;28,22;1,28;0,63;9,93;8,05;3,57;12,51;15,74;3,86;0,39;1,01;3,08;-0,97;2,41;4,53;2,23;5,04;0,49;0,50;0,63;-1,40;-3,95;370.688.971,53;18,18;0,82
GMAT3;8,43;;29,68;7,49;3,23;24,95;7,51;5,96;23,54;24,84;1,30;0,41;1,77;7,75;-10,57;2,51;25,22;10,89;17,70;0,43;0,56;1,83;;;32.849.895,37;1,13;0,28
GNDI3;94,50;0,18;70,94;8,11;3,63;29,92;13,48;7,99;42,06;41,94;-0,13;-0,02;5,67;33,37;-5,22;1,56;11,43;5,12;8,75;0,45;0,55;0,64;;;454.118.172,53;11,65;1,33
GOAU3;9,54;1,89;19,61;0,89;0,16;9,93;8,06;1,33;3,24;7,33;3,86;1,06;0,26;0,80;-0,25;2,42;4,56;0,83;5,04;0,18;0,50;0,63;-1,40;1,60;738.532,95;10,67;0,49
GOAU4;10,58;1,70;21,75;0,99;0,18;9,93;8,06;1,33;3,59;7,33;3,86;1,06;0,29;0,88;-0,28;2,42;4,56;0,83;5,04;0,18;0,50;0,63;-1,40;1,60;146.449.888,87;10,67;0,49
GOLL4;23,95;;-20,83;-5,09;5,86;26,49;-3,96;-40,78;-214,47;-241,25;-26,78;;8,50;-8,25;-7,57;0,24;-24,44;-28,13;12,46;-1,15;2,10;0,69;6,61;;232.596.240,24;-4,70;-1,15
GPAR3;70,84;;50,10;4,85;3,60;53,78;71,27;51,40;36,13;35,61;-0,52;-0,07;25,75;16,18;-5,22;3,53;9,68;7,19;8,24;0,74;0,26;0,14;32,73;;149.468,64;14,61;1,41
GPCP3;21,36;1,44;6,82;2,43;0,79;21,01;14,40;10,73;5,08;5,84;0,69;0,33;0,73;4,89;-1,36;1,63;35,71;11,58;27,32;0,32;0,62;1,08;16,77;;4.230.428,66;8,78;3,13
GPCP4;26,00;6,00;8,30;2,96;0,96;21,01;14,40;10,73;6,18;5,84;0,69;0,33;0,89;5,96;-1,65;1,63;35,71;11,58;27,32;0,32;0,62;1,08;16,77;;37.562,26;8,78;3,13
GPIV33;3,72;;-0,69;0,21;0,09;100,00;133,67;57,35;-0,30;0,54;0,83;-0,59;;0,37;-0,14;5,44;-30,44;-13,70;-40,29;0,45;0,25;-0,24;17,48;110,83;1.522.253,61;17,70;-5,39
GRND3;7,71;2,18;22,71;1,89;1,73;46,18;13,38;17,75;30,14;24,35;-5,78;-0,36;4,03;2,92;-5,07;9,74;8,35;7,61;5,70;0,91;0,09;0,43;-1,50;0,40;13.193.249,18;4,07;0,34
GSHP3;51,31;;-0,18;-0,17;0,06;66,62;20,78;-575,66;5,09;87,57;82,48;;1,06;2,57;-0,07;1,12;-92,07;-31,18;-3,71;-0,34;1,34;0,05;-11,13;;86.870,16;-303,62;-279,55
GUAR3;14,95;2,71;164,48;1,54;0,57;55,84;0,51;0,70;225,84;261,09;35,25;0,24;1,15;2,99;-1,42;1,47;0,93;0,35;-1,16;0,37;0,63;0,49;10,55;4,30;13.851.253,61;9,73;0,09
HAGA3;3,21;;7,89;-0,50;0,64;27,28;24,51;19,14;6,16;4,96;0,62;;1,51;1,80;-3,77;1,76;-6,34;8,16;-15,99;-1,29;2,29;0,43;-8,09;-12,85;36.622,18;-6,42;0,41
HAGA4;1,79;;4,40;-0,28;0,36;27,28;24,51;19,14;3,44;4,96;0,62;;0,84;1,01;-2,10;1,76;-6,34;8,16;-15,99;-1,29;2,29;0,43;-8,09;-12,85;183.288,84;-6,42;0,41
HAPV3;17,17;0,34;70,80;8,14;4,85;40,49;16,85;11,17;46,94;46,57;-0,37;-0,06;7,91;41,29;-6,56;1,82;11,49;6,85;10,46;0,60;0,40;0,61;;;174.698.725,21;2,11;0,24
HBOR3;10,11;;-50,87;1,09;0,30;13,69;0,83;-2,20;133,82;228,14;94,31;0,76;1,12;0,58;-1,16;3,38;-2,13;-0,59;-0,48;0,28;0,64;0,27;-4,23;;22.304.910,42;9,32;-0,20
HBRE3;18,90;;;;;;;;;;;;;;;;;;;;;;;;;;0,00
HBSA3;6,70;;-32,79;3,50;0,88;21,29;12,97;-11,72;29,63;46,90;17,27;2,04;3,84;4,40;-1,19;4,03;-10,68;-2,67;2,19;0,25;0,75;0,23;65,55;;21.130.920,66;1,91;-0,20
HBTS5;29,60;0,17;-18,76;0,92;0,21;71,38;-21,78;-20,65;-17,79;-25,90;-8,11;0,42;3,87;-1,76;-0,24;0,54;-4,89;-1,10;-5,18;0,22;0,78;0,05;;;74.351,84;32,25;-1,58
HETA3;4,01;;4,90;-0,01;0,19;100,00;80,19;32,53;1,99;319,80;315,74;;1,60;-0,05;-0,20;0,02;-0,11;3,89;-1,70;-35,72;36,72;0,12;-21,42;-46,73;;-750,28;0,82
HETA4;10,30;;12,60;-0,01;0,49;100,00;80,19;32,53;5,11;319,80;315,74;;4,10;-0,13;-0,53;0,02;-0,11;3,89;-1,70;-35,72;36,72;0,12;-21,42;-46,73;132.246,05;-750,28;0,82
HGTX3;17,26;2,55;8,00;1,74;1,25;39,02;8,76;32,60;29,76;27,31;-2,45;-0,14;2,61;3,49;-3,22;2,42;21,69;15,63;1,64;0,72;0,28;0,48;-1,59;-7,61;41.361.549,97;9,94;2,16
HOOT3;0,00;;0,00;0,00;0,00;54,47;-284,86;-318,57;0,00;-0,11;0,02;;0,00;0,00;0,00;0,05;-40,98;-36,82;35,21;-0,90;1,95;0,12;-11,72;;;-22,84;-9,36
HOOT4;2,64;;-0,28;-0,12;0,10;54,47;-284,86;-318,57;-0,32;-0,11;0,02;;0,90;-0,08;-0,11;0,05;-40,98;-36,82;35,21;-0,90;1,95;0,12;-11,72;;34.136,53;-22,84;-9,36
HYPE3;32,29;3,63;16,78;2,20;1,20;63,95;30,75;31,40;17,13;17,67;0,54;0,07;5,27;3,54;-2,26;3,56;13,11;7,14;7,45;0,54;0,46;0,23;3,54;23,65;96.767.560,55;14,68;1,92
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;289.164,47;2,31;-2,18
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;89.696,16;2,31;-2,18
IGBR3;14,00;;-1,92;-0,19;0,92;80,85;-655,78;-1.542,07;-4,52;-27,84;-23,32;;29,61;-2,33;-0,99;0,15;-9,87;-47,71;198,41;-4,83;5,83;0,03;-8,75;;3.813.541,79;-73,87;-7,29
IGSN3;0,00;;0,00;0,00;0,00;42,78;23,69;4,79;0,00;0,01;0,01;1,35;0,00;0,00;0,00;2,70;4.603,21;1.288,62;6.333,81;0,28;0,72;269,20;9,74;21,41;;0,00;0,18
IGTA3;34,31;1,22;26,23;1,95;0,96;62,81;57,18;32,77;15,03;19,61;4,58;0,60;8,60;9,65;-1,22;1,89;7,45;3,67;5,23;0,49;0,51;0,11;5,50;6,38;74.534.703,11;17,57;1,31
INEP3;22,00;;-0,42;-0,08;0,13;19,54;-4.232,60;-5.843,94;-0,59;-2,95;-2,38;;24,79;-0,09;-0,16;0,10;-19,63;-30,72;21,52;-1,57;2,57;0,01;-53,72;;1.204.988,92;-264,21;-51,86
INEP4;20,00;;-0,39;-0,08;0,12;19,54;-4.232,60;-5.843,94;-0,53;-2,95;-2,38;;22,54;-0,08;-0,14;0,10;-19,63;-30,72;21,52;-1,57;2,57;0,01;-53,72;;1.589.117,39;-264,21;-51,86
INNT3;8,44;;139,82;9,35;0,93;21,81;3,30;1,98;83,80;97,26;13,46;1,50;2,77;6,11;-1,60;1,58;6,69;0,67;0,51;0,10;0,90;0,34;62,50;37,41;;0,90;0,06
IRBR3;7,20;1,83;-14,05;1,87;0,39;-14,54;-13,47;-8,01;-8,36;-8,36;;;1,13;-5,34;-1,22;0,90;-13,33;-2,79;;0,21;0,79;0,35;17,17;15,00;465.956.660,42;3,85;-0,51
ITEC3;40,10;;-35,12;22,04;9,22;-121,18;-18.852,94;-7.435,88;-13,85;-13,21;0,64;-1,02;2.611,73;25,42;-16,70;5,23;-62,76;-26,24;-174,07;0,42;0,58;0,00;-75,29;;;1,82;-1,14
ITSA3;11,62;5,73;14,28;1,79;1,45;28,31;145,27;125,07;12,30;11,70;0,11;0,02;17,86;25,58;-1,61;2,32;12,56;10,13;12,49;0,81;0,15;0,08;-0,05;5,31;2.224.685,84;6,48;0,81
ITSA4;10,61;6,28;13,04;1,64;1,32;28,31;145,27;125,07;11,23;11,70;0,11;0,02;16,31;23,35;-1,47;2,32;12,56;10,13;12,49;0,81;0,15;0,08;-0,05;5,31;295.702.879,84;6,48;0,81
ITUB3;25,82;5,30;13,62;1,86;0,13;53,89;-0,46;10,20;-300,64;-315,15;;;1,39;;-0,13;;13,69;0,93;;0,07;0,93;0,09;8,39;4,93;19.344.967,47;13,85;1,90
ITUB4;28,34;4,83;14,95;2,05;0,14;53,89;-0,46;10,20;-329,99;-315,15;;;1,52;;-0,14;;13,69;0,93;;0,07;0,93;0,09;8,39;4,93;1.015.168.126,87;13,85;1,90
JBDU3;2,46;;-12,69;0,18;0,06;;;;-33,92;-36,02;-12,67;0,07;;-0,38;-0,06;0,00;-1,44;-0,51;-0,51;0,35;0,65;0,00;;;88.365,74;13,42;-0,19
JBDU4;1,31;;-6,76;0,10;0,03;;;;-18,06;-36,02;-12,67;0,07;;-0,20;-0,03;0,00;-1,44;-0,51;-0,51;0,35;0,65;0,00;;;129.070,16;13,42;-0,19
JBSS3;24,18;2,24;21,04;1,61;0,38;17,04;7,89;1,20;3,20;5,79;2,60;1,30;0,25;2,43;-0,62;1,69;7,64;1,81;14,38;0,24;0,74;1,51;11,17;21,85;325.695.228,47;15,04;1,15
JFEN3;4,33;;-2,09;-3.347,14;307,61;-124,60;-2.910,42;-2.662,77;-1,92;-1,92;0,00;;55,74;2.713,89;-2.352,68;1,15;-159.905,82;-14.695,69;-68.776,40;-0,09;1,16;5,52;-36,70;;55.586,00;0,00;-2,07
JHSF3;7,22;2,02;7,47;1,30;0,71;65,06;95,64;69,16;5,40;5,87;0,47;0,11;5,17;5,58;-0,89;2,60;17,43;9,47;14,53;0,54;0,45;0,14;1,62;49,95;71.912.977,18;5,54;0,97
JOPA3;35,00;0,82;7,72;0,69;0,18;30,82;10,08;3,24;2,48;6,46;3,99;1,10;0,25;0,63;-0,55;1,70;8,88;2,28;5,20;0,26;0,66;0,71;3,46;-6,68;13.750,54;51,05;4,53
JOPA4;32,06;0,99;7,08;0,63;0,16;30,82;10,08;3,24;2,27;6,46;3,99;1,10;0,23;0,58;-0,50;1,70;8,88;2,28;5,20;0,26;0,66;0,71;3,46;-6,68;3.206,00;51,05;4,53
JPSA3;24,33;0,57;22,77;1,33;0,33;62,85;53,73;13,30;5,64;10,72;5,08;1,20;3,03;3,39;-0,42;1,89;5,86;1,47;4,74;0,25;0,51;0,11;5,51;;6.739.230,68;18,24;1,07
JSLG3;9,56;0,58;11,63;2,50;0,64;19,78;8,08;2,91;4,18;6,66;2,47;1,48;0,34;1,68;-1,33;3,71;21,52;5,50;13,77;0,26;0,74;1,89;;;3.963.066,95;3,82;0,82
