TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
A;136,68;0,55;51,41;8,67;4,30;74,10;25,33;20,33;41,27;42,43;1,16;0,24;10,45;23,19;-6,73;2,06;16,86;8,37;12,10;0,50;0,50;0,41;5,74;12,39;;15,77;2,66;;41.646.056.350,20
AA;34,71;;-38,06;1,95;0,44;14,18;3,44;-1,83;20,28;25,49;5,21;0,50;0,70;3,68;-0,63;1,64;-5,13;-1,14;1,99;0,22;0,78;0,62;-3,68;;;17,76;-0,91;;6.470.258.229,63
AACG;2,84;;-5,65;2,33;0,98;34,58;-83,70;-70,79;-4,78;-3,90;0,88;-0,43;4,00;-4,48;-1,24;0,50;-41,15;-17,25;-54,51;0,42;0,58;0,24;-17,45;;;1,22;-0,50;;89.035.428,52
AACQ;10,02;;-5.807,59;145,19;1,00;;;;-3.576,10;-3.570,57;5,53;-0,22;;540,14;-1,00;;-2,50;-0,02;-4,06;0,01;0,03;0,00;;;;0,07;0,00;;725.948.969,94
AACQU;10,67;;-6.184,33;154,61;1,06;;;;-3.808,09;-3.570,57;5,53;-0,22;;575,18;-1,07;;-2,50;-0,02;-4,06;0,01;0,03;0,00;;;;0,07;0,00;;725.948.969,94
AACQW;1,61;;-933,16;23,33;0,16;;;;-574,60;-3.570,57;5,53;-0,22;;86,79;-0,16;;-2,50;-0,02;-4,06;0,01;0,03;0,00;;;;0,07;0,00;;725.948.969,94
AAL;21,11;;-1,52;-1,97;0,22;59,39;-58,98;-51,25;-1,32;-3,78;-2,46;;0,78;-2,47;-0,27;0,67;-129,39;-14,33;-49,73;-0,11;1,11;0,28;-15,81;;;-10,71;-13,85;;13.539.597.726,53
AAME;4,00;0,50;6,88;0,56;0,20;14,67;8,76;6,08;4,77;3,64;-1,13;-0,13;0,42;;-0,20;;8,18;2,93;9,50;0,36;0,64;0,48;3,32;24,99;;7,11;0,58;;81.657.120,00
AAN;25,78;0,87;306,71;1,24;0,65;100,00;100,00;0,67;2,05;1,87;-0,18;-0,11;2,05;-29,64;-0,77;0,87;0,40;0,21;60,40;0,53;0,47;0,32;;;;20,80;0,08;;881.802.605,58
AAOI;8,27;;-3,25;0,68;0,40;21,54;-19,43;-24,91;-4,17;-6,27;-2,10;0,34;0,81;1,79;-0,70;2,03;-21,03;-12,16;-12,46;0,58;0,42;0,49;4,32;;;12,09;-2,54;;190.013.554,42
