TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
TRXB11;117,50;4,92;1,09;603.822,16;3,23;;;270.372.838,75;114,00;Passiva;
TRXF11;106,15;7,22;1,00;2.796.164,76;10,15;;;595.926.109,36;21.768,00;Ativa;
TSNC11;0,00;0,00;;;2,28;5,83;;98.685.489,35;66,00;Ativa;
MXRF11;10,45;8,13;1,04;8.129.445,85;17,78;0,00;-0,38;2.020.557.088,53;356.171,00;Ativa;
TOUR11;130,00;7,47;0,28;12.851,50;29,81;;;4.612.270,15;252,00;Ativa;
ATSA11;109,98;0,00;1,11;8.214,76;1,66;;;173.151.386,14;259,00;Passiva;
KNRI11;150,81;5,25;0,97;4.698.379,00;0,50;-6,01;-3,05;3.751.807.943,34;232.729,00;Ativa;
SPTW11;63,50;21,20;0,92;604.475,52;5,47;24,95;-6,98;124.595.321,77;16.897,00;Passiva;
EDGA11;26,11;6,52;0,33;95.115,06;0,46;-10,57;-18,08;300.125.626,92;7.629,00;Passiva;
FIIP11B;199,32;10,38;1,03;125.134,33;2,81;6,01;-1,57;179.055.986,30;8.830,00;Passiva;
FIVN11;3,00;0,00;0,44;15.781,33;0,03;;-18,29;64.863.959,96;2.563,00;Passiva;
BMLC11;92,95;7,45;0,87;19.357,42;2,50;17,59;4,69;106.682.383,60;1.615,00;Ativa;
BNFS11;119,70;9,80;1,17;62.930,21;4,74;5,99;-0,90;71.868.624,94;3.403,00;Ativa;
RCFF11;98,50;5,11;0,99;16.385,12;18,19;;;32.061.111,84;69,00;Ativa;
TCPF11;1,26;0,00;0,01;;6,47;;;32.491.141,40;52,00;Ativa;
EDFO11B;247,25;7,18;1,16;37.737,93;1,22;-5,09;-6,24;50.400.338,53;608,00;Passiva;
GRLV11;104,51;106,41;17,51;753.753,27;2.489,44;135,25;-9,71;6.407.890,29;2.604,00;Passiva;
PLRI11;44,53;6,30;0,80;13.783,25;1,45;-24,15;-18,25;52.807.296,98;807,00;Ativa;
ABCP11;75,15;3,81;0,85;225.444,88;0,81;-3,52;-2,44;1.077.720.548,83;20.012,00;Passiva;
JPPA11;100,00;8,75;0,98;144.345,03;13,04;;;61.691.176,85;203,00;Ativa;
JPPC11;402,00;3,66;0,88;;7,17;;-19,82;25.187.229,56;77,00;Ativa;
KNRE11;2,97;1,83;1,18;32.680,39;24,51;;-32,72;46.559.526,38;6.823,00;Ativa;
OURE11;90,00;8,54;0,90;84.958,15;7,88;;;82.837.286,05;3.509,00;Ativa;
PLCR11;95,49;6,70;0,97;1.185.076,48;9,69;;;207.872.210,94;5.063,00;Ativa;
ARRI11;104,79;8,20;1,09;137.906,70;2,20;;;37.842.289,81;2.522,00;Ativa;
BARI11;108,53;12,33;1,07;3.325.356,36;37,10;;;470.320.207,07;25.711,00;Ativa;
DRIT11B;110,05;3,55;0,84;3.292,56;1,14;-25,47;-6,00;60.795.124,28;300,00;--;
FTCE11B;2.950,01;12,17;1,11;961.703,00;6,87;;;2.334.697.439,08;57,00;Ativa;
FVBI11;94,97;70,88;;69.079,00;;142,93;-3,91;0,00;0,00;Passiva;
GCFF11;96,98;7,04;1,00;64.381,91;1,63;;;32.936.934,84;1.268,00;Ativa;
BRIM11;1.019,72;0,00;1,03;1.004,50;6,62;;;122.898.329,83;121,00;Ativa;
HABT11;119,69;11,33;1,18;2.100.464,33;21,36;;;547.290.224,41;24.987,00;Ativa;
CFHI11;0,00;0,00;;;14,80;;;75.306.370,43;54,00;Ativa;
ERPA11;140,00;0,00;1,34;7.338,86;0,35;;;51.939.263,41;9,00;Passiva;
PRSN11B;0,64;7,08;1,52;4.232,27;12,35;;;21.802.513,88;1.150,00;Ativa;
PRSV11;145,50;6,88;0,61;47.663,82;5,40;28,92;-28,13;46.144.422,87;1.268,00;Passiva;
SCPF11;9,16;2,22;0,73;10.391,88;2,04;-16,73;-12,92;52.973.753,33;4.881,00;Ativa;
SDIL11;97,59;6,69;0,94;1.156.498,82;34,90;-5,18;-0,78;661.815.225,95;45.381,00;Ativa;
BPRP11;117,98;7,76;1,09;26.404,59;0,07;;;145.783.802,11;179,00;Passiva;
RNGO11;61,50;8,47;0,61;287.274,00;1,45;-4,28;-12,94;270.805.175,79;15.622,00;Passiva;
THRA11;134,15;4,74;1,18;222.567,42;1,92;-0,43;4,93;167.939.494,27;2.307,00;Passiva;
TORM13;31,31;75,50;0,01;1.950,00;46,58;;;21.603.927,48;252,00;Ativa;
VCJR11;103,00;7,68;1,05;1.013.815,06;32,92;;;1.141.413.861,35;6.598,00;Ativa;
CRFF11;77,80;6,63;0,84;49.449,64;0,90;;;63.928.580,03;1.803,00;Ativa;
EURO11;207,50;6,34;0,73;155.772,42;1,97;8,69;1,86;108.776.379,98;2.317,00;Passiva;
BLMO11;26.662,53;0,00;1,03;;10,80;;;98.322.428,51;96,00;Ativa;
JSRE11;92,80;6,53;0,82;3.565.891,00;1,29;-2,61;-4,22;2.357.857.312,16;43.343,00;Ativa;
JTPR11;2.517,00;0,12;22,94;;7,93;;;23.550.633,45;9,00;Ativa;
KFOF11;95,96;6,51;0,92;727.267,09;0,84;;;473.325.166,32;6.814,00;Ativa;
NEWL11;104,00;7,50;0,94;656.904,94;31,31;;;137.967.084,81;1.042,00;Ativa;
NEWU11;38,51;0,29;0,60;10.172,03;3,27;58,77;;47.427.180,70;1.925,00;Ativa;
NPAR11;131,55;0,00;1,07;190.262,42;0,28;;;14.704.188,13;52,00;Ativa;
NSLU11;253,00;10,04;1,19;270.630,79;1,88;9,90;-3,44;243.850.897,79;7.673,00;Passiva;
RBTS11;1.000,00;0,00;0,95;;8,94;;;59.541.474,79;56,00;Ativa;
RBVA11;108,56;9,67;0,95;1.381.279,03;0,29;5,76;-4,32;1.323.970.702,68;39.000,00;Ativa;
RBVO11;13,00;7,60;0,58;7.364,45;2,18;-41,32;-40,10;11.542.549,62;2.140,00;--;
RCFA11;0,55;0,00;0,35;43.564,42;0,68;;;18.317.496,04;2.863,00;Passiva;
ALMI11;1.100,00;0,00;0,53;140.495,18;2,06;;-15,59;229.388.402,53;3.499,00;Passiva;
CPFF11;81,91;7,52;0,98;1.182.049,58;0,04;;;332.336.800,98;10.834,00;Ativa;
VPSI11;0,00;0,00;;;0,24;4,78;;147.133.304,33;57,00;Passiva;
XPHT12;62,50;0,00;0,72;131.410,38;0,92;;;331.034.343,27;1.617,00;Ativa;
XPIN11;110,30;6,65;1,00;1.474.474,42;5,15;;;729.732.294,31;52.485,00;Ativa;
XPLG11;114,40;6,03;1,03;7.029.014,94;24,76;;;3.001.645.978,98;256.069,00;Ativa;
XPML11;107,00;3,23;0,97;4.339.135,09;3,35;-14,80;1,76;2.006.411.657,54;254.134,00;Ativa;
XPPR11;67,35;11,49;0,77;2.071.785,73;4,97;;;638.121.228,42;37.663,00;Ativa;
XPSF11;96,21;9,00;0,98;1.445.084,88;1,16;;;424.734.197,61;16.085,00;Ativa;
XTED11;6,88;0,00;0,48;9.872,61;0,55;;-29,93;25.443.127,93;5.310,00;Ativa;
