TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AAIC;3,86;;7,40;0,54;0,15;100,00;56,01;64,01;8,45;13,09;4,64;0,30;4,73;-0,42;-0,19;0,39;7,30;1,98;4,01;0,27;0,73;0,03;-17,62;;;7,15;0,52;;129.237.358,66
AAT;37,93;2,79;126,49;1,83;0,75;64,28;23,13;5,31;29,03;45,30;16,27;1,03;6,72;;-0,75;;1,45;0,60;2,72;0,41;0,59;0,11;4,57;-6,40;;20,69;0,30;;2.293.706.753,00
ABR;18,36;7,08;8,23;1,42;0,29;99,52;149,50;89,31;4,92;10,19;5,27;1,53;7,35;;-0,29;;17,31;3,50;9,12;0,20;0,80;0,04;13,13;30,09;;12,89;2,23;;2.609.991.504,00
ACC;49,70;2,84;913,77;2,25;0,92;50,00;14,53;0,89;55,72;84,80;29,08;1,18;8,10;;-0,92;;0,25;0,10;1,82;0,41;0,59;0,11;2,93;-8,89;;22,05;0,05;;6.913.612.930,00
ACRE;14,63;9,30;10,97;1,01;0,30;100,00;809,04;460,79;6,25;19,62;13,38;2,17;50,54;;-0,30;;9,23;2,78;4,91;0,30;0,70;0,01;-22,93;-8,62;;14,45;1,33;;687.636.334,00
ADC;74,50;3,64;52,74;1,65;1,08;87,58;49,43;32,93;35,14;44,30;9,16;0,43;17,37;;-1,08;;3,12;2,04;3,10;0,65;0,35;0,06;28,86;18,55;;45,25;1,41;;5.134.711.350,00
AFIN;8,55;13,27;-30,82;0,56;0,26;73,63;15,68;-9,71;19,08;53,55;34,47;1,01;2,99;;-0,26;;-1,82;-0,83;1,42;0,46;0,54;0,09;11,83;;;15,27;-0,28;;926.917.119,45
AFINO;26,55;3,73;-95,70;1,74;0,80;73,63;15,68;-9,71;59,25;53,55;34,47;1,01;9,29;;-0,80;;-1,82;-0,83;1,42;0,46;0,54;0,09;11,83;;;15,27;-0,28;;926.917.119,45
AFINP;27,50;6,82;-99,13;1,80;0,83;73,63;15,68;-9,71;61,37;53,55;34,47;1,01;9,62;;-0,83;;-1,82;-0,83;1,42;0,46;0,54;0,09;11,83;;;15,27;-0,28;;926.917.119,45
AGNC;16,01;8,99;2,77;0,74;0,10;;;;2,47;6,60;4,13;1,24;;;-0,10;;26,66;3,54;12,52;0,13;0,87;0,00;;;;21,65;5,77;;8.403.764.272,00
AGNCM;26,37;6,52;4,57;1,22;0,16;;;;4,06;6,60;4,13;1,24;;;-0,16;;26,66;3,54;12,52;0,13;0,87;0,00;;;;21,65;5,77;;8.403.764.272,00
AGNCN;26,40;6,63;4,57;1,22;0,16;;;;4,07;6,60;4,13;1,24;;;-0,16;;26,66;3,54;12,52;0,13;0,87;0,00;;;;21,65;5,77;;8.403.764.272,00
AGNCO;26,13;6,22;4,53;1,21;0,16;;;;4,03;6,60;4,13;1,24;;;-0,16;;26,66;3,54;12,52;0,13;0,87;0,00;;;;21,65;5,77;;8.403.764.272,00
AGNCP;25,40;6,03;4,40;1,17;0,16;;;;3,91;6,60;4,13;1,24;;;-0,16;;26,66;3,54;12,52;0,13;0,87;0,00;;;;21,65;5,77;;8.403.764.272,00
AHH;13,20;4,02;44,26;1,52;0,42;31,34;17,21;4,85;12,46;13,07;0,61;0,07;2,14;;-0,42;;3,44;0,94;10,63;0,27;0,73;0,19;8,73;8,22;;8,67;0,30;;805.094.400,00
AHT;15,15;;-0,71;-1,17;0,11;5,17;-121,29;-164,44;-0,97;-9,76;-8,79;;1,17;-0,11;-0,12;0,08;-164,53;-14,74;-11,58;-0,09;1,08;0,09;-17,59;;;-12,90;-21,22;;401.688.615,00
AIC;25,50;;48,86;3,57;0,97;100,00;56,01;64,01;55,83;13,09;4,64;0,30;31,27;-2,75;-1,24;0,39;7,30;1,98;4,01;0,27;0,73;0,03;-17,62;;;7,15;0,52;;129.237.358,66
AIRC;51,67;1,66;-229,76;6,13;1,28;63,55;14,18;-6,58;106,67;162,40;55,73;3,20;15,13;;-1,28;;-2,67;-0,56;-0,41;0,21;0,78;0,08;;;;8,43;-0,22;;8.110.267.876,00
AIV;6,88;660,28;95,73;1,98;0,47;56,16;52,42;7,05;12,88;15,30;2,43;0,37;6,75;;-0,47;;2,07;0,49;7,04;0,23;0,76;0,07;-31,18;;;3,47;0,07;;1.032.456.832,00
AIW;25,00;;47,90;3,50;0,95;100,00;56,01;64,01;54,74;13,09;4,64;0,30;30,66;-2,70;-1,22;0,39;7,30;1,98;4,01;0,27;0,73;0,03;-17,62;;;7,15;0,52;;129.237.358,66
AJX;13,74;5,09;10,77;0,65;0,19;100,00;432,91;163,96;4,08;17,40;13,32;2,12;17,66;;-0,19;;6,02;1,74;4,66;0,29;0,71;0,01;;2,91;;21,19;1,28;;315.866.112,00
AJXA;26,56;;20,82;1,25;0,36;100,00;432,91;163,96;7,89;17,40;13,32;2,12;34,14;;-0,36;;6,02;1,74;4,66;0,29;0,71;0,01;;2,91;;21,19;1,28;;315.866.112,00
AKR;21,85;1,37;-181,01;1,29;0,47;62,49;1,44;-4,04;508,36;933,08;424,72;1,08;7,31;;-0,47;;-0,71;-0,26;0,07;0,37;0,63;0,06;5,12;;;16,95;-0,12;;1.932.282.900,00
ALEX;20,53;2,24;55,55;1,35;0,76;25,49;17,26;8,35;26,87;37,30;10,43;0,52;4,64;;-0,76;;2,43;1,37;3,24;0,56;0,43;0,16;-8,38;-28,32;;15,20;0,37;;1.488.767.851,00
ALX;273,17;6,59;25,25;6,86;0,99;55,04;35,46;27,46;19,55;28,94;9,38;3,29;6,93;2,35;-1,80;14,81;27,18;3,91;5,25;0,14;0,86;0,14;-0,86;-11,42;;39,80;10,82;;1.395.161.141,00
AMH;42,01;0,71;142,42;2,34;1,40;54,24;23,35;7,90;48,16;50,23;2,06;0,10;11,25;;-1,40;;1,64;0,98;4,15;0,60;0,40;0,12;13,41;;;17,99;0,29;;13.560.870.010,00
