TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
THRA11;138,50;0,130000;32,55;9,54;14,52;53.642,50;140,47;90,73;0,36;14.050.683,35;2.084,00;Passiva;1.472.728,00
ARCT11;107,39;1,860000;16,13;100,54;1,07;3.042.610,56;12,82;;;324.578.304,29;23.040,00;Ativa;3.228.312,00
RBCB11;19,00;0,300000;0,00;0,00;;;;-15,04;-20,70;0,00;462,00;Ativa;53.100,00
SFRO11;0,00;;0,00;5,93;;;102,53;;;5.191.438,53;20,00;Passiva;875.758,00
PRTS11;117,70;0,054870;0,05;0,06;1.961,67;;103,36;;;3.111.607,44;11,00;Ativa;55.727.500,00
BBRC11;97,36;0,970000;12,07;107,17;0,91;92.436,53;5,09;-1,44;-10,53;170.397.413,70;9.060,00;Passiva;1.590.000,00
HRDF11;1,18;6,800000;0,00;1,30;0,91;612,47;46,05;;;9.859.180,08;1.295,00;Ativa;7.587.125,00
SEED11;105,00;1,660000;8,36;102,23;1,03;7.342,14;2,09;;;167.661.581,67;91,00;Ativa;1.640.000,00
VLJS11;1.141,14;28,819221;2,53;1.108,11;1,03;;5,76;;;28.886.978,40;9,00;Passiva;26.068,00
GTLG11;99,99;0,700000;6,30;94,20;1,06;3.193.985,75;4,18;;;675.663.743,88;86,00;Ativa;7.173.000,00
RBRR11;100,00;1,200000;12,13;96,29;1,04;3.988.663,15;6,07;20,75;-1,90;1.043.857.962,92;98.812,00;Ativa;10.840.555,00
HCTR11;112,12;1,770000;16,96;120,98;0,93;7.677.412,44;3,59;;;2.671.651.053,42;184.069,00;Ativa;22.084.202,00
FPAB11;199,00;1,630000;8,44;410,02;0,49;10.324,68;1,55;-9,09;-16,91;307.513.373,89;915,00;Passiva;750.000,00
GESE11B;1.520,00;13,273578;9,32;1.664,24;0,91;;1,02;;;86.540.717,02;55,00;Passiva;52.000,00
RBED11;118,20;1,160000;10,99;141,78;0,83;178.089,32;3,30;3,84;-13,08;286.633.457,39;12.415,00;Ativa;2.021.621,00
TRXF11;98,92;0,850000;9,44;97,75;1,01;1.904.847,65;1,87;;;708.147.194,50;44.062,00;Ativa;7.244.808,00
CEOC11;60,00;0,493495;9,38;90,19;0,67;45.602,82;2,07;-5,52;-10,66;163.765.121,71;5.425,00;Passiva;1.815.696,00
BCFF11;64,00;0,540000;9,63;78,11;0,82;2.442.966,88;5,64;-0,25;-9,65;1.967.298.740,01;296.075,00;Ativa;25.186.378,00
FIIP11B;155,99;1,280000;9,90;200,65;0,78;69.128,79;2,02;2,71;-7,31;186.038.544,78;8.434,00;Passiva;927.162,00
AURB11;0,00;;0,00;96,91;;;1,15;;;53.100.433,43;3,00;Ativa;547.928,00
HAAA11;92,81;0,540000;6,94;92,75;1,00;1.259,72;1,25;;;320.439.330,78;144,00;Ativa;3.455.000,00
LIFE11;0,00;0,167000;0,00;10,01;;;3,33;;;22.016.804,13;3,00;Ativa;2.200.000,00
PATL11;78,28;0,580000;8,80;98,02;0,80;1.047.410,50;0,83;;;489.268.515,89;19.809,00;Ativa;4.991.535,00
BREV11;94,00;0,540000;7,11;109,89;0,86;274.781,21;0,87;;;106.285.979,32;125,00;Ativa;967.201,00
TRXB11;118,00;0,850000;8,50;98,21;1,20;2.401.859,76;8,80;;;268.160.428,31;178,00;Passiva;2.730.511,00
ONEF11;158,50;0,920000;6,17;174,80;0,91;53.550,76;1,07;8,58;3,01;159.240.183,47;3.643,00;Passiva;911.000,00
MXRF11;9,64;0,110000;11,00;10,16;0,95;6.387.632,68;4,16;1,96;-7,04;2.296.328.737,28;538.039,00;Ativa;226.039.663,00
OUJP11;93,90;1,400000;13,31;101,65;0,92;669.809,38;2,93;15,81;-4,38;330.593.078,37;22.148,00;Ativa;3.252.384,00
GALG11;93,25;0,820000;10,72;101,62;0,92;963.109,21;0,16;;;584.193.098,84;8.271,00;Ativa;5.748.530,00
APTO11;10,08;0,120000;5,67;9,67;1,04;8.930,71;23,37;;;38.808.751,87;1.181,00;Ativa;4.012.857,00
BBPO11;81,09;0,890000;13,44;95,04;0,85;1.298.800,79;4,65;-4,80;-17,19;1.512.931.778,94;67.814,00;Passiva;15.919.690,00
BCIA11;81,50;0,740000;9,73;104,73;0,78;350.438,00;0,31;-19,32;-10,91;389.494.590,19;14.303,00;Ativa;3.719.038,00
ALZR11;115,50;0,780682;7,35;105,29;1,10;1.093.543,76;4,15;9,38;4,33;623.555.760,98;100.749,00;Ativa;5.922.011,00
HOSI11;69,10;0,360000;7,70;92,01;0,75;22.968,71;0,84;;;52.763.160,86;1.947,00;Ativa;573.450,00
RECX11;81,95;1,000000;13,35;85,50;0,96;14.872,16;0,14;;;18.666.390,39;547,00;Ativa;218.313,00
MORC11;99,86;1,500000;13,19;99,77;1,00;637.564,97;5,51;;;128.890.954,58;2.100,00;Ativa;1.291.942,00
