TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
HBRH11;97,78;8,77;0,89;168.348,15;20,81;;;245.681.971,26;955,00;Ativa;
HGCR11;106,50;7,86;1,03;2.729.311,20;5,57;-3,21;-0,77;1.278.167.991,36;58.431,00;Ativa;
HGFF11;83,01;8,19;0,89;373.273,00;4,33;;;266.183.939,08;8.783,00;Ativa;
HGIC11;107,70;2,72;1,04;191.542,50;0,11;;;21.961.867,74;158,00;Ativa;
HGLG11;168,97;7,69;1,15;8.942.758,00;7,79;13,01;10,00;2.703.569.719,36;281.184,00;Ativa;
HGPO11;227,79;5,61;0,94;248.695,50;5,48;;;422.759.429,14;10.010,00;Passiva;
HSAF11;99,55;8,35;1,03;360.928,95;38,12;;;170.907.618,09;4.352,00;Ativa;
HUSC11;125,00;7,06;0,96;12.795,85;1,12;;;103.527.668,31;680,00;Passiva;
PLRI11;47,89;6,43;0,93;8.209,83;4,23;-15,83;-16,05;48.975.327,25;788,00;Ativa;
PNDL11;0,00;0,00;;;60,25;;;9.525.694,98;46,00;Ativa;
PNPR11;0,00;0,00;;;11,01;;;57.144.254,28;13,00;Ativa;
PRZS11;0,00;0,00;;;1,18;;;56.015.108,28;2,00;Ativa;
JPPC11;402,00;22,03;0,76;;5,62;;-12,50;29.085.186,56;78,00;Ativa;
MGCR11;93,46;6,84;0,99;135.621,40;4,02;;;134.876.155,28;1.780,00;Ativa;
MGLG11;0,00;0,00;;;6,44;;;65.087.212,12;17,00;Ativa;
LSPA11;0,00;0,00;;;1,43;;;40.228.337,91;220,00;Ativa;
LUGG11;94,00;6,24;0,75;51.870,25;0,73;;;112.212.711,59;4.377,00;Ativa;
MVFI11;0,00;0,00;;;0,09;;;136.950.448,95;1,00;Ativa;
NVHO11;11,98;8,46;0,97;2.476,30;0,96;11,74;-7,01;513.660.536,80;2.549,00;Ativa;
NVIF11B;227,50;0,91;1,43;;342,99;;;53.778.644,88;7,00;Ativa;
RBCB11;19,00;0,00;;;;-15,04;-56,96;0,00;462,00;Ativa;
RBCO11;57,99;9,65;0,58;190.416,35;3,38;;;380.688.536,33;4.442,00;Ativa;
RBDS11;21,30;11,05;0,88;2.751,61;39,19;18,99;-61,00;3.067.190,38;979,00;Ativa;
MOFF11;0,00;0,00;;;1,87;;;197.087.591,03;3,00;Ativa;
ORPD11;132,50;0,00;0,89;3.019,50;0,00;;3,79;43.195.265,41;29,00;Ativa;
PATC11;68,10;5,36;0,79;334.986,05;1,09;;;298.816.888,03;13.090,00;Ativa;
RBGS11;38,18;3,96;0,42;23.665,70;0,47;12,90;-5,48;97.675.616,59;2.905,00;Passiva;
RBHY11;105,42;5,90;1,02;144.427,25;127,84;;;61.862.338,69;431,00;Ativa;
RBIR11;76,62;0,00;0,80;111.433,85;43,27;;;146.952.323,46;1.219,00;Ativa;
RBIV11;87,19;8,50;0,92;686.130,85;8,13;;;163.252.826,11;4.451,00;Ativa;
PORD11;99,52;10,52;1,00;1.039.994,80;53,54;;0,45;370.159.120,25;12.100,00;Ativa;
PQDP11;2.260,00;3,94;0,62;169.094,70;0,55;-15,10;-7,34;866.403.867,62;4.150,00;Passiva;
PRSN11B;0,72;3,80;1,60;6.793,90;12,58;;;23.294.463,73;1.376,00;Ativa;
RECX11;99,75;2,85;1,10;11.417,94;0,05;;;17.924.585,06;362,00;Ativa;
SCPF11;8,91;2,16;0,70;8.689,50;2,01;-25,41;-9,25;53.208.330,75;4.611,00;Ativa;
SDIL11;93,70;7,53;0,93;825.322,55;11,09;-2,77;0,61;643.869.641,19;48.048,00;Ativa;
SFND11;83,07;103,65;4,63;;13,63;114,52;;17.613.490,09;55,00;Passiva;
PATB11;0,00;0,00;;;6,54;;;550.847.031,08;59,00;Ativa;
QAGR11;52,80;8,85;0,88;392.534,60;0,40;;;301.152.498,61;18.174,00;Ativa;
QAMI11;90,75;3,36;0,96;41.570,85;26,30;;;75.481.486,83;601,00;Ativa;
RBVO11;12,24;6,14;0,57;2.731,05;3,48;-43,40;-40,12;11.050.429,66;2.064,00;--;
RCFA11;0,70;0,00;0,45;89.103,20;0,64;;;18.263.993,00;3.617,00;Passiva;
RCFF11;103,00;4,96;1,06;658,20;9,19;;;31.394.660,98;81,00;Ativa;
RCRB11;154,30;6,35;0,78;458.284,45;3,63;13,12;-1,02;730.924.305,45;29.877,00;Ativa;
SHDP11B;0,00;0,00;;;1,08;-15,37;;2.154.810.090,61;3,00;Passiva;
SHOP11;100,00;0,00;1,68;;3,12;;;88.378.243,01;11,00;Ativa;
TEPP11;81,56;6,85;0,86;912.095,60;0,27;;;398.918.056,56;8.207,00;Ativa;
RBRR11;99,99;7,50;1,01;3.758.555,15;27,35;-1,84;1,55;1.030.670.291,18;73.712,00;Ativa;
ROOF11;0,00;0,00;;;34,23;;;44.348.957,59;31,00;Ativa;
RSPD11;1.100,00;0,00;0,96;2.155,00;9,89;;;170.831.520,31;105,00;Ativa;
RZAK11;99,80;3,45;1,03;1.944.434,15;2,11;;;290.776.939,17;6.815,00;Ativa;
RZTR11;96,50;7,13;0,98;2.805.354,25;50,96;;;1.083.824.159,24;30.793,00;Ativa;
SADI11;84,85;3,16;0,84;187.065,20;2,59;;;319.404.662,16;2.844,00;Ativa;
SAIC11B;39,52;0,00;0,73;39,00;5,55;;;77.701.071,93;53,00;Passiva;
SALI11;0,00;0,00;;;3,23;;;7.900.950,35;2,00;Passiva;
SBCL11;0,00;0,00;;;135,24;;;35.073.162,93;1,00;Ativa;
TFOF11;138,00;0,00;1,14;;13,36;29,98;-52,55;103.080.374,68;3.278,00;Ativa;
SJAU11;116,85;0,00;1,17;61.800,00;0,56;;;792.829.946,61;115,00;Passiva;
VGIR11;92,51;6,12;0,95;628.456,65;1,06;;-2,56;437.627.487,94;22.302,00;Ativa;
VIFI11;87,94;8,45;0,92;344.640,30;4,87;;;269.339.375,89;4.531,00;Ativa;
VOTS11;82,51;6,23;0,83;3.137,06;11,51;3,15;-5,57;82.221.681,62;303,00;Ativa;
VRTA11;112,98;9,04;1,13;1.721.029,95;6,10;-5,81;2,15;1.003.482.292,80;91.324,00;Ativa;
VSEC11;72,14;8,37;0,73;4.038,92;20,85;;;6.206.525,80;54,00;Ativa;
VSHO11;81,11;2,90;0,80;39.469,55;2,38;;;213.521.425,45;1.852,00;Ativa;
VSLH11;10,23;6,62;1,03;1.692.224,05;90,19;;;119.177.664,28;16.684,00;Ativa;
VTPA11;0,00;0,00;;;2,43;;;73.451.100,23;1,00;Ativa;
VTPL11;0,00;0,00;;;0,36;;;113.939.170,73;56,00;Passiva;
STRX11;8,52;5.770,72;0,00;;0,40;;;295.213.506,58;53,00;Passiva;
TRXB11;118,00;7,62;1,11;997.317,00;3,22;;;264.858.991,64;124,00;Passiva;
TRXF11;103,25;7,54;0,97;3.360.666,85;0,93;;;599.741.902,13;32.232,00;Ativa;
TSER11;115,00;2,17;1,15;17.696,20;11,35;;;120.384.149,51;11,00;Ativa;
TSNC11;0,00;0,00;;;2,56;0,08;;100.050.923,54;66,00;Ativa;
VIDS11;0,00;0,00;;;4,51;;;42.765.252,32;488,00;Ativa;
VVPR11;98,08;7,71;0,95;952.096,60;1,30;;;238.259.543,12;1.273,00;Ativa;
VXXV11;721,50;1,94;1,48;505.050,00;1,80;;;25.290.452,82;5,00;Ativa;
WPLZ11;62,40;0,16;0,60;10.596,45;0,84;22,10;1,32;105.331.727,55;1.928,00;Passiva;
WTSP11B;44,89;4,14;0,56;1.279,50;3,07;-28,33;;79.032.278,81;201,00;Ativa;
XPCI11;102,21;9,36;1,06;4.140.319,00;7,14;;;634.175.410,88;36.094,00;Ativa;
XPCM11;42,31;18,29;0,59;291.784,90;2,29;-8,19;-22,19;171.994.554,85;32.958,00;Passiva;
XPHT11;90,95;0,00;1,05;52.980,17;0,67;;;330.939.050,81;1.588,00;Ativa;
VILG11;115,60;5,75;1,01;3.448.538,55;5,65;;;1.712.539.409,11;138.331,00;Ativa;
VINO11;60,11;8,28;1,01;1.984.791,20;3,49;;;756.120.700,67;79.771,00;Ativa;
VISC11;111,80;4,09;0,94;2.561.351,85;0,62;-13,63;3,15;1.705.672.539,20;195.016,00;Ativa;
VIUR11;96,86;1,36;1,00;382.253,10;19,43;;;260.567.762,54;3.000,00;Ativa;
VJFD11;0,00;0,00;;;4,62;;;523.641.724,76;97,00;Ativa;
VLJS11;1.141,14;4,80;1,41;;4,86;;;47.842.639,76;12,00;Passiva;
VPSI11;0,00;0,00;;;0,53;-10,10;;147.608.539,71;56,00;Passiva;
XPLG11;109,75;6,48;0,99;4.764.165,85;14,74;-2,72;5,11;2.995.160.101,69;266.511,00;Ativa;
XPML11;102,50;3,89;0,97;3.988.634,20;2,75;-15,55;1,60;1.914.849.715,41;250.498,00;Ativa;
XBXO11;0,00;0,00;;;99,84;;;30.000.000,00;1,00;Ativa;
XPPR11;71,01;9,58;0,83;1.260.714,55;3,43;;;627.568.865,87;42.758,00;Ativa;
XPSF11;94,80;9,44;1,02;937.296,80;6,24;;;401.337.388,51;19.459,00;Ativa;
XTED11;6,93;0,00;0,50;14.048,90;0,46;;-28,02;25.791.388,88;4.899,00;Ativa;
YUFI11;0,00;0,00;;;1,88;;;37.581.481,17;9,00;Ativa;
