TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
A;128,80;0,63;30,44;7,51;3,68;53,98;23,15;19,35;25,44;26,56;1,12;0,33;5,89;21,01;-5,64;2,01;24,66;12,08;16,78;0,49;0,51;0,62;8,50;21,24;;17,30;4,27;;38.441.520.000,00
AA;55,25;0,72;10,43;1,77;0,64;27,89;16,72;7,19;4,49;4,82;0,33;0,13;0,75;3,82;-1,02;1,81;17,00;6,13;16,12;0,36;0,64;0,85;5,45;;;31,49;5,35;;10.047.023.168,00
AACG;2,47;;-16,01;2,83;1,00;52,74;-30,12;-14,93;-7,94;-7,29;0,65;-0,23;2,39;-2,41;-1,17;0,25;-17,69;-6,26;-32,20;0,35;0,65;0,42;-13,28;;;0,87;-0,15;;78.048.542,00
AACQ;9,99;;-93,43;180,94;1,25;;;;-27,75;-27,74;0,01;-0,07;;2.094,26;-1,25;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AACQU;11,05;;-103,35;200,14;1,38;;;;-30,69;-27,74;0,01;-0,07;;2.316,47;-1,38;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AACQW;2,50;;-23,38;45,28;0,31;;;;-6,94;-27,74;0,01;-0,07;;524,09;-0,31;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AAL;13,57;;-4,65;-1,06;0,13;57,68;-1,45;-4,72;-15,11;-54,96;-39,85;;0,22;-2,10;-0,18;0,81;-22,81;-2,83;-3,97;-0,12;1,12;0,60;-5,73;;;-12,96;-2,96;;8.928.882.666,00
AAME;3,07;0,65;23,07;0,57;0,17;9,65;2,68;1,39;11,96;9,30;-2,66;-0,13;0,32;;-0,17;;2,49;0,72;3,94;0,29;0,71;0,51;3,74;10,18;;5,35;0,13;;62.623.395,00
AAN;12,80;3,32;6,93;0,55;0,20;58,05;3,66;2,89;5,49;9,42;3,93;0,39;0,20;14,11;-0,39;1,03;7,89;2,94;5,85;0,37;0,63;1,02;;;;23,41;1,85;;393.946.880,00
AAOI;2,46;;-1,17;0,33;0,16;15,96;-26,02;-28,68;-1,29;-3,15;-1,85;0,47;0,34;1,10;-0,30;1,50;-27,71;-14,00;-15,23;0,51;0,49;0,49;-4,09;;;7,88;-2,18;;71.379.968,00
