TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AAIC;3,85;;74,89;0,54;0,12;100,00;41,92;8,04;14,37;105,46;91,10;3,45;6,02;;-0,12;;0,73;0,16;0,81;0,22;0,78;0,02;-28,23;;;7,08;0,05;;124.474.735,00
AAT;39,79;2,66;132,69;1,92;0,79;64,28;23,13;5,31;30,46;46,72;16,27;1,03;7,05;;-0,79;;1,45;0,60;2,72;0,41;0,59;0,11;4,57;-6,40;;20,69;0,30;;2.406.184.859,00
ABR;18,29;7,33;8,20;1,42;0,29;99,52;149,50;89,31;4,90;10,17;5,27;1,53;7,32;;-0,29;;17,31;3,50;9,12;0,20;0,80;0,04;13,13;30,09;;12,89;2,23;;2.600.040.556,00
ACC;51,99;3,62;628,45;2,38;0,96;50,10;14,90;1,31;55,36;83,45;28,09;1,21;8,25;;-0,96;;0,38;0,15;1,91;0,40;0,59;0,12;2,93;-8,89;;21,82;0,08;;7.232.167.731,00
ACRE;15,86;8,58;11,89;1,10;0,33;100,00;809,04;460,79;6,77;20,15;13,38;2,17;54,79;;-0,33;;9,23;2,78;4,91;0,30;0,70;0,01;-22,93;-8,62;;14,45;1,33;;745.448.548,00
ADC;74,61;3,92;52,82;1,65;1,08;87,58;49,43;32,93;35,19;44,35;9,16;0,43;17,40;;-1,08;;3,12;2,04;3,10;0,65;0,35;0,06;28,86;18,55;;45,25;1,41;;5.142.292.803,00
AFIN;8,52;12,48;-75,07;0,59;0,27;73,62;21,13;-4,23;15,01;39,23;24,21;0,94;3,17;;-0,27;;-0,78;-0,36;1,92;0,47;0,53;0,09;11,83;;;14,54;-0,11;;1.003.824.696,00
AFINO;26,95;3,68;-237,45;1,85;0,87;73,62;21,13;-4,23;47,49;39,23;24,21;0,94;10,03;;-0,87;;-0,78;-0,36;1,92;0,47;0,53;0,09;11,83;;;14,54;-0,11;;1.003.824.696,00
AFINP;27,16;6,90;-239,30;1,87;0,87;73,62;21,13;-4,23;47,86;39,23;24,21;0,94;10,11;;-0,87;;-0,78;-0,36;1,92;0,47;0,53;0,09;11,83;;;14,54;-0,11;;1.003.824.696,00
AGNC;16,18;8,90;4,41;0,80;0,11;;;;3,93;8,33;4,40;0,89;;;-0,11;;18,05;2,57;9,94;0,14;0,86;0,00;;;;20,32;3,67;;8.493.017.912,00
AGNCM;26,00;6,61;7,09;1,28;0,18;;;;6,32;8,33;4,40;0,89;;;-0,18;;18,05;2,57;9,94;0,14;0,86;0,00;;;;20,32;3,67;;8.493.017.912,00
AGNCN;26,13;6,70;7,12;1,29;0,18;;;;6,35;8,33;4,40;0,89;;;-0,18;;18,05;2,57;9,94;0,14;0,86;0,00;;;;20,32;3,67;;8.493.017.912,00
AGNCO;25,79;6,30;7,03;1,27;0,18;;;;6,26;8,33;4,40;0,89;;;-0,18;;18,05;2,57;9,94;0,14;0,86;0,00;;;;20,32;3,67;;8.493.017.912,00
AGNCP;25,46;6,01;6,94;1,25;0,18;;;;6,18;8,33;4,40;0,89;;;-0,18;;18,05;2,57;9,94;0,14;0,86;0,00;;;;20,32;3,67;;8.493.017.912,00
AHH;13,65;3,88;58,62;1,55;0,43;34,64;17,86;4,13;13,55;13,62;0,07;0,01;2,42;;-0,43;;2,64;0,74;10,11;0,28;0,72;0,18;8,73;8,22;;8,81;0,23;;832.527.150,00
AHT;14,86;;-0,98;-5,00;0,10;20,33;-58,43;-85,76;-1,44;-13,02;-11,58;;0,84;-0,12;-0,12;0,16;-507,75;-10,41;-7,52;-0,02;1,01;0,12;-17,59;;;-2,97;-15,10;;415.785.772,00
AIC;25,37;;493,53;3,59;0,80;100,00;41,92;8,04;94,66;105,46;91,10;3,45;39,68;;-0,80;;0,73;0,16;0,81;0,22;0,78;0,02;-28,23;;;7,08;0,05;;124.474.735,00
AIRC;52,31;4,43;-154,20;5,20;1,28;63,59;17,51;-7,45;65,62;98,62;32,99;2,61;11,49;;-1,28;;-3,37;-0,83;0,49;0,25;0,74;0,11;;;;10,06;-0,34;;8.210.724.068,00
AIV;7,41;607,52;-23,05;2,21;0,48;132,25;76,47;189,11;-57,00;-69,69;-12,69;0,49;;;-0,48;;-9,57;-2,08;-3,12;0,22;0,78;-0,01;-31,18;;;3,36;-0,32;;1.108.999.125,00
AIW;25,00;;486,33;3,53;0,78;100,00;41,92;8,04;93,28;105,46;91,10;3,45;39,11;;-0,78;;0,73;0,16;0,81;0,22;0,78;0,02;-28,23;;;7,08;0,05;;124.474.735,00
AJX;13,89;6,84;9,61;0,65;0,19;100,00;429,69;190,43;4,26;18,58;14,33;2,19;18,29;;-0,19;;6,78;2,00;4,53;0,29;0,71;0,01;;2,91;;21,31;1,45;;321.454.881,00
AJXA;26,71;;18,47;1,25;0,37;100,00;429,69;190,43;8,19;18,58;14,33;2,19;35,18;;-0,37;;6,78;2,00;4,53;0,29;0,71;0,01;;2,91;;21,31;1,45;;321.454.881,00
AKR;21,37;1,40;-177,03;1,26;0,46;62,49;1,44;-4,04;497,19;921,92;424,72;1,08;7,15;;-0,46;;-0,71;-0,26;0,07;0,37;0,63;0,06;5,12;;;16,95;-0,12;;1.889.834.580,00
ALEX;22,89;2,01;61,94;1,51;0,85;25,49;17,26;8,35;29,96;40,39;10,43;0,52;5,17;;-0,85;;2,43;1,37;3,24;0,56;0,43;0,16;-8,38;-28,32;;15,20;0,37;;1.659.907.263,00
ALX;257,94;6,98;19,14;6,40;0,92;54,56;43,22;33,23;14,72;22,40;7,68;3,34;6,36;;-0,92;;33,44;4,82;6,57;0,14;0,86;0,14;-0,86;-11,42;;40,30;13,47;;1.317.376.962,00
AMH;42,51;0,71;137,31;2,50;1,38;54,86;24,23;8,08;45,82;49,64;3,82;0,21;11,10;;-1,38;;1,82;1,00;4,27;0,55;0,45;0,12;13,41;;;17,03;0,31;;13.724.068.683,00
AMT;302,01;1,61;61,90;23,89;2,33;72,57;37,86;25,84;42,26;52,58;10,32;5,84;16,00;-52,95;-2,47;0,56;38,59;3,77;7,34;0,10;0,90;0,15;11,00;23,23;;12,64;4,88;;137.457.224.013,00
ANH;2,98;4,70;-2,68;0,72;0,12;;;;-5,03;24,95;29,98;-4,31;;;-0,12;;-27,04;-4,64;-9,45;0,17;0,82;0,00;;;;4,12;-1,11;;295.925.866,36
APLE;15,13;0,13;-29,19;1,12;0,72;55,16;-6,39;-17,18;-78,50;-114,50;-36,00;0,51;5,01;;-0,72;;-3,82;-2,47;-0,94;0,65;0,35;0,14;-7,70;;;13,55;-0,52;;3.454.799.330,00
APTS;12,74;5,49;50,65;0,49;0,16;70,21;28,91;3,04;5,32;26,29;20,97;1,95;1,54;;-0,16;;0,98;0,31;3,08;0,32;0,68;0,10;32,79;;;25,77;0,25;;667.801.498,00
ARE;208,42;2,09;35,11;2,24;1,18;72,02;62,69;45,26;25,35;32,12;6,77;0,60;15,89;;-1,18;;6,37;3,35;5,44;0,53;0,47;0,07;17,46;45,84;;93,14;5,94;;31.755.496.460,00
ARI;15,52;9,04;10,92;0,94;0,27;100,00;26.028,60;14.447,16;6,06;20,97;14,91;2,32;1.577,12;;-0,27;;8,65;2,50;4,57;0,29;0,71;0,00;;-27,44;;16,40;1,42;;2.166.959.609,00
