TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
A;109,57;0,82;28,30;5,77;3,00;50,93;21,02;16,20;18,30;22,80;0,99;0,26;4,58;14,12;-4,82;2,29;20,39;10,61;14,72;0,52;0,48;0,66;8,90;12,89;;19,00;3,87;;32.058.790.461,00
AA;23,99;1,67;-2,90;0,88;0,30;6,30;-10,53;-13,56;-7,90;-5,24;-1,49;0,35;0,39;2,06;-0,45;1,80;-30,44;-10,43;-18,61;0,34;0,66;0,77;1,34;;;27,13;-8,26;;4.281.005.904,00
AACG;1,05;;-3,20;1,45;0,46;51,68;-31,49;-32,34;;-2,68;0,61;-0,27;1,04;-0,99;-0,53;0,23;-45,26;-14,39;-39,89;0,32;0,68;0,44;106,31;;;0,72;-0,33;;33.165.195,00
AACQ;9,99;;-93,43;180,94;1,25;;;;;-27,74;0,01;-0,07;;2.094,26;-1,25;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AACQU;11,05;;-103,35;200,14;1,38;;;;;-27,74;0,01;-0,07;;2.316,47;-1,38;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AACQW;2,50;;-23,38;45,28;0,31;;;;;-27,74;0,01;-0,07;;524,09;-0,31;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AAL;11,11;;2,76;-1,66;0,11;61,60;10,52;4,98;1,30;5,19;3,88;;0,14;-1,19;-0,15;0,75;-60,07;3,92;15,70;-0,07;1,07;0,79;2,82;-37,02;;-6,71;4,03;;7.258.856.264,00
AAME;1,78;1,12;78,95;0,35;0,10;9,75;1,90;0,25;6,76;5,08;-5,13;-0,18;0,19;;-0,10;;0,44;0,12;3,11;0,28;0,72;0,50;0,73;-19,56;;5,07;0,02;;36.316.094,00
AAN;9,31;5,24;-133,36;0,40;0,16;51,23;0,09;-0,10;0,50;212,24;72,05;0,21;0,13;-2,51;-0,28;0,88;-0,30;-0,12;-1,01;0,39;0,61;1,25;4,77;;;23,02;-0,07;;287.390.390,00
AAOI;6,90;;-3,33;1,41;0,64;15,55;-28,78;-32,46;-5,98;-5,34;-1,59;0,60;1,08;-5,36;-1,08;0,77;-42,34;-19,37;-21,20;0,46;0,54;0,60;-10,24;;;4,90;-2,07;;230.063.250,00
