TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
ABCP11;69,01;0,600000;8,40;91,84;0,75;43.186,82;1,62;11,92;-3,96;432.465.202,77;17.587,00;Passiva;4.709.082,00
AFHI11;95,74;1,050000;13,13;95,08;1,01;1.179.377,89;13,54;;;317.865.129,37;25.035,00;Ativa;3.343.095,00
AIEC11;56,40;0,760000;16,19;94,90;0,59;623.349,32;2,60;9,10;-16,96;457.867.865,93;15.900,00;Ativa;4.824.987,00
ALMI11;670,00;0,371133;0,00;2.036,19;0,33;22.184,92;2,52;;-16,26;226.377.128,52;2.308,00;Passiva;111.177,00
ALZC11;0,00;;0,00;;;;;;;;;;1.000.000,00
ALZM11;85,55;0,800000;12,42;90,65;0,94;440.281,14;1,22;;;62.659.474,48;3.908,00;Ativa;691.192,00
ALZR11;114,44;0,825000;8,43;105,56;1,08;1.629.339,07;24,74;12,31;-3,42;1.040.889.348,39;146.409,00;Ativa;9.860.406,00
ANCR11B;3.465,99;42,077240;1,82;3.637,95;0,95;3.465,00;0,70;;;1.729.175.590,70;62,00;Ativa;475.316,00
APTO11;9,77;0,090000;12,53;10,38;0,94;37.285,39;24,16;;;41.636.073,96;9.598,00;Ativa;4.012.857,00
APXM11;103,00;0,372976;0,81;94,91;1,09;54.780,81;15,48;;;167.038.269,35;286,00;;1.760.000,00
AQLL11;385,03;;0,00;977,70;0,39;;0,07;;;142.566.851,88;58,00;Ativa;145.817,00
ARFI11B;479,99;;0,00;651,70;0,74;;1,52;;;74.329.618,05;28,00;Ativa;114.054,00
AROA11;0,00;0,005600;0,00;1,07;;;1,25;;;179.192.331,38;1,00;Ativa;167.926.831,00
ARRI11;8,69;0,090000;14,85;8,92;0,97;192.218,82;2,00;-0,94;-1,01;116.471.850,11;28.123,00;Ativa;13.056.237,00
ARXD11;94,00;1,000000;8,62;98,70;0,95;416.621,74;3,04;;;48.564.346,47;69,00;Ativa;492.050,00
ASMT11;58,80;0,770000;5,24;84,05;0,70;16.189,26;2,22;;;85.508.546,24;536,00;Ativa;1.017.316,00
ASRF11;10.092,00;256,328699;2,54;9.992,37;1,01;30.276,00;101,27;;;23.981.681,14;55,00;Ativa;2.400,00
ATCR11;0,00;0,091882;0,00;82,30;;;7,37;;;76.449.042,93;33,00;Ativa;928.908,00
ATSA11;56,67;0,050000;0,35;81,70;0,69;320,41;1,43;1,98;-18,98;143.070.434,37;284,00;Passiva;1.751.141,00
ATWN11;0,00;;0,00;583,12;;;1,31;;;93.741.071,78;2,00;Passiva;160.757,00
AURB11;0,00;0,300000;0,00;82,47;;;1,34;;;72.615.460,86;5,00;Ativa;880.560,00
BARI11;81,88;0,580000;11,97;95,82;0,85;1.124.028,96;3,09;-14,21;-8,45;444.055.347,43;37.440,00;Ativa;4.634.191,00
