TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;15,00;;-8,12;1,58;0,66;29,80;3,29;-18,37;45,41;60,43;15,01;0,52;1,49;-11,41;-0,83;0,78;-19,51;-8,11;1,34;0,42;0,58;0,44;1,84;;384.674,36;9,47;-1,85;0,34;1.774.392.240,00
ABCB4;21,84;6,99;6,06;0,91;0,09;16,03;9,38;10,00;6,45;63,01;56,55;7,95;0,61;;-0,09;;14,98;1,46;1,43;0,10;0,90;0,15;20,08;16,19;11.762.397,95;24,07;3,61;-0,20;5.343.305.756,88
ABEV3;12,92;5,65;14,14;2,14;1,42;50,83;23,88;17,85;10,57;9,96;-0,62;-0,12;2,53;55,05;-1,94;1,11;15,11;10,04;17,45;0,66;0,33;0,56;9,68;5,54;338.277.036,55;6,05;0,91;17,11;203.588.932.781,12
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;6,37;;-2,68;0,36;0,11;11,07;5,44;-6,52;3,21;7,82;4,60;0,52;0,17;0,47;-0,31;1,54;-13,48;-4,04;3,69;0,30;0,70;0,62;34,34;;4.235.266,77;17,62;-2,38;-0,02;395.705.648,52
AESB3;11,67;0,64;-52,87;1,65;0,35;31,51;25,36;-3,72;7,76;18,78;11,02;2,35;1,97;-7,04;-0,42;0,77;-3,13;-0,66;4,98;0,21;0,74;0,18;;;44.040.964,50;7,06;-0,22;0,28;7.049.259.788,94
AFLT3;7,06;1,80;15,84;1,70;1,49;66,84;60,77;52,68;13,73;13,31;-0,42;-0,05;8,34;8,71;-1,93;4,16;10,76;9,42;10,22;0,88;0,12;0,18;14,85;4,46;11.235,93;4,15;0,45;1,95;445.377.982,00
AGRO3;25,58;12,56;11,58;1,21;0,73;29,45;17,55;21,42;14,14;18,71;4,58;0,39;2,48;4,59;-1,05;2,09;10,41;6,29;4,67;0,60;0,40;0,29;13,78;5,08;7.228.178,86;21,23;2,21;-0,75;2.626.642.497,52
AGXY3;0,59;;-0,29;0,21;0,02;9,19;-0,76;-6,90;-2,66;-21,20;-18,54;1,49;0,02;-0,34;-0,07;0,91;-72,76;-7,88;-11,71;0,11;0,89;1,14;;;571.321,64;2,77;-2,02;0,00;150.180.709,84
AHEB3;37,50;;2,56;2,39;0,63;30,50;23,93;19,37;2,07;1,54;-0,54;-0,62;0,50;1,73;-1,56;2,55;93,20;24,55;100,29;0,26;0,74;1,27;50,82;;1.498,33;15,72;14,65;0,04;320.872.084,50
