TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AAIC;4,30;;26,66;0,57;0,15;20,02;11,77;11,07;6,03;7,67;0,82;0,22;4,30;;-0,15;1,22;25,49;10,56;13,65;0,41;0,59;0,95;17,47;20,63;;4,68;1,19;;18.664.147.432,00
AAT;19,84;6,55;24,52;0,99;0,40;88,34;47,27;45,59;4,86;1,51;0,65;0,69;2,81;;-0,40;0,55;103,34;49,96;62,67;0,48;0,52;1,10;36,18;12,07;;5,68;5,87;;5.781.655.950,00
ABR;14,09;14,27;8,37;0,84;0,15;-100.650,00;-383.150,00;-390.675,00;2,26;-6,63;-0,39;0,31;10,53;;-0,15;1,63;-81,92;-46,02;-53,90;0,56;0,44;0,00;-71,39;;;0,23;-0,19;;95.608.470,00
ACC;65,42;;154,52;2,95;1,22;64,51;-51,11;-46,93;19,33;-10,28;0,33;-0,20;9,28;;-1,22;2,84;-57,48;-36,49;-54,62;0,63;0,37;0,78;34,18;;;1,04;-0,60;;239.416.776,00
ACRE;9,97;19,86;76,29;0,76;0,22;;;;6,76;;;;;;-0,22;;;;;;;;;;;;;;
ADC;65,41;4,38;40,51;1,27;0,87;0,00;47,75;28,15;14,67;0,64;-2,25;-0,47;13,31;;-0,87;;12,43;1,07;6,55;0,09;0,91;0,04;15,37;24,07;;30,69;3,81;;724.185.270,00
AFCG;12,25;18,29;7,00;0,74;0,56;;;;7,03;;;;;;-0,56;;;;;;;;;;;;;;
AFIN;8,23;;-97,09;0,58;0,28;81,93;59,28;56,96;5,02;14,13;6,41;1,48;3,08;;-0,28;2,54;22,23;7,59;8,27;0,34;0,66;0,13;66,33;;;16,95;3,77;;1.624.957.167,00
AFINO;25,70;;-303,19;1,80;0,86;;;;15,66;;;;9,62;;-0,86;;;;;;;;;;;;;;
AFINP;26,01;;-306,85;1,82;0,87;41,05;9,14;6,86;15,85;26,37;0,75;0,17;9,74;;-0,87;1,32;17,29;6,89;15,43;0,40;0,60;1,01;25,23;23,74;;16,26;2,81;;10.205.232.939,00
AGNC;9,79;14,71;-8,11;0,75;0,09;;;;10,27;;;;;;-0,09;;;;;;;;;;;;;;
AGNCM;22,10;7,78;-18,31;1,69;0,20;19,77;6,05;5,43;23,18;23,53;-3,14;-0,33;;;-0,20;2,10;9,33;4,91;9,32;0,53;0,47;0,91;2,70;-6,35;;13,94;1,30;;700.754.538,00
AGNCN;25,34;8,17;-20,99;1,94;0,23;22,31;-44,19;-49,66;26,58;-5,23;-1,00;1,05;;;-0,23;0,93;-117,96;-20,45;-29,63;0,17;0,83;0,41;-5,21;;;0,54;-0,64;;11.691.163,00
AGNCO;22,30;7,29;-18,48;1,70;0,20;100,00;57,50;31,73;23,39;12,53;-0,71;-0,18;;;-0,20;2,73;13,63;8,28;13,63;0,61;0,39;0,26;-14,44;;;0,53;0,07;;16.751.850,00
AGNCP;20,84;7,35;-17,27;1,59;0,19;;;;21,86;;;;;;-0,19;;;;;;;;;;;;;;
AHH;11,81;6,27;13,85;1,26;0,36;19,65;-81,68;-87,71;3,83;-1,01;0,26;-0,18;1,55;;-0,36;1,26;-73,48;-33,49;-41,41;0,46;0,54;0,38;63,48;;;2,79;-2,05;;77.403.175,00
AHT;4,18;;-0,99;-0,67;0,04;37,11;9,70;5,60;0,43;8,63;2,55;;0,11;-0,04;-0,04;1,32;-24,64;6,51;34,28;-0,26;1,26;1,16;303,75;281,93;;-8,45;2,08;;3.112.206.179,42
AIC;24,36;6,93;151,04;3,21;0,86;35,76;15,78;11,13;34,15;16,39;4,15;0,92;24,35;;-0,86;2,03;15,54;6,33;8,88;0,41;0,59;0,57;11,54;7,93;;52,28;8,13;;7.546.178.352,00
AIRC;36,77;4,90;10,62;2,66;0,83;;;;5,20;;;;6,82;;-0,83;;;;;;;;;;;;;;
AIV;8,55;0,23;21,65;2,39;0,58;97,94;-162,57;-182,21;4,00;-40,46;2,71;-0,46;6,88;;-0,58;11,07;-19,01;-17,38;-17,00;0,91;0,09;0,10;55,14;;;53,35;-10,14;;21.748.979.422,00
