TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
A;148,28;0,63;30,15;7,22;3,87;54,39;25,03;21,75;26,20;26,91;0,71;0,20;6,56;22,82;-6,32;1,78;23,94;12,85;16,97;0,54;0,46;0,59;6,82;31,45;;20,54;4,92;1,22;42.604.951.356,00
AA;39,51;1,01;-18,56;2,62;0,71;8,14;-3,90;-5,14;-24,48;-29,94;-5,46;0,58;0,95;5,88;-1,09;1,55;-14,11;-3,84;-7,52;0,27;0,73;0,75;-4,67;;;15,09;-2,13;0,30;10.207.017.351,00
AACG;0,73;;-2,25;1,02;0,32;51,68;-31,49;-32,34;-2,31;-1,70;0,61;-0,27;0,73;-0,70;-0,38;0,23;-45,26;-14,39;-39,89;0,32;0,68;0,44;176,03;;;0,72;-0,32;-0,06;23.323.500,00
AACQ;9,99;;-93,43;180,94;1,25;;;;-27,75;-27,74;0,01;-0,07;;2.094,26;-1,25;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AACQU;11,05;;-103,35;200,14;1,38;;;;-30,69;-27,74;0,01;-0,07;;2.316,47;-1,38;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AACQW;2,50;;-23,38;45,28;0,31;;;;-6,94;-27,74;0,01;-0,07;;524,09;-0,31;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AAL;11,65;;-63,23;-1,61;0,12;61,79;3,74;-0,23;3,83;15,06;11,23;;0,14;-0,78;-0,16;0,60;-2,55;-0,19;7,11;-0,07;1,07;0,83;3,46;-10,26;;-7,23;-0,18;0,60;7.650.600.435,00
AAME;1,68;1,19;-10,54;0,34;0,09;8,06;-0,48;-1,75;-38,73;-23,85;14,88;-0,13;0,18;;-0,09;;-3,23;-0,84;-1,89;0,26;0,74;0,48;0,13;;;4,93;-0,16;0,02;34.271.664,00
AAN;10,06;4,97;-7,45;0,48;0,18;52,53;-1,67;-2,06;-9,18;-14,43;-5,25;0,28;0,15;-2,92;-0,32;0,88;-6,47;-2,40;-4,87;0,37;0,63;1,17;3,58;-43,87;;20,85;-1,35;0,00;317.401.048,00
AAOI;13,75;;-7,80;3,02;1,62;28,48;-30,74;-34,84;-8,84;-10,23;-1,39;0,47;2,72;10,81;-2,61;1,64;-38,66;-20,71;-21,88;0,54;0,46;0,59;-4,04;;;4,56;-1,76;-1,81;562.315.875,00
AAON;107,30;0,30;46,64;11,74;8,60;36,27;20,36;15,61;35,74;36,05;0,30;0,10;7,28;30,85;-14,79;2,99;25,17;18,44;22,89;0,73;0,27;1,18;21,91;33,22;;9,14;2,30;1,85;8.692.705.630,00
AAP;41,68;2,40;23,87;0,95;0,20;41,11;1,94;0,93;11,38;17,36;5,99;0,50;0,22;2,07;-0,43;1,23;4,00;0,85;4,25;0,21;0,79;0,91;3,33;-41,22;;43,68;1,75;-0,31;2.487.224.824,00
AAPL;228,02;0,43;34,00;51,97;10,45;45,96;31,35;26,44;28,68;29,01;0,33;0,59;8,99;-560,16;-16,81;0,95;152,84;30,75;60,68;0,20;0,80;1,16;7,61;10,26;;4,39;6,71;4,77;3.466.847.318.740,00
AAWW;102,48;;8,25;0,96;0,44;53,54;11,66;7,82;5,53;8,47;2,94;0,51;0,65;-63,29;-0,53;0,96;11,61;5,31;7,87;0,46;0,54;0,68;16,10;9,75;;107,04;12,43;-0,30;2.934.330.336,00
AB;34,91;8,19;12,24;;1,92;;;;;;;;;;-1,92;;;15,68;;0,00;0,00;0,00;;1,74;;0,00;2,85;0,39;4.001.366.745,00
ABB;37,12;;17,32;5,68;1,80;32,37;17,56;13,65;13,46;13,66;0,20;0,09;2,36;89,85;-3,35;1,04;32,76;10,36;24,67;0,32;0,68;0,76;3,17;2,26;;6,54;2,14;0,15;69.002.074.752,00
ABBV;195,86;3,13;64,80;51,04;2,44;62,75;16,00;9,71;39,31;45,84;6,53;8,48;6,29;-42,72;-3,20;0,81;78,77;3,76;9,15;0,05;0,95;0,39;10,65;-3,08;;3,84;3,02;-1,68;345.956.077.082,00
ABC;179,95;;21,39;52,69;0,59;3,42;0,91;0,66;15,60;17,17;1,57;5,29;0,14;-6,24;-1,79;0,88;246,27;2,76;33,33;0,01;0,99;4,16;9,27;36,05;;3,42;8,41;-2,59;36.143.677.300,00
ABCB;61,32;0,73;13,61;1,19;0,16;0,00;29,60;19,28;8,87;4,48;-4,39;-0,59;2,62;;-0,16;;8,72;1,17;8,18;0,13;0,87;0,06;23,43;17,33;;51,64;4,50;3,04;4.235.188.440,00
ABCL;2,58;;-4,96;0,68;0,54;100,00;-540,97;-463,79;-4,25;-0,36;3,89;-0,63;23,00;1,08;-1,19;10,96;-13,80;-10,85;-18,39;0,79;0,21;0,02;33,91;;;3,77;-0,52;-0,05;760.236.990,00
ABEO;5,90;;-4,86;3,49;1,91;;;;-5,07;-3,01;2,07;-1,42;;2,34;-31,55;7,48;-71,82;-39,25;-54,58;0,55;0,45;0,00;3,14;;;1,69;-1,21;-0,30;255.554.960,00
ABEV;2,40;6,14;13,45;2,16;1,39;49,32;23,08;17,72;10,33;9,41;-0,91;-0,19;2,38;30,08;-1,97;1,19;16,06;10,35;19,01;0,64;0,36;0,58;4,84;1,02;;1,11;0,18;3,47;37.742.838.720,00
ABG;243,46;;12,16;1,46;0,47;17,75;4,75;2,51;6,43;12,97;6,54;1,48;0,31;7,45;-0,69;1,25;12,01;3,88;7,43;0,32;0,68;1,55;16,58;29,10;;166,70;20,02;-0,21;4.864.355.146,00
ABIO;2,40;;-0,40;0,09;0,09;;;;-0,40;4,22;4,62;-1,02;;0,09;-120,89;26,61;-22,10;-21,27;-22,10;0,96;0,04;0,00;;;;26,94;-5,96;-0,03;2.901.360,00
ABM;51,43;1,74;20,71;1,76;0,64;100,00;3,68;1,88;10,59;14,69;4,10;0,68;0,39;6,77;-0,97;1,38;8,50;3,09;7,55;0,36;0,64;1,64;4,68;20,77;;29,22;2,48;-0,60;3.229.356.559,00
ABMD;381,02;;64,40;11,16;10,13;81,32;31,76;24,84;50,36;47,95;-2,40;-0,53;16,00;18,50;-27,11;7,93;17,32;15,72;17,32;0,91;0,09;0,63;18,30;21,24;;34,15;5,92;0,82;17.180.649.024,00
ABNB;128,76;;16,81;10,18;3,09;82,59;22,40;46,11;34,61;35,07;0,46;0,14;7,75;12,68;-20,02;1,41;60,53;18,40;-1,09;0,30;0,70;0,40;22,12;;;12,65;7,66;0,15;81.430.849.860,00
ABST;11,49;;57,33;-14,16;4,68;87,94;14,58;10,16;39,94;36,85;-3,08;;5,82;-36,16;-13,87;0,84;-24,69;8,17;-24,75;-0,33;1,33;0,80;16,69;;;-0,81;0,20;1,42;609.650.208,00
ABT;112,51;1,92;35,23;4,98;2,68;55,24;17,47;13,65;27,51;28,57;1,06;0,19;4,81;20,92;-3,92;1,68;14,13;7,61;11,40;0,54;0,46;0,56;5,58;19,30;;22,60;3,19;4,59;195.755.811.470,00
