TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
A;138,13;0,54;51,96;8,76;4,35;74,10;25,33;20,33;41,71;42,87;1,16;0,24;10,57;23,43;-6,80;2,06;16,86;8,37;12,10;0,50;0,50;0,41;5,74;12,39;;15,77;2,66;;42.087.867.746,95
AA;39,67;;-98,76;2,28;0,50;15,74;4,34;-0,77;17,47;20,98;3,51;0,46;0,76;4,44;-0,74;1,52;-2,31;-0,50;3,06;0,22;0,78;0,65;-3,68;;;17,39;-0,40;;7.407.370.634,15
AACG;2,98;;-6,61;3,06;1,06;39,25;-60,71;-56,85;-6,19;-5,29;0,90;-0,45;3,76;-3,96;-1,34;0,44;-46,27;-16,02;-48,70;0,35;0,65;0,28;-17,45;;;0,97;-0,45;;93.424.498,94
AACQ;9,96;;-74,52;144,32;0,99;;;;-22,13;-22,12;0,01;-0,07;;1.670,37;-1,00;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,07;-0,13;;721.601.970,12
AACQU;10,47;;-78,34;151,71;1,05;;;;-23,27;-22,12;0,01;-0,07;;1.755,91;-1,05;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,07;-0,13;;721.601.970,12
AACQW;1,75;;-13,09;25,36;0,17;;;;-3,89;-22,12;0,01;-0,07;;293,49;-0,17;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,07;-0,13;;721.601.970,12
AAL;24,24;;-1,97;-1,96;0,23;48,98;-68,55;-61,53;-1,77;-4,59;-2,83;;1,21;20,57;-0,31;1,04;-99,36;-11,50;-34,77;-0,12;1,12;0,19;-15,81;;;-12,39;-12,31;;15.547.126.901,52
AAME;4,33;0,46;4,53;0,66;0,23;18,88;13,01;9,52;3,32;2,55;-0,77;-0,15;0,43;;-0,23;;14,65;5,10;15,99;0,35;0,65;0,54;3,32;24,99;;6,53;0,96;;88.393.832,40
AAN;35,97;0,63;-4,32;1,66;0,92;74,44;1,05;-21,17;87,42;83,10;-4,32;-0,08;0,91;-37,30;-1,06;0,84;-38,49;-21,31;-16,24;0,55;0,45;1,01;;;;21,64;-8,33;;1.229.094.828,06
AAOI;8,23;;-3,30;0,68;0,40;22,52;-17,38;-23,49;-4,46;-6,81;-2,35;0,36;0,78;1,70;-0,71;2,13;-20,57;-12,02;-12,09;0,58;0,42;0,51;4,32;;;12,12;-2,49;;189.094.504,58
AAON;66,25;0,57;47,24;9,31;7,19;29,64;18,79;14,92;37,50;36,45;-1,06;-0,26;7,05;19,44;-14,60;3,68;19,71;15,21;19,71;0,77;0,23;1,02;7,49;11,56;;7,11;1,40;;3.473.829.813,75
AAP;189,73;0,53;31,90;3,49;1,05;44,10;5,54;3,79;21,83;22,18;0,35;0,06;1,21;8,13;-2,23;1,32;10,93;3,29;9,67;0,30;0,70;0,87;0,75;0,82;;54,40;5,95;;12.414.381.864,82
AAPL;124,61;0,67;27,25;30,06;6,17;39,88;27,54;23,45;23,20;23,78;0,58;0,75;6,39;137,89;-9,64;1,14;110,31;22,63;39,99;0,21;0,79;0,97;3,27;1,46;;4,15;4,57;;2.079.445.698.910,00
AAWW;74,93;;5,09;0,91;0,36;58,05;20,21;12,45;3,14;5,48;2,34;0,68;0,63;69,13;-0,44;1,03;17,91;7,12;11,39;0,40;0,60;0,57;11,99;118,19;;82,15;14,72;;2.173.630.507,95
AB;45,03;6,84;15,17;;2,77;;;;;;;;;;-2,77;;;18,26;;0,00;0,00;0,00;;8,50;;0,00;2,97;;4.525.057.900,47
ABB;34,14;1,55;13,11;4,92;1,72;30,71;8,68;19,66;29,68;29,77;0,08;0,01;2,58;23,30;-3,21;1,19;37,50;13,11;8,43;0,35;0,65;0,67;-5,93;21,63;;6,95;2,60;;69.104.810.382,72
ABBV;113,20;4,38;38,75;14,58;1,33;64,82;13,23;10,28;30,11;41,51;11,41;5,53;3,98;-37,15;-1,61;0,83;37,63;3,43;5,68;0,09;0,91;0,33;14,91;-2,14;;7,76;2,92;;199.936.368.435,20
ABC;114,74;1,52;-6,29;-229,31;0,50;2,83;-2,31;-1,91;-5,20;-5,09;0,11;;0,12;9,53;-2,04;1,07;-3.645,11;-7,97;-90,95;0,00;1,00;4,18;6,91;;;-0,50;-18,24;;23.568.825.668,58
ABCB;54,94;1,09;10,38;1,38;0,18;0,00;40,99;29,85;7,56;1,25;-6,31;-1,15;3,10;;-0,18;;13,33;1,72;12,30;0,13;0,87;0,06;33,56;45,02;;39,70;5,29;;3.815.839.734,62
ABEO;1,65;;-3,12;1,72;1,15;100,00;-471,42;-520,77;-3,45;-1,65;1,80;-0,90;16,26;3,40;-3,08;2,17;-55,17;-36,82;-49,03;0,67;0,33;0,07;57,25;;;0,96;-0,53;;162.570.751,20
ABEV;3,46;2,43;22,30;3,56;2,23;52,88;28,03;21,19;16,86;15,87;-0,99;-0,21;4,73;57,45;-3,09;1,16;15,95;10,00;18,53;0,63;0,37;0,47;-4,65;-9,85;;0,97;0,16;;54.449.668.370,58
ABG;198,29;;11,70;3,84;1,07;17,28;6,49;4,25;7,66;11,04;3,38;1,70;0,50;14,26;-1,69;1,26;32,84;9,15;14,53;0,28;0,72;2,15;1,60;8,50;;51,60;16,94;;3.834.790.986,74
