TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
A;131,91;0,57;49,62;8,37;4,15;74,10;25,33;20,33;39,83;39,10;1,16;0,24;10,09;22,38;-6,49;2,06;16,86;8,37;12,10;0,50;0,50;0,41;5,74;12,39;;15,77;2,66;;38.282.195.784,60
AA;31,36;;-34,36;1,76;0,39;14,18;3,44;-1,83;18,31;24,35;5,21;0,50;0,63;3,32;-0,56;1,64;-5,13;-1,14;1,99;0,22;0,78;0,62;-3,68;;;17,78;-0,91;;6.105.324.760,04
AACG;4,06;;-8,08;3,33;1,39;34,58;-83,70;-70,79;-6,84;-7,40;0,88;-0,43;5,72;-6,41;-1,77;0,50;-41,15;-17,25;-54,51;0,42;0,58;0,24;-6,68;;;1,22;-0,50;;154.244.474,76
AACQ;10,30;;-5.969,88;149,25;1,03;;;;-3.676,03;-3.656,23;5,53;-0,22;;555,23;-1,03;;-2,50;-0,02;-4,06;0,01;0,03;0,00;;;;0,07;0,00;;743.336.969,22
AACQU;10,90;;-6.317,64;157,94;1,09;;;;-3.890,17;-3.656,23;5,53;-0,22;;587,58;-1,09;;-2,50;-0,02;-4,06;0,01;0,03;0,00;;;;0,07;0,00;;743.336.969,22
AACQW;1,90;;-1.101,24;27,53;0,19;;;;-678,10;-3.656,23;5,53;-0,22;;102,42;-0,19;;-2,50;-0,02;-4,06;0,01;0,03;0,00;;;;0,07;0,00;;743.336.969,22
AAL;23,54;;-1,69;-2,19;0,24;59,39;-58,98;-51,25;-1,47;-3,89;-2,46;;0,87;-2,75;-0,30;0,67;-129,39;-14,33;-49,73;-0,11;1,11;0,28;-15,81;;;-10,74;-13,89;;14.667.766.094,00
AAME;3,85;;6,62;0,54;0,19;14,67;8,76;6,08;4,59;3,21;-1,13;-0,13;0,40;;-0,19;;8,18;2,93;9,50;0,36;0,64;0,48;3,32;24,99;;7,11;0,58;;74.307.979,20
AAN;24,65;0,91;293,27;1,19;0,62;;;;1,96;;;0,35;1,96;-28,34;-0,73;0,83;0,00;0,00;;0,43;0,57;0,00;;;;24,49;0,00;;888.985.636,89
AAOI;8,44;;-3,32;0,70;0,40;21,54;-19,43;-24,91;-4,25;-6,28;-2,10;0,34;0,83;1,83;-0,71;2,03;-21,03;-12,16;-12,46;0,58;0,42;0,49;4,32;;;12,09;-2,54;;190.473.079,34
AAON;70,16;0,54;46,43;10,46;8,17;30,29;19,82;15,35;35,97;36,28;-0,81;-0,23;7,13;22,75;-16,04;3,73;22,52;17,60;22,52;0,78;0,22;1,15;7,49;11,56;;6,71;1,51;;3.781.921.313,88
AAP;183,97;0,54;30,72;3,36;1,01;44,10;5,54;3,79;21,02;21,75;0,35;0,06;1,17;7,83;-2,15;1,32;10,93;3,29;9,67;0,30;0,70;0,87;-0,28;-0,22;;54,77;5,99;;12.172.881.554,40
AAPL;133,00;0,62;34,93;33,72;6,31;38,78;25,41;21,73;29,87;27,69;0,47;0,53;7,59;103,38;-11,17;1,16;96,54;18,06;35,86;0,19;0,81;0,83;3,27;1,46;;3,94;3,81;;2.034.885.116.160,00
AAWW;62,71;;5,01;0,80;0,30;58,34;19,01;11,22;2,96;5,27;2,52;0,68;0,56;25,60;-0,38;1,06;15,93;5,98;10,18;0,38;0,62;0,53;11,99;118,19;;78,53;12,51;;1.678.044.717,69
AB;40,29;7,22;14,18;;2,47;;;;;;;;;;-2,47;;;17,40;;0,00;0,00;0,00;;8,50;;0,00;2,84;;3.888.672.356,10
ABB;32,08;1,65;12,66;4,07;1,59;30,14;7,29;19,69;34,22;33,23;-0,46;-0,06;2,49;17,10;-2,98;1,25;32,16;12,52;6,76;0,39;0,61;0,64;-5,93;21,63;;7,88;2,53;;64.154.051.398,71
ABBV;107,54;4,50;41,14;14,52;1,26;66,41;12,40;10,08;33,45;46,62;13,66;5,93;4,15;-42,31;-1,50;0,84;35,30;3,07;4,49;0,09;0,91;0,30;14,91;-2,14;;7,40;2,61;;187.148.141.506,20
ABC;116,81;1,47;-7,42;-46,74;0,52;2,78;-2,49;-1,66;-4,93;-4,75;0,26;;0,12;-69,46;-2,15;0,99;-629,76;-7,03;-212,19;-0,01;1,01;4,24;6,91;;;-2,50;-15,74;;24.304.761.189,50
ABCB;52,10;1,15;13,79;1,37;0,18;0,00;31,54;22,33;9,77;3,10;-7,20;-1,01;3,08;;-0,18;;9,90;1,28;9,46;0,13;0,87;0,06;33,56;45,02;;38,16;3,78;;3.810.650.486,80
ABEO;1,64;;-1,92;1,58;1,07;100,00;-1.167,29;-1.211,96;-2,02;-1,01;1,16;-0,83;16,16;2,90;-3,02;2,70;-73,70;-53,23;-69,92;0,72;0,28;0,04;;;;1,17;-0,86;;177.349.910,40
ABEV;2,77;3,03;19,74;2,99;1,79;55,07;25,98;16,17;13,69;12,52;-1,26;-0,26;3,85;120,50;-2,50;1,29;12,85;8,05;19,50;0,63;0,37;0,50;-4,65;-9,85;;0,94;0,12;;42.169.571.610,40
ABG;198,49;;15,08;4,24;1,04;17,15;5,78;3,57;9,30;13,95;4,61;2,10;0,54;21,05;-1,69;1,15;28,09;6,92;11,70;0,25;0,75;1,94;1,60;8,50;;46,85;13,16;;3.852.027.185,37
ABIO;3,63;;-3,47;0,73;0,67;;;;-3,47;1,52;5,04;-1,05;;0,73;-73,40;14,28;-20,93;-19,31;-20,95;0,92;0,08;0,00;;;;4,99;-1,04;;34.303.005,92
ABM;53,30;1,41;76,24;2,28;0,95;100,00;2,75;0,80;22,13;23,72;1,93;0,20;0,61;7,83;-1,55;1,45;2,99;1,24;3,98;0,41;0,59;1,55;4,10;-66,97;;23,39;0,70;;3.521.538.143,04
ABMD;333,81;;75,32;11,97;10,57;80,91;31,25;24,66;59,43;51,75;-1,91;-0,39;18,57;26,34;-20,55;5,76;15,89;14,03;15,89;0,88;0,12;0,57;29,56;12,29;;27,89;4,43;;13.632.613.152,40
ABST;14,62;1,38;67,81;-16,75;5,54;87,94;14,58;10,16;47,24;40,69;-3,08;;6,89;-42,77;-16,40;0,84;-24,69;8,17;-24,75;-0,33;1,33;0,80;2,25;18,17;;-0,87;0,22;;668.314.780,20
ABT;120,90;1,27;47,65;6,53;2,95;56,65;15,93;12,99;38,84;41,32;2,10;0,35;6,19;25,10;-4,11;1,72;13,71;6,20;9,74;0,45;0,55;0,48;11,14;0,32;;18,51;2,54;;216.250.588.731,06
ABTX;40,29;1,04;17,88;1,07;0,13;0,00;25,61;18,22;12,72;-3,23;-16,37;-1,38;3,26;;-0,13;;6,00;0,75;5,86;0,13;0,87;0,04;21,91;24,49;;37,54;2,25;;841.259.081,63
ABUS;3,30;;-4,95;3,09;2,30;100,00;-863,96;-921,97;-5,28;-3,31;2,06;-1,21;45,62;2,67;-33,64;13,38;-62,52;-46,50;-58,58;0,74;0,26;0,05;-22,59;;;1,07;-0,67;;321.161.954,40
AC;34,75;0,58;41,19;0,86;0,66;100,00;71,15;88,29;51,11;51,35;-2,61;-0,04;36,37;;-0,66;;2,09;1,60;0,67;0,77;0,06;0,02;-3,82;;;40,30;0,84;;818.152.755,28
ACA;63,33;0,32;28,62;1,61;1,15;19,74;7,69;5,51;20,50;21,93;1,07;0,08;1,58;8,60;-1,54;2,14;5,63;4,03;5,46;0,71;0,29;0,73;-1,99;-4,61;;39,28;2,21;;3.104.538.316,92
ACAD;20,39;;-11,59;5,20;4,17;95,35;-63,60;-63,74;-11,61;-12,48;2,25;-1,01;7,39;5,34;-50,21;6,77;-44,91;-35,98;-44,91;0,80;0,20;0,56;491,52;;;3,92;-1,76;;4.138.827.574,20
ACB;8,91;;-0,98;1,05;0,81;-26,04;-134,69;-855,17;-6,20;-6,28;0,05;-0,01;8,34;3,87;-1,10;4,96;-107,11;-83,16;-16,93;0,78;0,22;0,10;;;;8,52;-9,13;;1.803.595.449,62
ACBI;24,46;;22,13;1,47;0,14;0,00;28,69;20,63;15,91;-22,66;-38,74;-3,59;4,56;;-0,14;;6,66;0,62;7,90;0,09;0,91;0,03;13,36;;;16,60;1,11;;504.366.173,76
ACCD;47,18;;-40,64;6,72;5,58;40,62;-42,23;-45,62;-43,90;-31,86;7,05;-1,08;18,54;7,03;-113,57;6,05;-16,54;-13,74;-15,34;0,83;0,17;0,30;;;;7,02;-1,16;;2.312.978.493,99
ACCO;8,32;3,13;12,75;1,06;0,26;29,75;7,09;3,75;6,73;16,02;9,32;1,47;0,48;4,62;-0,34;1,31;8,35;2,03;5,38;0,24;0,76;0,54;1,85;-6,31;;7,82;0,65;;785.899.390,12
ACEL;11,53;;-85,94;8,73;1,99;33,27;-5,12;-4,10;-68,90;-78,78;-14,18;1,80;3,53;11,20;-2,73;2,90;-10,15;-2,32;-6,73;0,23;0,77;0,56;;;;1,32;-0,13;;1.046.222.835,51
ACER;3,02;;-1,89;5,26;2,96;;;;-1,89;-1,61;0,25;-0,70;;146,50;-5,29;1,05;-278,28;-156,60;-278,28;0,56;0,44;0,00;;;;0,57;-1,60;;42.644.530,10
ACET;13,19;;-7,06;2,36;1,68;100,00;-219,85;-204,87;-6,58;-4,15;2,40;-0,86;14,46;3,33;-4,84;4,46;-33,40;-23,84;-38,40;0,71;0,29;0,12;;;;5,60;-1,87;;257.927.937,66
ACEV;9,95;;-2,86;45,77;0,99;;;;-1,96;-1,99;0,00;-0,01;;592,88;-0,99;9,58;-1.600,00;-34,58;-2.340,00;0,02;0,98;0,00;;;;0,22;-3,48;;232.300.000,00
ACEVU;10,95;;-3,15;50,37;1,09;;;;-2,15;-1,99;0,00;-0,01;;652,46;-1,09;9,58;-1.600,00;-34,58;-2.340,00;0,02;0,98;0,00;;;;0,22;-3,48;;232.300.000,00
ACEVW;2,04;;-0,59;9,38;0,20;;;;-0,40;-1,99;0,00;-0,01;;121,55;-0,20;9,58;-1.600,00;-34,58;-2.340,00;0,02;0,98;0,00;;;;0,22;-3,48;;232.300.000,00
ACGL;40,06;;11,79;1,15;0,37;33,21;21,17;16,00;8,91;10,08;1,46;0,19;1,89;-1,21;-0,49;0,45;9,79;3,15;9,69;0,32;0,68;0,20;16,71;21,47;;34,70;3,40;;15.565.464.822,60
ACGLO;26,57;5,13;7,82;0,77;0,25;33,21;21,17;16,00;5,91;10,08;1,46;0,19;1,25;-0,81;-0,33;0,45;9,79;3,15;9,69;0,32;0,68;0,20;16,71;21,47;;34,70;3,40;;15.565.464.822,60
ACGLP;25,80;5,09;7,59;0,74;0,24;33,21;21,17;16,00;5,74;10,08;1,46;0,19;1,21;-0,78;-0,32;0,45;9,79;3,15;9,69;0,32;0,68;0,20;16,71;21,47;;34,70;3,40;;15.565.464.822,60
ACH;11,83;;302,37;56,30;17,60;19,98;8,60;4,62;162,53;152,55;2,80;0,97;13,98;100,09;-25,91;2,21;18,62;5,82;13,23;0,31;0,69;1,26;-23,34;51,05;;0,21;0,04;;185.547.135.165,90
ACHC;59,71;;-7,91;2,80;0,82;95,54;15,54;-32,16;16,37;23,80;7,97;1,36;2,54;4,38;-1,34;1,93;-35,39;-10,34;5,84;0,29;0,71;0,32;3,10;;;21,33;-7,55;;5.138.495.283,66
ACHV;11,40;;-2,80;1,11;1,02;;;;-2,80;-0,49;2,42;-0,96;;1,21;-12,41;12,60;-39,51;-36,55;-39,33;0,93;0,07;0,00;;;;10,31;-4,07;;42.833.141,76
ACI;18,85;1,06;8,26;6,38;0,33;29,23;2,86;1,53;4,43;7,86;3,28;4,72;0,13;10,36;-0,46;1,13;77,27;4,04;16,67;0,05;0,95;2,64;;;;2,95;2,28;;9.087.209.196,16
ACIA;114,99;;71,00;7,39;5,88;48,37;11,97;12,55;74,48;67,54;-6,95;-0,69;8,91;9,83;-25,15;4,56;10,41;8,28;9,43;0,80;0,20;0,66;26,01;80,21;;15,56;1,62;;4.884.783.364,29
ACIU;6,87;;-7,47;2,15;1,94;100,00;-386,07;-393,97;-7,56;-4,42;4,23;-1,06;29,99;2,13;-66,38;18,10;-25,48;-23,16;-24,97;0,91;0,09;0,06;-15,57;;;3,53;-0,90;;548.284.185,26
ACIW;40,20;;64,81;3,90;1,39;51,91;12,00;5,61;30,33;35,20;6,37;0,82;3,64;18,89;-2,11;1,28;6,02;2,15;5,47;0,36;0,64;0,38;4,35;-3,19;;10,30;0,62;;4.476.017.102,97
ACLS;44,33;;29,92;3,10;2,39;41,85;12,87;10,53;24,47;19,09;-2,54;-0,32;3,15;3,87;-9,72;5,58;10,38;8,00;10,42;0,77;0,23;0,76;9,50;27,77;;14,28;1,48;;1.321.960.567,91
ACM;66,28;;-48,75;3,37;0,78;5,47;3,35;-1,51;21,93;23,62;2,29;0,35;0,74;10,89;-1,75;1,15;-6,91;-1,61;7,85;0,23;0,77;1,07;-5,95;;;19,69;-1,36;;9.518.532.153,12
ACMR;87,86;;77,95;10,37;4,29;44,44;12,95;11,99;72,20;65,83;-2,67;-0,38;9,35;9,28;-18,16;2,53;13,30;5,50;9,57;0,41;0,59;0,46;38,08;28,41;;8,47;1,13;;1.388.962.575,84
ACN;287,71;1,17;34,75;9,90;4,77;31,81;14,84;11,74;27,49;25,53;-1,30;-0,47;4,08;31,42;-9,29;1,45;28,50;13,72;27,09;0,48;0,52;1,17;6,13;10,84;;29,05;8,28;;178.074.566.381,88
ACNB;29,13;3,43;13,79;0,98;0,10;0,00;23,38;17,48;10,31;-17,98;-28,93;-2,76;2,41;;-0,10;;7,13;0,72;6,85;0,10;0,90;0,04;15,20;10,80;;29,62;2,11;;269.381.494,56
ACND;9,97;;-22,93;0,00;0,00;;;;-3,84;-0,37;3,54;0,00;;0,85;0,00;11,49;-0,01;-0,01;-0,07;0,96;0,04;0,00;;;;3.872,63;-0,43;;1.051.042,50
ACND.U;10,51;;-24,17;0,00;0,00;;;;-4,04;-0,37;3,54;0,00;;0,89;0,00;11,49;-0,01;-0,01;-0,07;0,96;0,04;0,00;;;;3.872,63;-0,43;;1.051.042,50
ACND.WS;1,23;;-2,83;0,00;0,00;;;;-0,47;-0,37;3,54;0,00;;0,10;0,00;11,49;-0,01;-0,01;-0,07;0,96;0,04;0,00;;;;3.872,63;-0,43;;1.051.042,50
ACOR;4,19;;-0,34;0,14;0,05;78,09;-50,40;-65,11;-0,43;-2,48;-1,97;0,64;0,22;0,40;-0,08;1,61;-41,85;-15,74;-17,97;0,38;0,62;0,24;-20,86;;;29,79;-12,47;;39.544.792,65
ACRS;28,96;;-29,41;39,85;21,19;20,81;-791,98;-787,03;-29,22;-22,38;0,85;-1,15;231,45;35,20;-112,88;3,87;-135,50;-72,07;-106,66;0,53;0,47;0,09;;;;0,73;-0,98;;1.192.534.019,16
ACRX;1,40;;-3,93;-2,85;2,39;-11,37;-684,45;-745,55;-4,28;-4,54;0,57;;29,29;5,43;-8,15;2,66;-72,43;-60,91;109,44;-0,84;1,84;0,08;-22,41;;;-0,49;-0,36;;189.229.286,50
