TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
ASMT11;61,71;0,770000;0,00;91,91;0,67;33.506,57;1,03;;;93.501.707,47;504,00;Ativa;1.017.316,00
ASRF11;10.092,00;256,328699;2,54;9.991,75;1,01;30.276,00;2,19;;;23.980.198,14;56,00;Ativa;2.400,00
ATCR11;0,00;5,601011;0,00;77,10;;;1,06;;;71.621.940,12;33,00;Ativa;928.908,00
ATSA11;56,49;0,050000;0,09;75,20;0,75;1.425,80;1,00;1,98;-20,87;131.682.704,47;293,00;Passiva;1.751.141,00
ATWN11;0,00;;0,00;1.330,69;;;0,80;;;213.917.241,75;2,00;Passiva;160.757,00
AURB11;83,10;0,200000;5,11;82,43;1,01;1.042.841,17;1,56;;;72.585.450,81;18,00;Ativa;880.560,00
BARI11;85,86;0,956300;10,97;96,33;0,89;717.450,68;4,66;-12,47;-8,75;446.421.843,51;36.224,00;Ativa;4.634.191,00
BBFI11B;1.255,00;8,097662;11,37;2.049,72;0,61;267.184,11;8,57;-24,56;-17,82;266.463.187,86;7.377,00;Passiva;130.000,00
BBFO11;74,85;0,680000;10,70;82,95;0,90;508.152,30;1,56;3,81;-7,96;332.131.610,74;6.193,00;Passiva;4.003.900,00
BBIM11;0,00;0,020000;0,00;12,66;;;5,18;-29,94;;13.108.057,08;20,00;Ativa;1.035.000,00
BBRC11;114,79;1,100000;11,39;102,61;1,12;101.479,16;5,54;6,86;-1,61;163.148.770,56;9.513,00;Passiva;1.590.000,00
BCFF11;9,09;0,070000;9,24;9,79;0,93;3.239.980,19;2,74;3,15;-7,59;1.972.266.095,89;335.241,00;Ativa;201.491.024,00
BCIA11;107,00;0,850000;9,20;111,13;0,96;824.303,08;3,31;8,61;0,16;413.291.107,72;21.947,00;Ativa;3.719.038,00
BCRI11;75,94;0,790000;12,05;96,24;0,79;546.955,97;7,25;-14,64;-12,59;602.267.924,74;46.507,00;Ativa;6.257.873,00
BICE11;900,01;16,040000;12,40;994,97;0,90;3.600,00;13,61;;;89.855.917,72;110,00;Ativa;90.310,00
BICR11;75,29;0,500000;9,07;44,56;1,69;1.589,57;31,00;32,99;-9,12;22.280.708,24;621,00;Ativa;500.000,00
BIME11;7,38;0,080000;13,41;8,75;0,84;104.399,97;2,39;;;51.139.189,55;8.827,00;Ativa;5.845.602,00
BIPD11;988,17;10,380000;1,05;987,96;1,00;94.906,00;13,05;;;73.438.679,01;113,00;Ativa;74.334,00
BLCA11;114,00;0,490000;16,39;130,21;0,88;110.904,89;8,60;;;208.328.537,24;374,00;Ativa;1.600.000,00
BLCP11;91,00;0,563428;0,00;111,74;0,81;;1,06;;-4,35;256.580.339,90;279,00;Ativa;2.296.282,00
BLMC11;85,75;1,070000;11,41;95,16;0,90;142.501,42;24,30;-0,67;;38.015.020,86;86,00;Ativa;399.500,00
BLMG11;39,84;0,440000;19,15;80,38;0,50;613.893,70;0,12;-9,74;-28,49;306.280.591,34;14.125,00;Ativa;3.810.588,00
BLMO11;89,54;0,440000;1.040,73;104,37;0,86;8.871,97;2,98;;;103.827.402,01;220,00;Ativa;994.814,00
BLMR11;6,78;0,053000;7,91;7,94;0,85;599.360,96;1,58;;-58,52;202.907.955,59;17.513,00;Ativa;25.541.630,00
BLOG11;0,00;;0,00;;;;;;;;;;14.260.000,00
BLUR11;102,00;0,650000;10,71;89,50;1,14;2.463,36;5,57;;;8.054.637,89;131,00;Ativa;90.000,00
BMII11;0,00;0,228341;0,00;467,16;;;0,74;;;67.738.239,50;12,00;Passiva;145.000,00
BMLC11;104,51;0,730000;11,34;111,90;0,93;190.330,06;17,23;17,80;3,53;111.724.406,65;1.422,00;Ativa;998.405,00
BNFS11;121,05;1,346112;14,16;84,71;1,43;139.444,16;6,81;7,49;-0,69;59.295.476,00;5.246,00;Ativa;700.000,00
BPFF11;73,93;0,620000;10,06;78,23;0,95;446.630,97;5,53;2,69;-2,03;351.430.483,08;18.854,00;Ativa;4.492.326,00
BPLC11;0,00;14,420464;0,00;10.084,54;;;3,43;;;322.705.244,45;114,00;Ativa;32.000,00
BPML11;92,20;0,910000;1,93;134,93;0,68;220.569,92;5,36;;-2,51;580.891.991,27;1.352,00;Ativa;4.305.079,00
BPRP11;103,97;0,925000;10,46;125,73;0,83;2.143,67;0,21;4,21;-4,40;169.715.121,73;168,00;Passiva;1.349.837,00
BRCO11;123,49;0,870000;8,46;120,08;1,03;3.050.546,57;1,95;12,36;3,28;1.774.702.907,84;120.624,00;Ativa;14.778.781,00
BRCR11;58,92;0,410000;8,79;99,17;0,59;1.741.408,84;0,86;-2,91;-12,27;2.641.597.072,42;148.034,00;Ativa;26.638.202,00
BREV11;105,00;0,580000;4,38;0,00;;271.522,64;;8,81;-2,74;0,00;320,00;Ativa;967.201,00
BRHT11B;86,80;;0,00;70,32;1,23;;13,53;;;129.498.801,79;11,00;Ativa;1.841.677,00
BRIM11;1.300,00;63,420000;22,66;999,20;1,30;10.529,78;6,90;;;124.037.651,61;246,00;Ativa;124.137,00
BRIP11;998,00;11,600000;8,37;1.090,15;0,92;130.784,83;1,81;;;234.900.065,28;254,00;Ativa;215.475,00
BRIX11;0,00;;0,00;1.006,93;;;1,76;;;114.873.340,61;55,00;Ativa;114.082,00
BRLA11;163,00;1,120000;8,22;158,63;1,03;195.606,13;0,24;3,16;;562.914.717,83;276,00;Passiva;3.548.496,00
BROF11;58,74;0,540000;9,76;107,16;0,55;895.052,24;0,45;;;1.244.164.206,77;8.164,00;Ativa;11.610.812,00
BROL11;0,00;;0,00;;;;;;;;;;5.500.000,00
BRSE11;0,00;;0,00;3.684,46;;;899,75;;;7.368.928,62;12,00;Ativa;2.000,00
BTAL11;72,13;0,650000;12,09;105,44;0,68;796.646,78;2,61;4,07;-11,20;630.843.138,83;45.632,00;Ativa;5.982.736,00
BTCI11;10,24;0,092000;11,80;10,29;1,00;2.397.301,11;13,72;3,05;-52,29;1.023.885.436,96;163.039,00;Ativa;99.521.172,00
BTCR11;88,00;0,900000;0,00;95,27;0,92;;8,00;32,78;-0,19;458.252.683,73;16.934,00;Ativa;4.810.097,00
BTHI11;44,88;0,280000;20,85;63,12;0,71;19.249,05;3,54;;-19,65;581.837.762,75;930,00;Ativa;9.218.512,00
BTHI12;45,00;0,560000;1,24;63,12;0,71;85.624,43;3,54;;-13,28;581.837.762,75;930,00;Ativa;9.218.512,00
BTLG11;102,82;0,780000;8,86;100,25;1,03;11.039.976,70;12,46;2,78;-4,46;2.856.249.506,80;279.451,00;Ativa;28.492.634,00
BTRA11;54,50;0,300000;13,50;123,88;0,44;751.125,24;7,02;;;416.816.672,41;20.881,00;Ativa;3.364.559,00
BTSG11;140,00;0,900000;7,68;145,25;0,96;383,00;0,79;;;112.574.374,61;98,00;Ativa;775.015,00
BTSI11;105,50;0,740000;8,28;113,78;0,93;105,00;3,61;;;288.480.111,63;114,00;Ativa;2.535.423,00
BTWR11;105,49;0,570000;6,50;111,68;0,94;105,00;1,01;;;90.379.987,66;72,00;Ativa;809.269,00
BVAR11;1.366,60;2,800000;14,76;1.012,85;1,35;1.372.309,67;2,59;-1,83;;633.577.216,25;71,00;Passiva;625.540,00
BZEL11;0,00;5,092421;0,00;143,34;;;0,02;;;507.152.527,78;3,00;Ativa;3.538.046,00
BZLI11;17,00;;0,00;10,40;1,63;387,57;0,26;;2,25;449.695.373,97;19,00;Ativa;43.234.067,00
CACR11;102,97;1,350000;16,92;101,03;1,02;1.377.598,95;6,65;4,97;-4,43;386.311.163,94;20.109,00;;3.823.767,00
CARE11;1,88;0,008385;0,00;8,27;0,23;23.204,62;0,01;;-16,25;295.875.695,04;11.708,00;Ativa;35.769.919,00
CBOP11;30,00;0,120000;4,80;71,67;0,42;11.286,05;1,33;-43,54;-25,91;101.409.270,34;3.046,00;Passiva;1.415.000,00
CCLB11;0,00;;0,00;0,00;;;;;;0,00;0,00;Ativa;0,00
CCME11;10,87;0,900000;100,22;108,47;0,10;6.597,23;16,59;;;593.601.380,14;163,00;Ativa;5.472.579,00
CCRF11;92,50;0,632531;6,67;93,23;0,99;1.276,82;3,10;;;146.548.498,31;317,00;Ativa;1.571.900,00
CENU11;0,00;;0,00;97,25;;;2,44;;;110.846.042,80;13,00;Ativa;1.139.780,00
CEOC11;47,45;0,430000;13,68;73,23;0,65;40.162,86;2,43;5,88;-12,16;132.955.723,66;4.982,00;Passiva;1.815.696,00
CFHI11;800,00;87,000000;11,33;620,90;1,29;5.737,14;15,45;;;58.736.718,20;98,00;Ativa;94.600,00
CFII11;1.000,00;64,600000;6,46;1.009,32;0,99;6.250,00;10,09;;;101.571.560,42;59,00;Ativa;100.634,00
CIXM11;0,00;0,140000;0,00;10,00;;;0,15;;;61.264.722,03;56,00;Ativa;6.127.180,00
CIXR11;0,00;;0,00;;;;;;;;;;2.834.551,00
CJCT11;67,80;0,090000;2,15;72,01;0,94;57.521,68;1,11;;4,16;226.122.506,62;1.068,00;Passiva;3.140.000,00
CJFI11;0,00;;0,00;2,90;;;4,40;;;274.299.181,73;1,00;Ativa;94.711.593,00
CLIN11;92,61;1,010000;2,18;100,11;0,93;1.195.731,97;15,73;;;435.134.156,91;8.793,00;Ativa;4.346.763,00
CNES11;25,31;0,171908;4,13;89,68;0,28;12.562,57;5,32;-6,70;-20,77;264.474.336,38;1.641,00;Ativa;2.949.248,00
COPP11;103,00;0,750000;0,73;116,31;0,89;1.827.632,00;0,96;;;201.766.926,73;25,00;Ativa;1.734.737,00
CPFF11;76,39;0,700000;9,16;82,71;0,92;551.602,35;2,48;-6,27;-3,19;211.171.810,41;9.379,00;Ativa;2.553.074,00
CPFO11;0,00;;0,00;31,93;;;0,87;;;90.509.108,49;528,00;Ativa;2.834.551,00
CPOF11;103,00;0,750000;1,46;116,31;0,89;3.783.310,17;0,96;;;201.766.926,73;25,00;Ativa;1.734.737,00
CPSH11;108,30;1,000000;7,52;118,91;0,91;1.607.139,54;2,71;;;512.179.426,75;415,00;Ativa;4.307.461,00
CPTS11;8,52;0,070000;10,33;9,11;0,94;6.854.124,08;0,05;-10,63;-4,98;2.896.873.604,00;347.058,00;Ativa;317.828.140,00
CRFF11;80,55;0,610000;9,31;90,84;0,89;74.462,19;2,49;12,06;-0,17;62.682.870,58;1.472,00;Ativa;690.040,00
CSMC11;0,00;18,405677;0,00;1.237,08;;;6,21;;;777.706.085,25;1,00;Ativa;628.663,00
CTNP11;0,00;;0,00;;;;;;;;;;0,00
CTXT11;10,52;0,010000;0,00;30,82;0,34;2.760,41;0,16;-23,80;-31,30;105.023.932,29;2.736,00;Passiva;3.408.174,00
CVBI11;95,56;1,050000;11,67;96,25;0,99;2.519.161,46;3,92;-4,12;-4,08;1.059.775.441,78;89.607,00;Ativa;11.010.228,00
CVPR11;0,00;0,900000;0,00;101,32;;;4,84;;;14.184.497,67;2,00;Ativa;140.000,00
CXAG11;81,15;0,690000;10,88;115,56;0,70;154.062,16;0,07;;;241.599.229,90;12.346,00;Ativa;2.090.621,00
CXCE11B;44,01;0,420016;11,18;64,31;0,68;20.869,57;6,41;-17,10;-21,30;110.162.055,25;3.616,00;Passiva;1.712.950,00
CXCI11;84,95;0,750000;11,81;95,66;0,89;234.971,54;9,74;;;196.834.599,11;5.428,00;Ativa;2.057.726,00
CXCO11;82,90;0,762600;11,38;101,96;0,81;151.618,54;1,22;;;400.123.109,02;14.334,00;Passiva;3.924.500,00
CXRI11;81,49;0,580000;8,46;91,94;0,89;16.832,89;3,38;4,66;-6,35;144.878.178,86;2.203,00;Ativa;1.575.760,00
CXTL11;249,01;2,259640;8,74;428,88;0,58;3.678,11;3,46;4,06;-11,04;22.986.426,61;714,00;Passiva;53.597,00
CYCR11;9,65;0,100000;12,69;9,80;0,98;384.642,81;0,80;;;159.855.566,88;15.207,00;Ativa;16.315.840,00
CYLD11;0,00;;0,00;109,76;;;2,94;;;136.307.380,05;47,00;Ativa;1.241.847,00
DAMT11B;12,73;0,042538;6,46;12,72;1,00;1.482,16;0,47;;;159.147.214,68;573,00;Passiva;12.510.797,00
DEVA11;41,20;0,620000;17,45;99,14;0,42;1.345.082,89;3,15;-23,18;-29,30;1.392.432.054,33;120.844,00;Ativa;14.044.908,00
DLMT11;0,00;0,007465;0,00;0,65;;;9,12;;;8.559.428,20;9,00;Ativa;13.225.796,00
DMAC11;13,00;4,894618;0,00;4,99;2,61;;105,14;;-50,08;778.257,90;2.352,00;Passiva;156.108,00
DOMC11;439,00;;0,00;101,79;4,31;;0,11;;;248.757.593,97;1.185,00;Ativa;2.443.800,00
DOVL11B;1.200,69;6,898688;6,59;815,27;1,47;33.619,00;6,91;7,65;;54.138.840,10;60,00;Ativa;66.406,00
DPRO11;7,92;0,050000;10,52;9,18;0,86;38.377,81;1,05;;;45.939.832,53;682,00;Ativa;5.003.220,00
DRIT11B;83,30;0,260000;9,17;134,45;0,62;1.547,00;18,77;15,88;-14,54;62.287.584,31;351,00;Ativa;463.277,00
DVFF11;8,10;0,070000;11,06;9,31;0,87;124.623,38;6,87;;;102.462.721,12;1.397,00;Ativa;11.009.500,00
EDFO11B;229,98;1,703638;9,03;223,44;1,03;7.938,50;1,44;7,41;-3,07;52.732.575,87;528,00;Passiva;236.000,00
EDGA11;20,81;0,080000;5,09;62,99;0,33;25.012,14;1,60;-11,65;-10,47;240.131.672,96;5.032,00;Passiva;3.812.055,00
EGYR11;5,41;;0,00;123,28;0,04;1.811,00;0,00;;;93.112.582,95;45,00;Passiva;755.269,00
ELDO11B;762,38;6,970000;14,05;1.618,81;0,47;;0,38;6,39;;1.274.417.931,44;63,00;Passiva;787.256,00
EQIR11;9,13;0,075000;13,97;10,02;0,91;331.247,43;6,18;;;109.327.047,66;11.467,00;Ativa;10.909.315,00
ERCR11;76.000,00;139,449698;0,00;36.438,03;2,09;;0,32;;;86.576.748,46;11,00;Passiva;2.376,00
ERPA11;129,77;0,720000;6,61;141,62;0,92;90.430,09;1,03;;0,20;70.941.194,48;390,00;Passiva;500.922,00
ESTQ11;0,00;;0,00;0,02;;;31,82;;;1.013.726,97;5,00;Ativa;65.361.974,00
EURO11;254,98;1,880000;8,76;337,41;0,76;50.350,54;1,51;7,79;6,67;129.544.104,24;2.355,00;Passiva;383.936,00
EVBI11;98,89;0,754718;9,22;99,19;1,00;527.921,19;18,17;4,00;-3,37;239.386.731,57;1.038,00;Ativa;2.413.519,00
EXES11;88,44;0,810000;10,68;92,15;0,96;352,50;19,88;;;54.099.560,50;59,00;Ativa;587.072,00
FAED11;152,14;1,480000;11,98;219,86;0,69;92.037,00;6,56;9,30;-6,98;152.222.968,63;4.679,00;Passiva;692.377,00
FAGL11;0,00;;0,00;;;;;;;;;;3.000.000,00
FAMB11B;800,01;9,160000;0,00;2.352,00;0,34;46.361,64;0,26;-9,82;-13,36;262.595.947,92;2.518,00;Passiva;111.648,00
FARU11;0,00;;0,00;;;;;;;;;;8.000.000,00
FATN11;91,88;0,850000;10,88;103,55;0,89;1.547.450,16;3,27;5,90;-3,82;302.880.489,84;5.715,00;Ativa;2.924.832,00
FCAS11;0,00;0,121915;0,00;60,79;;;186,17;;;80.684.223,04;2,00;Passiva;1.327.300,00
FCFL11;119,49;0,836886;8,25;122,79;0,97;271.988,35;0,69;4,87;2,31;426.590.884,40;3.954,00;Ativa;3.474.010,00
FGPM11;0,00;;0,00;;;;;;;;;;0,00
FIGS11;60,07;0,430000;9,07;81,17;0,74;227.712,16;0,69;20,18;-2,39;231.324.527,53;14.514,00;Passiva;2.850.000,00
FIIB11;527,00;3,450000;7,96;471,37;1,12;186.686,54;0,80;1,87;0,30;322.885.486,73;16.512,00;Passiva;685.000,00
FIIP11B;179,49;1,440000;9,43;203,67;0,88;73.281,24;1,36;3,94;-3,38;188.835.380,89;7.389,00;Passiva;927.162,00
FINF11;0,00;0,277275;0,00;40,01;;;2,68;23,23;;32.812.641,04;4,00;Ativa;820.112,00
FISC11;65,00;0,300000;7,28;120,24;0,54;4.423,31;1,72;;;204.408.996,64;126,00;Ativa;1.699.996,00
FISD11;0,00;6,526269;0,00;59,78;;;6,30;;;64.121.173,27;23,00;Ativa;1.072.588,00
FIVN11;3,07;;0,00;6,94;0,44;10.152,59;0,01;;-9,78;65.322.557,38;4.087,00;Passiva;9.412.630,00
FLCR11;99,97;1,100000;13,44;97,66;1,02;50.769,78;11,80;-2,52;-1,62;61.877.513,07;2.816,00;Ativa;633.604,00
FLFL11;0,00;0,220000;0,00;96,98;;;7,84;;;140.764.183,34;121,00;Ativa;1.451.500,00
FLMA11;139,97;0,870000;7,90;216,65;0,65;126.935,59;0,99;18,30;0,42;299.129.018,82;14.668,00;Ativa;1.380.670,00
FLRP11;2.160,00;14,000000;7,69;2.312,42;0,93;44.188,30;1,32;33,55;17,99;150.843.508,59;802,00;Passiva;65.232,00
FMOF11;70,00;0,460000;0,87;117,01;0,60;607,87;1,54;8,56;0,00;59.442.877,19;258,00;Passiva;508.008,00
FOFT11;123,00;1,900000;0,00;110,21;1,12;;5,10;-47,71;;131.819.480,59;3.846,00;Ativa;1.196.040,00
FPAB11;181,41;0,900000;9,97;341,64;0,53;15.968,76;4,88;5,51;-13,37;256.228.378,89;904,00;;750.000,00
FPNG11;85,07;0,490000;8,08;174,45;0,49;850,00;1,10;0,69;;349.137.161,92;68,00;Ativa;2.001.355,00
FRHY11;0,00;1,030000;0,00;42,70;;;5,62;;;5.572.400,08;7,00;Ativa;130.500,00
FTCE11B;2.900,89;59,061382;5,93;2.798,10;1,04;;2,11;;;2.858.296.030,95;112,00;Ativa;1.021.512,00
FVBI11;94,97;0,369573;0,00;0,00;;;;142,93;;0,00;0,00;Passiva;0,00
FVPQ11;103,84;1,100000;11,35;191,54;0,54;269.785,51;1,88;14,19;-9,16;536.332.409,38;4.030,00;Passiva;2.800.149,00
GAME11;9,10;0,090000;13,08;9,76;0,93;146.958,49;0,72;;;211.764.443,24;24.622,00;Ativa;21.697.677,00
GARE11;9,14;0,084000;10,90;9,24;0,99;3.645.322,00;0,16;-0,41;-7,29;1.163.581.591,08;150.149,00;Ativa;125.866.045,00
GCFF11;69,30;0,750000;2,16;77,51;0,89;87.694,83;4,26;;-10,02;27.939.468,78;1.759,00;Ativa;360.477,00
GCOI11;98,99;0,805870;0,81;97,00;1,02;9.899,00;10,54;;;10.961.198,35;356,00;Ativa;113.000,00
GCRI11;85,63;0,950000;14,13;94,83;0,90;263.034,68;0,30;-1,70;;137.868.730,18;4.837,00;Ativa;1.453.859,00
GESE11B;1.520,00;14,973763;86,35;1.119,08;1,36;;203,53;118,15;;58.192.036,94;56,00;Passiva;52.000,00
GGRC11;113,91;0,900000;10,16;112,99;1,01;1.097.110,22;5,37;7,82;-7,13;1.020.416.775,44;107.363,00;Ativa;9.031.191,00
GLOG11;67,67;0,630000;11,54;108,89;0,62;101.872,97;1,48;;;81.665.304,48;2.997,00;Ativa;750.000,00
GLPL11;0,00;;0,00;;;;;;;;;;0,00
GRLV11;104,51;0,170000;0,00;5,97;17,51;;2.489,44;135,25;;6.407.890,29;2.604,00;Passiva;1.073.530,00
GSFI11;7,87;;0,00;14,50;0,54;293.085,89;0,81;;31,01;1.090.627.631,32;8.480,00;Ativa;75.198.136,00
GTLG11;63,99;0,840000;5,69;60,62;1,06;22.885,25;100,03;;;434.811.690,70;341,00;Ativa;7.173.000,00
GTWR11;86,25;0,790000;10,99;101,12;0,85;1.118.381,89;1,32;5,04;-6,89;1.213.454.009,80;35.825,00;Ativa;12.000.000,00
GURB11;108,00;0,700000;5,32;110,71;0,98;5.000.076,00;4,76;;;125.670.062,74;21,00;Ativa;1.135.160,00
GVBI11;0,00;;0,00;;;;;;;;;;1.500.000,00
GZIT11;71,37;0,780000;2,43;96,12;0,74;905.411,64;2,09;;;2.099.452.147,19;7.079,00;Ativa;21.841.231,00
HAAA11;43,07;0,240000;9,89;80,09;0,54;3.080,00;0,73;-12,50;-24,48;276.716.253,63;304,00;Ativa;3.455.000,00
HABT11;91,52;1,000000;14,64;98,38;0,93;1.339.486,97;7,91;-10,11;-9,38;799.534.149,85;69.799,00;Ativa;8.126.783,00
HBCR11;117,04;0,460188;6,12;119,23;0,98;1.904.989,50;1,28;;;136.852.214,36;44,00;Ativa;1.147.760,00
HBRH11;90,80;0,500000;7,15;112,05;0,81;907.686,95;0,46;-9,50;-4,58;310.620.502,19;950,00;Ativa;2.772.204,00
HBTT11;1.055,00;16,580000;0,00;0,00;;;;;;0,00;0,00;Ativa;0,00
HCHG11;75,35;0,790000;12,94;99,79;0,76;11.794,53;6,88;;;119.749.873,57;968,00;Ativa;1.200.000,00
HCPR11;0,00;;0,00;;;;;;;;;;1.750.000,00
HCRI11;304,50;2,630000;10,92;321,29;0,95;54.572,54;1,90;-2,84;-15,90;64.258.470,75;3.265,00;Passiva;200.000,00
HCST11;55,16;;0,00;101,21;0,55;338,00;0,08;;-18,53;50.674.351,56;65,00;Ativa;500.664,00
HCTR11;30,61;0,340000;16,37;113,25;0,27;1.564.949,70;2,09;-37,58;-41,26;2.500.926.027,22;187.227,00;Ativa;22.084.202,00
HDEL11;107,50;5,650000;12,53;86,17;1,25;21.500,00;21,64;;;72.380.285,96;61,00;Passiva;840.000,00
HDOF11;115,00;;0,00;97,06;1,18;100.970,00;1,01;;;199.514.871,74;112,00;Ativa;2.055.675,00
HFOF11;78,01;0,630000;9,69;80,81;0,97;2.020.644,57;2,52;2,07;-8,83;1.862.299.795,94;77.881,00;Ativa;23.044.389,00
HGBS11;232,10;1,750000;8,81;231,42;1,00;5.328.520,51;10,43;31,96;3,39;2.945.918.011,06;110.083,00;Ativa;12.729.800,00
HGCR11;105,69;0,950000;12,54;102,05;1,04;3.918.415,14;2,71;7,05;0,13;1.573.387.470,90;106.395,00;Ativa;15.418.106,00
HGFF11;89,41;0,700000;9,06;94,60;0,95;611.904,24;5,76;8,11;-1,99;270.904.330,64;17.312,00;Ativa;2.863.597,00
HGIC11;104,90;0,816270;11,48;118,01;0,89;10.285,31;13,66;;;54.602.513,16;382,00;;462.706,00
HGLG11;166,87;1,100000;8,15;158,10;1,06;7.934.678,32;2,55;-0,70;-2,16;5.341.705.517,60;454.240,00;Ativa;33.787.575,00
HGPO11;298,43;1,500000;6,27;308,51;0,97;568.235,68;0,34;7,94;9,39;540.832.487,61;19.436,00;Passiva;1.753.057,00
HGRE11;129,14;0,780000;8,05;153,25;0,84;1.678.606,89;2,41;-1,76;-4,44;1.811.123.305,93;150.557,00;Ativa;11.817.767,00
HGRS11;0,00;8,300000;0,00;0,00;;;;;;0,00;6,00;Ativa;1.492.940,00
HGRU11;135,92;0,850000;8,98;126,87;1,07;3.371.390,19;2,24;11,67;1,97;2.335.306.037,90;209.006,00;Ativa;18.406.458,00
HILG11;0,00;1,330157;0,00;187,46;;;1,03;;;98.650.736,81;50,00;Ativa;526.253,00
HLMB11;0,00;;0,00;1.270,91;;;2,58;;;69.441.714,54;52,00;Ativa;54.639,00
HLOG11;76,31;0,460000;9,97;116,66;0,65;94.848,16;1,35;0,13;-13,62;495.813.777,25;4.249,00;Ativa;4.250.000,00
HMOC11;226,95;23,800000;0,00;238,79;0,95;;0,67;122,18;0,00;91.223.530,50;209,00;Passiva;382.017,00
HOFC11;19,16;0,250000;10,96;69,70;0,27;59.397,59;0,68;-24,69;-37,07;263.408.762,87;6.727,00;Ativa;3.779.001,00
HOSI11;89,75;1,127600;9,47;91,90;0,98;18.460,73;2,93;11,74;2,15;52.699.819,27;1.545,00;Ativa;573.450,00
HPDP11;89,99;0,530000;7,29;95,58;0,94;878.583,29;8,39;23,18;1,52;314.275.909,50;439,00;Passiva;3.288.000,00
HRDF11;3,75;6,800000;0,00;7,98;0,47;1.155,62;30,03;;28,19;12.113.930,60;1.145,00;Ativa;1.517.425,00
HREC11;8,64;0,080000;12,04;9,26;0,93;215.632,05;8,19;0,10;-5,57;477.285.836,74;2.516,00;Ativa;51.567.650,00
HSAF11;87,10;0,850000;12,17;92,33;0,94;751.769,43;3,46;-4,50;-3,33;233.266.705,50;10.950,00;Ativa;2.526.360,00
HSLG11;97,55;0,740000;9,01;103,34;0,94;665.043,03;4,14;7,83;-4,81;1.308.322.187,40;35.212,00;Ativa;12.660.067,00
HSML11;96,19;0,760000;9,27;93,98;1,02;3.372.236,32;7,91;20,02;1,21;1.483.128.762,60;171.412,00;Ativa;15.780.613,00
HSRE11;107,30;0,600000;6,85;93,66;1,15;1.561.907,74;1,62;3,44;;833.489.290,49;268,00;Ativa;8.898.724,00
HTMX11;154,74;0,862561;16,18;148,88;1,04;2.457.740,41;6,69;30,66;12,21;223.960.163,38;33.788,00;Ativa;1.504.334,00
HUCG11;91,00;0,220000;3,12;103,87;0,88;4.109,03;12,16;;;116.540.839,24;244,00;Passiva;1.122.000,00
HUSC11;114,96;0,850000;9,35;154,92;0,74;4.494,30;1,75;9,67;-8,12;130.743.328,82;798,00;Passiva;843.959,00
