TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
ABCP11;68,70;0,500000;8,43;91,80;0,75;57.934,82;1,56;10,96;-8,30;432.278.740,15;18.503,00;Passiva;4.709.082,00
AFHI11;95,80;1,100000;14,06;95,10;1,01;973.283,61;6,16;;;287.147.972,33;19.219,00;Ativa;3.019.453,00
AIEC11;65,28;0,780000;13,83;94,40;0,69;554.323,93;0,60;;;455.490.836,76;12.765,00;Ativa;4.824.987,00
ALMI11;790,00;0,371133;0,00;2.025,22;0,39;50.159,93;1,96;;-16,17;225.157.970,44;2.463,00;Passiva;111.177,00
ALZC11;0,00;;0,00;;;;;;;;;;1.000.000,00
ALZM11;90,00;0,850000;13,29;90,23;1,00;78.329,57;4,68;;;62.365.462,87;3.690,00;Ativa;691.192,00
ALZR11;113,00;0,815755;12,68;106,08;1,07;2.148.142,89;5,96;31,85;-5,05;734.402.837,11;120.727,00;Ativa;6.922.906,00
ANCR11B;3.450,00;42,077240;4,55;3.770,27;0,92;;1,03;;5,36;1.700.818.504,58;67,00;Ativa;451.113,00
APTO11;9,58;0,110000;13,26;10,09;0,95;40.419,71;9,42;;;40.498.900,17;6.774,00;Ativa;4.012.857,00
APXM11;0,00;;0,00;99,75;;;101,08;;;88.704.046,45;116,00;;889.230,00
AQLL11;385,03;;0,00;984,90;0,39;;0,36;;-8,34;143.616.026,19;58,00;Ativa;145.817,00
ARFI11B;479,99;;0,00;651,70;0,74;;1,52;;;74.329.618,05;28,00;Ativa;114.054,00
AROA11;0,00;0,003300;0,00;1,06;;;1,73;;;163.059.094,15;51,00;Ativa;153.379.216,00
ARRI11;8,65;0,110000;16,17;8,89;0,97;237.541,14;1,76;11,85;2,55;116.100.222,07;23.007,00;Ativa;13.056.237,00
ARXD11;100,00;1,150000;2,70;99,60;1,00;52.200,00;1,78;;;49.006.461,48;61,00;Ativa;492.050,00
ASMT11;50,00;0,770000;14,02;83,10;0,60;34.723,89;3,01;;;84.540.648,06;367,00;Ativa;1.017.316,00
ASRF11;0,00;;0,00;10.001,15;;;101,10;;;24.002.756,13;55,00;Ativa;2.400,00
ATCR11;0,00;0,078569;0,00;80,79;;;0,72;;;75.046.755,67;33,00;Ativa;928.908,00
ATSA11;69,00;0,050000;0,51;81,67;0,84;389,21;1,69;1,98;-15,41;143.014.703,25;281,00;Passiva;1.751.141,00
ATWN11;0,00;;0,00;588,18;;;1,63;;;94.553.913,04;2,00;Passiva;160.757,00
AURB11;0,00;0,550000;0,00;88,43;;;1,51;;;77.870.925,46;5,00;Ativa;880.560,00
BARI11;84,85;0,935000;14,48;96,69;0,88;709.411,75;3,03;-4,69;-4,75;448.073.945,38;38.903,00;Ativa;4.634.191,00
BBFI11B;1.320,02;3,827184;22,63;2.180,60;0,61;480.878,50;8,74;-1,32;-19,92;283.478.453,40;8.176,00;Passiva;130.000,00
BBFO11;69,50;0,690000;12,47;76,85;0,90;193.855,11;0,69;;;307.698.673,64;5.397,00;Passiva;4.003.900,00
BBIM11;0,00;0,100000;0,00;30,56;;;1,11;-19,07;;31.630.066,51;20,00;Ativa;1.035.000,00
BBPO11;92,90;0,900000;11,74;100,90;0,92;1.257.293,29;3,81;-5,53;-16,09;1.606.292.351,82;74.286,00;Passiva;15.919.690,00
BBRC11;100,79;1,070000;12,95;108,09;0,93;120.914,54;4,99;3,02;-12,62;171.860.044,26;9.326,00;Passiva;1.590.000,00
BCFF11;68,25;0,560000;9,90;72,38;0,94;2.141.044,39;7,97;4,11;-8,54;1.822.956.008,48;303.478,00;Ativa;25.186.378,00
BCIA11;94,45;0,800000;9,70;103,96;0,91;1.039.047,96;0,38;4,75;-20,99;386.633.870,47;17.070,00;Ativa;3.719.038,00
BCRI11;79,24;0,800000;15,66;98,31;0,81;665.701,82;6,73;-0,48;-10,32;615.180.809,70;47.286,00;Ativa;6.257.873,00
BICE11;900,00;10,000000;13,55;972,94;0,93;11.310,29;3,18;;;69.349.019,68;108,00;Ativa;71.278,00
BICR11;98,00;1,180000;10,22;99,73;0,98;897,88;36,94;50,49;0,06;48.083.086,49;530,00;Ativa;500.000,00
BIME11;7,41;0,090000;15,25;8,92;0,83;83.476,32;1,95;;;52.145.514,69;7.339,00;Ativa;5.845.602,00
BIPD11;0,00;;0,00;983,67;;;5,63;;;33.056.181,65;110,00;Ativa;33.605,00
BLCA11;138,00;0,570000;4,83;138,74;0,99;165.327,64;4,12;;;221.986.868,33;159,00;Ativa;1.600.000,00
BLCP11;91,00;0,563428;2,78;111,74;0,81;103.127,50;1,06;;-4,96;256.580.339,90;279,00;Ativa;2.296.282,00
BLMC11;79,49;0,956400;14,00;96,96;0,82;3.930,67;6,67;;;38.736.740,88;430,00;Ativa;399.500,00
BLMG11;66,94;0,720000;14,03;90,32;0,74;435.121,07;1,85;;;344.169.365,70;12.602,00;Ativa;3.810.588,00
BLMO11;20.999,00;90,000000;2,40;33.526,90;0,63;620.199,50;2,22;;;127.301.622,86;93,00;Ativa;3.797,00
