TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
A;133,90;0,56;50,37;8,49;4,22;74,10;25,33;20,33;40,44;41,59;1,16;0,24;10,24;22,72;-6,59;2,06;16,86;8,37;12,10;0,50;0,50;0,41;5,74;12,39;;15,77;2,66;;40.798.997.258,50
AA;41,20;;-45,18;2,32;0,52;14,18;3,44;-1,83;24,08;29,28;5,21;0,50;0,83;4,37;-0,74;1,64;-5,13;-1,14;1,99;0,22;0,78;0,62;-3,68;;;17,76;-0,91;;7.680.052.983,60
AACG;2,91;;-5,79;2,38;1,00;34,58;-83,70;-70,79;-4,90;-4,02;0,88;-0,43;4,10;-4,59;-1,27;0,50;-41,15;-17,25;-54,51;0,42;0,58;0,24;-17,45;;;1,22;-0,50;;91.229.963,73
AACQ;9,91;;-27,75;143,60;0,99;;;;-14,71;-14,69;0,02;-0,22;;-9,36;-0,99;0,02;-517,44;-3,56;-975,86;0,01;0,14;0,00;;;;0,07;-0,36;;717.979.470,27
AACQU;10,53;;-29,49;152,58;1,05;;;;-15,64;-14,69;0,02;-0,22;;-9,95;-1,05;0,02;-517,44;-3,56;-975,86;0,01;0,14;0,00;;;;0,07;-0,36;;717.979.470,27
AACQW;1,74;;-4,87;25,21;0,17;;;;-2,58;-14,69;0,02;-0,22;;-1,64;-0,17;0,02;-517,44;-3,56;-975,86;0,01;0,14;0,00;;;;0,07;-0,36;;717.979.470,27
AAL;22,00;;-1,79;-1,78;0,21;48,98;-68,55;-61,53;-1,60;-4,43;-2,83;;1,10;18,66;-0,28;1,04;-99,36;-11,50;-34,77;-0,12;1,12;0,19;-15,81;;;-12,39;-12,31;;14.110.428.706,00
AAME;4,00;0,50;6,88;0,56;0,20;14,67;8,76;6,08;4,77;3,64;-1,13;-0,13;0,42;;-0,20;;8,18;2,93;9,50;0,36;0,64;0,48;3,32;24,99;;7,11;0,58;;81.657.120,00
AAN;32,21;0,70;382,82;1,55;0,81;100,00;100,00;0,67;2,56;2,38;-0,18;-0,11;2,56;-37,00;-0,96;0,87;0,40;0,21;60,40;0,53;0,47;0,32;;;;20,82;0,08;;1.100.615.635,58
AAOI;7,58;;-2,98;0,63;0,36;21,54;-19,43;-24,91;-3,82;-5,92;-2,10;0,34;0,74;1,64;-0,64;2,03;-21,03;-12,16;-12,46;0,58;0,42;0,49;4,32;;;12,09;-2,54;;174.159.944,68
AAON;66,29;0,57;43,97;9,90;7,74;30,29;19,82;15,35;34,07;33,26;-0,81;-0,23;6,75;21,55;-15,19;3,73;22,52;17,60;22,52;0,78;0,22;1,15;7,49;11,56;;6,69;1,51;;3.474.351.639,71
AAP;204,47;0,49;34,38;3,76;1,13;44,10;5,54;3,79;23,53;23,88;0,35;0,06;1,30;8,77;-2,40;1,32;10,93;3,29;9,67;0,30;0,70;0,87;0,75;0,82;;54,40;5,95;;13.378.847.097,98
AAPL;130,21;0,64;28,47;31,41;6,44;39,88;27,54;23,45;24,24;24,82;0,58;0,75;6,68;144,09;-10,07;1,14;110,31;22,63;39,99;0,21;0,79;0,97;3,27;1,46;;4,15;4,57;;2.172.896.432.510,00
