TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
RZTR11;101,70;10,44;1,03;3.181.667,36;16,61;;;1.087.621.455,10;37.525,00;Ativa;
SNFF11;89,99;4,22;1,04;599.649,48;3,61;;;215.906.222,37;30.375,00;Ativa;
MVFI11;0,00;0,00;;;0,10;;;132.113.774,94;1,00;Ativa;
CNES11;33,52;4,10;0,39;9.669,64;5,72;-13,09;-24,83;255.504.234,99;2.273,00;Passiva;
RBRF11;74,16;10,06;0,90;3.126.708,28;1,61;-5,37;-10,34;1.126.170.984,40;79.464,00;Ativa;
BLCP11;83,99;7,86;0,85;422.800,21;1,69;;;225.882.453,79;306,00;Ativa;
ERPA11;130,00;0,00;1,22;130,00;0,10;;;53.030.128,88;12,00;Passiva;
EQIN11;93,08;12,03;0,97;494.249,88;12,56;-29,53;;138.263.951,85;7.214,00;Ativa;
BLMO11;26.004,50;0,00;1,00;147.358,67;5,34;;;99.066.295,46;91,00;Ativa;
RSPD11;1.200,00;2,03;1,06;19.313,00;15,45;;;168.188.675,83;106,00;Ativa;
OUFF11;70,10;11,48;0,93;140.889,40;0,69;;;137.349.990,71;8.803,00;Ativa;
SNCI11;102,02;3,07;1,00;1.345.431,16;1,17;;;155.304.701,95;4.658,00;Ativa;
SJAU11;115,00;0,00;1,15;11.960,00;0,35;;;791.150.318,85;125,00;Passiva;
XPIN11;90,19;8,36;0,82;526.877,16;6,43;-4,14;-6,83;787.121.257,78;51.837,00;Ativa;
BRCR11;71,40;7,91;0,67;1.937.663,88;0,62;-29,06;-11,98;2.828.515.163,30;131.206,00;Ativa;
HTMX11;87,57;0,00;0,67;109.033,20;0,94;8,60;-19,41;163.878.952,06;24.316,00;Ativa;
SPVJ11;0,00;0,00;;;16,52;;;680.084.152,76;27,00;Ativa;
RECR11;100,98;13,79;1,06;6.493.828,52;3,77;16,09;-2,65;2.312.002.560,52;138.423,00;Ativa;
NAVT11;72,82;6,25;0,84;116.391,08;4,66;;;91.957.610,20;1.849,00;Ativa;
CFHI11;0,00;0,00;;;53,94;;;80.353.671,93;53,00;Ativa;
TELD11;0,00;0,00;;;5,99;;;9.862.037,11;2,00;Ativa;
TCIN11;113,60;0,00;0,80;18.062,80;1,41;;;117.434.614,94;126,00;Ativa;
PRSV11;112,00;0,00;0,46;10.433,42;7,47;28,92;-33,81;47.090.041,04;1.162,00;Passiva;
FLMA11;120,00;5,39;0,77;70.971,16;2,28;-9,82;-5,37;215.226.362,30;20.822,00;Ativa;
CVPR11;0,00;0,00;;;32,05;;;9.581.856,97;1,00;Ativa;
GESE11B;1.520,00;8,34;0,92;;1,08;;;86.162.938,46;55,00;Passiva;
VPSI11;0,00;0,00;;;0,76;-7,23;;148.418.417,48;56,00;Passiva;
GALG11;100,50;10,00;0,98;1.989.258,44;0,01;;;576.127.116,17;5.982,00;Ativa;
BTSG11;0,00;0,00;;;0,10;;;75.455.486,28;53,00;Ativa;
BPFF11;67,98;10,06;0,91;358.333,40;3,63;-8,57;-10,56;335.966.388,93;20.592,00;Ativa;
MFAI11;73,19;12,19;0,95;32.006,36;0,18;;;23.348.175,37;3.793,00;Ativa;
TRXF11;100,91;8,71;0,99;2.621.121,00;5,01;;;575.388.816,58;38.836,00;Ativa;
RBHG11;86,50;11,71;0,90;318.890,76;1,58;;;165.659.847,45;5.289,00;Ativa;
SHDP11B;0,00;0,00;;;1,12;-9,80;;2.148.964.287,77;3,00;Passiva;
BBFI11B;2.261,10;14,88;0,89;346.309,28;8,58;3,78;2,72;330.558.622,04;8.598,00;Passiva;
PVBI11;89,00;7,28;0,89;2.270.531,88;4,36;;;998.576.404,46;55.256,00;Ativa;
BMLC11;90,00;8,04;0,84;26.082,40;2,99;15,30;6,20;106.563.744,62;1.517,00;Passiva;
HOSI11;73,89;8,50;0,80;22.498,04;12,61;;;52.954.421,98;2.177,00;Ativa;
FPNG11;65,00;10,11;0,39;4.997,17;1,21;-4,91;;165.366.487,78;50,00;Ativa;
HGRU11;111,78;7,77;0,94;4.217.915,56;3,54;1,83;1,15;2.178.829.394,48;149.385,00;Ativa;
SOLR11;1.156,93;6,83;1,15;1.156,00;1,06;;;63.330.153,87;73,00;Ativa;
EGYR11;1,56;0,00;0,13;4.566,24;0,00;;;93.207.291,61;26,00;Passiva;
MATV11;100,00;2,30;1,05;49.221,53;9,32;;;33.023.409,50;195,00;Ativa;
RNGO11;50,21;8,78;0,57;93.655,12;1,91;-9,35;-15,60;234.015.134,97;15.182,00;Passiva;
LASC11;89,98;6,20;0,88;298.099,57;0,69;;;258.335.882,98;160,00;Ativa;
ESTQ11;0,00;0,00;;;24,07;;;14.585.831,00;5,00;Ativa;
FPAB11;197,09;7,66;0,44;12.763,90;1,20;-13,34;-18,49;336.222.259,22;951,00;Passiva;
ITIT11;74,52;6,45;1,00;42.456,13;2,10;;;67.074.422,19;5.618,00;Passiva;
HSAF11;92,17;12,88;0,98;420.836,68;7,94;;;166.358.991,29;4.887,00;Ativa;
SFND11;83,07;5,12;4,83;;49,78;116,69;;16.886.090,12;54,00;Passiva;
DOMC11;439,00;0,00;3,98;;1,11;;-6,96;269.267.795,14;1.136,00;Ativa;
WPLZ11;70,48;1,73;0,68;16.895,00;1,41;4,36;-1,34;106.084.879,47;1.890,00;Passiva;
CXCE11B;45,18;20,33;0,56;48.646,36;5,36;-0,99;-20,44;139.351.762,82;4.494,00;Passiva;
VXXV11;863,00;0,00;1,26;1.378.435,60;1,74;;;120.962.305,10;9,00;Ativa;
EDFO11B;220,01;7,66;1,04;4.766,91;1,47;-6,34;-8,15;50.111.495,65;566,00;Passiva;
HCRI11;343,99;10,62;1,15;29.279,52;0,61;6,06;4,50;59.886.299,64;3.081,00;Passiva;
VJFD11;0,00;0,00;;;1,92;;;518.565.114,98;97,00;Ativa;
BLMG11;93,47;10,24;0,96;738.948,40;1,41;;;369.462.477,79;4.854,00;Ativa;
KNIP11;102,15;14,31;1,03;13.754.821,64;13,90;21,51;-2,41;7.054.546.598,14;62.189,00;Ativa;
HGRS11;0,00;0,00;;;25,92;;;95.106.297,80;6,00;Ativa;
CXTL11;298,08;5,96;0,47;10.930,35;0,63;13,50;-19,19;33.753.190,43;680,00;Passiva;
RBRD11;41,50;2,60;0,58;38.543,72;3,08;-49,02;-22,97;133.413.909,27;10.961,00;Passiva;
CVBI11;103,22;13,18;1,03;3.485.217,04;8,45;;;991.128.530,91;48.954,00;Ativa;
MCHY11;120,00;4,34;1,18;26.742,60;1,22;;;358.520.000,88;51,00;--;
BRIM11;1.170,83;3,41;1,03;109.219,50;5,38;;;140.520.453,74;196,00;Ativa;
HCST11;92,15;0,00;0,88;263,75;5,79;;;30.127.572,39;84,00;Ativa;
EDGA11;22,50;7,54;0,29;37.812,36;0,54;-14,34;-21,93;300.146.278,44;6.929,00;Passiva;
MORC11;100,69;6,61;0,99;328.762,91;29,10;;;79.192.890,26;97,00;Ativa;
VIUR11;78,44;6,02;0,83;300.209,88;12,68;;;255.916.293,24;3.655,00;Ativa;
RBHY11;101,68;13,01;1,03;368.680,48;8,44;;;155.817.584,60;1.756,00;Ativa;
BRHT11B;86,80;0,00;1,06;;2,61;;;150.727.608,87;11,00;--;
VIFI11;74,38;10,03;0,87;516.824,12;2,90;;;240.665.086,50;6.343,00;Ativa;
RBRR11;99,04;9,39;0,98;2.757.645,16;3,03;9,60;-3,37;1.052.526.047,54;82.013,00;Ativa;
MBRF11;800,00;11,56;0,72;53.100,76;4,21;-2,91;-10,10;113.480.886,74;2.757,00;Ativa;
MALL11;96,55;6,77;0,93;1.358.519,52;4,23;-0,50;-2,82;782.933.433,25;89.610,00;Ativa;
LKDV11;0,00;0,00;;;25,55;;;54.923.700,79;69,00;Ativa;
FVPQ11;106,00;5,38;0,54;120.064,20;1,45;-22,11;-17,68;554.337.596,32;4.604,00;Passiva;
MGLG11;53,99;5,91;0,55;87.405,36;0,25;;;113.393.396,88;1.101,00;Ativa;
TRNT11;103,76;4,75;0,50;14.940,36;0,48;-17,58;-17,53;814.380.621,51;823,00;Passiva;
PATC11;65,00;5,65;0,76;304.308,16;1,00;;;296.481.658,24;11.249,00;Ativa;
RBVA11;97,82;11,21;0,93;889.200,40;1,59;-1,84;;1.215.325.229,44;42.991,00;Ativa;
ATSA11;95,99;0,00;0,98;15.985,80;0,97;;-1,41;171.921.865,51;265,00;Passiva;
BBPO11;91,86;12,91;0,96;1.236.414,20;4,77;-1,65;-13,06;1.528.388.042,03;64.630,00;Passiva;
ZIFI11;1.650,00;0,00;1,50;98.479,88;1,26;;;22.859.497,59;22,00;Ativa;
VVPR11;96,02;8,63;0,93;66.476,00;1,43;;;238.520.413,19;1.399,00;Ativa;
BBFO11;75,20;8,86;0,92;150.703,36;1,70;;;328.799.376,09;3.952,00;Passiva;
PRTS11;117,70;0,00;1.681,43;;42,20;;;3.796.958,72;11,00;Ativa;
XBXO11;0,00;0,00;;;0,22;;;294.137.426,54;4,00;Ativa;
LGCP11;83,31;7,86;0,84;121.954,12;0,76;;;270.529.065,22;10.068,00;Ativa;
STRX11;8,52;4.162,68;0,05;;0,67;;;296.599.177,07;53,00;Passiva;
CJCT11;69,00;0,00;1,07;155.259,81;3,81;;7,60;185.921.044,93;1.426,00;Passiva;
FCFL11;110,30;7,26;1,09;519.131,64;0,51;3,38;2,31;352.533.065,59;4.376,00;Passiva;
CXCO11;78,50;7,51;0,78;258.045,84;1,04;;;394.270.353,54;12.965,00;Ativa;
TORD11;9,68;12,31;0,75;1.074.009,76;0,35;;;452.519.294,27;94.362,00;Ativa;
SBCL11;0,00;0,00;;;134,51;;;33.528.852,90;2,00;Ativa;
ARCT11;106,30;17,86;1,03;922.865,76;6,64;;;164.876.366,56;7.292,00;Ativa;
HGIC11;106,50;7,55;1,00;502.727,30;1,56;;;24.699.300,59;220,00;Ativa;
VLOL11;93,11;5,85;0,96;154.765,80;1,27;1,07;-0,96;173.463.499,10;4.170,00;Passiva;
VTXI11;0,00;0,00;;;19,97;;;3.281.246,83;2,00;Ativa;
TJKB11;0,00;0,00;;;0,45;;;76.708.070,64;21,00;Ativa;
TOUR11;8,80;1.495,12;;340.762,05;;;;0,00;0,00;Ativa;
CACR11;109,00;13,32;1,07;376.176,20;19,99;;;153.780.174,46;2.935,00;Ativa;
DVFF11;95,69;3,81;1,02;606.948,67;18,89;;;103.014.517,94;232,00;Ativa;
ALZR11;113,00;6,51;1,04;914.596,00;15,66;2,11;4,79;643.082.533,83;97.121,00;Ativa;
AFOF11;85,28;8,59;0,88;170.741,00;4,64;;;66.802.372,42;2.346,00;Ativa;
CPFF11;69,80;12,81;0,92;1.064.328,04;3,77;;;412.802.106,88;13.088,00;Ativa;
RECT11;72,15;9,63;0,78;715.629,72;5,65;;;753.333.282,94;79.976,00;Ativa;
MGHT11;89,75;8,98;0,90;11.032,24;12,67;;;131.567.014,50;577,00;Ativa;
CBOP11;64,50;12,40;0,74;73.749,16;4,04;10,13;-4,30;123.083.568,10;3.686,00;Passiva;
GGRC11;111,21;8,39;0,83;1.208.269,00;1,85;6,61;-6,40;1.039.797.046,13;95.650,00;Ativa;
AQLL11;385,03;0,00;0,44;641,83;0,00;;-5,06;86.503.259,08;37,00;Ativa;
FATN11;101,38;8,17;1,01;15.812,33;1,20;;;81.279.152,95;346,00;Ativa;
MCHF11;9,99;5,21;1,06;274.359,92;1,79;;;78.592.177,52;2.713,00;Ativa;
CYCR11;104,99;5,09;1,11;13.586,92;9,41;;;50.182.641,04;35,00;Ativa;
RBGS11;28,45;6,50;0,31;49.400,90;0,52;4,91;-13,20;97.865.283,71;2.808,00;Passiva;
MINT11;100,00;0,00;0,82;2.504,67;15,59;;;63.236.212,83;69,00;Ativa;
JBFO11;86,40;4,23;1,05;42.720,00;0,81;;;105.596.578,35;357,00;Ativa;
HABT11;106,69;17,34;1,10;3.283.410,48;19,77;;;721.617.991,70;42.210,00;Ativa;
CRFF11;67,91;7,76;0,83;79.423,40;1,31;;;56.197.336,69;1.804,00;Ativa;
RDPD11;57,74;10,02;0,92;258.808,58;11,60;3,49;-13,75;67.738.011,99;864,00;Ativa;
MMPD11;0,00;0,00;;;86,43;;;51.503.496,21;48,00;Ativa;
SHOP11;100,00;0,00;1,75;;1,30;;;84.418.540,55;12,00;Ativa;
HCTR11;127,00;16,71;1,08;7.634.033,44;3,46;;;2.320.957.178,03;151.809,00;Ativa;
PEMA11;61,96;18,40;0,71;9.505,41;0,94;;;48.505.036,75;113,00;Ativa;
RBLG11;88,00;7,36;0,82;8.365,91;2,60;;;68.689.321,59;103,00;Ativa;
PATL11;75,00;9,08;0,79;938.618,24;1,23;;;473.626.965,64;12.848,00;Ativa;
TORM13;142,00;45,13;;2.317,56;;;;0,00;0,00;Ativa;
TFOF11;138,00;0,00;1,14;;13,36;29,98;2,01;103.080.374,68;3.278,00;Ativa;
VTRT11;0,00;0,00;;;20,14;;;1.030.654.046,20;499,00;Ativa;
QAMI11;99,49;9,85;1,09;48.700,48;2,12;;;73.099.914,93;793,00;Ativa;
DAMT11B;0,79;0,00;0,89;9.753,92;0,03;;;110.545.185,34;468,00;Passiva;
CCRF11;102,00;3,80;1,00;1.615,33;7,83;;;160.932.143,66;30,00;Ativa;
VSEC11;64,51;12,30;0,65;443,27;39,30;;;6.256.529,23;79,00;Ativa;
SFRO11;0,00;0,00;;;23,45;;;12.535.437,57;14,00;Passiva;
BLMR11;7,41;9,45;0,91;641.059,08;4,47;;;208.637.330,82;6.774,00;Ativa;
TGAR11;118,96;11,87;0,93;2.906.268,28;8,21;8,98;-1,03;1.440.967.369,95;79.581,00;Ativa;
ITIP11;79,90;10,39;0,92;90.178,67;0,74;;;64.706.018,41;2.235,00;Passiva;
DLMT11;0,00;0,00;;;36,34;;;13.836.968,74;9,00;Ativa;
BICR11;98,00;4,84;0,99;3.264,19;22,48;;;49.460.303,63;568,00;Ativa;
BBRC11;99,93;11,72;0,88;152.163,72;4,92;-1,19;-10,37;181.477.841,92;8.806,00;Passiva;
FIIP11B;165,17;9,04;0,82;70.274,12;2,83;-0,90;-7,10;185.867.652,81;8.691,00;Passiva;
BZLI11;16,65;0,00;1,53;20.885,10;0,05;;;431.447.893,38;323,00;Ativa;
ROOF11;1.002,00;0,00;1,03;10.600,80;21,90;;;75.415.472,95;153,00;Ativa;
BPML11;74,89;3,91;0,56;56.438,56;3,94;;;573.237.489,83;1.356,00;Passiva;
IBCR11;96,98;7,32;0,97;213.103,44;24,77;;;80.175.362,24;496,00;Ativa;
RECX11;88,30;8,20;1,04;6.546,21;4,96;;;18.534.238,67;458,00;Ativa;
KFOF11;76,71;9,10;0,88;524.892,48;6,29;2,40;;396.443.903,02;7.692,00;Ativa;
HGFF11;76,45;8,35;0,90;705.053,48;2,78;;;241.961.375,26;9.213,00;Ativa;
WTSP11B;47,00;6,54;0,59;770,71;0,81;-14,31;;79.009.528,93;204,00;Ativa;
KNRE11;1,71;4,11;0,86;9.111,36;6,18;;-43,22;36.692.023,18;6.228,00;Ativa;
FIGS11;56,09;5,46;0,59;207.009,20;4,57;-24,26;-6,39;269.042.988,25;16.725,00;Passiva;
MTOF11;0,00;0,00;;;1,76;;;165.515.164,28;3,00;Ativa;
HCHG11;89,00;5,00;0,94;37.111,73;1,35;;;113.144.786,36;315,00;Ativa;
BBIM11;0,00;0,00;;;4,98;1,03;;49.877.096,89;20,00;Ativa;
DEVA11;102,98;16,08;1,07;6.724.837,84;3,79;;;1.259.674.284,37;67.692,00;Ativa;
BTAL11;97,10;6,29;0,94;715.537,00;13,10;;;616.134.581,99;13.672,00;Ativa;
LOFT11B;29,90;0,67;0,46;2.138,00;14,94;;;127.944.707,39;1,00;Ativa;
NVHO11;11,87;7,24;0,96;2.133,44;1,22;7,06;-27,29;514.862.669,24;2.496,00;Ativa;
APTO11;10,59;0,30;1,10;125.473,00;137,37;;;9.494.846,65;12,00;Ativa;
GCFF11;74,85;12,40;0,88;57.478,28;0,17;;;28.941.459,49;1.720,00;Ativa;
RBED11;119,50;10,43;0,84;167.950,48;2,86;-0,84;;286.286.590,21;12.094,00;Ativa;
BTSI11;0,00;0,00;;;0,20;;;55.508.181,93;52,00;Ativa;
BMII11;0,00;0,00;;;0,34;;;69.796.747,23;12,00;Ativa;
VGIP11;101,82;13,58;1,05;3.195.094,00;1,78;;;715.092.271,19;45.649,00;Ativa;
RCFF11;100,85;5,07;1,08;448.782,00;15,19;;;30.224.739,82;78,00;Ativa;
PRZS11;0,00;0,00;;;0,39;;;58.507.775,88;20,00;Ativa;
BTWR11;106,40;2,02;0,98;1.440.549,00;2,70;;;87.703.705,42;59,00;Passiva;
LPLP11;0,00;0,00;;;0,96;;;49.624.125,80;2,00;Ativa;
PQAG11;58,00;7,60;1,02;29.247,40;1,13;;;795.887.588,27;415,00;Ativa;
ARFI11B;479,99;0,00;1,26;;2,59;;;43.511.201,93;28,00;Ativa;
KNHY11;104,97;14,44;1,08;3.180.154,48;16,34;22,44;-0,94;1.383.482.515,19;10.284,00;Ativa;
MFII11;105,11;12,41;1,04;459.692,80;23,60;-0,30;4,02;420.575.995,60;29.838,00;Ativa;
JRDM11;69,04;4,44;0,79;171.423,40;3,45;-19,20;-0,93;221.598.319,19;4.948,00;Passiva;
MAXR11;82,50;9,86;0,70;129.861,88;1,11;-10,82;-4,50;132.620.586,92;4.087,00;Passiva;
LVBI11;102,00;7,05;0,89;2.529.790,56;6,31;-1,40;-0,65;1.352.087.107,37;40.546,00;Ativa;
DRIT11B;89,87;4,90;0,69;1.918,54;0,78;-14,31;-18,00;60.773.474,43;328,00;Ativa;
VSLH11;9,79;15,25;1,00;1.687.853,44;1,97;;;290.951.478,80;40.795,00;Ativa;
MXRF11;9,99;9,51;0,99;5.468.080,84;5,60;-0,35;-2,83;2.281.190.098,57;479.117,00;Ativa;
RBTS11;1.000,00;5,97;0,99;;6,80;;;56.879.121,71;56,00;Ativa;
CXAG11;77,97;0,00;0,78;530.714,67;9,88;;;209.055.111,56;1,00;Passiva;
BCRI11;107,99;13,30;1,02;1.097.662,48;10,49;13,16;-0,58;661.660.412,69;45.098,00;Ativa;
VINO11;54,79;10,91;0,94;2.721.210,72;4,80;;;735.371.783,06;96.874,00;Ativa;
HBCR11;110,00;10,16;1,28;108.636,50;3,91;;;23.758.035,35;13,00;Ativa;
BLMC11;99,69;7,79;0,99;3.175,25;8,13;;;40.334.937,40;75,00;Ativa;
REIT11;560,00;13,09;1,07;1.470,00;45,07;;;13.804.741,02;59,00;Ativa;
HGLG11;167,98;8,08;1,14;5.099.934,24;14,28;14,16;5,43;3.143.778.623,08;300.069,00;Ativa;
XTED11;6,10;0,00;0,45;2.976,76;0,53;;-31,85;26.172.643,85;4.586,00;Ativa;
PNPR11;0,00;0,00;;;7,85;;;56.585.521,15;13,00;Ativa;
RBFF11;56,05;10,08;0,89;245.598,28;1,41;-11,20;;236.797.657,20;22.160,00;Ativa;
ONEF11;134,33;6,28;0,77;35.536,52;0,96;1,21;-1,72;159.055.327,75;3.948,00;Passiva;
HAAA11;96,00;6,66;1,02;1.446,05;1,09;;;325.770.617,79;135,00;Ativa;
FLCR11;102,50;12,80;1,02;356.781,64;2,18;;;50.105.816,93;672,00;Ativa;
FMOF11;67,20;0,04;0,51;1.451,50;1,08;20,42;-9,11;66.970.633,80;330,00;Passiva;
JFLL11;71,05;9,68;0,73;138.470,00;2,00;;;145.235.543,90;2.054,00;Ativa;
TRXB11;122,81;7,89;1,21;1.218.025,39;3,46;;;254.357.560,88;163,00;Passiva;
TSER11;100,00;6,89;1,04;713.684,78;2,67;;;115.852.165,27;18,00;Ativa;
NEWL11;101,98;10,42;0,88;280.576,88;3,47;;;236.492.766,03;2.248,00;Ativa;
KNRI11;133,53;6,55;0,85;3.385.256,36;3,89;-0,49;-3,55;3.797.979.053,02;229.966,00;Ativa;
JSRE11;80,45;7,91;0,71;2.132.455,56;0,32;-2,87;-8,21;2.351.705.389,52;52.640,00;Ativa;
HPDP11;80,49;4,08;0,84;14.605,41;1,68;;;279.695.516,53;374,00;Passiva;
XPSF11;79,00;11,20;0,94;734.206,76;1,45;;;365.313.274,13;20.456,00;Ativa;
BLCA11;100,00;0,00;1,00;71.834,14;6,78;;;160.740.969,06;77,00;Ativa;
VTVI11;0,00;0,00;;;11,73;;;67.980.546,89;1,00;Ativa;
URPR11;113,85;20,57;1,18;4.210.242,60;10,03;;;351.769.051,16;29.840,00;Ativa;
XPCI11;97,38;11,44;1,03;2.096.016,32;11,98;;;650.592.300,58;49.676,00;Ativa;
EQIR11;100,00;1,04;0,98;17.233,80;2,50;;;51.192.177,43;64,00;Ativa;
HRDF11;1,14;0,00;0,92;720,32;65,85;;;9.430.355,64;1.490,00;Ativa;
CARE11;2,00;2,45;1,26;114.496,48;0,46;;-37,39;284.911.633,61;12.647,00;Ativa;
GSFI11;4,48;0,00;0,34;260.756,00;21,13;;;901.702.134,45;5.833,00;Ativa;
SALI11;0,00;0,00;;;3,79;;;8.029.109,58;2,00;Passiva;
TCPF11;1,26;1.242,06;0,01;;6,23;;;32.318.081,81;52,00;Ativa;
FIVN11;2,91;0,00;0,42;113.143,12;0,04;;-0,11;64.505.673,54;3.138,00;Passiva;
SDIL11;86,16;9,04;0,89;972.303,92;2,05;1,41;-6,68;622.149.687,44;51.125,00;Ativa;
PQDP11;2.080,00;6,01;0,57;158.338,96;1,01;-9,98;-12,07;864.538.143,07;4.057,00;Passiva;
TEPP11;73,00;7,53;0,78;159.450,76;0,31;;;396.715.750,88;7.855,00;Ativa;
HGCR11;105,47;9,85;1,03;2.041.760,84;3,67;6,51;-2,97;1.266.260.106,77;59.505,00;Ativa;
QIRI11;90,05;7,78;1,00;2.524,71;0,88;;;13.503.706,62;165,00;Passiva;
FINF11;0,00;0,00;;;0,87;;;43.442.676,45;4,00;Ativa;
HGRE11;132,75;8,25;0,80;2.068.787,24;1,58;5,90;-3,93;1.968.340.821,76;112.473,00;Ativa;
RBCO11;56,80;8,87;0,56;267.542,72;3,63;;;380.191.685,75;5.930,00;Ativa;
HUSC11;114,00;7,67;0,80;377.773,83;0,72;;;113.166.728,66;734,00;Passiva;
ALMI11;1.002,00;0,00;0,45;78.487,40;1,83;;-11,39;250.240.666,39;3.199,00;Passiva;
BARI11;102,85;14,57;1,01;1.205.135,28;7,60;;;471.526.990,84;31.148,00;Ativa;
IRDM11;107,48;13,55;1,12;9.903.057,88;2,46;12,86;1,54;2.692.489.672,14;211.723,00;Ativa;
FEXC11;89,34;10,90;0,95;617.068,72;10,97;5,52;-5,24;576.006.211,86;17.499,00;Ativa;
JPPA11;98,25;12,59;0,95;21.819,76;0,43;;;62.379.501,16;746,00;Ativa;
RBRP11;71,06;7,30;0,86;1.314.346,96;2,82;4,70;-4,66;1.007.350.492,52;91.289,00;Ativa;
MOFF11;0,00;0,00;;;4,54;;;157.163.849,10;3,00;Ativa;
DMAC11;13,00;297,52;2,61;26.524,35;105,14;;-75,74;778.257,90;2.352,00;Passiva;
VGHF11;10,09;12,19;1,07;1.656.904,28;22,68;;;314.758.692,16;27.861,00;Ativa;
CXRI11;66,42;9,18;0,81;29.020,52;1,51;-22,98;-59,89;129.745.982,69;2.879,00;Ativa;
MGFF11;65,50;10,32;0,88;985.206,80;0,51;-9,44;-12,42;670.102.751,59;50.127,00;Ativa;
BCIA11;86,00;8,93;0,88;311.088,96;0,24;-19,09;-6,41;365.351.694,07;14.768,00;Ativa;
MORE11;77,00;10,25;0,88;456.669,52;0,79;;;202.657.376,23;11.492,00;Ativa;
RBRI11;0,00;0,00;;;0,26;;;139.897.086,37;79,00;Ativa;
EVBI11;94,00;7,61;0,93;234.602,83;18,04;;;109.832.723,37;158,00;Ativa;
BCFF11;70,30;8,74;0,92;2.485.154,12;1,24;-1,66;-6,80;1.932.209.076,88;284.929,00;Ativa;
QAGR11;51,28;9,28;0,86;455.048,88;0,68;;;300.963.209,86;21.332,00;Ativa;
RBVO11;12,77;3,31;0,56;8.782,24;4,50;-47,34;-38,16;11.801.271,94;2.285,00;--;
HREC11;98,08;10,42;1,04;17.420,35;1,04;;;268.066.448,77;321,00;Ativa;
GAME11;104,00;1,04;1,04;5.011,85;0,01;;;205.123.675,99;90,00;Ativa;
HFOF11;81,50;8,66;0,99;1.510.244,36;1,35;-14,51;-4,98;1.897.056.709,57;64.937,00;Ativa;
KINP11;13,00;8,60;1,71;3.626,44;8,19;;;54.227.212,11;527,00;Ativa;
