TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
BCIA11;93,13;0,760000;8,97;108,44;0,86;313.412,51;0,15;-16,61;-17,61;403.286.012,89;14.353,00;Ativa;3.719.038,00
FVPQ11;120,00;0,950000;7,22;198,30;0,61;50.223,77;1,76;-14,16;-13,36;555.257.143,90;4.076,00;Passiva;2.800.149,00
TSNC11;0,00;0,625958;0,00;86,90;;;4,48;-7,30;;94.443.610,22;66,00;Ativa;1.086.780,00
GCFF11;72,12;0,740000;12,50;86,68;0,83;59.940,57;0,18;;;29.349.861,75;1.994,00;Ativa;338.598,00
VGIP11;89,38;0,450000;17,29;91,76;0,97;3.178.981,60;0,90;;;1.081.607.078,78;83.106,00;Ativa;11.787.247,00
OURE11;81,83;1,050000;15,04;94,32;0,87;120.133,14;5,25;21,55;-6,77;101.587.993,82;5.361,00;Ativa;1.077.087,00
PVBI11;96,51;0,570000;6,97;99,06;0,97;2.705.108,91;0,80;;;994.529.655,29;80.724,00;Ativa;10.039.493,00
PATL11;84,99;0,580000;8,15;98,09;0,87;1.057.801,94;0,75;;;489.621.002,53;23.020,00;Ativa;4.991.535,00
VSLH11;9,06;0,095000;15,20;10,50;0,86;698.785,14;0,94;;;313.576.283,80;86.604,00;Ativa;29.864.091,00
RBHY11;98,00;1,320000;17,57;96,31;1,02;133.003,71;8,51;;;182.362.341,33;3.364,00;Ativa;1.893.505,00
HGFF11;81,00;0,650000;8,98;92,53;0,88;816.050,06;6,36;1,61;-7,15;264.976.875,42;8.908,00;Ativa;2.863.597,00
GTLG11;97,99;0,700000;8,60;93,44;1,05;97.436,93;4,29;;;670.279.172,53;109,00;Ativa;7.173.000,00
SFND11;83,07;4,250000;5,12;9,28;8,95;;19,47;116,69;;9.107.500,81;54,00;Passiva;981.472,00
BICR11;102,00;0,730000;8,11;100,48;1,02;2.194,88;35,89;;;50.239.753,60;519,00;Ativa;500.000,00
SNCI11;99,75;1,000000;15,24;97,58;1,02;1.718.842,89;5,61;;;360.776.071,18;43.347,00;Ativa;3.697.298,00
BTSI11;0,00;;0,00;97,42;;;0,08;;;132.446.470,41;87,00;Ativa;1.359.488,00
VGHF11;9,70;0,090000;17,22;9,34;1,04;3.184.688,49;1,77;;;680.699.094,56;174.222,00;Ativa;72.889.247,00
THRA11;138,50;0,130000;0,00;9,54;14,52;;140,47;90,73;0,62;14.050.683,35;2.084,00;Passiva;1.472.728,00
RNGO11;50,45;0,430000;9,10;87,68;0,58;115.873,86;1,97;-5,62;-16,09;234.620.595,58;12.540,00;Passiva;2.676.000,00
MBRF11;679,00;10,000000;17,08;1.136,01;0,60;176.794,42;4,57;3,54;-17,54;115.491.134,72;3.633,00;Passiva;101.664,00
BLMG11;88,10;0,800000;11,24;92,46;0,95;569.026,46;5,04;;;352.309.146,03;11.344,00;Ativa;3.810.588,00
RBVO11;11,09;0,020000;4,04;17,15;0,65;4.225,34;5,81;-35,24;-34,72;8.847.165,06;2.850,00;--;515.824,00
HGRS11;0,00;;0,00;101,61;;;13,59;;;151.696.378,75;6,00;Ativa;1.492.940,00
XPCI11;87,89;0,880000;14,26;97,05;0,91;2.744.239,29;1,76;20,40;;844.466.269,62;70.568,00;Ativa;8.701.552,00
VSEC11;50,01;0,360000;9,04;99,37;0,50;11.018,00;53,10;;;6.234.245,99;67,00;Ativa;62.735,00
HREC11;90,00;0,800000;13,33;91,22;0,99;19.043,88;14,58;;;424.777.529,08;486,00;Ativa;4.656.688,00
RELG11;82,00;0,800000;12,11;118,86;0,69;262.837,17;2,04;;;158.621.116,89;7.725,00;Ativa;1.334.562,00
LGCP11;86,70;0,620000;8,29;102,16;0,85;671.351,66;0,79;;;279.186.873,52;13.112,00;Ativa;2.732.860,00
BMLC11;99,93;0,730000;8,49;109,18;0,92;189.627,79;2,90;12,42;1,35;109.009.776,98;1.398,00;Ativa;998.405,00
SBCL11;0,00;;0,00;957,54;;;139,59;;;28.726.050,93;2,00;Ativa;30.000,00
CFII11;0,00;;0,00;965,57;;;35,25;;;11.577.172,53;32,00;Ativa;11.990,00
VXXV11;923,00;10,760000;0,00;886,39;1,04;8.129.486,67;0,09;;;234.185.441,29;16,00;Ativa;264.200,00
BBRC11;100,47;0,990000;13,26;106,81;0,94;110.709,63;4,94;-0,53;-9,26;169.826.705,12;9.138,00;Passiva;1.590.000,00
VCRI11;9,10;0,120000;5,93;9,68;0,94;435.487,23;4,71;;;172.084.682,20;4.068,00;Ativa;17.773.297,00
HCRI11;232,77;1,550479;8,60;299,97;0,78;49.689,97;1,96;4,54;-16,09;59.994.558,34;3.092,00;Passiva;200.000,00
OULG11;47,80;0,170000;4,56;72,99;0,65;103.534,34;4,38;-18,83;-25,04;181.105.080,36;5.599,00;Ativa;2.481.284,00
ERCR11;76.000,00;139,449698;13,57;69.310,60;1,10;76.000,00;0,15;;;164.681.982,75;10,00;Passiva;2.376,00
BIME11;9,14;0,080000;13,90;9,09;1,01;168.311,37;7,51;;;53.134.954,35;5.820,00;Ativa;5.845.602,00
DPRO11;100,00;1,200000;2,55;98,19;1,02;19.398,40;7,13;;;36.479.140,06;107,00;Ativa;371.500,00
RBCB11;19,00;0,300000;0,00;0,00;;;;-15,04;-6,84;0,00;462,00;Ativa;53.100,00
MGFF11;65,12;0,550000;10,22;77,87;0,84;1.078.760,77;5,64;-4,21;-15,26;704.764.819,43;50.322,00;Ativa;9.050.620,00
GTWR11;85,58;0,740000;10,21;97,99;0,87;945.795,57;0,79;2,11;-7,75;1.175.921.559,90;25.067,00;Ativa;12.000.000,00
FPAB11;201,95;1,630000;8,92;410,45;0,49;19.571,76;1,68;-7,52;-20,77;307.834.937,38;908,00;Passiva;750.000,00
HDOF11;0,00;;0,00;98,55;;;2,92;;;169.382.991,68;108,00;Ativa;1.718.674,00
MXRF11;10,27;0,100000;11,59;10,14;1,01;6.443.067,26;2,40;6,69;-2,85;2.291.260.417,44;685.377,00;Ativa;226.039.663,00
PNPR11;100,00;;0,00;97,67;1,02;1.400.000,00;11,45;;;84.386.447,70;19,00;Ativa;863.967,00
LLAO11;0,00;;0,00;101,00;;;39,75;;;36.476.414,17;78,00;Ativa;361.140,00
PATB11;0,00;6,473025;0,00;148,99;;;0,68;;;569.506.913,07;57,00;Ativa;3.822.328,00
SFRO11;0,00;;0,00;5,93;;;102,53;;;5.191.438,53;20,00;Passiva;875.758,00
HBCR11;111,00;0,718213;8,00;103,43;1,07;754.855,50;13,53;;;78.814.701,50;34,00;Ativa;762.000,00
GAME11;9,51;0,100000;14,26;9,78;0,97;277.526,03;1,59;;;201.405.745,39;17.503,00;Ativa;20.600.000,00
