TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AAIC;3,07;;25,19;0,41;0,08;100,00;103,49;14,11;3,44;32,59;29,15;3,45;3,56;;-0,08;;1,61;0,32;2,10;0,20;0,80;0,02;-30,10;;;7,55;0,12;;87.085.769,00
AAT;27,97;4,50;40,30;1,38;0,56;64,42;26,92;10,04;15,03;29,18;14,14;1,29;4,05;;-0,56;;3,41;1,40;3,90;0,41;0,59;0,14;4,96;-2,73;;20,33;0,69;;1.692.970.957,00
ABR;14,78;10,42;8,38;0,90;0,14;99,30;323,89;122,06;3,16;9,50;6,34;1,81;10,22;;-0,14;;10,73;1,70;8,42;0,16;0,84;0,01;28,66;46,46;;16,45;1,76;;2.535.118.808,00
ACC;65,42;0,72;154,52;2,95;1,22;51,87;18,95;6,00;48,96;67,23;18,27;1,10;9,28;;-1,22;;1,91;0,79;2,80;0,41;0,58;0,13;3,69;-18,56;;22,18;0,42;;9.124.977.860,00
ACRE;12,10;3,22;14,96;0,86;0,24;100,00;1.148,07;493,64;6,43;24,19;17,76;2,37;73,86;;-0,24;;5,74;1,61;3,79;0,28;0,72;0,00;;6,15;;14,09;0,81;;658.755.460,00
ADC;70,69;3,95;45,63;1,38;0,96;87,63;53,04;33,91;29,17;36,68;7,51;0,35;15,47;;-0,96;;3,02;2,09;3,31;0,69;0,31;0,06;29,96;22,07;;51,34;1,55;;6.261.239.508,00
AFCG;17,44;12,44;8,87;1,02;0,75;;;;7,61;8,92;1,30;0,17;;;-0,75;;11,52;8,49;10,41;0,74;0,26;0,00;;;;17,06;1,97;;355.148.160,00
AFIN;8,23;2,58;-97,09;0,58;0,28;74,05;20,65;-3,17;14,92;39,26;24,35;0,94;3,08;;-0,28;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AFINO;25,70;1,79;-303,19;1,80;0,86;74,05;20,65;-3,17;46,58;39,26;24,35;0,94;9,62;;-0,86;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AFINP;26,01;1,80;-306,85;1,82;0,87;74,05;20,65;-3,17;47,15;39,26;24,35;0,94;9,74;;-0,87;;-0,59;-0,28;1,93;0,48;0,52;0,09;11,83;;;14,30;-0,08;;1.016.458.495,00
AGNC;10,01;14,39;-3,22;0,79;0,10;;;;-3,92;-7,77;-3,85;0,78;;;-0,10;;-24,62;-3,04;-9,12;0,12;0,88;0,00;;3,75;;12,63;-3,11;;5.721.931.215,00
AGNCM;20,90;8,22;-6,72;1,65;0,20;;;;-8,18;-7,77;-3,85;0,78;;;-0,20;;-24,62;-3,04;-9,12;0,12;0,88;0,00;;3,75;;12,63;-3,11;;5.721.931.215,00
