TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
PLRI11;45,55;6,33;0,82;16.249,65;2,72;-23,69;-16,84;52.836.366,00;821,00;Ativa;
ABCP11;76,90;3,65;0,87;345.442,17;1,38;-0,26;-2,15;1.075.575.235,89;20.525,00;Passiva;
JPPA11;98,39;8,48;0,94;6.735,29;11,54;;;63.183.880,23;164,00;Ativa;
JPPC11;402,00;3,66;0,88;;7,50;;;25.267.466,06;78,00;Ativa;
KNRE11;3,24;1,67;1,11;39.061,65;2,20;;-32,03;54.434.456,00;6.630,00;Ativa;
OURE11;91,07;8,23;0,91;179.726,91;8,70;;;83.191.883,04;2.907,00;Ativa;
PLCR11;93,70;6,30;0,96;572.867,09;9,41;;;206.905.774,15;4.294,00;Ativa;
ARRI11;95,03;8,51;1,00;93.984,91;5,95;;;37.328.049,23;2.085,00;Ativa;
BARI11;112,89;11,51;1,10;2.144.397,48;5,31;;;228.914.836,11;11.101,00;Ativa;
DRIT11B;133,50;3,00;1,02;1.890,43;0,14;-23,41;3,62;60.887.482,56;1,00;Ativa;
FTCE11B;2.950,01;12,17;1,12;961.703,00;9,89;;;2.308.536.175,78;57,00;Ativa;
FVBI11;94,97;71,49;;69.079,00;;142,93;-2,03;0,00;0,00;Passiva;
GCFF11;98,25;5,10;0,99;112.449,57;1,35;;;33.574.204,92;1.162,00;Ativa;
BRIM11;910,00;0,00;0,92;;6,85;;;122.913.777,90;121,00;Ativa;
HABT11;119,50;10,79;1,17;2.335.306,96;30,92;;;552.754.239,63;22.637,00;Ativa;
CFHI11;0,00;0,00;;;2,68;;;66.297.143,56;57,00;Ativa;
ERPA11;134,41;0,00;1,32;175.868,57;7,56;;;36.906.903,74;5,00;Passiva;
PRSN11B;0,55;8,24;1,31;19.280,09;12,19;;;21.576.009,07;1.008,00;Ativa;
PRSV11;148,00;9,53;0,63;19.150,17;5,50;28,92;-28,28;46.085.812,82;1.319,00;Passiva;
SCPF11;9,05;2,60;0,72;13.504,17;2,43;-15,26;-16,02;53.148.829,71;4.882,00;Ativa;
SDIL11;100,75;6,34;0,95;1.338.881,78;37,20;-5,78;-1,05;506.603.535,75;44.519,00;Ativa;
BPRP11;122,00;7,47;1,05;9.554,41;0,06;;;157.424.180,05;178,00;Passiva;
RNGO11;63,55;8,25;0,63;347.561,83;1,43;-4,41;-12,08;270.725.956,86;15.399,00;Passiva;
THRA11;133,00;4,93;1,16;163.304,43;1,79;1,41;5,58;168.444.046,15;2.411,00;Passiva;
TORM13;33,90;68,50;0,02;1.515,00;15,82;;;22.186.118,16;266,00;Ativa;
VCJR11;105,40;7,32;1,05;825.251,91;35,52;;;843.726.202,06;4.991,00;Ativa;
CRFF11;81,97;6,05;0,86;51.048,96;0,19;;;65.619.050,01;1.805,00;Ativa;
EURO11;210,47;5,94;0,74;232.177,70;2,08;5,22;1,21;108.679.711,87;2.189,00;Passiva;
BLMO11;26.662,53;0,00;1,09;;12,03;;;93.150.630,38;96,00;Ativa;
JSRE11;94,35;6,25;0,83;3.286.008,83;14,83;-3,33;-3,81;2.368.161.744,20;43.129,00;Ativa;
JTPR11;2.517,00;0,12;21,09;;4,16;;;25.622.870,77;9,00;Ativa;
KFOF11;99,87;6,16;0,92;678.361,17;1,02;;;493.840.251,66;6.771,00;Ativa;
NEWL11;103,50;7,34;0,90;326.154,65;2,73;;;97.995.846,74;920,00;Ativa;
NEWU11;40,55;0,27;0,63;15.048,74;4,13;58,77;;48.016.274,76;2.015,00;Ativa;
NPAR11;144,00;0,00;1,17;4.025,86;0,01;;8,71;14.633.734,53;52,00;Ativa;
NSLU11;272,99;9,27;1,28;254.189,87;1,79;9,74;2,06;243.818.587,53;7.643,00;Passiva;
RBTS11;1.000,00;0,00;0,99;;10,20;;;57.092.785,98;56,00;Ativa;
RBVA11;106,45;9,82;0,93;2.297.355,65;0,31;6,10;-4,58;1.327.515.653,42;37.830,00;Ativa;
RBVO11;14,80;7,07;0,66;8.857,74;1,89;-40,79;-37,37;11.507.603,06;2.236,00;--;
RCFA11;0,60;0,00;0,38;197.919,04;0,08;;;18.392.706,93;2.863,00;Passiva;
ALMI11;1.353,00;0,00;0,67;145.444,04;2,36;;-10,73;223.465.106,63;3.632,00;Passiva;
CPFF11;82,96;5,92;0,97;1.403.687,87;0,02;;;339.520.254,09;10.047,00;Ativa;
VPSI11;0,00;0,00;;;0,74;7,62;;148.504.963,78;57,00;Passiva;
XPHT12;64,50;0,00;0,52;102.348,26;0,18;;;474.607.267,86;1.617,00;Ativa;
XPIN11;114,90;6,41;1,04;2.037.907,83;5,01;;;731.048.772,69;46.862,00;Ativa;
XPLG11;117,39;5,87;1,08;9.630.541,26;41,92;;;2.262.862.001,64;247.018,00;Ativa;
XPML11;104,00;2,94;0,93;6.461.286,70;3,12;;1,25;2.035.124.871,01;252.569,00;Ativa;
XPPR11;69,96;11,09;0,79;2.831.336,39;4,97;;;651.049.735,54;33.619,00;Ativa;
XPSF11;96,35;8,90;0,97;1.638.213,78;1,19;;;428.493.595,96;13.699,00;Ativa;
XTED11;6,96;0,00;0,46;21.775,65;1,26;;-34,69;26.877.323,95;5.403,00;Ativa;
