TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;11,17;;-4,89;1,36;0,51;29,56;1,54;-23,10;73,48;116,31;42,82;0,79;1,13;-5,71;-0,62;0,66;-27,90;-10,51;-0,16;0,38;0,61;0,45;1,84;;677.821,88;8,19;-2,29;-0,53;1.321.330.754,72
ABCB4;22,23;6,87;6,52;0,92;0,09;20,67;11,16;12,36;7,22;69,41;62,19;7,95;0,81;;-0,09;;14,16;1,38;1,25;0,10;0,90;0,11;20,08;14,89;13.750.866,71;24,07;3,41;-0,19;5.433.828.793,97
ABEV3;11,64;6,28;12,64;2,10;1,37;50,66;23,47;18,25;9,83;9,28;-0,54;-0,12;2,31;-773,87;-1,85;0,99;16,60;10,84;19,70;0,65;0,35;0,59;9,68;5,69;321.472.894,31;5,55;0,92;-7,70;183.261.554.817,68
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;5,45;;-2,08;0,31;0,10;10,43;5,72;-6,07;2,21;7,24;5,03;0,71;0,13;0,40;-0,26;1,64;-14,91;-4,71;4,85;0,32;0,68;0,78;34,34;;1.432.570,95;17,66;-2,63;-0,02;340.418.674,08
AESB3;11,31;0,66;491,97;1,55;0,35;33,61;27,47;0,40;7,12;17,31;10,19;2,21;1,95;-2,68;-0,40;0,52;0,31;0,07;5,32;0,22;0,72;0,18;;;44.853.101,95;7,30;0,02;-5,52;6.789.740.068,08
AFLT3;7,19;1,77;16,13;1,73;1,52;66,84;60,77;52,68;13,98;13,56;-0,42;-0,05;8,50;8,87;-1,96;4,16;10,76;9,42;10,22;0,88;0,12;0,18;14,85;4,46;3.722,00;4,15;0,45;1,99;453.578.993,00
AGRO3;26,30;12,21;11,41;1,38;0,81;27,98;15,46;21,58;15,92;20,87;4,95;0,43;2,46;4,34;-1,27;2,04;12,09;7,08;5,06;0,59;0,41;0,33;27,22;13,38;6.256.951,88;19,06;2,31;0,04;2.700.574.577,20
AGXY3;1,33;;-0,56;0,41;0,04;7,73;-1,18;-7,38;-3,51;-15,24;-11,72;1,36;0,04;-2,68;-0,15;0,98;-72,33;-7,59;-13,18;0,10;0,89;1,03;;;931.420,24;3,29;-2,38;0,00;341.088.391,84
AHEB3;35,00;;2,81;2,63;0,58;31,24;21,73;16,68;2,16;1,36;-0,79;-0,96;0,47;1,79;-1,44;2,20;93,37;20,69;98,59;0,22;0,78;1,24;50,82;;5.787,30;13,32;12,43;0,05;296.887.221,40
