TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
BBPO11;98,59;12,91;1,03;2.731.038,46;4,62;1,05;-7,83;1.523.387.177,77;65.535,00;Passiva;
BNFS11;122,53;10,18;1,18;54.492,33;4,96;6,91;1,70;72.806.988,74;3.402,00;Ativa;
BRIP11;1.016,08;0,00;1,03;1.016,00;4,79;;;106.881.044,43;234,00;Ativa;
MORE11;77,84;11,04;0,83;848.439,23;4,41;;;218.242.576,03;9.726,00;Ativa;
MXRF11;10,05;8,66;1,01;5.664.564,97;14,22;2,84;0,54;2.255.498.409,89;441.509,00;Ativa;
NEWL11;100,00;10,48;0,85;69.756,79;5,41;;;237.978.255,77;1.821,00;Ativa;
NEWU11;33,13;0,00;0,53;5.388,03;1,37;58,77;;46.517.082,89;1.782,00;Ativa;
NPAR11;15,32;275,51;0,86;8.206,74;12,31;;-49,48;2.136.792,22;548,00;Ativa;
NSLU11;221,45;9,91;1,04;223.266,79;1,95;4,25;2,59;244.463.418,39;7.597,00;Passiva;
NVHO11;11,91;8,58;0,96;2.253,54;1,02;11,64;-28,77;513.992.259,54;2.543,00;Ativa;
ONEF11;142,00;5,59;0,88;180.139,62;1,04;-2,02;5,36;146.329.407,15;4.189,00;Passiva;
ORPD11;132,00;0,00;0,87;430,00;0,00;;3,39;43.791.454,84;29,00;Ativa;
OUFF11;72,40;10,47;0,87;163.873,44;0,99;;;150.417.605,64;8.943,00;Ativa;
OUJP11;88,20;9,81;0,85;842.703,74;18,16;-6,52;-2,90;335.757.352,51;20.784,00;Ativa;
OURE11;86,00;10,46;0,88;97.203,64;10,21;8,20;-4,10;83.137.118,16;4.104,00;Ativa;
PABY11;12,00;0,00;;263,59;;;;-6.986.891,31;444,00;Passiva;
PORD11;94,93;11,21;0,96;766.841,03;17,05;;-0,34;369.334.555,85;13.343,00;Ativa;
PQAG11;63,80;12,23;1,12;12.315,56;0,25;;;795.654.869,47;420,00;Ativa;
PQDP11;2.065,01;4,88;0,57;110.060,23;0,88;-16,19;-9,54;866.048.114,27;4.092,00;Passiva;
PRSN11B;0,58;4,72;1,41;3.389,15;14,51;;;21.115.102,42;1.339,00;Ativa;
PRSV11;131,47;1,23;0,55;6.629,28;6,68;28,92;-24,46;46.680.842,12;1.184,00;Passiva;
PRTS11;117,70;0,00;1.471,25;;26,02;;;4.277.599,01;11,00;Ativa;
PVBI11;87,00;7,02;0,87;3.039.320,85;3,20;;;971.397.527,76;44.776,00;Ativa;
QAGR11;50,37;9,52;0,84;455.555,44;0,63;;;301.352.332,77;18.338,00;Ativa;
QAMI11;92,52;4,45;1,00;14.342,90;1,56;;;74.493.952,63;630,00;Ativa;
QIRI11;90,01;8,62;0,98;5.075,61;1,35;;;13.711.414,87;162,00;Passiva;
RBDS11;17,00;13,85;0,66;1.661,16;25,75;18,99;-62,45;3.240.692,71;1.003,00;Ativa;
RBED11;135,30;9,05;0,90;180.839,10;4,50;-4,49;;303.949.821,10;11.927,00;Ativa;
RBFF11;59,46;10,04;0,87;518.710,38;0,46;5,81;;255.425.197,71;21.685,00;Ativa;
RBGS11;36,19;4,65;0,40;18.378,92;0,47;12,56;-4,84;97.790.660,22;2.871,00;Passiva;
RBRS11;71,03;5,15;0,74;28.015,49;32,48;;;100.730.831,60;1.185,00;Ativa;
RBRY11;100,31;9,12;0,97;783.350,97;7,58;;;352.923.968,40;10.779,00;Ativa;
RBVA11;104,52;10,42;0,92;902.374,51;0,03;1,91;;1.314.670.535,78;42.257,00;Ativa;
RBVO11;13,88;4,80;0,64;3.931,82;4,78;-43,82;-37,54;11.178.982,68;2.091,00;--;
RCFF11;102,76;4,97;1,07;11.353,83;10,24;;;30.922.229,11;80,00;Ativa;
RCRB11;144,60;6,78;0,74;480.675,41;2,25;12,84;0,09;723.540.914,37;29.971,00;Ativa;
RDPD11;67,26;7,90;0,95;380.056,18;9,18;0,80;-6,59;76.343.240,65;835,00;Ativa;
RECR11;101,99;14,43;1,07;6.016.018,72;13,19;11,30;-0,34;1.849.618.045,25;110.986,00;Ativa;
RECT11;67,00;11,44;0,72;1.312.597,95;6,18;;;761.338.100,37;79.861,00;Ativa;
RECX11;92,85;4,79;1,03;19.342,86;1,04;;;17.826.436,80;411,00;Ativa;
REIT11;1.000,00;7,66;1,00;2.193,00;55,10;;;26.175.911,37;60,00;Ativa;
RELG11;88,11;7,77;0,92;205.170,51;15,48;;;128.033.184,16;4.012,00;Ativa;
RFOF11;79,39;9,48;0,90;269.484,38;1,02;;;94.625.611,47;4.835,00;Ativa;
RNGO11;59,36;8,14;0,59;211.269,28;1,81;-6,29;-9,47;271.241.491,03;15.901,00;Passiva;
RSPD11;1.300,00;0,00;1,14;1.650,50;7,07;;;170.416.009,04;105,00;Ativa;
RVBI11;86,12;9,66;0,94;430.479,74;2,44;;;131.715.525,86;11.119,00;Ativa;
RZAK11;87,90;5,52;0,91;1.177.589,08;3,27;;;290.188.485,41;6.769,00;Ativa;
RZTR11;98,00;7,94;0,99;2.985.231,79;17,47;;;1.098.988.164,07;34.267,00;Ativa;
SADI11;82,07;3,54;0,82;301.338,36;2,08;;;319.964.307,76;2.838,00;Ativa;
SAIC11B;36,05;0,00;0,66;36,00;5,49;;-17,13;77.575.792,89;51,00;Passiva;
SARE11;75,04;7,72;0,75;1.018.134,67;9,28;;;926.943.697,70;11.485,00;Ativa;
SEQR11;82,81;5,75;0,79;161.345,46;3,99;;;168.296.647,67;1.638,00;Ativa;
SHPH11;793,01;3,69;0,96;127.268,95;0,54;-11,31;-5,88;501.986.765,50;3.073,00;Passiva;
SJAU11;119,66;0,00;1,20;4.946.505,00;0,40;;;791.603.153,06;121,00;Passiva;
SPTW11;58,04;26,24;1,11;279.838,64;5,77;28,37;-6,80;93.673.990,65;20.065,00;Passiva;
STRX11;8,52;5.571,11;0,05;;0,39;;;295.417.573,26;53,00;Passiva;
BBRC11;106,77;10,25;0,94;134.331,64;4,34;-0,51;-6,83;180.048.768,49;8.719,00;Passiva;
BTWR11;106,40;0,81;0,98;1.440.549,00;2,50;;;87.553.541,04;59,00;Passiva;
TGAR11;127,42;10,94;0,98;3.727.353,28;24,51;10,69;1,86;1.471.716.087,37;77.149,00;Ativa;
THRA11;138,50;35,30;14,52;53.642,50;140,47;90,73;10,88;14.050.683,35;2.084,00;Passiva;
VCJR11;94,89;10,48;0,98;1.006.615,97;5,87;;;1.127.232.693,75;6.967,00;Ativa;
BARI11;104,48;14,66;1,02;1.535.791,90;10,23;;;473.865.656,55;28.814,00;Ativa;
BZEL11;0,00;0,00;;;0,10;;;351.259.170,03;2,00;Ativa;
CORM11;102,16;5,61;1,06;915.398,77;4,45;;;88.542.042,19;162,00;Ativa;
CRFF11;69,00;7,59;0,78;54.650,33;1,16;;;60.769.877,98;1.869,00;Ativa;
BBFI11B;2.388,50;12,87;0,94;345.946,18;8,54;1,33;14,29;329.117.307,81;8.020,00;Passiva;
BZLI11;16,28;0,00;1,47;173.608,55;0,03;;6,18;432.053.734,70;323,00;Ativa;
BBFO11;78,50;5,21;0,88;60.644,44;1,45;;;356.862.624,54;3.850,00;Passiva;
BCRI11;109,08;12,57;1,03;1.564.299,74;12,55;5,88;1,18;660.909.306,69;44.472,00;Ativa;
BICR11;90,00;3,77;0,90;1.972,00;17,24;;;49.923.268,09;583,00;Ativa;
BLCP11;84,86;8,91;0,83;20.191,18;3,65;;;196.716.892,97;197,00;Ativa;
BLMC11;99,99;4,47;1,00;44.661,00;3,73;;;40.048.588,49;45,00;Ativa;
BMLC11;90,30;7,67;0,85;10.323,56;2,70;16,65;8,54;106.609.617,65;1.552,00;Ativa;
BREV11;95,05;5,97;0,90;1.053,18;1,03;;;101.713.515,39;79,00;Ativa;
ANCR11B;3.366,00;1,11;1,00;3.366,00;1,48;;17,03;1.519.590.924,11;61,00;Ativa;
AQLL11;385,03;0,00;0,44;641,83;0,00;;;85.722.594,87;37,00;Ativa;
ARCT11;98,96;20,14;0,96;318.715,69;21,25;;;164.746.870,57;6.267,00;Ativa;
ARFI11B;479,99;0,00;1,26;;1,34;;;43.541.319,94;28,00;Ativa;
ARRI11;98,39;12,29;1,03;169.687,77;2,94;;;100.316.655,89;4.338,00;Ativa;
ATWN11;0,00;0,00;;;0,60;;;93.190.350,85;2,00;Passiva;
BRHT11B;86,80;0,00;1,06;;0,85;;;151.282.388,31;11,00;--;
MVFI11;0,00;0,00;;;0,10;;;136.954.847,49;1,00;Ativa;
FVBI11;94,97;0,39;;;;142,93;-2,07;0,00;0,00;Passiva;
JTPR11;2.517,00;0,00;22,17;;15,32;;;24.371.465,06;9,00;Ativa;
IBFF11;64,70;8,33;0,84;124.631,62;7,44;;;51.590.554,43;5.253,00;Ativa;
TORD11;10,14;12,76;0,77;1.085.400,95;0,01;;;463.338.713,55;80.505,00;Ativa;
TORM13;833,00;8,07;0,43;833,00;0,33;;;116.456.206,64;275,00;Ativa;
TOUR11;149,98;26,53;0,23;26.516,90;0,85;;;106.030.567,03;458,00;Ativa;
TRNT11;121,71;4,45;0,59;17.392,37;0,36;-12,08;-11,23;814.503.427,59;821,00;Passiva;
ALMI11;987,73;0,00;0,48;42.793,76;1,99;;-7,94;228.954.055,08;3.317,00;Passiva;
NVIF11B;227,50;0,78;1,38;;332,45;;;55.530.622,17;7,00;Ativa;
OULG11;63,19;10,13;0,68;161.129,85;5,75;;;230.407.888,11;6.999,00;Ativa;
PRZS11;0,00;0,00;;;0,03;;;55.721.304,32;2,00;Ativa;
PATL11;73,20;9,03;0,77;1.060.095,36;7,06;;;476.813.923,04;11.935,00;Ativa;
PNPR11;0,00;0,00;;;9,89;;;56.884.509,29;13,00;Ativa;
RCFA11;0,62;0,00;0,40;26.702,64;0,07;;;18.276.153,68;3.617,00;Passiva;
RCRI11B;1.200,00;3,83;1,84;1.200,00;22,08;;;33.278.188,33;149,00;Ativa;
CARE11;0,68;1,73;0,43;174.610,26;0,96;;-26,32;286.915.148,04;12.395,00;Ativa;
CBOP11;66,51;9,46;0,72;36.767,90;1,00;2,80;-0,34;131.427.661,36;3.875,00;Passiva;
CCRF11;100,00;1,16;1,00;8.485,38;25,54;;;157.742.663,58;15,00;Ativa;
CJCT11;60,11;0,00;0,90;602.937,33;0,59;;10,88;181.913.618,49;1.513,00;Passiva;
CEOC11;62,00;8,44;0,72;77.739,97;2,10;-7,60;-6,60;156.731.969,03;6.500,00;Passiva;
CPFF11;80,70;11,20;1,03;1.159.409,92;2,15;;;310.995.405,78;12.996,00;Ativa;
VCRR11;82,00;2,45;0,84;63.255,46;2,05;;;196.000.004,81;1.866,00;Ativa;
VERE11;233,49;10,21;0,74;;7,63;8,62;;173.113.078,72;53,00;Ativa;
VGHF11;10,06;6,16;1,06;735.029,33;1,46;;;156.619.472,68;14.249,00;Ativa;
VGIP11;99,77;12,86;1,04;2.049.407,90;0,79;;;704.999.804,11;39.862,00;Ativa;
VGIR11;96,04;6,35;0,99;856.594,82;1,58;-12,59;-1,34;436.884.553,98;25.506,00;Ativa;
VIFI11;80,42;9,21;0,86;250.639,21;2,68;;;262.277.712,28;5.320,00;Ativa;
XPCM11;26,85;26,00;0,38;309.941,62;3,99;-11,50;-33,27;170.376.553,58;32.273,00;Passiva;
XPHT11;91,00;0,00;1,05;116.911,29;0,40;;;330.679.015,77;1.560,00;Ativa;
XPHT12;49,99;0,00;0,58;8.899,69;0,40;;;330.679.015,77;1.560,00;Ativa;
CPTS11;97,93;12,09;1,03;9.573.793,82;13,92;9,09;-0,34;2.447.172.370,32;113.961,00;Ativa;
DMAC11;13,00;312,40;1,49;22.692,26;101,88;;;1.365.989,10;2.133,00;Passiva;
BRCO11;99,68;6,61;0,92;2.792.850,08;1,97;;;1.603.149.372,65;45.306,00;Ativa;
BTAL11;94,80;3,91;0,93;665.633,49;19,66;;;608.702.424,85;11.466,00;Ativa;
BTCR11;94,00;7,82;0,96;683.003,15;4,71;-1,81;;469.063.743,51;10.047,00;Ativa;
BTLG11;105,76;7,37;1,05;5.830.163,31;19,56;19,04;17,74;1.531.331.446,94;136.295,00;Ativa;
EQIN11;94,68;10,79;1,01;382.749,69;17,21;-37,88;;135.355.650,25;6.927,00;Ativa;
FIGS11;56,01;4,86;0,59;222.787,38;4,66;-33,94;-6,03;268.699.295,57;17.073,00;Passiva;
FIIB11;469,80;7,71;1,06;320.478,03;1,40;4,49;5,29;303.111.673,41;17.016,00;Passiva;
FIIP11B;177,55;7,25;0,89;97.698,05;2,73;-7,75;-0,42;185.574.394,30;8.955,00;Passiva;
FIVN11;2,43;0,00;0,35;20.501,97;0,02;;-9,51;64.638.528,46;3.132,00;Passiva;
FLCR11;101,40;6,92;1,01;68.976,85;8,04;;;50.401.577,19;326,00;Ativa;
FTCE11B;2.950,01;15,35;1,09;;7,37;;;2.471.722.518,36;57,00;Ativa;
FVPQ11;118,69;3,34;0,61;51.194,56;4,03;-6,57;-21,46;548.370.997,83;4.867,00;Passiva;
HPDP11;81,49;3,60;0,85;9.471,97;1,59;;;279.149.733,48;377,00;Passiva;
HRDF11;1,40;0,00;0,93;2.061,21;65,16;;;11.437.862,73;1.424,00;Ativa;
HREC11;94,94;9,48;1,05;7.827,00;2,08;;;106.608.568,59;329,00;Ativa;
HSAF11;89,26;10,23;0,93;475.715,49;2,21;;;170.098.393,96;4.531,00;Ativa;
GALG11;102,07;7,29;0,98;1.371.516,72;0,17;;;582.583.570,72;4.952,00;Ativa;
GCRI11;99,45;8,03;0,99;161.779,56;2,20;;;96.141.032,50;885,00;Ativa;
JFLL11;78,24;5,62;0,81;76.104,59;1,92;;;145.124.047,47;1.746,00;Ativa;
ALZR11;115,90;5,66;1,07;1.081.850,77;16,76;-3,43;7,77;643.073.060,40;95.561,00;Ativa;
FMOF11;69,11;1,91;0,52;1.850,27;1,15;20,42;-10,06;66.999.039,05;344,00;Passiva;
FPAB11;228,48;7,96;0,51;18.089,22;1,15;-14,32;-10,90;335.933.976,92;963,00;Passiva;
HCST11;93,50;0,00;0,89;1.117,60;10,24;;;30.240.702,80;87,00;Ativa;
HCTR11;119,50;20,44;1,00;11.486.924,18;28,39;;;1.740.509.344,88;160.037,00;Ativa;
MGCR11;88,01;9,08;0,93;81.401,85;1,47;;;135.067.901,09;2.008,00;Ativa;
BBIM11;0,00;0,00;;;27,37;-12,09;;52.557.925,80;20,00;Ativa;
BLMO11;26.004,50;0,00;1,01;147.358,67;6,68;;;98.169.520,08;91,00;Ativa;
BLMR11;76,25;5,57;0,85;774.600,46;3,84;;;229.023.031,55;4.268,00;Ativa;
GRLV11;104,51;103,06;17,51;753.753,27;2.489,44;135,25;3,36;6.407.890,29;2.604,00;Passiva;
GSFI11;4,62;0,00;0,35;199.696,18;20,49;;;910.338.387,64;5.930,00;Ativa;
HFOF11;85,00;8,25;0,92;2.567.919,72;1,62;-11,05;-0,49;2.114.873.866,67;66.608,00;Ativa;
HGBS11;184,22;3,59;0,86;1.209.797,44;0,45;-27,49;-2,96;2.133.821.953,11;80.981,00;Ativa;
HGIC11;107,50;3,61;1,03;120.470,54;0,08;;;24.349.836,41;201,00;Ativa;
HGLG11;162,59;8,19;1,10;6.683.631,31;14,92;13,93;8,73;3.136.631.083,23;294.484,00;Ativa;
HGPO11;224,00;5,84;0,93;346.775,54;5,37;;;423.104.071,79;10.187,00;Passiva;
HGRE11;129,72;6,98;0,77;2.103.204,21;1,43;1,09;0,32;1.995.326.266,17;113.223,00;Ativa;
NAVT11;77,97;3,53;0,84;299.323,46;4,93;;;97.987.520,51;2.040,00;Ativa;
BPFF11;69,51;9,48;0,87;475.425,03;7,26;-5,06;-7,42;357.720.610,73;20.505,00;Ativa;
BPML11;86,58;2,25;0,65;24.703,05;4,77;;;570.824.513,01;1.334,00;Passiva;
BPRP11;103,20;9,03;0,96;19.280,27;0,07;;;145.785.937,37;202,00;Passiva;
BRCR11;73,67;7,67;0,69;1.979.495,67;1,02;-28,07;-8,92;2.864.064.151,90;129.235,00;Ativa;
PATC11;64,03;5,73;0,75;315.847,31;1,03;;;297.251.703,66;12.242,00;Ativa;
PBLV11;926,98;8,93;0,69;;2,43;;;3.889.366.128,58;2,00;Ativa;
PEMA11;81,00;6,66;0,89;10.527,21;1,29;;;50.030.350,66;88,00;Ativa;
CJFI11;0,00;0,00;;;0,72;;;97.925.797,30;1,00;Ativa;
RBHY11;95,10;7,41;0,95;65.425,46;36,87;;;157.971.333,35;1.586,00;Ativa;
RBIR11;74,00;0,00;0,77;55.710,83;28,52;;;146.976.680,74;1.282,00;Ativa;
RBRP11;76,40;7,36;0,89;1.908.756,05;2,24;2,31;-2,33;1.051.139.668,12;90.597,00;Ativa;
RBRR11;98,05;8,27;0,98;2.801.034,59;7,92;1,76;0,46;1.033.004.122,44;77.668,00;Ativa;
HLOG11;104,32;7,36;0,91;64.889,00;1,27;;;486.328.074,49;3.940,00;Ativa;
HMOC11;226,95;66,00;0,95;69.159,67;0,67;122,18;;91.223.530,50;209,00;Passiva;
RMAI11;34,59;0,00;0,31;11.911,16;0,01;;;271.098.110,28;1.162,00;Ativa;
RNDP11;710,00;6,73;0,93;192.544,46;9,27;-7,73;-9,09;82.416.227,43;853,00;Ativa;
CXCE11B;54,00;20,31;0,67;168.089,10;5,89;5,64;-12,26;139.010.819,24;3.157,00;Passiva;
CXCO11;92,54;3,55;0,92;328.556,92;0,96;;;393.689.523,83;12.740,00;Ativa;
CXRI11;72,55;9,65;0,81;46.385,10;0,73;-6,99;-57,87;141.451.128,32;2.994,00;Ativa;
JBFO11;90,62;1,84;0,99;98.020,13;4,79;;;116.609.444,31;359,00;Ativa;
SCPF11;8,71;2,55;0,69;5.710,56;2,11;-29,53;-8,45;53.317.977,29;4.594,00;Ativa;
SDIL11;89,55;7,96;0,88;744.267,92;10,89;-2,45;-1,07;647.207.951,05;43.303,00;Ativa;
ELDO11B;762,38;7,17;0,62;;0,23;7,52;;973.346.161,56;60,00;Passiva;
ESTQ11;0,00;0,00;;;31,17;;;21.758.564,27;5,00;Ativa;
JPPA11;93,40;11,04;0,90;64.398,46;12,67;;;62.554.838,36;624,00;Ativa;
JPPC11;286,00;30,96;0,52;286,00;4,96;;;30.333.138,80;79,00;Ativa;
JRDM11;65,04;2,85;0,74;54.719,59;2,71;-24,65;-3,59;222.169.162,24;5.221,00;Passiva;
SOLR11;1.220,00;3,21;1,20;1.220,00;1,18;;;63.915.172,04;73,00;Ativa;
BRLA11;0,00;0,00;;;0,18;;;240.172.439,72;126,00;Passiva;
CTXT11;20,97;7,92;0,44;9.684,79;0,60;-23,80;72,86;123.766.794,62;4.006,00;Passiva;
TCPF11;1,26;1.242,06;0,01;;6,70;;;32.469.802,61;52,00;Ativa;
CFHI11;0,00;0,00;;;53,75;;;81.900.386,05;53,00;Ativa;
EDFO11B;235,00;7,29;1,11;21.358,57;1,26;-7,49;-5,39;50.099.428,83;576,00;Passiva;
EDGA11;24,59;7,33;0,31;41.861,46;0,43;-15,12;-12,34;300.402.268,09;7.328,00;Passiva;
TRXF11;101,90;8,00;0,98;1.768.104,51;19,34;;;583.787.989,61;36.261,00;Ativa;
TSER11;104,58;3,16;1,07;6.482,40;2,41;;;118.309.165,96;15,00;Ativa;
TSNC11;0,00;0,00;;;2,39;0,94;;100.039.923,54;66,00;Ativa;
FPNG11;0,00;0,00;;;1,18;-12,69;;165.294.119,47;50,00;Ativa;
LUGG11;92,00;6,41;0,74;83.979,87;0,66;;;112.241.926,02;4.345,00;Ativa;
VILG11;106,79;6,26;0,94;3.228.138,74;5,10;;;1.710.598.587,30;141.305,00;Ativa;
VINO11;59,99;8,68;1,01;1.738.504,33;5,35;;;750.488.703,01;87.762,00;Ativa;
VISC11;101,20;4,92;0,85;3.119.760,82;0,93;-12,44;1,18;1.700.299.092,35;197.185,00;Ativa;
VIUR11;82,60;2,41;0,86;311.667,85;15,52;;;259.672.730,49;3.545,00;Ativa;
VLOL11;93,10;5,59;0,96;146.276,95;1,10;1,42;5,18;173.311.217,89;4.444,00;Passiva;
VXXV11;829,51;1,51;1,59;5.381.494,00;8,62;;;27.178.728,05;5,00;Ativa;
HBCR11;110,00;6,19;1,20;1.458,13;4,03;;;24.683.402,15;10,00;Ativa;
HGRU11;112,00;7,61;0,95;4.334.561,46;1,39;1,04;3,54;2.159.866.583,92;142.807,00;Ativa;
MGHT11;93,99;7,87;0,96;17.234,31;5,80;;;124.668.638,26;525,00;Ativa;
MGLG11;90,95;2,13;0,90;218.848,71;1,92;;;66.019.662,71;1.028,00;Ativa;
MINT11;112,00;0,00;0,93;15.920,17;19,62;;;62.576.793,16;64,00;Ativa;
IBCR11;98,00;3,17;1,00;101.894,10;5,89;;;78.345.564,84;324,00;Ativa;
MTOF11;0,00;0,00;;;1,29;;;165.381.225,10;3,00;Ativa;
HOSI11;77,69;8,28;0,84;22.920,21;12,68;;;53.052.736,02;2.254,00;Ativa;
KFOF11;80,30;8,28;0,82;486.750,95;2,00;6,40;;443.036.980,45;7.598,00;Ativa;
KINP11;13,78;6,18;1,63;6.215,12;7,50;;;60.420.974,49;509,00;Ativa;
LFTT11;108,32;6,32;1,78;360.088,16;21,53;;;426.712.409,69;384,00;Ativa;
LGCP11;83,25;7,48;0,84;246.230,64;0,65;;;270.278.318,51;10.165,00;Ativa;
MCCI11;101,99;8,92;1,01;3.879.093,64;26,08;;;1.247.863.237,15;57.163,00;Ativa;
