TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
A;158,27;0,49;39,38;8,84;4,45;71,39;30,13;25,35;33,14;34,04;0,80;0,21;9,99;22,79;-6,90;2,22;22,45;11,30;15,87;0,50;0,50;0,45;8,50;21,24;;17,84;4,01;;47.797.666.616,00
AA;58,57;0,17;13,53;2,85;0,78;21,96;13,54;7,29;7,28;8,42;1,19;0,47;0,99;8,15;-1,11;1,46;21,07;5,75;16,24;0,27;0,73;0,79;-3,68;;;20,73;4,37;;10.958.628.567,00
AACG;1,25;;-5,25;1,14;0,46;42,61;-47,04;-26,55;-2,96;-2,18;0,81;-0,31;1,39;-1,37;-0,56;0,35;-21,74;-8,75;-38,63;0,40;0,60;0,33;-17,45;;;1,09;-0,24;;39.221.125,00
AACQ;9,99;;-93,43;180,94;1,25;;;;-27,75;-27,74;0,01;-0,07;;2.094,26;-1,25;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AACQU;11,05;;-103,35;200,14;1,38;;;;-30,69;-27,74;0,01;-0,07;;2.316,47;-1,38;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AACQW;2,50;;-23,38;45,28;0,31;;;;-6,94;-27,74;0,01;-0,07;;524,09;-0,31;3,56;-193,66;-1,33;-652,08;0,01;0,12;0,00;;;;0,06;-0,11;;904.719.375,00
AAL;17,84;;-3,58;-1,56;0,17;56,86;-10,04;-13,23;-4,72;-14,11;-9,41;;0,47;45,12;-0,24;1,01;-43,55;-4,73;-10,86;-0,11;1,11;0,36;-15,81;;;-11,49;-5,00;;11.551.658.680,00
AAME;3,16;0,63;4,92;0,47;0,16;14,75;8,74;6,32;3,56;2,73;-0,78;-0,10;0,31;;-0,16;;9,47;3,28;10,62;0,35;0,65;0,52;3,32;24,99;;6,87;0,65;;64.396.376,00
AAN;24,36;1,63;8,15;1,05;0,57;71,39;30,57;5,22;1,39;1,30;-0,09;-0,07;0,43;-11,91;-0,64;0,72;12,89;6,93;71,22;0,54;0,46;1,33;;;;23,30;3,00;;766.930.752,00
AAOI;5,63;;-2,90;0,58;0,33;19,52;-22,76;-25,33;-3,23;-5,25;-2,03;0,37;0,73;1,44;-0,59;2,15;-20,10;-11,47;-11,65;0,57;0,43;0,45;4,32;;;9,67;-1,94;;153.685.488,00
AAON;78,83;0,48;57,64;10,29;7,98;28,20;17,40;13,88;45,98;44,99;-1,14;-0,26;8,00;20,97;-16,76;3,65;17,85;13,84;17,85;0,78;0,22;1,00;7,49;11,56;;7,63;1,36;;4.132.899.240,00
AAP;232,21;1,40;21,85;4,38;1,22;44,91;7,77;5,67;15,96;16,21;0,25;0,07;1,24;10,94;-2,58;1,27;20,07;5,60;16,13;0,28;0,72;0,99;0,75;0,82;;52,95;10,63;;14.479.500.992,00
AAPL;177,89;0,49;30,68;46,05;8,28;41,78;29,85;25,88;26,60;27,29;0,57;0,98;7,94;310,54;-13,44;1,07;150,07;26,97;50,41;0,18;0,82;1,04;11,15;15,69;;3,85;5,77;;2.918.533.962.330,00
AAWW;91,70;;5,33;1,02;0,43;57,01;19,99;13,17;3,51;5,64;2,14;0,62;0,70;-9,25;-0,52;0,80;19,07;7,99;11,99;0,42;0,58;0,61;11,99;118,19;;90,40;17,24;;2.661.895.110,00
AB;49,11;7,31;13,67;;3,12;;;;;;;;;;-3,12;;;22,83;;0,00;0,00;0,00;;8,50;;0,00;3,58;;4.849.813.851,00
ABB;38,01;1,39;41,46;5,29;1,90;32,27;11,63;6,40;22,81;22,75;-0,07;-0,02;2,65;32,33;-3,64;1,14;12,77;4,59;13,04;0,36;0,64;0,72;-5,93;21,63;;7,18;0,92;;75.753.930.000,00
ABBV;134,06;3,90;31,28;17,39;1,58;67,72;17,48;13,66;24,44;31,68;7,10;5,05;4,27;555,80;-1,97;1,01;55,60;5,06;9,88;0,09;0,91;0,37;14,91;-2,14;;7,66;4,26;;237.002.059.830,00
ABC;130,35;1,37;17,58;121,23;0,47;3,24;1,12;0,72;11,30;13,05;1,73;18,52;0,13;-10,59;-1,46;0,94;689,46;2,69;24,88;0,00;1,00;3,73;7,82;1,52;;1,07;7,40;;27.130.188.690,00
ABCB;49,21;1,22;8,80;1,18;0,15;0,00;49,08;35,40;6,35;-1,19;-7,54;-1,40;3,12;;-0,15;;13,42;1,73;12,44;0,13;0,87;0,05;33,56;45,02;;41,66;5,59;;3.426.748.192,00
ABCL;15,38;;20,13;4,44;3,61;100,00;66,89;47,44;14,28;12,05;-2,54;-0,79;9,55;5,62;-11,49;16,22;22,08;17,95;22,76;0,81;0,19;0,38;;;;3,39;0,75;;4.330.720.394,00
ABEO;0,34;;-0,66;0,45;0,30;100,00;-1.636,33;-1.802,70;-0,73;0,66;1,36;-0,84;11,89;0,86;-0,70;2,57;-67,82;-45,44;-61,56;0,67;0,33;0,03;57,25;;;0,78;-0,53;;34.652.086,00
ABEV;2,73;1,42;17,64;2,85;1,84;52,87;28,00;21,16;13,33;12,51;-0,78;-0,17;3,73;58,35;-2,49;1,14;16,16;10,40;18,82;0,64;0,36;0,49;-4,65;-9,85;;0,96;0,16;;42.962.212.839,00
ABG;164,41;;7,91;2,92;1,07;18,39;7,46;5,11;5,42;7,10;1,68;0,91;0,40;7,74;-1,57;1,75;36,96;13,47;19,54;0,36;0,64;2,64;1,60;8,50;;56,25;20,79;;3.803.740.437,00
ABIO;2,42;;-1,86;0,62;0,58;;;;-1,86;1,25;3,11;-1,03;;0,62;-66,30;18,75;-33,16;-31,19;-33,16;0,94;0,06;0,00;;;;3,93;-1,30;;34.872.442,00
ABM;41,25;1,83;22,11;1,74;0,63;100,00;3,35;2,03;13,40;17,25;3,94;0,51;0,45;24,20;-0,92;1,09;7,85;2,85;6,21;0,36;0,64;1,40;3,90;17,17;;23,93;1,88;;2.773.695.375,00
ABMD;352,65;;107,44;11,57;10,47;81,90;21,79;15,32;75,53;72,56;-3,07;-0,47;16,46;21,16;-24,33;7,64;10,77;9,75;10,77;0,90;0,10;0,64;20,79;42,67;;30,43;3,28;;16.044.693.375,00
ABNB;169,35;;-25,13;24,26;7,95;79,88;-72,68;-80,74;-27,92;-27,31;0,52;-0,45;20,29;19,06;-79,29;1,86;-96,53;-31,62;-37,95;0,33;0,67;0,39;;;;7,00;-6,76;;107.603.110.215,00
ABST;9,35;4,93;44,04;-10,88;3,60;87,94;14,58;10,16;30,68;27,43;-3,08;;4,47;-27,78;-10,65;0,84;-24,69;8,17;-24,75;-0,33;1,33;0,80;6,35;-17,44;;-0,86;0,21;;465.822.610,00
ABT;139,84;1,28;34,23;7,20;3,36;56,83;20,82;17,12;28,14;29,06;0,99;0,25;5,86;23,33;-4,93;1,83;21,04;9,82;14,73;0,47;0,53;0,57;11,14;0,32;;19,47;4,10;;247.277.254.080,00
ABTX;42,13;1,15;11,18;1,06;0,13;0,00;38,77;29,12;8,40;-11,18;-19,62;-2,48;3,26;;-0,13;;9,51;1,12;8,92;0,12;0,88;0,04;21,91;24,49;;39,44;3,75;;853.027.175,00
ABUS;4,04;;-7,78;4,30;3,38;100,00;-677,36;-707,79;-8,13;-6,17;1,76;-0,93;55,08;4,81;-14,34;12,51;-55,30;-43,46;-52,92;0,79;0,21;0,06;-22,59;;;0,96;-0,53;;546.487.568,00
AC;44,95;0,44;9,83;1,06;0,69;100,00;749,48;540,98;7,09;3,02;-4,08;-0,61;53,16;;-0,69;;10,83;7,03;11,42;0,65;0,21;0,01;-3,82;;;42,25;4,57;;991.511.595,00
ACA;51,90;0,39;35,37;1,29;0,76;18,28;5,29;3,59;24,02;30,63;6,61;0,36;1,27;5,95;-1,01;2,08;3,65;2,15;3,30;0,59;0,41;0,60;-1,99;-4,61;;40,16;1,47;;2.508.311.430,00
ACAD;24,27;;-20,24;6,84;5,40;95,39;-40,25;-40,37;-20,30;-17,60;2,83;-0,95;8,17;7,01;-50,50;7,27;-33,78;-26,69;-33,78;0,79;0,21;0,66;491,52;;;3,53;-1,19;;3.901.548.120,00
ACB;6,02;;-2,26;0,77;0,60;-8,79;-115,32;-283,42;-5,55;-5,10;0,30;-0,04;6,40;2,86;-0,81;5,72;-34,11;-26,69;-12,07;0,78;0,22;0,09;183,26;;;8,02;-2,74;;1.193.332.560,00
ACBI;28,19;;11,88;1,58;0,14;0,00;53,98;40,56;8,92;-18,65;-27,53;-4,88;4,82;;-0,14;;13,31;1,15;14,52;0,09;0,91;0,03;13,36;;;17,92;2,39;;572.389.493,00
ACCD;25,57;;-13,25;2,39;1,38;43,32;-62,38;-57,44;-12,20;-11,13;0,72;-0,14;7,61;10,43;-2,06;1,67;-18,05;-10,43;-15,46;0,58;0,42;0,18;;;;11,00;-1,99;;1.704.603.594,00
ACCO;8,03;3,35;9,85;0,98;0,25;30,28;6,94;4,08;5,79;13,76;7,98;1,35;0,40;2,56;-0,35;1,51;9,96;2,55;6,52;0,26;0,74;0,62;1,85;-6,31;;8,20;0,82;;768.719.127,00
ACEL;13,11;;76,43;7,56;2,07;32,93;5,86;2,63;34,33;38,97;4,85;1,07;2,01;9,35;-3,09;3,03;9,89;2,70;5,68;0,27;0,73;1,03;;;;1,74;0,17;;1.233.220.992,00
ACER;2,29;;-1,91;15,14;1,01;100,00;-1.910,11;-1.910,11;-1,91;-1,08;0,82;-6,54;36,41;-5,65;-4,11;0,81;-794,41;-52,81;-794,41;0,07;0,93;0,03;;;;0,15;-1,20;;32.770.358,00
