TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
ABCP11;72,19;0,650000;8,93;91,88;0,79;75.521,32;1,68;8,43;-0,94;432.677.384,28;17.274,00;Passiva;4.709.082,00
AFHI11;100,98;1,000000;12,56;96,43;1,05;856.882,27;3,69;;;322.360.025,56;26.665,00;Ativa;3.343.095,00
AIEC11;55,80;1,330000;16,43;95,16;0,59;885.870,91;2,65;8,80;-15,96;459.168.601,98;16.416,00;Ativa;4.824.987,00
ALMI11;690,00;0,371133;0,00;2.039,72;0,34;16.769,47;3,34;;-19,03;226.770.229,25;2.260,00;Passiva;111.177,00
ALZC11;0,00;;0,00;;;;;;;;;;1.000.000,00
ALZM11;8,74;0,900000;117,61;87,42;0,10;225.883,59;6,45;;;132.710.343,15;5.416,00;Ativa;1.518.054,00
ALZR11;119,54;0,825000;8,20;106,95;1,12;1.638.772,18;21,34;10,04;-2,12;1.054.548.638,60;148.351,00;Ativa;9.860.406,00
ANCR11B;3.221,00;42,077240;1,96;3.941,72;0,82;5.071,00;0,84;;-5,36;1.873.564.695,21;62,00;Ativa;475.316,00
APTO11;9,75;0,090000;12,35;10,32;0,94;36.081,18;15,20;;;41.413.353,35;9.874,00;Ativa;4.012.857,00
APXM11;100,49;0,600597;1,96;95,98;1,05;1.155.467,72;15,47;;;168.932.126,41;321,00;;1.760.000,00
AQLL11;385,03;;0,00;976,22;0,39;;0,00;;;142.351.059,03;84,00;Ativa;145.817,00
ARFI11B;479,99;;0,00;651,70;0,74;;1,52;;;74.329.618,05;28,00;Ativa;114.054,00
AROA11;1,52;0,005900;2,90;1,06;1,43;89.905,45;1,18;;;178.642.329,69;52,00;Ativa;167.926.831,00
ARRI11;8,98;0,100000;13,70;8,97;1,00;226.388,59;1,45;-6,17;-0,44;117.062.693,88;27.852,00;Ativa;13.056.237,00
ARXD11;97,50;1,000000;10,36;98,84;0,99;29.549,14;4,03;;;64.727.873,05;557,00;Ativa;654.895,00
ASMT11;57,00;0,770000;2,70;84,91;0,67;12.776,05;0,75;;;86.381.880,18;509,00;Ativa;1.017.316,00
ASRF11;10.092,00;256,328699;2,54;10.135,55;1,00;30.276,00;4,19;;;24.325.324,36;56,00;Ativa;2.400,00
ATCR11;0,00;5,601011;0,00;82,42;;;7,52;;;76.557.215,99;33,00;Ativa;928.908,00
ATSA11;54,42;0,050000;0,18;81,79;0,67;1.371,79;1,39;1,98;-20,91;143.217.097,46;283,00;Passiva;1.751.141,00
ATWN11;0,00;;0,00;1.325,79;;;0,41;;;213.129.522,64;2,00;Passiva;160.757,00
AURB11;0,00;0,200000;0,00;82,90;;;0,77;;;73.000.363,24;5,00;Ativa;880.560,00
BARI11;83,96;0,690000;11,15;96,23;0,87;766.188,45;9,74;-14,53;-9,16;445.948.564,00;37.979,00;Ativa;4.634.191,00
