TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
ABCP11;69,95;0,350000;10,09;101,47;0,69;62.704,05;1,40;0,62;0,42;477.813.607,64;16.357,00;Passiva;4.709.082,00
AFHI11;97,40;0,960000;12,35;96,07;1,01;1.802.191,40;7,47;-5,60;2,89;383.985.644,70;38.421,00;Ativa;3.996.951,00
AIEC11;54,70;0,730000;17,71;84,39;0,65;319.260,55;3,23;1,58;-12,68;407.175.264,16;17.463,00;Ativa;4.824.987,00
AJFI11;8,14;0,060000;6,19;12,47;0,65;979.907,30;4,83;;;394.526.709,25;13.805,00;Ativa;31.625.978,00
ALMI11;645,00;6,267812;0,97;2.169,34;0,30;20.963,21;3,97;;-19,10;241.180.753,22;2.161,00;Passiva;111.177,00
ALZC11;97,00;1,200000;2,52;;;76.451,55;;;;;;;1.000.000,00
ALZM11;8,06;0,085000;12,84;8,39;0,96;149.354,84;4,45;-8,13;-69,35;127.419.469,56;10.317,00;Ativa;15.180.540,00
ALZR11;108,44;0,732368;8,83;105,93;1,02;1.977.384,95;25,31;4,11;-1,84;1.138.704.621,48;150.681,00;Ativa;10.749.527,00
ANCR11B;3.221,00;38,900251;1,21;4.318,44;0,75;3.221,00;1,28;;;2.886.344.473,19;71,00;Ativa;668.376,00
APTO11;9,55;0,090000;12,82;10,11;0,94;22.433,20;9,70;;;46.610.869,24;9.871,00;Ativa;4.612.227,00
APXM11;99,99;0,570614;5,94;96,37;1,04;40.170,82;13,29;;;169.602.951,21;366,00;;1.760.000,00
APXR11;100,00;;0,00;84,30;1,19;99,50;15,96;;;9.236.574,27;130,00;;109.567,00
APXU11;0,00;;0,00;89,62;;;95,28;;;9.100.567,57;40,00;Ativa;101.542,00
AQLL11;385,03;;0,00;971,16;0,40;;0,07;;;141.612.212,90;84,00;Ativa;145.817,00
ARFI11B;479,99;;0,00;651,70;0,74;;1,52;;;74.329.618,05;28,00;Ativa;114.054,00
AROA11;0,99;0,006200;7,15;0,99;1,00;3.645,89;1,39;;;167.737.341,46;2.339,00;Ativa;170.033.832,00
ARRI11;9,12;0,105000;14,36;8,78;1,04;438.000,89;7,36;-7,87;-3,79;134.683.793,41;26.524,00;Ativa;15.334.313,00
ARXD11;99,99;1,100000;13,55;98,57;1,01;38.330,05;2,37;;;64.551.007,50;559,00;Ativa;654.895,00
ASMT11;39,50;0,770000;0,00;90,66;0,44;12.664,22;2,48;;-28,92;98.024.965,53;499,00;Ativa;1.081.257,00
ASRF11;10.092,00;256,328699;2,54;9.801,57;1,03;302.760,00;18,20;;;28.836.216,52;58,00;Ativa;2.942,00
ATCR11;0,00;0,306448;0,00;77,16;;;1,08;;;71.677.220,52;33,00;Ativa;928.908,00
ATSA11;56,19;0,720000;1,28;76,56;0,73;479,44;0,82;12,03;-19,32;134.074.372,40;285,00;Passiva;1.751.141,00
ATWN11;0,00;;0,00;1.717,44;;;0,28;;;276.090.123,25;2,00;Passiva;160.757,00
AURB11;85,62;0,200000;2,39;79,86;1,07;512,33;1,40;;;71.488.048,23;18,00;Ativa;895.118,00
AZPL11;0,00;;0,00;;;;;;;;;;40.000.000,00
BARI11;83,26;0,745400;11,68;92,48;0,90;892.746,00;9,07;-15,65;-7,29;428.572.193,30;35.141,00;Ativa;4.634.191,00
BBFI11;1.308,30;100,414494;25,29;2.226,08;0,59;633.430,16;15,59;1,24;-20,41;289.390.222,40;7.113,00;Passiva;130.000,00
BBFO11;71,44;0,640000;11,84;81,50;0,88;327.814,95;0,20;-2,99;-3,70;326.304.782,19;6.632,00;Passiva;4.003.900,00
BBIG11;9,33;0,080000;1,71;9,70;0,96;531.746,47;28,33;;;961.712.295,23;14.945,00;Ativa;99.120.994,00
BBIM11;0,00;0,200000;0,00;12,24;;;14,50;-27,45;;12.669.417,54;20,00;Ativa;1.035.000,00
BBRC11;109,29;1,150000;13,27;102,80;1,06;99.723,79;5,70;6,24;-1,06;163.456.556,77;9.537,00;Passiva;1.590.000,00
BCFF11;8,45;0,070000;10,05;9,51;0,89;2.721.570,65;3,48;3,31;-4,33;1.917.105.888,88;356.193,00;Ativa;201.491.024,00
BCIA11;102,94;0,870000;10,73;108,29;0,95;862.259,10;1,06;8,48;3,04;402.748.030,92;26.513,00;Ativa;3.719.038,00
BCRI11;67,20;0,750000;16,31;88,00;0,76;573.369,16;8,75;-14,46;-15,73;550.671.229,78;45.757,00;Ativa;6.257.873,00
BICE11;980,00;7,560000;10,73;1.004,83;0,98;255.345,50;11,38;;;105.358.629,14;110,00;Ativa;104.852,00
BICR11;51,25;0,260000;8,88;44,50;1,15;634,59;33,11;5,08;-18,32;22.252.192,78;638,00;Ativa;500.000,00
BIME11;7,24;0,080000;13,26;8,65;0,84;62.308,35;1,02;;;50.574.794,92;8.774,00;Ativa;5.845.602,00
BIPD11;988,17;73,070000;8,44;971,20;1,02;94.906,00;21,70;;;77.109.090,72;110,00;Ativa;79.396,00
BLCA11;100,00;0,500000;18,89;122,35;0,82;452.039,56;5,08;;;195.760.782,61;468,00;Ativa;1.600.000,00
BLCP11;91,00;0,563428;0,00;111,74;0,81;;1,06;;-1,75;256.580.339,90;279,00;Ativa;2.296.282,00
BLMC11;85,75;1,070000;7,25;0,00;;150.671,33;;-0,67;-6,53;0,00;0,00;Ativa;0,00
BLMG11;39,16;0,450000;16,37;80,15;0,49;666.083,75;0,13;-14,62;-26,53;342.153.615,20;14.447,00;Ativa;4.268.807,00
BLMO11;85,97;0,450000;784,09;104,39;0,82;7.095,05;2,82;;;103.853.421,52;371,00;Ativa;994.814,00
BLMR11;6,78;0,053000;4,22;0,00;;1.157.702,33;;;-56,43;0,00;0,00;Ativa;0,00
BLOG11;0,00;0,130000;0,00;10,12;;;1,41;;;35.419.778,63;2,00;Ativa;3.500.000,00
BLUR11;93,31;0,680000;11,67;86,51;1,08;6.284,40;3,89;;;7.786.289,03;130,00;Ativa;90.000,00
