TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
PATL11;79,11;0,580000;8,77;98,09;0,81;785.149,87;0,75;;;489.621.002,53;23.020,00;Ativa;4.991.535,00
AURB11;0,00;0,570000;0,00;90,88;;;2,79;;;80.021.967,96;5,00;Ativa;880.560,00
FLCR11;94,49;0,750000;17,50;99,15;0,95;92.161,26;9,37;;;62.818.707,63;3.024,00;Ativa;633.604,00
IRDM11;101,09;0,850320;14,59;94,56;1,07;7.131.939,48;7,78;10,15;-2,75;3.445.056.065,04;268.298,00;Ativa;36.433.827,00
XPIN11;82,40;0,640000;9,03;104,72;0,79;479.739,30;6,46;-1,39;-11,78;748.757.629,98;48.104,00;Ativa;7.150.422,00
CJCT11;90,00;0,330000;0,00;80,45;1,12;28.672,24;0,41;;11,17;230.893.495,58;1.231,00;Passiva;2.870.000,00
LOFT11B;29,90;0,201705;0,00;26,47;1,13;;25,39;;-35,61;51.947.768,49;1,00;Ativa;1.962.500,00
BBPO11;93,00;0,920000;11,60;100,19;0,93;1.373.074,17;4,34;-5,46;-15,37;1.595.070.071,99;73.207,00;Passiva;15.919.690,00
HGCR11;103,29;1,200000;13,15;101,82;1,01;4.479.372,39;5,25;27,19;-6,42;1.493.415.204,57;71.640,00;Ativa;14.666.944,00
HOFC11;41,97;0,200000;9,34;89,30;0,47;145.665,87;0,29;-15,16;-25,13;337.475.561,23;9.214,00;Ativa;3.779.001,00
CCRF11;92,07;0,700000;14,59;97,34;0,95;684.770,45;28,94;;;153.008.067,83;283,00;Ativa;1.571.900,00
VLJS11;1.141,14;28,819221;2,53;1.052,95;1,08;;4,05;;;27.449.040,85;9,00;Passiva;26.068,00
SEQR11;67,30;0,665200;11,42;95,97;0,70;219.971,52;0,73;;;154.376.831,45;4.445,00;Ativa;1.608.552,00
THRA11;138,50;0,130000;0,00;9,54;14,52;;140,47;90,73;-1,39;14.050.683,35;2.084,00;Passiva;1.472.728,00
FIVN11;3,52;;0,00;6,96;0,51;40.894,04;0,03;;-23,59;65.491.905,42;3.854,00;Passiva;9.412.630,00
STRX11;8,52;0,790000;106,57;140,84;0,06;;0,73;-73,35;;227.257.906,13;55,00;Ativa;1.613.559,00
