TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
ABCP11;75,76;3,83;0,86;262.136,41;1,38;0,49;-2,97;1.075.575.235,89;20.525,00;Passiva;
JPPA11;98,99;8,28;0,95;13.435,46;11,54;;;63.183.880,23;164,00;Ativa;
JPPC11;402,00;5,15;0,88;;7,50;;-20,16;25.267.466,06;78,00;Ativa;
KNRE11;3,35;1,62;1,14;40.603,91;2,20;;-31,95;54.434.456,00;6.630,00;Ativa;
OURE11;91,34;8,21;0,91;167.210,72;8,70;;;83.191.883,04;2.907,00;Ativa;
PLCR11;94,17;5,63;0,96;529.936,50;9,41;;;206.905.774,15;4.294,00;Ativa;
ARRI11;97,00;7,49;1,02;72.323,47;5,95;;;37.328.049,23;2.085,00;Ativa;
BARI11;113,77;10,64;1,11;1.636.408,09;5,31;;;228.914.836,11;11.101,00;Ativa;
DRIT11B;112,00;4,20;0,85;3.609,70;0,14;-23,41;-2,27;60.887.482,56;1,00;Ativa;
FTCE11B;2.950,01;9,54;1,12;961.703,00;9,89;;;2.308.536.175,78;57,00;Ativa;
FVBI11;94,97;72,15;;69.079,00;;142,93;-2,83;0,00;0,00;Passiva;
GCFF11;96,10;5,21;0,97;60.403,56;1,35;;;33.574.204,92;1.162,00;Ativa;
BRIM11;910,00;0,00;0,92;;6,85;;;122.913.777,90;121,00;Ativa;
HABT11;122,16;10,18;1,20;2.386.920,28;30,92;;;552.754.239,63;22.637,00;Ativa;
CFHI11;0,00;0,00;;;2,68;;;66.297.143,56;57,00;Ativa;
ERPA11;124,00;0,00;1,22;583.047,50;7,56;;;36.906.903,74;5,00;Passiva;
PRSN11B;0,71;6,39;1,69;12.561,59;12,19;;;21.576.009,07;1.008,00;Ativa;
PRSV11;154,00;9,16;0,65;23.164,94;5,50;28,92;-27,25;46.085.812,82;1.319,00;Passiva;
SCPF11;10,07;2,78;0,80;12.391,94;2,43;-12,59;-12,24;53.148.829,71;4.882,00;Ativa;
SDIL11;103,32;6,11;0,97;1.240.516,88;37,20;-6,09;0,27;506.603.535,75;44.519,00;Ativa;
BPRP11;118,80;7,65;1,02;8.268,00;0,06;;;157.424.180,05;178,00;Passiva;
RNGO11;68,08;7,79;0,67;343.726,50;1,43;-4,37;-10,39;270.725.956,86;15.399,00;Passiva;
THRA11;131,60;5,26;1,15;103.370,25;1,79;4,14;5,21;168.444.046,15;2.411,00;Passiva;
TORM13;33,90;55,91;0,02;1.516,67;15,82;;;22.186.118,16;266,00;Ativa;
VCJR11;105,98;7,01;1,06;559.960,16;35,52;;;843.726.202,06;3.076,00;Ativa;
CRFF11;81,86;6,33;0,86;38.519,78;0,19;;;65.619.050,01;1.805,00;Ativa;
EURO11;214,53;5,52;0,76;263.963,69;2,08;1,84;2,37;108.679.711,87;2.189,00;Passiva;
BLMO11;26.662,53;0,00;1,09;;12,03;;;93.150.630,38;96,00;Ativa;
JSRE11;98,64;5,89;0,87;2.258.764,22;14,83;-3,72;-1,75;2.368.161.744,20;43.129,00;Ativa;
JTPR11;2.517,00;0,12;21,09;;4,16;;;25.622.870,77;9,00;Ativa;
KFOF11;102,38;6,00;0,94;705.039,06;1,02;;;493.840.251,66;6.771,00;Ativa;
NEWL11;105,40;7,02;0,92;88.825,38;2,73;;;97.995.846,74;920,00;Ativa;
NEWU11;40,94;0,27;0,63;16.502,13;4,13;58,77;;48.016.274,76;2.015,00;Ativa;
NPAR11;134,98;0,00;1,10;39.262,50;0,01;;6,66;14.633.734,53;52,00;Ativa;
NSLU11;272,00;9,26;1,28;282.545,63;1,79;9,61;1,78;243.818.587,53;7.643,00;Passiva;
RBTS11;1.000,00;0,00;0,99;;10,20;;;57.092.785,98;56,00;Ativa;
RBVA11;112,95;9,30;0,99;2.054.723,31;0,31;6,79;-3,14;1.327.515.653,42;37.830,00;Ativa;
RBVO11;15,89;7,14;0,71;12.923,91;1,89;-39,76;-35,96;11.507.603,06;2.236,00;--;
RCFA11;0,67;0,00;0,42;139.326,78;0,09;;;18.429.703,26;2.863,00;Passiva;
ALMI11;1.360,00;0,00;0,68;200.056,72;2,36;;-12,28;223.465.106,63;3.632,00;Passiva;
CPFF11;84,52;6,50;0,99;1.722.807,66;0,02;;;339.520.254,09;10.047,00;Ativa;
VPSI11;0,00;0,00;;;0,74;9,21;;148.504.963,78;57,00;Passiva;
XPHT12;68,00;0,00;0,55;49.006,06;0,18;;;474.607.267,86;1.617,00;Ativa;
XPIN11;115,42;6,39;1,04;2.394.395,34;5,01;;;731.048.772,69;46.862,00;Ativa;
XPLG11;122,10;5,69;1,12;9.326.322,94;41,92;;;2.262.862.001,64;247.018,00;Ativa;
XPML11;111,54;2,74;1,00;5.508.975,13;3,12;;2,48;2.035.124.871,01;252.569,00;Ativa;
XPPR11;71,30;10,94;0,80;2.447.374,69;4,97;;;651.049.735,54;33.619,00;Ativa;
XPSF11;97,41;8,73;0,98;1.690.232,28;1,19;;;428.493.595,96;13.699,00;Ativa;
XTED11;7,09;0,00;0,47;23.391,53;1,26;;-35,28;26.877.323,95;5.403,00;Ativa;
