TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
BNFS11;119,90;9,78;1,16;63.120,32;4,68;5,99;-1,90;72.641.557,55;3.370,00;Ativa;
RCFF11;101,40;4,96;1,03;15.401,93;24,57;;;31.848.562,89;67,00;Ativa;
TCPF11;1,26;0,00;0,01;;6,63;;;32.549.784,57;52,00;Ativa;
EDFO11B;247,25;7,18;1,16;30.600,21;1,30;-5,09;-7,26;50.447.701,23;627,00;Passiva;
GRLV11;104,51;106,41;17,51;753.753,27;2.489,44;135,25;-8,96;6.407.890,29;2.604,00;Passiva;
PLRI11;45,82;6,12;0,84;15.107,33;2,80;-24,15;-18,43;52.349.401,14;812,00;Ativa;
ABCP11;76,30;3,75;0,87;220.994,75;1,21;-3,52;-2,15;1.075.455.180,07;20.400,00;Passiva;
JPPA11;100,00;8,75;0,96;141.471,29;0,46;;;62.853.667,35;182,00;Ativa;
JPPC11;402,00;3,66;0,88;;7,31;;-16,88;25.235.650,49;77,00;Ativa;
KNRE11;2,95;1,84;0,92;31.110,68;2,65;;-33,18;59.706.671,32;6.689,00;Ativa;
OURE11;89,90;8,33;0,90;88.900,71;9,85;;;82.721.023,61;3.382,00;Ativa;
PLCR11;95,50;6,70;0,97;1.098.377,64;10,36;;;207.246.470,16;4.590,00;Ativa;
ARRI11;104,00;8,27;1,09;139.524,54;2,98;;;37.390.438,73;2.231,00;Ativa;
BARI11;108,50;12,33;1,07;3.050.943,36;48,42;;;404.049.504,09;15.732,00;Ativa;
DRIT11B;113,01;3,46;0,86;3.741,40;0,24;-25,47;-1,46;60.793.226,17;1,00;Ativa;
FTCE11B;2.950,01;12,17;1,11;961.703,00;6,05;;;2.325.448.943,19;57,00;Ativa;
FVBI11;94,97;70,88;;69.079,00;;142,93;-3,75;0,00;0,00;Passiva;
GCFF11;98,50;6,00;0,99;63.546,82;0,37;;;33.662.542,51;1.219,00;Ativa;
BRIM11;1.019,72;0,00;1,03;1.004,50;6,24;;;122.977.448,52;121,00;Ativa;
HABT11;117,36;11,55;1,16;2.131.718,04;13,91;;;549.419.438,82;23.756,00;Ativa;
CFHI11;0,00;0,00;;;1,85;;;66.234.903,31;28,00;Ativa;
ERPA11;140,00;0,00;1,34;9.686,80;0,62;;;51.980.407,30;11,00;Passiva;
PRSN11B;0,62;7,31;1,48;4.655,11;12,35;;;21.802.513,88;1.150,00;Ativa;
PRSV11;145,99;8,16;0,62;53.908,04;5,28;28,92;-28,65;45.987.501,51;1.292,00;Passiva;
SCPF11;9,12;2,23;0,72;10.631,71;2,07;-16,73;-13,29;53.127.774,65;4.877,00;Ativa;
SDIL11;97,99;6,66;0,94;1.215.798,07;35,35;-5,18;-0,67;663.866.730,18;45.745,00;Ativa;
BPRP11;107,13;8,54;0,99;20.762,63;0,07;;;145.787.414,44;177,00;Passiva;
RNGO11;63,33;8,23;0,63;272.793,32;1,50;-4,28;-12,16;270.755.902,81;15.459,00;Passiva;
THRA11;134,60;4,72;1,18;190.321,36;1,48;-0,43;5,08;168.051.922,46;51,00;Passiva;
TORM13;1.300,01;1,82;0,58;1.950,00;34,60;;;22.234.203,34;262,00;Ativa;
VCJR11;103,45;7,65;1,04;900.894,11;52,86;;;1.126.359.596,54;6.748,00;Ativa;
CRFF11;78,55;6,57;0,85;38.710,89;0,90;;;63.928.580,03;1.803,00;Ativa;
EURO11;209,25;6,28;0,74;165.107,18;2,00;8,69;2,03;108.721.809,07;2.259,00;Passiva;
BLMO11;26.662,53;0,00;1,03;;11,05;;;98.540.722,13;96,00;Ativa;
JSRE11;93,31;6,49;0,82;3.409.186,32;1,45;-2,61;-4,31;2.362.857.677,32;43.221,00;Ativa;
JTPR11;2.517,00;0,12;21,04;;3,95;;;25.679.903,09;9,00;Ativa;
KFOF11;96,98;6,44;0,91;777.212,21;3,63;;;484.804.703,22;6.783,00;Ativa;
NEWL11;103,45;7,54;0,93;608.702,71;31,24;;;138.208.030,21;1.002,00;Ativa;
NEWU11;38,96;0,28;0,61;11.411,85;3,59;58,77;;47.731.469,12;1.974,00;Ativa;
NPAR11;128,00;0,00;1,04;232.116,60;0,02;;;14.654.820,93;52,00;Ativa;
NSLU11;250,51;10,14;1,18;259.854,93;1,89;9,90;-4,10;243.835.191,14;7.680,00;Passiva;
RBTS11;1.000,00;0,00;0,95;;9,15;;;59.626.828,64;56,00;Ativa;
RBVA11;108,20;9,70;0,95;1.328.554,00;0,36;5,76;;1.325.949.622,08;38.719,00;Ativa;
RBVO11;12,60;7,84;0,57;7.401,75;1,96;-41,32;-41,08;11.459.669,38;2.168,00;--;
RCFA11;0,56;0,00;0,36;43.500,96;0,02;;;18.358.456,00;2.863,00;Passiva;
ALMI11;1.120,00;0,00;0,56;136.607,18;2,35;;-16,14;221.318.898,42;3.542,00;Passiva;
CPFF11;83,00;7,42;0,97;1.188.080,71;1,06;;;340.317.296,98;10.532,00;Ativa;
VPSI11;0,00;0,00;;;0,43;4,78;;147.271.422,04;57,00;Passiva;
XPHT12;62,20;0,00;0,71;148.754,67;1,07;;;331.147.254,97;1.617,00;Ativa;
XPIN11;112,00;6,50;1,01;1.546.930,07;5,19;;;729.159.768,43;52.373,00;Ativa;
XPLG11;116,03;5,95;1,06;6.950.474,46;31,66;;;2.979.473.492,54;252.415,00;Ativa;
XPML11;107,65;3,07;0,96;4.450.571,25;3,27;-7,39;1,82;2.041.182.596,54;255.172,00;Ativa;
XPPR11;68,70;11,27;0,78;2.112.597,11;5,09;;;640.552.333,97;36.400,00;Ativa;
XPSF11;96,00;9,02;0,97;1.437.273,79;2,32;;;429.752.947,50;14.978,00;Ativa;
XTED11;6,92;0,00;0,49;8.939,43;0,88;;-29,68;25.555.410,13;5.310,00;Ativa;
