TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
SPAF11;0,00;0,00;;;3,08;;;11.311.240,59;1,00;Ativa;
TRXB11;118,10;4,90;1,09;559.185,85;3,23;;;270.372.838,75;114,00;Passiva;
TRXF11;105,42;7,27;1,00;2.714.156,24;10,15;;;595.926.109,36;21.768,00;Ativa;
TSNC11;0,00;0,00;;;2,28;5,83;;98.685.489,35;66,00;Ativa;
MXRF11;10,58;8,03;1,05;7.966.071,16;17,78;0,00;0,22;2.020.557.088,53;356.171,00;Ativa;
TOUR11;147,99;6,56;0,32;12.041,65;29,81;;;4.612.270,15;252,00;Ativa;
ATSA11;109,97;0,00;1,11;7.734,93;1,66;;;173.151.386,14;259,00;Passiva;
KNRI11;150,30;5,27;0,97;4.564.842,30;0,50;-6,01;-2,77;3.751.807.943,34;232.729,00;Ativa;
SPTW11;62,35;21,59;1,20;576.256,84;34,79;24,95;-7,58;93.346.867,45;17.378,00;Passiva;
EDGA11;26,75;6,48;0,34;100.275,89;0,46;-11,13;-15,93;300.073.035,69;7.629,00;Passiva;
FIIP11B;203,00;10,19;1,05;124.127,54;2,81;6,01;-0,80;179.055.986,30;8.830,00;Passiva;
FIVN11;3,15;0,00;0,46;18.475,38;0,03;;-17,70;64.863.959,96;2.563,00;Passiva;
BMLC11;92,89;7,45;0,87;21.497,43;2,50;17,59;5,11;106.682.383,60;1.615,00;Ativa;
BNFS11;122,28;9,59;1,19;64.279,86;4,74;5,99;0,63;71.868.624,94;3.403,00;Ativa;
RCFF11;101,38;4,96;1,02;16.190,00;18,19;;;32.061.111,84;69,00;Ativa;
TCPF11;1,26;0,00;0,01;;6,47;;;32.491.141,40;52,00;Ativa;
EDFO11B;247,26;7,18;1,16;34.918,13;1,22;-5,09;-4,40;50.400.338,53;608,00;Passiva;
GRLV11;104,51;106,41;17,51;753.753,27;2.489,44;135,25;-9,50;6.407.890,29;2.604,00;Passiva;
PLRI11;45,69;6,14;0,83;12.805,89;1,45;-24,15;-18,37;52.807.296,98;807,00;Ativa;
ABCP11;74,56;3,84;0,84;226.235,16;0,81;-3,52;-2,46;1.077.720.548,83;20.012,00;Passiva;
JPPA11;98,99;8,83;0,97;131.343,08;13,04;;;61.691.176,85;203,00;Ativa;
JPPC11;402,00;3,66;0,88;;7,17;;-16,15;25.187.229,56;77,00;Ativa;
KNRE11;2,93;1,85;1,17;37.580,76;24,51;;-33,31;46.559.526,38;6.823,00;Ativa;
OURE11;89,34;8,61;0,90;94.225,92;7,88;;;82.837.286,05;3.509,00;Ativa;
PLCR11;95,50;6,70;0,97;1.111.285,08;9,69;;;207.872.210,94;5.063,00;Ativa;
ARRI11;107,00;8,04;1,11;136.018,68;2,20;;;37.842.289,81;2.522,00;Ativa;
BARI11;108,66;12,31;1,07;3.192.531,24;37,10;;;470.320.207,07;25.711,00;Ativa;
DRIT11B;110,49;3,54;0,84;3.462,11;1,14;-25,47;-7,59;60.795.124,28;300,00;--;
FTCE11B;2.950,01;12,17;1,11;961.703,00;6,87;;;2.334.697.439,08;57,00;Ativa;
FVBI11;94,97;70,88;;69.079,00;;142,93;-3,59;0,00;0,00;Passiva;
GCFF11;97,90;6,98;1,01;66.116,73;1,63;;;32.936.934,84;1.268,00;Ativa;
BRIM11;1.019,72;0,00;1,03;1.004,50;6,62;;;122.898.329,83;121,00;Ativa;
HABT11;120,01;11,30;1,19;2.152.223,51;21,36;;;547.290.224,41;24.987,00;Ativa;
CFHI11;0,00;0,00;;;14,80;;;75.306.370,43;54,00;Ativa;
ERPA11;140,00;0,00;1,34;7.338,86;0,35;;;51.939.263,41;9,00;Passiva;
PRSN11B;0,62;7,31;1,48;3.951,41;12,35;;;21.802.513,88;1.150,00;Ativa;
PRSV11;147,50;6,79;0,62;55.271,81;5,40;28,92;-27,81;46.144.422,87;1.268,00;Passiva;
SCPF11;9,20;2,21;0,73;9.898,03;2,04;-16,73;-12,96;52.973.753,33;4.881,00;Ativa;
SDIL11;99,10;6,59;0,96;1.147.552,65;34,90;-5,18;0,03;661.815.225,95;45.381,00;Ativa;
BPRP11;117,89;7,76;1,09;24.182,19;0,07;;;145.783.802,11;179,00;Passiva;
RNGO11;61,86;8,42;0,61;282.222,78;1,45;-4,28;-12,04;270.805.175,79;15.622,00;Passiva;
THRA11;136,00;4,67;1,19;236.929,73;1,92;-0,43;5,75;167.939.494,27;2.307,00;Passiva;
TORM13;31,31;75,50;0,01;1.950,00;46,58;;;21.603.927,48;252,00;Ativa;
VCJR11;102,98;7,68;1,05;998.889,59;32,92;;;1.141.413.861,35;6.598,00;Ativa;
CRFF11;78,50;6,57;0,85;44.800,14;0,90;;;63.928.580,03;1.803,00;Ativa;
EURO11;207,10;6,35;0,73;145.151,38;1,97;8,69;2,03;108.776.379,98;2.317,00;Passiva;
BLMO11;26.662,53;0,00;1,03;;10,80;;;98.322.428,51;96,00;Ativa;
JSRE11;93,09;6,51;0,82;3.478.958,03;1,29;-2,61;-4,24;2.357.857.312,16;43.343,00;Ativa;
JTPR11;2.517,00;0,12;22,94;;7,93;;;23.550.633,45;9,00;Ativa;
KFOF11;95,90;6,52;0,92;684.836,19;0,84;;;473.325.166,32;6.814,00;Ativa;
NEWL11;104,20;7,49;0,94;591.354,97;31,31;;;137.967.084,81;1.042,00;Ativa;
NEWU11;39,99;0,28;0,63;12.083,03;3,27;58,77;;47.427.180,70;1.925,00;Ativa;
NPAR11;131,55;0,00;1,07;190.262,42;0,28;;;14.704.188,13;52,00;Ativa;
NSLU11;254,99;9,96;1,20;269.033,30;1,88;9,90;-0,77;243.850.897,79;7.673,00;Passiva;
RBTS11;1.000,00;0,00;0,95;;8,94;;;59.541.474,79;56,00;Ativa;
RBVA11;108,90;9,64;0,95;1.381.498,03;0,29;5,76;-3,91;1.323.970.702,68;39.000,00;Ativa;
RBVO11;12,98;7,61;0,58;7.091,62;2,18;-41,32;-40,55;11.542.549,62;2.140,00;--;
RCFA11;0,56;0,00;0,36;40.849,05;0,68;;;18.317.496,04;2.863,00;Passiva;
ALMI11;1.100,00;0,00;0,53;133.427,30;2,06;;-15,14;229.388.402,53;3.499,00;Passiva;
CPFF11;82,16;7,50;0,98;1.211.051,89;0,04;;;332.336.800,98;10.834,00;Ativa;
VPSI11;0,00;0,00;;;0,24;4,78;;147.133.304,33;57,00;Passiva;
XPHT12;59,98;0,00;0,69;123.671,97;0,92;;;331.034.343,27;1.617,00;Ativa;
XPIN11;109,26;6,72;0,99;1.475.095,54;5,15;;;729.732.294,31;52.485,00;Ativa;
XPLG11;115,18;5,99;1,04;6.802.298,35;24,76;;;3.001.645.978,98;256.069,00;Ativa;
XPML11;106,21;3,25;0,96;4.307.355,68;3,35;-14,80;1,93;2.006.411.657,54;254.134,00;Ativa;
XPPR11;67,25;11,51;0,77;2.082.370,03;4,97;;;638.121.228,42;37.663,00;Ativa;
XPSF11;97,81;8,85;1,00;1.489.729,22;1,16;;;424.734.197,61;16.085,00;Ativa;
XTED11;6,87;0,00;0,48;10.233,03;0,55;;-30,20;25.443.127,93;5.310,00;Ativa;
