TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
BLMC11;98,95;1,150000;11,78;98,16;1,01;2.247,78;1,53;;;39.216.529,56;145,00;Ativa;399.500,00
FATN11;98,80;0,780000;8,74;100,64;0,98;7.003,97;5,59;;;99.084.384,10;397,00;Ativa;984.500,00
RBVA11;98,40;0,920000;11,25;103,00;0,96;840.935,33;1,45;-1,94;-6,66;1.193.609.672,24;43.671,00;Ativa;11.588.199,00
BREV11;95,50;0,570000;6,99;109,84;0,87;5.417,80;0,92;;;106.240.382,90;132,00;Ativa;967.201,00
CRFF11;64,60;0,520000;8,26;85,74;0,76;29.940,30;3,26;;;59.162.389,87;1.801,00;Ativa;690.040,00
BLCP11;85,49;0,510000;6,84;98,37;0,87;69.238,71;1,69;;;225.875.176,13;312,00;Ativa;2.296.282,00
THRA11;138,50;0,130000;32,78;9,54;14,52;53.642,50;140,47;90,73;2,80;14.050.683,35;2.084,00;Passiva;1.472.728,00
CVPR11;0,00;;0,00;97,82;;;27,89;;;12.716.862,50;2,00;Ativa;130.000,00
BLUR11;103,70;1,030000;0,99;103,92;1,00;26.697,59;2,97;;;9.352.637,27;32,00;Ativa;90.000,00
FCFL11;116,80;0,856878;7,71;104,78;1,11;334.803,70;0,55;9,28;3,70;364.002.233,06;4.110,00;Passiva;3.474.010,00
GALG11;95,12;0,820000;10,56;102,67;0,93;517.314,94;0,01;;;590.217.282,11;7.247,00;Ativa;5.748.530,00
KFOF11;78,20;0,680000;9,46;94,95;0,82;522.195,58;1,16;3,97;-11,25;430.448.873,80;8.161,00;Ativa;4.533.315,00
XTED11;6,20;0,323281;0,00;13,89;0,45;5.397,91;0,36;;-2,21;27.305.951,24;4.455,00;Ativa;1.965.425,00
BPLC11;0,00;;0,00;10.126,38;;;6,14;;;324.033.806,91;115,00;Passiva;31.998,00
ITIP11;81,09;0,920000;12,98;87,84;0,92;109.659,36;1,12;;;65.716.937,61;2.409,00;Passiva;748.151,00
OUFF11;66,02;0,700000;12,05;78,56;0,84;198.425,15;0,71;;;142.539.057,24;8.831,00;Ativa;1.814.336,00
FMOF11;62,50;0,030000;0,05;122,79;0,51;1.876,14;1,33;20,42;-7,89;62.379.939,46;311,00;Passiva;508.008,00
MVFI11;0,00;;0,00;1,69;;;0,09;;;132.129.236,83;1,00;Ativa;78.155.673,00
RBCB11;19,00;0,300000;0,00;0,00;;;;-15,04;-53,67;0,00;462,00;Ativa;53.100,00
TELD11;0,00;;0,00;98,37;;;3,61;;;9.713.423,59;2,00;Ativa;98.747,00
RNDP11;390,00;4,760000;12,79;675,09;0,58;77.657,26;40,39;-4,01;-25,75;72.559.446,44;966,00;Ativa;107.481,00
HABT11;102,54;1,200000;17,75;98,30;1,04;2.352.414,85;4,84;;;729.621.056,78;50.766,00;Ativa;7.422.668,00
LKDV11;0,00;;0,00;969,38;;;8,82;;;53.567.991,44;69,00;Ativa;55.260,00
HAAA11;94,00;0,540000;6,98;94,16;0,97;573,80;2,21;;;325.322.011,98;138,00;Ativa;3.455.000,00
FPNG11;89,00;0,650000;7,74;168,84;0,53;754,43;2,54;3,58;;172.611.917,55;84,00;Ativa;1.022.344,00
MMVE11;0,00;;0,00;103,13;;;7,16;;;46.406.868,20;13,00;Ativa;450.000,00
KNIP11;102,00;1,350000;14,63;98,75;1,03;10.597.697,97;5,05;20,16;-2,79;7.024.687.466,11;65.395,00;Ativa;71.134.764,00
CJFI11;0,00;;0,00;1,99;;;0,44;;;100.701.660,04;1,00;Ativa;50.704.055,00
RBHY11;100,68;1,300000;15,30;97,39;1,03;140.828,97;4,73;;;154.036.155,41;2.697,00;Ativa;1.581.644,00
KNRI11;137,15;0,810000;6,61;157,26;0,88;3.481.287,42;3,07;1,20;-3,09;3.798.945.106,61;233.761,00;Ativa;24.157.121,00
SEQR11;68,87;0,627900;11,38;96,42;0,72;172.719,61;1,67;;;155.101.964,23;1.959,00;Ativa;1.608.552,00
ZIFI11;1.140,00;4,813478;0,42;1.207,19;0,94;20.466,90;0,01;;;25.079.336,22;22,00;Ativa;20.775,00
BPML11;70,39;0,300000;5,01;133,87;0,53;20.152,12;3,53;;;576.335.068,26;1.409,00;Passiva;4.305.079,00
AFOF11;91,70;1,005760;11,97;102,32;0,91;76.701,39;6,07;;;70.721.355,90;2.535,00;Ativa;691.192,00
HGRU11;113,70;0,820000;7,90;118,83;0,96;4.323.335,03;1,20;2,99;-0,79;2.187.188.537,90;158.418,00;Ativa;18.406.458,00
BTSI11;0,00;;0,00;96,10;;;0,36;;;74.617.476,85;86,00;Ativa;776.468,00
WPLZ11;73,00;0,300000;2,74;102,84;0,70;9.521,91;2,02;-15,10;-3,92;104.975.969,77;1.841,00;Passiva;1.020.747,00
PRZS11;0,00;;0,00;122,54;;;0,35;;;57.773.184,65;20,00;Ativa;471.446,00
TGAR11;119,41;1,270000;11,86;130,06;0,92;3.713.437,61;2,40;10,00;-1,73;1.470.891.440,20;81.240,00;Ativa;11.309.571,00
RNGO11;51,00;0,350000;8,36;87,50;0,58;144.582,27;1,98;-9,91;-15,62;234.144.090,11;14.005,00;Passiva;2.676.000,00
SBCL11;0,00;;0,00;947,32;;;142,13;;;28.419.691,26;2,00;Ativa;30.000,00
HUCG11;0,00;;0,00;117,83;;;9,28;;;12.371.784,05;1,00;Passiva;105.000,00
ITIT11;69,10;0,550000;7,42;79,46;0,87;78.359,88;0,99;;;71.550.750,67;5.389,00;Passiva;900.494,00
XPIN11;83,70;0,610000;9,00;109,59;0,76;501.095,18;4,85;-3,65;-11,28;783.583.228,00;50.474,00;Ativa;7.150.402,00
SHPH11;822,03;3,540000;4,34;887,40;0,93;56.555,18;0,64;-6,00;-3,68;540.384.470,89;2.834,00;Passiva;608.950,00
SPVJ11;0,00;0,690000;0,00;107,51;;;9,02;;;678.631.040,38;27,00;Ativa;6.312.090,00
XPLG11;98,49;0,660000;7,68;113,46;0,87;8.040.424,85;2,22;0,22;-1,00;3.075.002.122,83;279.016,00;Ativa;27.101.061,00
CXTL11;308,98;0,478929;5,10;679,73;0,45;7.269,00;0,50;15,30;-12,55;36.431.430,25;661,00;Passiva;53.597,00
JCDA11;0,00;;0,00;10,85;;;7,19;;;136.639.870,84;49,00;Ativa;12.594.791,00
EQIR11;99,50;1,053057;4,25;101,97;0,97;4.838,12;2,46;;;51.240.359,56;125,00;Ativa;502.500,00
PRTS11;117,70;;0,00;0,06;1.961,67;;100,58;;;3.307.861,55;11,00;Ativa;55.727.500,00
ALZR11;116,00;0,771556;7,15;108,46;1,07;1.169.014,48;5,62;7,78;6,44;642.298.148,70;99.839,00;Ativa;5.922.011,00
DEVA11;92,16;1,310000;16,68;96,94;0,96;6.113.153,24;3,47;;;1.348.028.900,42;92.802,00;Ativa;13.905.815,00
HBCR11;107,58;0,421901;10,19;85,97;1,25;516.178,25;3,86;;;60.333.469,05;36,00;Ativa;272.000,00
RBVO11;12,55;0,019638;4,03;23,22;0,54;2.419,61;4,97;-39,25;-33,26;11.979.277,43;2.445,00;--;515.824,00
BBPO11;86,50;0,890000;13,07;95,88;0,90;1.476.687,88;4,68;-3,53;-14,68;1.526.316.099,47;66.494,00;Passiva;15.919.690,00
OUJP11;94,50;1,280000;11,81;101,91;0,92;858.315,00;8,66;9,31;-5,94;331.455.382,48;21.807,00;Ativa;3.252.384,00
DOVL11B;21,39;0,269377;44,45;1.223,62;0,02;;8,22;;;81.255.545,41;52,00;Ativa;66.406,00
GTWR11;78,52;0,740000;10,59;98,57;0,80;602.987,85;0,62;0,96;;1.182.801.731,60;25.294,00;Ativa;12.000.000,00
JSRE11;76,58;0,489000;8,21;113,58;0,68;2.505.194,00;0,08;-0,99;-10,69;2.358.824.611,40;54.453,00;Ativa;20.767.328,00
GESE11B;1.520,00;13,586942;9,00;1.650,46;0,92;;1,32;;;85.824.028,11;55,00;Passiva;52.000,00
BTWR11;105,49;0,370000;2,91;108,62;0,97;9.415,25;2,84;;;87.900.343,13;61,00;Passiva;809.269,00
DVFF11;71,50;0,700000;7,93;91,43;0,79;88.917,38;10,37;;;100.664.467,06;250,00;Ativa;1.100.950,00
VTVI11;0,00;;0,00;38,22;;;11,93;;;68.073.542,72;1,00;Ativa;1.780.984,00
VSEC11;72,00;0,510000;10,91;98,80;0,73;1.854,75;49,93;;;6.198.218,02;71,00;Ativa;62.735,00
RMAI11;33,90;0,260000;6,85;108,10;0,31;33.048,83;0,30;;;264.170.336,23;1.135,00;Ativa;2.443.800,00
CEOC11;61,50;0,495594;8,95;90,33;0,69;50.939,21;2,08;-5,98;-10,35;164.007.871,01;5.635,00;Passiva;1.815.696,00
BBRC11;96,26;0,940000;12,16;107,96;0,89;92.903,27;4,78;-1,38;-10,49;171.654.236,57;9.078,00;Passiva;1.590.000,00
TSER11;99,99;0,930000;9,68;97,02;1,03;270.534,58;2,70;;;116.915.117,42;24,00;Ativa;1.205.000,00
XBXO11;0,00;;0,00;96,77;;;0,01;;;294.446.516,62;1,00;Ativa;3.042.600,00
VOTS11;85,95;1,150000;10,14;97,71;0,88;9.081,68;5,50;16,39;-0,12;80.896.421,12;332,00;Ativa;827.913,00
VJFD11;0,00;0,888100;0,00;133,36;;;0,85;;;650.282.405,88;97,00;Ativa;4.876.129,00
SDIL11;92,66;0,760000;8,91;97,50;0,95;1.032.227,67;2,14;5,46;-5,12;623.541.568,26;54.615,00;Ativa;6.395.050,00
KIVO11;99,98;1,150000;1,15;100,14;1,00;395.253,64;23,20;;;35.860.442,81;1,00;Ativa;358.100,00
MGLG11;53,76;0,600000;9,90;76,17;0,71;104.513,61;1,08;;;87.957.969,64;1.523,00;Ativa;1.154.709,00
