TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
SFND11;83,07;105,45;4,62;;13,83;114,52;;17.657.050,30;55,00;Passiva;
SHPH11;819,99;3,24;1,00;185.828,86;0,16;-7,16;-7,47;501.168.650,72;3.142,00;Passiva;
SPAF11;0,00;0,00;;;2,77;;;11.303.881,27;1,00;Ativa;
TRXB11;117,99;5,58;1,10;640.419,22;3,22;;;268.690.369,78;112,00;Passiva;
TRXF11;107,10;7,18;1,02;2.743.479,77;1,04;;;594.641.041,38;24.677,00;Ativa;
TSNC11;0,00;0,00;;;2,34;0,81;;98.681.406,03;66,00;Ativa;
MXRF11;10,48;8,21;1,05;7.295.829,11;25,14;0,79;2,93;2.272.792.687,39;375.838,00;Ativa;
TOUR11;115,00;9,71;0,17;30.896,70;14,69;;;6.582.734,92;202,00;Ativa;
ATSA11;108,11;0,00;1,10;8.328,67;1,41;;;172.769.599,11;260,00;Passiva;
KNRI11;145,20;5,48;0,93;4.306.925,46;3,18;-5,59;-4,17;3.772.448.562,06;234.310,00;Ativa;
SPTW11;51,50;26,41;0,99;606.465,77;5,38;25,02;-10,73;93.395.880,85;17.378,00;Passiva;
EDGA11;26,40;6,14;0,34;114.622,51;0,35;-11,13;-13,63;300.351.080,19;7.606,00;Passiva;
FIIP11B;200,10;10,64;1,04;136.414,94;2,57;7,22;0,71;179.174.483,29;8.942,00;Passiva;
FIVN11;2,90;0,00;0,42;34.296,11;0,03;;-12,97;64.832.865,32;2.682,00;Passiva;
BMLC11;90,61;7,64;0,85;35.393,68;2,55;16,41;4,21;106.668.736,54;1.620,00;Ativa;
BNFS11;121,55;9,77;1,17;73.427,20;4,81;5,99;0,79;72.617.856,21;3.484,00;Ativa;
RCFF11;95,00;5,29;0,96;29.540,80;8,03;;;32.108.680,18;82,00;Ativa;
TCPF11;1,26;0,00;0,01;;6,30;;;32.434.253,44;52,00;Ativa;
EDFO11B;242,00;7,27;1,13;45.971,54;1,23;-5,63;-2,86;50.450.071,67;600,00;Passiva;
GRLV11;104,51;105,80;17,51;753.753,27;2.489,44;135,25;-7,24;6.407.890,29;2.604,00;Passiva;
PLRI11;45,49;6,15;0,83;9.745,21;3,24;-22,01;-19,53;52.450.251,40;797,00;Ativa;
ABCP11;69,32;4,13;0,78;204.775,20;0,76;-3,52;-3,61;1.078.043.159,45;19.528,00;Passiva;
JPPA11;99,60;9,18;0,96;115.242,97;13,94;;;62.499.676,06;313,00;Ativa;
JPPC11;402,00;3,66;0,88;;6,99;;;25.143.789,65;79,00;Ativa;
KNRE11;2,83;1,92;1,12;35.583,26;4,21;;-34,78;46.844.375,38;7.032,00;Ativa;
OURE11;88,22;8,96;0,88;138.480,46;5,65;7,94;-5,03;82.928.333,31;3.646,00;Ativa;
PLCR11;93,99;7,34;0,96;702.574,69;8,74;;;205.804.632,29;5.721,00;Ativa;
ARRI11;101,20;9,10;1,05;146.536,46;1,52;;;37.849.119,31;2.745,00;Ativa;
BARI11;105,50;13,03;1,04;3.039.845,17;28,15;;;471.179.106,31;26.545,00;Ativa;
DRIT11B;112,50;3,43;0,86;1.626,22;0,87;-20,79;-1,33;60.814.190,33;303,00;--;
FTCE11B;2.950,01;12,17;1,10;;7,18;;;2.354.196.427,98;10,00;Ativa;
FVBI11;94,97;70,26;;69.079,00;;142,93;-2,19;0,00;0,00;Passiva;
GCFF11;95,71;8,11;0,99;81.761,17;8,63;;;32.721.034,86;1.373,00;Ativa;
BRIM11;1.018,80;0,00;1,03;1.019,25;7,17;;;122.698.628,66;121,00;Ativa;
HABT11;123,83;11,83;1,23;2.247.729,43;24,75;;;544.212.285,98;26.418,00;Ativa;
CFHI11;0,00;0,00;;;12,26;;;75.181.274,95;56,00;Ativa;
ERPA11;140,00;0,00;1,34;12.626,50;0,25;;;51.892.294,91;12,00;Passiva;
PRSN11B;0,91;4,98;2,02;87.493,74;12,12;;;23.280.283,39;1.197,00;Ativa;
PRSV11;144,52;5,40;0,61;31.125,62;5,74;28,92;-26,57;46.245.766,08;1.255,00;Passiva;
SCPF11;9,09;1,97;0,72;7.763,11;1,84;-16,73;-11,80;53.050.648,13;4.810,00;Ativa;
SDIL11;95,20;7,01;0,92;1.007.083,63;11,34;-4,55;3,02;660.371.094,04;45.503,00;Ativa;
BPRP11;111,71;8,21;1,03;42.134,15;0,06;;;145.798.008,98;192,00;Ativa;
RNGO11;62,93;8,22;0,62;250.797,83;1,49;-4,25;-8,35;270.880.653,69;15.866,00;Passiva;
THRA11;138,50;4,37;1,22;1.067.638,00;1,80;-2,91;7,66;167.820.778,54;2.219,00;Passiva;
TORM13;1.040,01;3,42;0,58;1.040,00;106,37;;;17.894.416,04;252,00;Ativa;
VCJR11;101,55;8,13;1,03;962.942,57;33,02;;;1.149.549.348,36;6.639,00;Ativa;
CRFF11;74,79;7,17;0,80;72.341,63;0,45;;;64.240.883,51;1.828,00;Ativa;
EURO11;208,33;6,70;0,74;68.877,86;1,87;12,72;3,68;108.814.080,03;2.378,00;Passiva;
BLMO11;26.004,50;0,00;1,01;52.009,00;10,44;;;98.081.358,17;96,00;Ativa;
JSRE11;89,87;6,91;0,79;3.039.676,77;1,23;-2,11;-5,35;2.360.368.472,34;43.531,00;Ativa;
JTPR11;2.517,00;0,12;22,79;;7,68;;;23.707.929,59;9,00;Ativa;
KFOF11;91,80;6,92;0,87;486.484,14;1,77;;;475.906.345,64;6.833,00;Ativa;
NEWL11;104,99;8,29;0,95;348.471,74;39,79;;;157.255.190,23;1.155,00;Ativa;
NEWU11;36,05;0,31;0,57;10.756,79;2,94;58,77;;47.232.506,15;1.896,00;Ativa;
NPAR11;102,00;40,21;0,91;84.044,71;136,44;;;13.415.735,06;52,00;Ativa;
NSLU11;247,70;10,31;1,16;285.164,06;1,88;10,10;0,23;243.849.251,15;7.652,00;Passiva;
RBTS11;1.000,00;0,00;0,95;;8,51;;;59.471.354,63;56,00;Ativa;
RBVA11;109,02;9,63;0,96;1.132.530,91;0,11;5,27;-1,36;1.322.246.699,64;39.731,00;Ativa;
RBVO11;12,21;7,31;0,54;14.443,94;2,01;-41,32;-40,85;11.693.774,31;;--;
RCFA11;0,93;0,00;0,58;551.822,11;0,49;;;18.608.181,21;2.863,00;Passiva;
ALMI11;1.139,80;0,00;0,55;109.354,60;2,23;;-9,74;229.423.903,28;3.473,00;Passiva;
CPFF11;82,81;8,07;0,99;1.273.807,71;3,15;;;331.321.045,22;11.421,00;Ativa;
VPSI11;0,00;0,00;;;0,14;3,30;;147.621.421,96;57,00;Passiva;
XPHT12;59,38;0,00;0,68;46.421,64;0,77;;;331.031.113,19;1.617,00;Ativa;
XPIN11;105,30;7,05;0,95;1.222.858,29;5,05;;;730.102.167,56;52.617,00;Ativa;
XPLG11;112,45;6,19;1,02;6.006.900,54;24,11;0,55;;2.990.240.247,92;259.806,00;Ativa;
XPML11;104,10;3,61;0,95;3.847.692,46;3,31;-16,64;1,71;2.001.282.055,70;252.767,00;Ativa;
XPPR11;63,80;12,10;0,73;1.873.608,77;4,58;;;638.005.453,29;39.537,00;Ativa;
XPSF11;97,35;9,04;0,99;1.650.523,91;2,88;;;425.281.193,51;17.377,00;Ativa;
XTED11;6,97;0,00;0,49;11.441,80;0,38;;-28,45;25.472.636,57;5.080,00;Ativa;
