TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
ABCP11;67,35;0,620000;9,92;101,73;0,66;44.930,72;1,33;1,07;-2,72;479.038.570,23;16.152,00;Passiva;4.709.082,00
AFHI11;96,84;0,950000;12,27;94,44;1,03;1.129.646,34;10,74;-7,06;1,30;430.222.362,04;39.652,00;Ativa;4.555.630,00
AIEC11;54,20;0,730000;16,38;84,44;0,64;314.659,17;2,60;1,03;-11,89;407.403.169,34;17.667,00;Ativa;4.824.987,00
AJFI11;8,30;0,068110;7,61;12,25;0,68;477.514,14;4,90;;;387.419.174,94;13.666,00;Ativa;31.625.978,00
ALMI11;640,00;6,267812;0,98;2.159,51;0,30;48.424,87;4,02;;-17,83;240.087.787,89;2.139,00;Passiva;111.177,00
ALZC11;96,00;1,070000;4,84;;;19.105,26;;;;;;;1.000.000,00
ALZM11;7,75;0,085000;13,35;8,28;0,94;272.465,93;3,81;-1,58;-56,05;125.627.102,10;10.477,00;Ativa;15.180.540,00
ALZR11;107,88;0,710785;8,77;105,78;1,02;1.936.426,97;33,60;3,05;-1,41;1.293.278.937,98;151.678,00;Ativa;12.226.625,00
ANCR11B;3.221,00;1,757992;1,32;4.328,62;0,74;3.221,00;0,69;;;2.893.149.089,29;71,00;Ativa;668.376,00
APTO11;9,50;0,090000;11,58;10,09;0,94;16.119,45;9,98;;;46.517.793,57;9.510,00;Ativa;4.612.227,00
APXM11;97,03;0,463040;6,60;95,32;1,02;147.902,58;13,31;;;167.755.970,73;365,00;;1.760.000,00
APXR11;100,00;;0,00;80,93;1,24;0,00;2,67;;;8.867.208,20;130,00;;109.567,00
APXU11;0,00;;0,00;88,63;;;95,07;;;8.999.303,01;40,00;Ativa;101.542,00
AQLL11;385,03;;0,00;967,64;0,40;;0,04;;;141.098.985,53;84,00;Ativa;145.817,00
ARFI11B;479,99;;0,00;651,70;0,74;;1,52;;;74.329.618,05;28,00;Ativa;114.054,00
AROA11;1,00;0,006100;6,92;0,97;1,03;10.794,14;1,44;;;165.676.474,53;2.491,00;Ativa;170.033.832,00
ARRI11;9,02;0,100000;13,30;8,70;1,04;385.626,00;4,39;-8,73;-2,26;134.849.242,58;28.234,00;Ativa;15.495.797,00
ARXD11;97,30;1,100000;12,80;97,33;1,00;39.327,32;2,41;;;63.737.896,84;542,00;Ativa;654.895,00
ASMT11;38,62;0,770000;0,00;90,79;0,43;19.362,85;2,68;;-29,46;98.163.581,77;492,00;Ativa;1.081.257,00
ASRF11;10.882,00;256,328699;0,00;9.574,30;1,14;1.123.228,50;16,27;;;28.167.603,87;58,00;Ativa;2.942,00
ATCR11;0,00;0,306448;0,00;73,77;;;1,02;;;68.528.014,14;33,00;Ativa;928.908,00
ATSA11;56,00;0,720000;1,29;76,05;0,74;1.860,24;1,54;12,03;-17,76;133.174.103,23;280,00;Passiva;1.751.141,00
ATWN11;0,00;;0,00;2.045,76;;;0,26;;;328.870.796,72;2,00;Passiva;160.757,00
AURB11;85,50;0,200000;1,75;79,70;1,07;171,00;1,50;;;71.615.096,23;19,00;Ativa;898.514,00
AZPL11;0,00;0,060000;0,00;9,95;;;45,83;;;160.340.768,01;5.474,00;Ativa;16.111.009,00
BARI11;79,79;0,880000;10,99;91,69;0,87;657.993,41;6,59;-16,29;-7,66;424.910.240,02;34.648,00;Ativa;4.634.191,00
BBFI11;625,00;100,414494;50,80;1.510,67;0,41;221.694,66;58,23;1,24;-36,58;196.387.107,23;7.374,00;Passiva;130.000,00
BBFO11;71,82;0,670000;10,78;80,23;0,90;409.727,17;0,20;-4,12;-3,87;321.212.965,35;6.650,00;Passiva;4.003.900,00
BBIG11;9,31;0,080000;2,58;9,72;0,96;606.248,69;47,45;;;962.963.571,95;15.464,00;Ativa;99.120.994,00
BBIM11;0,00;0,050000;0,00;12,05;;;22,77;-27,50;;12.467.015,16;20,00;Ativa;1.035.000,00
BBRC11;113,89;1,110000;11,77;102,77;1,11;102.932,97;5,82;5,75;1,70;163.402.303,45;9.561,00;Passiva;1.590.000,00
BCFF11;8,14;0,070000;10,44;9,37;0,87;2.623.740,97;3,70;2,01;-3,22;1.888.064.638,58;355.580,00;Ativa;201.491.024,00
BCIA11;102,26;0,870000;10,07;105,83;0,97;737.998,62;0,69;8,21;4,48;393.592.792,91;29.228,00;Ativa;3.719.038,00
BCRI11;66,90;0,810000;15,47;86,41;0,77;451.623,62;11,69;-14,72;-14,30;540.749.884,53;44.718,00;Ativa;6.257.873,00
BETW11;0,00;0,534259;0,00;100,06;;;0,28;;;250.599.666,80;1,00;;2.504.500,00
BICE11;960,00;8,970000;10,04;1.008,18;0,95;2.830,00;9,10;;;105.709.268,74;115,00;Ativa;104.852,00
BICR11;58,80;0,270000;5,65;44,46;1,32;2.128,90;33,03;-3,03;-14,81;22.228.370,76;648,00;Ativa;500.000,00
BIME11;7,19;0,085000;13,42;8,57;0,84;73.850,72;2,95;;;50.091.377,16;8.773,00;Ativa;5.845.602,00
BIPD11;915,10;73,070000;7,98;970,67;0,94;0,00;16,13;;;77.066.998,24;111,00;Ativa;79.396,00
BIPE11;0,00;;0,00;;;;;;;;;;0,00
BLCA11;101,71;0,550000;18,48;120,27;0,85;31.691,17;5,09;;;192.426.650,64;466,00;Ativa;1.600.000,00
BLCP11;91,00;0,563428;0,00;111,74;0,81;;1,06;;-1,77;256.580.339,90;279,00;Ativa;2.296.282,00
BLMC11;85,75;1,070000;6,12;0,00;;150.671,33;;-0,67;-5,47;0,00;0,00;Ativa;0,00
BLMG11;38,45;0,500000;14,30;72,43;0,53;662.949,31;0,07;-15,29;-26,41;309.174.633,40;14.327,00;Ativa;4.268.807,00
BLMO11;79,01;0,450000;536,05;104,35;0,76;86.418,96;2,84;;-6,98;103.809.011,13;394,00;Ativa;994.814,00
BLMR11;6,78;0,053000;2,45;0,00;;1.157.702,33;;;-55,59;0,00;0,00;Ativa;0,00
BLOG11;0,00;0,130000;0,00;10,09;;;0,04;;;143.891.617,96;3,00;Ativa;14.257.443,00
BLUR11;88,59;0,710000;11,51;84,93;1,04;1.040,82;4,55;;;7.643.566,83;136,00;Ativa;90.000,00
BMII11;0,00;0,228341;0,00;458,54;;;1,22;;;67.956.342,08;12,00;Passiva;148.200,00
BMLC11;97,63;0,650000;9,11;97,89;1,00;2.184,83;5,31;2,73;3,52;97.733.918,87;1.424,00;Ativa;998.405,00
BNFS11;119,10;1,368165;13,88;84,66;1,41;60.369,48;6,84;2,06;-0,74;59.262.628,73;5.387,00;Ativa;700.000,00
BPFF11;67,50;0,620000;11,02;75,67;0,89;314.368,48;5,79;-0,79;-1,70;339.930.494,44;20.944,00;Ativa;4.492.326,00
BPLC11;0,00;14,420464;0,00;10.245,71;;;2,28;;;327.862.761,24;114,00;Ativa;32.000,00
BPML11;85,20;1,070000;8,17;127,55;0,67;1.352.961,07;23,22;;0,72;949.177.418,97;5.867,00;Ativa;7.441.745,00
BPRP11;107,00;0,925000;10,26;124,49;0,86;592,50;0,14;2,81;-0,62;168.039.272,16;170,00;Passiva;1.349.837,00
BRCO11;115,19;0,870000;9,26;119,12;0,97;3.563.506,17;0,99;11,68;4,15;1.894.697.623,90;123.099,00;Ativa;15.905.133,00
BRCR11;50,60;0,500000;10,61;88,66;0,57;1.481.205,34;1,73;-2,48;-12,20;2.361.804.733,57;139.078,00;Ativa;26.638.202,00
BREV11;105,00;0,580000;0,55;0,00;;532.138,00;;8,81;4,67;0,00;320,00;Ativa;967.201,00
BRHT11B;86,80;;0,00;67,39;1,29;;3,35;;;124.102.707,00;11,00;Ativa;1.841.677,00
BRIM11;1.009,00;40,980000;26,95;944,98;1,07;13.014,95;3,77;;1,73;117.307.167,13;292,00;Ativa;124.137,00
BRIP11;929,99;11,210000;27,22;927,14;1,00;5.470,22;3,33;;-2,93;199.774.762,14;277,00;Ativa;215.475,00
BRIX11;1.673,35;;0,00;1.021,90;1,64;195.781,00;9,32;;;121.335.464,50;101,00;Ativa;118.735,00
BRLA11;152,00;1,136000;9,09;167,48;0,91;51.744,33;0,16;3,35;;594.314.808,52;283,00;Passiva;3.548.496,00
BROF11;47,35;0,434688;13,57;108,07;0,44;565.622,38;0,59;;;1.254.803.316,31;10.258,00;;11.610.812,00
BROL11;0,00;;0,00;;;;;;;;;;5.500.000,00
BRSE11;0,00;;0,00;18.184,12;;;4,35;;;36.368.231,65;12,00;Ativa;2.000,00
BTAL11;77,13;0,840000;11,14;111,75;0,69;667.788,66;2,53;-3,77;-6,83;668.542.737,57;42.562,00;Ativa;5.982.736,00
BTCI11;9,78;0,094000;11,65;9,87;0,99;1.856.870,59;10,55;-4,10;3,82;982.743.742,13;178.958,00;Ativa;99.521.172,00
BTCR11;88,00;0,900000;0,00;95,27;0,92;;8,00;32,78;-1,92;458.252.683,73;16.934,00;Ativa;4.810.097,00
BTHI11;38,00;0,320000;10,58;62,73;0,61;27.984,69;3,30;-0,89;-24,64;578.258.735,54;1.020,00;Ativa;9.218.512,00
BTHI12;45,00;0,560000;1,24;62,73;0,72;85.624,43;3,30;;-5,31;578.258.735,54;1.020,00;Ativa;9.218.512,00
BTLG11;100,00;0,760000;9,19;103,93;0,96;10.527.093,69;41,35;1,61;-2,54;4.494.676.134,70;333.908,00;Ativa;43.249.151,00
BTML11;104,68;0,850000;6,30;115,60;0,91;0,00;4,44;;;131.225.187,00;1,00;Ativa;1.135.160,00
BTRA11;48,45;0,380000;10,90;110,06;0,44;361.603,90;6,74;-21,05;-19,70;370.307.527,64;16.094,00;Ativa;3.364.559,00
BTSG11;159,74;0,950000;6,90;145,24;1,10;847,78;0,77;;;112.559.712,57;104,00;Ativa;775.015,00
BTSI11;101,06;0,740000;8,75;107,90;0,94;0,00;0,06;;;387.704.135,82;148,00;Ativa;3.593.016,00
BTWR11;123,78;0,550000;5,92;113,57;1,09;0,00;1,06;19,12;5,52;91.910.331,06;117,00;Ativa;809.269,00
BTYU11;10,02;0,106900;1,94;10,00;1,00;0,00;50,31;;;200.085.068,79;57,00;Ativa;20.000.000,00
BVAR11;1.384,70;5,300000;14,46;876,81;1,58;6.951,00;1,62;-6,05;;548.478.218,91;129,00;Passiva;625.540,00
BZEL11;0,00;5,092421;0,00;143,40;;;0,08;;;507.345.688,68;3,00;Ativa;3.538.046,00
BZLI11;19,78;;0,00;9,52;2,08;29,00;0,09;;9,42;416.085.362,76;19,00;Ativa;43.687.941,00
