TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AALR3;19,59;;-71,76;2,00;0,91;31,73;5,79;-2,87;35,54;45,85;10,43;0,59;2,06;-29,21;-1,11;0,85;-2,79;-1,27;2,70;0,46;0,53;0,44;3,62;;8.311.177,95;9,80;-0,27;1,41;2.309.075.768,32
ABCB4;15,49;6,56;5,62;0,73;0,08;37,27;26,57;19,79;4,19;4,17;;;1,11;-2,19;-0,08;0,18;12,94;1,40;;0,11;0,89;0,07;7,15;9,74;11.737.763,88;21,31;2,76;0,08;3.493.092.323,10
ABEV3;13,83;4,36;16,19;2,76;1,71;50,27;22,97;18,03;12,70;11,90;-0,66;-0,14;2,92;167,47;-2,34;1,04;17,05;10,56;20,02;0,62;0,37;0,59;9,82;1,41;284.879.284,68;5,01;0,85;3,83;215.305.464.353,17
ADHM3;1,56;;-4,09;-1,29;105,12;100,00;-13.548,48;-18.860,61;-5,69;-5,69;0,00;;770,90;-1,43;-116,16;0,00;-31,47;-2.571,90;22,61;-81,72;82,72;0,14;;;;-1,21;-0,38;-0,58;25.439.770,20
AERI3;3,07;0,67;49,63;2,36;0,76;11,08;8,41;2,02;11,92;15,51;3,71;0,73;1,00;1,91;-2,08;2,65;4,76;1,53;7,66;0,32;0,68;0,76;;;7.678.929,88;1,30;0,06;-0,82;2.329.288.906,24
AESB3;10,58;0,57;10,79;1,60;0,41;22,78;14,53;25,41;18,87;34,24;15,34;1,30;2,74;2,79;-0,53;2,91;14,79;3,81;-2,70;0,26;0,64;0,15;;;16.057.625,88;6,63;0,98;;5.216.328.847,00
AFLT3;8,88;4,80;5,47;2,19;2,00;87,03;84,24;81,52;5,29;5,10;-0,19;-0,08;4,46;9,54;-2,60;10,78;39,98;36,56;39,43;0,91;0,09;0,45;30,86;48,28;4.739,11;4,06;1,62;0,01;560.192.136,00
AGRO3;26,25;17,67;3,33;1,09;0,77;39,85;35,81;58,48;5,44;5,56;0,14;0,03;1,95;1,89;-1,58;4,91;32,67;23,09;14,65;0,71;0,29;0,39;55,29;151,67;20.277.630,35;24,12;7,88;0,01;2.677.158.759,20
AGXY3;7,60;2,21;14,65;0,93;0,14;11,21;3,14;1,04;4,85;8,73;3,84;0,73;0,15;3,59;-0,82;1,05;6,32;0,99;7,19;0,16;0,84;0,95;;;598.415,13;8,20;0,52;;1.310.227.665,63
AHEB3;27,50;;-6,89;-3,99;0,78;39,70;-3,15;-17,13;-37,41;-35,38;2,32;;1,18;26,04;-1,09;1,12;-57,95;-11,38;10,67;-0,20;1,20;0,66;-1,24;;4.125,00;-6,89;-3,99;0,25;236.820.517,90
AHEB5;22,00;;-5,51;-3,19;0,63;39,70;-3,15;-17,13;-29,93;-35,38;2,32;;0,94;20,83;-0,87;1,12;-57,95;-11,38;10,67;-0,20;1,20;0,66;-1,24;;2.348,50;-6,89;-3,99;0,20;236.820.517,90
AHEB6;41,20;;-10,32;-5,98;1,17;39,70;-3,15;-17,13;-56,04;-35,38;2,32;;1,77;39,02;-1,64;1,12;-57,95;-11,38;10,67;-0,20;1,20;0,66;-1,24;;;-6,89;-3,99;0,38;236.820.517,90
ALLD3;10,70;12,45;3,77;0,65;0,25;13,72;6,66;4,42;2,50;3,20;0,73;0,19;0,17;1,10;-0,83;1,48;17,24;6,66;19,90;0,39;0,61;1,51;;;1.025.053,35;16,45;2,84;0,13;984.409.345,92
ALPA3;17,75;2,23;20,52;2,24;1,36;48,45;13,31;14,87;22,92;21,25;-3,05;-0,30;3,05;8,15;-2,87;1,47;10,93;6,65;8,79;0,61;0,38;0,45;-0,53;10,32;91.618,38;7,91;0,87;0,15;12.856.119.205,79
ALPA4;20,07;2,17;23,20;2,54;1,54;48,45;13,31;14,87;25,92;21,25;-3,05;-0,30;3,45;9,22;-3,24;1,47;10,93;6,65;8,79;0,61;0,38;0,45;-0,53;10,32;102.479.076,25;7,91;0,87;0,16;12.856.119.205,79
ALPK3;1,92;;-2,03;0,80;0,16;26,64;0,11;-22,18;394,73;1.627,33;1.232,60;2,51;0,45;-0,79;-0,18;0,29;-39,61;-8,01;-0,09;0,20;0,80;0,36;;;906.846,25;2,39;-0,94;0,56;411.698.924,16
ALSO3;16,76;2,29;15,42;0,65;0,38;69,41;55,68;28,66;7,94;4,67;-3,24;-0,27;4,42;2,64;-0,48;3,64;4,23;2,48;6,45;0,58;0,32;0,09;22,33;24,57;38.676.206,90;25,69;1,09;0,09;4.443.720.848,16
ALUP11;25,33;4,86;6,07;1,05;0,28;78,20;77,23;24,89;1,96;4,06;2,10;1,13;1,51;3,75;-0,34;1,78;17,26;4,60;15,12;0,27;0,60;0,18;27,49;31,52;24.439.007,75;24,17;4,17;0,48;7.434.350.964,84
ALUP3;8,50;4,82;6,11;1,05;0,28;78,20;77,23;24,89;1,97;4,06;2,10;1,13;1,52;3,78;-0,34;1,78;17,26;4,60;15,12;0,27;0,60;0,18;27,49;31,52;95.245,15;8,06;1,39;0,49;7.434.350.964,84
ALUP4;8,45;4,85;6,07;1,05;0,28;78,20;77,23;24,89;1,96;4,06;2,10;1,13;1,51;3,76;-0,34;1,78;17,26;4,60;15,12;0,27;0,60;0,18;27,49;31,52;124.318,68;8,06;1,39;0,48;7.434.350.964,84
AMAR3;2,03;;-4,67;0,64;0,21;44,23;-0,85;-5,52;-30,50;-86,34;-56,59;1,18;0,26;1,71;-0,42;1,32;-13,62;-4,46;-4,51;0,33;0,67;0,81;-2,41;;11.360.921,25;3,19;-0,43;;678.814.428,60
AMBP3;23,10;1,31;16,39;2,53;0,44;21,59;16,99;6,58;6,34;11,83;5,51;2,19;1,08;2,06;-0,71;2,26;15,40;2,68;7,10;0,17;0,80;0,41;;;32.192.552,20;9,15;1,41;0,12;2.602.035.947,52
