TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
ABCP11;73,66;0,700000;9,37;101,73;0,72;64.962,24;2,34;1,49;3,82;479.067.095,27;15.729,00;Passiva;4.709.082,00
AFHI11;95,70;0,930000;12,18;96,20;0,99;1.311.844,95;5,73;-8,76;1,42;438.272.622,19;41.366,00;Ativa;4.555.618,00
AIEC11;49,52;0,730000;17,81;84,58;0,59;501.486,24;3,51;-0,11;-11,53;408.101.518,31;18.312,00;Ativa;4.824.987,00
AJFI11;7,42;0,070000;10,38;12,26;0,61;626.290,10;3,88;;;387.598.451,42;13.583,00;Ativa;31.625.978,00
ALMI11;600,01;3,000000;1,54;2.169,68;0,28;23.065,38;3,78;;-16,26;241.219.064,41;2.121,00;Passiva;111.177,00
ALZC11;94,00;1,176679;7,45;63,81;1,47;114.680,90;3,50;;;118.155.565,38;8.102,00;;1.851.786,00
ALZM11;7,39;0,085000;14,26;8,13;0,91;187.159,48;7,85;-3,47;-54,65;123.361.609,59;11.527,00;Ativa;15.180.540,00
ALZR11;103,80;0,745710;8,98;106,12;0,98;2.055.020,95;22,73;-12,04;-2,14;1.297.433.532,74;154.920,00;Ativa;12.226.625,00
ANCR11B;3.221,00;1,757992;1,32;109,26;29,48;3.221,00;0,66;;;2.921.066.840,67;134,00;Ativa;26.735.046,00
APTO11;9,34;0,090000;11,56;9,99;0,93;17.585,71;19,91;;;46.054.357,68;9.378,00;Ativa;4.612.227,00
APXM11;99,99;0,488500;6,97;96,19;1,04;11.944,62;1,15;;;169.295.720,61;371,00;;1.760.000,00
APXR11;100,00;;0,00;80,31;1,25;0,00;0,84;;;8.799.515,30;130,00;;109.567,00
APXU11;0,00;;0,00;87,80;;;95,13;;;8.915.878,15;40,00;Ativa;101.542,00
AQLL11;385,03;;0,00;941,85;0,41;;0,07;;;137.339.086,84;84,00;Ativa;145.817,00
ARFI11B;479,99;;0,00;63,81;7,52;;3,50;;;118.155.565,38;8.102,00;;1.851.786,00
AROA11;1,07;0,006300;6,77;0,99;1,08;6.462,05;1,46;;;165.689.796,72;3.082,00;Ativa;167.926.832,00
ARRI11;8,66;0,090000;13,74;8,61;1,01;668.849,24;11,36;-9,89;-2,52;167.158.045,79;26.794,00;Ativa;19.424.415,00
ARXD11;89,89;1,000000;13,68;97,92;0,92;220.055,00;2,66;;;64.126.052,21;539,00;Ativa;654.895,00
ASMT11;37,07;0,770000;0,00;91,03;0,41;2.649,48;3,43;;-28,85;98.432.069,18;474,00;Ativa;1.081.257,00
ASRF11;10.882,00;256,328699;0,00;9.590,75;1,13;518,19;12,50;;;28.215.974,04;68,00;Ativa;2.942,00
ATCR11;0,00;0,228494;0,00;74,02;;;1,26;;;68.759.519,84;33,00;Ativa;928.908,00
ATSA11;53,54;0,500000;2,28;76,66;0,70;1.855,90;1,32;17,56;-18,74;134.250.785,31;289,00;Passiva;1.751.141,00
ATWN11;0,00;;0,00;2.066,04;;;0,34;;;332.130.830,08;2,00;Passiva;160.757,00
AURB11;82,25;0,200000;0,61;77,20;1,07;7,81;1,61;;;69.367.039,80;20,00;Ativa;898.514,00
AZPE11;0,00;;0,00;10,08;;;1,80;;;37.586.563,62;7,00;;3.730.000,00
AZPL11;7,65;0,075000;2,68;9,95;0,77;586.395,67;23,35;;;181.226.994,55;6.089,00;;18.209.646,00
BARI11;74,50;0,760000;12,46;92,28;0,81;590.038,57;9,98;-14,21;-9,18;427.626.205,56;39.849,00;Ativa;4.634.191,00
BBFI11;398,01;100,414494;75,99;864,77;0,46;286.738,19;34,00;1,24;-44,29;112.420.203,16;7.482,00;Passiva;130.000,00
BBFO11;67,46;0,630000;11,55;77,47;0,87;365.324,43;0,29;-4,94;-1,42;310.194.778,01;6.844,00;Passiva;4.003.900,00
BBIG11;9,32;0,080000;4,29;9,70;0,96;988.677,81;7,00;;;961.547.228,21;24.833,00;Ativa;99.120.994,00
BBIM11;0,00;0,340000;0,00;8,94;;;95,05;-24,05;;9.251.289,56;20,00;Ativa;1.035.000,00
BBRC11;111,27;1,110000;12,02;102,82;1,08;91.777,86;5,80;5,21;4,48;163.485.205,46;9.567,00;Passiva;1.590.000,00
BCFF11;7,54;0,070000;11,27;9,33;0,81;2.954.466,57;4,07;1,38;-4,44;1.880.576.278,76;355.128,00;Ativa;201.491.024,00
BCIA11;91,00;0,870000;11,38;102,13;0,89;1.069.215,24;3,06;7,45;3,16;379.810.891,17;28.300,00;Ativa;3.719.038,00
BCRI11;63,83;0,760000;16,32;87,33;0,73;531.000,29;8,95;-15,52;-14,92;546.529.312,13;44.149,00;Ativa;6.257.873,00
BETW11;0,00;0,509259;0,00;100,47;;;0,08;;;251.637.393,20;1,00;;2.504.500,00
BICE11;850,01;4,520000;10,57;1.016,94;0,84;794,90;11,68;;;106.628.579,91;115,00;Ativa;104.852,00
BICR11;36,10;0,270000;7,20;44,33;0,81;5.854,05;34,47;-15,41;-28,00;22.167.440,02;668,00;Ativa;500.000,00
BIME11;7,27;0,086000;13,43;8,58;0,85;74.030,19;0,81;;;50.182.642,08;8.800,00;Ativa;5.845.602,00
BIPD11;915,10;73,070000;7,98;1.003,30;0,91;0,00;4,33;;;79.658.323,29;111,00;Ativa;79.396,00
BIPE11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;1.851.786,00
BLCA11;97,99;0,500000;19,04;120,30;0,81;95.785,95;4,54;;;192.476.153,34;492,00;Ativa;1.600.000,00
BLCP11;91,00;0,563428;0,00;63,81;1,43;;3,50;;2,03;118.155.565,38;8.102,00;;1.851.786,00
BLMC11;85,75;1,070000;4,43;63,81;1,34;150.671,33;3,50;-0,67;-4,93;118.155.565,38;8.102,00;;1.851.786,00
BLMG11;36,77;0,500000;13,92;71,55;0,51;663.601,29;0,74;-16,60;-26,16;305.430.101,56;14.018,00;Ativa;4.268.807,00
BLMO11;83,00;0,450000;265,58;104,04;0,80;90.288,90;2,85;;;103.497.529,61;384,00;Ativa;994.814,00
BLMR11;6,78;0,053000;0,78;63,81;0,11;1.157.702,33;3,50;;-4,07;118.155.565,38;8.102,00;;1.851.786,00
BLOG11;10,00;0,070000;4,60;10,19;0,98;384,60;0,42;;;145.326.853,42;4,00;Ativa;14.257.443,00
BLUR11;99,99;0,600000;9,39;85,16;1,17;4.519,10;5,01;;;7.664.147,31;141,00;Ativa;90.000,00
BMII11;0,00;0,228341;0,00;452,82;;;0,86;;;67.832.490,06;12,00;Passiva;149.800,00
BMLC11;101,18;0,700000;8,64;98,84;1,02;40.693,14;5,46;1,01;5,78;98.684.925,72;1.399,00;Ativa;998.405,00
BNFS11;115,10;1,366501;14,24;84,58;1,36;114.947,14;6,90;0,00;-0,61;59.206.508,16;5.414,00;Ativa;700.000,00
BPFF11;64,18;0,620000;11,59;75,32;0,85;279.918,19;5,86;-2,06;-0,87;338.353.496,14;21.168,00;Ativa;4.492.326,00
BPLC11;0,00;14,420464;0,00;10.272,76;;;1,87;;;328.728.458,96;114,00;Ativa;32.000,00
BPML11;79,40;1,070000;11,46;129,59;0,61;3.009.840,48;22,74;;0,02;964.399.819,24;6.225,00;Ativa;7.441.745,00
BPRP11;107,50;0,925000;9,40;125,57;0,86;1.179,95;0,19;2,64;2,66;169.496.975,27;171,00;Passiva;1.349.837,00
BRCO11;106,35;0,870000;10,03;118,87;0,89;2.907.465,14;1,05;10,45;2,88;1.890.710.822,60;121.430,00;Ativa;15.905.133,00
BRCR11;44,80;0,500000;12,39;89,32;0,50;1.517.861,48;0,93;-1,51;-13,29;2.379.410.884,24;135.534,00;Ativa;26.638.202,00
BREV11;105,00;0,580000;0,00;63,81;1,65;177.379,33;3,50;8,81;3,39;118.155.565,38;8.102,00;;1.851.786,00
BRHT11B;86,80;;0,00;67,12;1,29;;2,50;;;123.612.342,78;11,00;Ativa;1.841.677,00
BRIM11;1.100,00;56,200000;27,14;804,52;1,37;47.866,05;7,36;;;99.870.648,48;302,00;Ativa;124.137,00
BRIP11;949,89;26,060000;31,31;1.006,60;0,94;17.922,14;3,28;;1,47;216.897.236,91;286,00;Ativa;215.475,00
BRIX11;1.673,35;;0,00;1.039,99;1,61;0,00;9,85;;;123.483.885,20;93,00;Ativa;118.735,00
BRLA11;148,00;1,150000;8,40;169,18;0,87;21.194,28;2,15;4,00;;630.624.018,09;330,00;Passiva;3.727.434,00
BROF11;46,83;0,430000;13,25;108,54;0,43;648.167,48;0,49;;;1.260.267.608,42;10.288,00;;11.610.812,00
BROL11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;1.851.786,00
BRSE11;0,00;;0,00;18.464,57;;;2,37;;;36.929.140,98;12,00;Ativa;2.000,00
BTAL11;72,70;0,840000;12,15;112,67;0,65;696.129,52;2,61;-3,45;-8,00;674.069.640,20;42.323,00;Ativa;5.982.736,00
BTCI11;9,31;0,090000;12,02;10,04;0,93;1.974.330,14;20,72;-5,60;4,10;998.958.585,38;180.045,00;Ativa;99.521.172,00
BTCR11;88,00;0,900000;0,00;63,81;1,38;244.777,71;3,50;32,78;-1,52;118.155.565,38;8.102,00;;1.851.786,00
BTHI11;36,04;0,310000;11,03;63,02;0,57;55.238,10;2,89;-1,55;-26,83;580.920.947,67;1.073,00;Ativa;9.218.512,00
BTHI12;45,00;0,560000;0,00;63,02;0,71;;2,89;;-5,95;580.920.947,67;1.073,00;Ativa;9.218.512,00
BTLG11;97,20;0,780000;8,69;104,57;0,93;10.037.602,86;40,70;1,61;-2,14;4.522.754.326,38;354.297,00;Ativa;43.249.151,00
BTML11;103,03;0,850000;8,01;115,51;0,89;0,00;4,36;;;131.121.732,66;1,00;Ativa;1.135.160,00
BTRA11;39,00;0,300000;11,44;110,62;0,35;296.734,62;7,90;-22,78;-23,71;372.183.915,22;15.388,00;Ativa;3.364.559,00
BTSG11;159,06;0,950000;6,97;145,27;1,09;22,81;0,81;;;112.590.011,96;110,00;Ativa;775.015,00
BTSI11;112,35;0,750000;7,90;107,56;1,04;16,05;4,13;;;452.623.315,75;174,00;Ativa;4.208.067,00
BTWR11;118,84;0,600000;6,32;113,76;1,04;14.283,38;1,04;16,57;;92.058.531,09;119,00;Ativa;809.269,00
BTYU11;10,13;0,168000;6,88;10,31;0,98;1,95;24,97;;;206.103.559,97;62,00;Ativa;20.000.000,00
BVAR11;1.450,00;4,000000;8,41;865,17;1,68;523,05;0,49;-5,18;;541.195.497,05;130,00;Passiva;625.540,00
BZEL11;0,00;5,092421;0,00;143,41;;;0,30;;;507.408.095,47;3,00;Ativa;3.538.046,00
BZLI11;19,78;;0,00;18,25;1,08;29,00;0,04;;6,23;797.368.839,83;19,00;Ativa;43.687.941,00
CACR11;101,70;1,320000;16,28;98,63;1,03;1.633.895,48;16,62;-2,29;-1,36;476.987.522,97;24.745,00;Ativa;4.836.324,00
CARE11;1,46;0,008385;0,00;7,00;0,21;9.013,33;2,33;;-21,34;250.509.603,82;11.454,00;Ativa;35.769.919,00
CBOP11;25,57;0,050000;5,08;71,75;0,36;8.884,05;0,90;-46,58;-25,72;101.527.431,94;2.695,00;Passiva;1.415.000,00
CCLB11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;1.851.786,00
CCME11;8,99;0,080000;11,46;10,66;0,84;870.275,00;8,74;;;722.573.207,55;4.371,00;Ativa;67.797.053,00
CCRF11;92,50;0,632531;0,68;63,81;1,45;1.276,82;3,50;;-2,40;118.155.565,38;8.102,00;;1.851.786,00
CCVA11;100,07;0,445344;1,40;100,58;0,99;291.870,83;0,85;;;62.110.214,30;2,00;;617.500,00
CENU11;100,00;;0,00;98,19;1,02;0,00;2,59;;;111.910.812,76;16,00;Ativa;1.139.780,00
CEOC11;41,00;0,450000;12,69;72,49;0,57;51.149,43;2,43;-3,49;-11,26;131.617.438,26;4.602,00;Passiva;1.815.696,00
CFHI11;636,00;14,000000;28,40;635,68;1,00;0,00;1,81;;;60.135.675,45;103,00;Ativa;94.600,00
CFII11;952,60;47,400000;11,76;1.041,01;0,92;0,00;9,33;;;105.541.742,71;105,00;Ativa;101.384,00
CIXM11;9,04;0,110000;11,95;36,64;0,25;220.499,50;0,19;;;224.500.405,64;108,00;Ativa;6.127.180,00
CIXR11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;1.851.786,00
CJCT11;58,25;0,090000;2,90;71,84;0,81;16.550,52;0,25;-10,66;-4,77;225.564.986,56;994,00;Passiva;3.140.000,00
CJFI11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;1.851.786,00
CLIN11;90,65;0,950000;13,28;98,16;0,92;1.308.304,62;7,01;;;426.680.531,97;11.165,00;Ativa;4.346.763,00
CNES11;1,25;0,006281;7,61;7,68;0,16;66.967,67;5,30;-3,88;-27,94;262.126.582,96;115.514,00;Ativa;34.134.825,00
COPP11;103,00;0,750000;0,73;111,64;0,92;1.827.632,00;1,12;;;261.292.001,15;126,00;Ativa;2.340.492,00
CPFF11;65,01;0,600000;11,86;79,52;0,82;294.845,14;0,08;2,45;-6,05;203.018.513,08;8.432,00;Ativa;2.553.074,00
CPFO11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;1.851.786,00
