TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
ABCP11;75,14;0,700000;9,32;101,61;0,74;64.219,48;2,23;1,47;6,47;478.490.392,68;15.668,00;Passiva;4.709.082,00
AFHI11;95,38;0,930000;12,10;95,58;1,00;1.169.511,29;9,19;-8,97;0,90;435.416.167,85;42.404,00;Ativa;4.555.618,00
AIEC11;44,33;0,620000;19,58;84,75;0,52;672.582,81;3,71;-1,13;-13,98;408.907.306,13;18.699,00;Ativa;4.824.987,00
AJFI11;7,45;0,070000;11,27;12,25;0,61;620.839,57;0,70;;;387.523.963,60;13.438,00;Ativa;31.625.978,00
ALMI11;585,40;5,000000;2,44;2.172,91;0,27;26.478,81;4,23;;-16,77;241.578.065,81;2.105,00;Passiva;111.177,00
ALZC11;94,99;1,250000;8,69;63,81;1,49;262.398,57;3,50;;;118.155.565,38;8.102,00;;1.851.786,00
ALZM11;7,24;0,085000;14,63;8,07;0,90;222.300,24;4,88;-3,98;-54,95;122.568.479,22;12.022,00;Ativa;15.180.540,00
ALZR11;101,11;0,731999;9,12;105,55;0,96;1.998.977,71;21,73;-12,70;1,34;1.290.578.615,61;157.190,00;Ativa;12.226.625,00
ANCR11B;3.221,00;1,570972;1,37;108,04;29,81;3.221,00;0,62;;;2.888.364.010,09;137,00;Ativa;26.735.046,00
APTO11;9,17;0,090000;11,78;9,99;0,92;66.945,90;19,91;;;46.054.357,68;9.378,00;Ativa;4.612.227,00
APXM11;98,46;0,473638;7,18;97,28;1,01;129.612,10;0,82;;;217.304.809,90;468,00;;2.233.749,00
APXR11;100,00;;0,00;79,99;1,25;0,00;0,47;;;8.763.816,05;130,00;;109.567,00
APXU11;0,00;;0,00;88,43;;;94,67;;;8.979.090,11;40,00;Ativa;101.542,00
AQLL11;385,03;;0,00;939,49;0,41;;0,06;;;136.994.582,70;84,00;Ativa;145.817,00
ARFI11B;479,99;;0,00;63,81;7,52;;3,50;;;118.155.565,38;8.102,00;;1.851.786,00
AROA11;1,12;0,006200;6,52;0,99;1,13;9.137,00;1,49;;;165.880.674,15;3.432,00;Ativa;167.926.832,00
ARRI11;8,56;0,090000;13,90;8,57;1,00;500.553,38;13,32;-9,31;-0,73;168.402.861,21;26.931,00;Ativa;19.646.886,00
ARXD11;8,70;0,100000;14,14;97,13;0,09;159.098,71;3,22;;;63.612.338,86;561,00;Ativa;654.895,00
ASMT11;36,50;0,770000;0,00;91,33;0,40;1.060,52;3,81;;-28,57;98.751.193,07;464,00;Ativa;1.081.257,00
ASRF11;10.942,00;256,328699;0,00;9.415,57;1,16;71.949,62;10,65;;;27.700.614,03;68,00;Ativa;2.942,00
ATCR11;0,00;0,228494;0,00;73,84;;;1,10;;;68.591.012,89;33,00;Ativa;928.908,00
ATSA11;51,07;0,500000;2,39;76,54;0,67;1.397,48;1,90;17,56;-19,98;134.036.990,82;290,00;Passiva;1.751.141,00
ATWN11;0,00;;0,00;2.073,95;;;0,71;;;333.401.376,91;2,00;Passiva;160.757,00
AURB11;78,00;0,200000;0,64;76,30;1,02;31,43;0,36;;;68.553.124,23;18,00;Ativa;898.514,00
AZPE11;0,00;;0,00;10,12;;;1,81;;;70.154.733,72;7,00;Ativa;6.930.000,00
AZPL11;7,10;0,082000;4,04;9,89;0,72;623.514,81;0,67;;;180.094.907,84;6.164,00;Ativa;18.209.646,00
BARI11;73,82;0,710000;12,75;91,74;0,80;553.857,19;11,09;-13,52;-8,63;425.121.914,57;39.587,00;Ativa;4.634.191,00
BBFI11;370,80;100,414494;79,57;867,22;0,43;81.703,05;28,60;1,24;-43,04;112.738.252,88;7.329,00;Passiva;130.000,00
BBFO11;64,88;0,620000;12,01;77,47;0,84;269.587,86;0,29;-4,94;-0,64;310.194.778,01;6.844,00;Passiva;4.003.900,00
BBIG11;8,10;0,085000;5,99;9,70;0,84;1.217.996,38;7,00;;;961.547.228,21;24.833,00;Ativa;99.120.994,00
BBIM11;0,00;0,340000;0,00;0,13;;;169,64;-24,05;;137.368,96;20,00;Ativa;1.035.000,00
BBRC11;106,89;1,110000;12,49;111,96;0,95;117.686,24;5,25;4,95;6,77;178.015.552,66;9.493,00;Passiva;1.590.000,00
BCFF11;7,28;0,070000;11,67;9,13;0,80;2.524.990,05;6,48;1,07;-2,27;1.839.257.143,48;356.269,00;Ativa;201.491.024,00
BCIA11;87,55;0,840000;11,82;102,13;0,86;615.725,00;3,06;6,91;2,50;379.810.891,17;28.300,00;Ativa;3.719.038,00
BCRI11;63,24;0,840000;14,69;87,33;0,72;492.162,14;8,95;-14,97;-14,13;546.529.312,13;44.149,00;Ativa;6.257.873,00
BETW11;0,00;0,509259;0,00;100,46;;;0,12;;;251.600.631,09;1,00;;2.504.500,00
BICE11;950,00;4,930000;9,30;1.024,66;0,93;344,29;9,78;;-0,64;122.296.559,14;119,00;Ativa;119.353,00
BICR11;35,92;0,363000;6,86;44,33;0,81;402,29;34,47;-18,17;-26,90;22.167.440,02;668,00;Ativa;500.000,00
BIME11;7,20;0,087000;13,65;8,58;0,84;53.061,19;0,44;-9,13;;50.169.666,70;8.945,00;Ativa;5.845.602,00
BIPD11;915,10;73,070000;7,98;999,82;0,92;0,00;16,05;;;79.381.822,14;111,00;Ativa;79.396,00
BIPE11;1.000,00;;0,00;63,81;15,67;277,78;3,50;;;118.155.565,38;8.102,00;;1.851.786,00
BLCA11;97,51;0,500000;19,08;119,26;0,82;55.361,57;5,25;42,09;;190.814.526,77;499,00;Ativa;1.600.000,00
BLCP11;91,00;0,563428;0,00;63,81;1,43;;3,50;;3,12;118.155.565,38;8.102,00;;1.851.786,00
BLMC11;85,75;1,070000;3,63;63,81;1,34;150.671,33;3,50;-0,67;-4,80;118.155.565,38;8.102,00;;1.851.786,00
BLMG11;33,28;0,500000;14,90;70,23;0,47;753.782,43;1,84;-17,20;-27,03;299.788.809,70;14.148,00;Ativa;4.268.807,00
BLMO11;72,90;0,450000;154,84;104,02;0,70;35.185,52;2,81;;;103.478.787,38;397,00;Ativa;994.814,00
BLMR11;6,78;0,053000;0,00;63,81;0,11;1.157.702,33;3,50;;-2,65;118.155.565,38;8.102,00;;1.851.786,00
BLOG11;10,50;0,070000;4,38;10,20;1,03;392,86;0,36;;;145.432.458,26;4,00;Ativa;14.257.443,00
BLUR11;71,03;0,600000;12,05;84,50;0,84;1.875,24;6,17;;;7.604.839,18;1,00;Ativa;90.000,00
BMII11;0,00;0,228341;0,00;451,22;;;1,06;;;67.954.121,72;12,00;Passiva;150.600,00
BMLC11;99,30;0,720000;8,76;99,24;1,00;34.780,57;5,90;0,15;4,87;99.077.569,99;1.384,00;Ativa;998.405,00
BNFS11;103,90;1,361859;15,74;84,47;1,23;114.595,48;6,91;-0,57;-3,44;59.129.173,28;114.536,00;Ativa;700.000,00
BPFF11;60,50;0,600000;12,26;73,15;0,83;319.016,43;6,01;-2,36;-0,56;328.607.977,19;21.211,00;Ativa;4.492.326,00
BPLC11;0,00;14,420464;0,00;10.266,68;;;1,69;;;328.533.893,90;114,00;Passiva;32.000,00
BPML11;79,50;1,070000;12,79;129,15;0,62;733.756,00;22,28;;1,94;961.122.014,82;6.147,00;Ativa;7.441.745,00
BPRP11;107,50;0,925000;8,56;125,57;0,86;614,29;0,19;2,64;5,82;169.496.975,27;171,00;Passiva;1.349.837,00
BRCO11;103,88;0,870000;10,24;118,91;0,87;3.425.647,00;0,98;9,88;5,78;1.891.275.643,49;120.569,00;Ativa;15.905.133,00
BRCR11;43,66;0,500000;12,92;89,17;0,49;1.432.256,67;0,89;-1,04;-10,10;2.375.457.375,38;133.840,00;Ativa;26.638.202,00
BREV11;105,00;0,580000;0,00;63,81;1,65;278.738,95;3,50;8,81;3,40;118.155.565,38;8.102,00;;1.851.786,00
BRHT11B;86,80;;0,00;67,09;1,29;;2,43;;;123.557.186,66;11,00;Ativa;1.841.677,00
BRIM11;1.029,00;48,330000;33,31;754,06;1,36;31.616,38;13,96;;;93.606.557,34;330,00;Ativa;124.137,00
BRIP11;947,99;32,150000;32,72;977,85;0,97;12.188,86;3,30;;;210.701.788,81;305,00;Ativa;215.475,00
BRIX11;1.673,35;;0,00;1.037,09;1,61;0,00;10,48;;;123.139.299,33;101,00;Ativa;118.735,00
BROF11;48,00;0,440000;12,72;108,66;0,44;293.844,67;0,55;;;1.261.652.855,07;10.228,00;;11.610.812,00
BROL11;0,00;;0,00;63,81;;;3,50;;;118.155.565,38;8.102,00;;1.851.786,00
BRSE11;0,00;;0,00;18.447,74;;;1,66;;;36.895.476,72;12,00;Ativa;2.000,00
BTAL11;70,69;0,840000;12,68;112,44;0,63;548.379,81;2,67;-3,07;-6,91;672.696.794,75;42.074,00;Ativa;5.982.736,00
BTCI11;9,04;0,091000;12,31;10,04;0,90;1.719.664,24;20,72;-5,98;3,26;998.958.585,38;180.045,00;Ativa;99.521.172,00
