TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
FOFT11;123,00;0,00;1,12;;5,10;-47,71;11,39;131.819.480,59;3.846,00;Ativa;
TBOF11;15,56;0,00;172,89;;48,87;72,22;-41,82;905.052,51;9.169,00;Passiva;
MGCR11;84,99;11,48;0,89;114.384,34;3,23;;;136.040.564,39;2.116,00;Ativa;
VIDS11;0,00;0,00;;;14,11;;;59.107.889,07;712,00;Ativa;
ERCR11;76.000,00;13,23;1,02;15.032.672,00;0,15;;;177.302.795,70;11,00;Passiva;
IBFF11;58,50;9,28;0,84;159.035,03;5,60;;;46.653.436,14;4.918,00;Ativa;
GTLG11;99,99;2,10;1,01;49.155,05;4,61;;;711.152.630,95;58,00;Ativa;
VOTS11;84,01;7,57;0,86;5.139,55;16,57;6,59;-5,15;81.087.297,42;300,00;Ativa;
RBRY11;103,68;9,85;1,00;785.908,66;6,87;;;353.780.750,14;11.425,00;Ativa;
SPTW11;46,07;32,45;0,93;261.528,53;5,91;22,53;-15,16;89.355.196,77;19.604,00;Passiva;
MXRF11;9,92;9,38;0,98;5.750.486,47;5,60;1,48;-0,60;2.281.190.098,57;479.117,00;Ativa;
PORD11;92,89;12,08;0,93;652.025,16;7,15;;-4,00;369.263.819,76;13.877,00;Ativa;
SPAF11;0,00;0,00;;;5,51;;;11.361.778,22;1,00;Ativa;
PABY11;11,80;0,00;;453,19;;;-16,68;-8.087.496,57;426,00;Passiva;
VTPL11;0,00;0,00;;;2,63;;;116.637.204,54;54,00;Passiva;
HSRE11;99,00;5,81;1,02;2.119.115,95;2,33;;;830.837.526,52;71,00;Ativa;
PLRI11;38,54;7,60;0,87;7.850,56;2,52;-9,65;-21,20;42.110.172,08;773,00;Ativa;
BICE11;1.100,00;6,14;1,23;94.520,00;16,63;;;9.889.299,34;89,00;Ativa;
BNFS11;124,70;10,63;1,20;41.853,26;5,18;8,42;0,39;72.837.554,95;3.427,00;Ativa;
VISC11;100,54;5,73;0,86;2.126.625,74;2,84;-9,48;-2,34;2.058.292.486,22;201.784,00;Ativa;
RCFA11;0,47;0,00;0,29;13.760,50;0,01;;;18.120.273,43;3.617,00;Passiva;
NPAR11;12,15;347,39;0,65;4.313,71;8,07;;-53,42;2.228.572,42;720,00;Ativa;
BRLA11;147,00;8,04;0,91;173.449,67;0,16;;;240.018.351,65;130,00;Passiva;
DOVL11B;21,39;43,19;0,02;;2,65;;;71.043.452,33;51,00;Ativa;
RELG11;75,00;11,84;0,78;191.273,55;0,64;;;127.381.730,29;4.258,00;Ativa;
HBRH11;88,26;9,47;0,83;354.869,87;2,70;;;295.750.933,66;1.750,00;Ativa;
XBXO11;0,00;0,00;;;0,22;;;294.137.426,54;4,00;Ativa;
EDGA11;22,31;7,61;0,28;39.019,16;0,54;-14,34;-19,58;300.146.278,44;6.929,00;Passiva;
VTLT11;92,69;9,75;0,90;143.416,87;2,18;-2,29;;216.435.904,71;5.952,00;Ativa;
FCAS11;0,00;0,00;;;186,17;;;80.684.223,04;2,00;Passiva;
MGIM11;0,00;0,00;;;12,78;;;27.425.765,87;59,00;Ativa;
HSML11;77,08;6,60;0,81;1.968.904,76;1,69;;;1.501.075.388,34;119.603,00;Ativa;
OUJP11;88,47;11,05;0,87;522.739,58;6,97;-2,76;-5,08;330.555.871,85;21.286,00;Ativa;
SADI11;84,25;4,74;0,84;414.554,21;2,31;;;319.808.921,34;2.753,00;Ativa;
RBRL11;91,00;9,19;0,85;814.640,42;5,78;;;711.004.292,61;7.295,00;Ativa;
TSNC11;0,00;0,00;;;2,71;1,01;;100.054.756,88;66,00;Ativa;
KISU11;7,87;9,34;0,91;1.300.631,37;7,17;;;379.670.432,78;50.778,00;Ativa;
HLOG11;95,99;8,01;0,84;63.506,29;1,25;;;483.225.708,31;3.801,00;Ativa;
OURE11;86,70;12,08;0,95;116.902,18;21,49;13,91;-1,40;99.060.743,99;4.375,00;Ativa;
RCRI11B;1.200,00;4,87;3,28;1.200,00;70,80;;;18.639.596,10;149,00;Ativa;
RBFF11;57,50;10,07;0,90;377.341,45;1,41;0,00;;236.797.657,20;22.160,00;Ativa;
RBGS11;26,98;7,79;0,30;36.005,21;0,52;3,36;-13,85;97.865.283,71;2.808,00;Passiva;
RBBV11;100,00;33,09;0,99;239.178,74;1,01;75,40;10,66;126.470.249,69;3.475,00;Passiva;
VERE11;233,49;11,04;0,74;;8,04;10,62;;174.069.216,31;53,00;Ativa;
HBTT11;1.055,00;0,00;;;;;;0,00;0,00;Ativa;
HMOC11;226,95;65,16;0,95;69.159,67;0,67;122,18;5,19;91.223.530,50;209,00;Passiva;
FVBI11;94,97;0,00;;;;142,93;-8,51;0,00;0,00;Passiva;
GRLV11;104,51;0,00;17,51;;2.489,44;135,25;1,88;6.407.890,29;2.604,00;Passiva;
FAED11;143,00;9,89;0,67;81.366,32;1,58;-8,35;-11,60;137.412.142,23;5.078,00;Passiva;
BRIP11;1.000,00;0,00;1,02;800.000,00;15,45;;;116.509.691,29;232,00;Ativa;
RFOF11;75,77;10,17;0,95;157.671,92;0,53;;;85.709.079,16;6.670,00;Ativa;
SIGR11;0,00;0,00;;;43,34;;;23.649.238,22;50,00;Ativa;
NVIF11B;227,50;0,78;1,26;;18,43;;;60.762.463,20;7,00;Ativa;
CORM11;102,99;8,69;1,11;4.166,21;13,37;;;85.361.211,11;220,00;Ativa;
HGBS11;182,40;4,60;0,83;1.772.436,82;0,54;-22,64;-9,15;2.112.312.883,11;80.403,00;Ativa;
HGPO11;236,21;6,00;0,88;379.792,47;4,85;;;472.698.435,50;10.068,00;Passiva;
KNCR11;100,71;5,01;1,00;12.969.585,45;17,25;-8,63;-1,66;3.943.715.974,84;78.290,00;Ativa;
AFHI11;97,50;7,60;0,98;846.177,08;2,33;;;176.825.735,80;5.607,00;Ativa;
PNDL11;0,00;0,00;;;58,69;;;25.513.822,66;46,00;Ativa;
LFTT11;109,79;7,15;1,80;356.013,17;27,65;;;428.081.221,15;393,00;Ativa;
RBRS11;64,98;7,57;0,70;38.744,87;12,49;;;129.875.170,09;1.187,00;Ativa;
IRIM11;110,80;3,58;1,12;34.691,63;1,64;;;129.732.965,13;293,00;Ativa;
EXES11;0,00;0,00;;;1,06;;;8.425.220,06;23,00;Ativa;
RVBI11;78,70;11,05;0,93;351.280,95;11,93;;;122.122.993,19;11.327,00;Ativa;
CTXT11;18,18;3,03;0,42;7.671,95;4,14;-23,80;64,96;113.108.757,92;3.772,00;Passiva;
BTLG11;104,23;7,79;1,05;4.279.826,53;17,78;19,69;11,32;1.522.704.994,65;148.424,00;Ativa;
PBLV11;926,98;8,93;0,68;;2,31;;;4.046.990.591,58;;Ativa;
FIIB11;453,02;8,44;1,03;347.358,53;1,61;6,62;2,19;303.500.566,33;16.760,00;Passiva;
RBDS11;8,99;26,19;0,35;985,39;23,70;18,99;-69,41;3.258.445,22;1.035,00;Ativa;
PLOG11;70,51;8,01;0,74;73.729,13;4,00;;;71.489.581,79;1.986,00;Ativa;
BPRP11;98,01;9,61;0,91;6.748,00;0,07;;;145.796.458,09;201,00;Passiva;
LSPA11;0,00;0,00;;;0,83;;;40.127.772,25;220,00;Ativa;
FISC11;165,00;1,37;1,07;;0,14;;;253.338.319,30;66,00;Ativa;
ANCR11B;3.366,00;2,68;1,00;3.366,00;1,95;;;1.515.627.958,78;58,00;Ativa;
ELDO11B;762,38;8,22;0,57;;0,22;15,29;;1.057.624.343,65;60,00;Passiva;
KNSC11;99,13;13,23;1,10;3.369.157,71;6,58;;;717.423.945,13;38.670,00;Ativa;
IDFI11;102,00;3,94;1,00;1.062.228,91;2,55;;;209.298.712,63;19,00;Ativa;
SAIC11B;36,05;0,00;0,67;36,00;5,42;;;77.406.275,53;51,00;Passiva;
BTCR11;92,11;9,14;0,93;562.285,18;5,16;3,87;-2,18;476.195.729,77;10.258,00;Ativa;
YUFI11;0,00;0,00;;;1,39;;;37.579.975,83;10,00;Ativa;
BRCO11;99,88;6,69;0,84;2.815.026,16;1,40;;;1.753.609.368,40;53.363,00;Ativa;
ORPD11;129,72;0,00;0,85;173,00;0,00;;1,24;44.184.093,81;30,00;Ativa;
RCRB11;140,71;7,18;0,71;431.690,63;2,14;12,52;-2,53;728.157.489,25;29.891,00;Ativa;
VGIR11;97,86;7,13;1,01;1.058.843,16;6,09;-8,39;-0,72;438.106.848,72;26.784,00;Ativa;
HUSI11;1.050,00;0,00;1,10;1.050,00;1,32;;;100.634.982,30;139,00;Ativa;
VTPA11;0,00;0,00;;;1,81;;;72.980.120,17;1,00;Ativa;
JPPC11;230,00;40,36;0,43;1.080,00;4,64;;;29.144.764,72;86,00;Ativa;
RBIR11;70,00;0,00;0,75;50.808,35;38,50;;;146.658.316,94;1.319,00;Ativa;
VCJR11;99,28;11,46;1,04;1.139.920,05;4,54;;;1.106.452.911,42;7.486,00;Ativa;
RBRM11;94.794,81;107,70;0,69;;0,97;;;73.566.671,14;54,00;Ativa;
PURB11;0,00;0,00;;;20,12;;;34.506.912,21;1,00;Ativa;
BZEL11;0,00;0,00;;;0,05;;;351.066.467,92;3,00;Ativa;
JRDM11;69,86;3,90;0,79;108.920,92;3,45;-22,32;-0,59;221.598.319,19;4.948,00;Passiva;
KEVE11;832,00;0,00;0,83;205.193,67;1,39;;;148.216.790,99;383,00;Passiva;
MCCI11;101,75;10,15;0,99;4.559.632,13;2,75;;;1.273.722.037,22;68.809,00;Ativa;
SARE11;69,99;10,01;0,71;840.616,00;5,62;;;906.186.117,12;12.418,00;Ativa;
XPML11;94,12;5,76;0,91;3.494.448,08;5,32;-8,61;-4,40;1.945.352.415,30;253.698,00;Ativa;
FISD11;0,00;0,00;;;0,00;;;112.103.878,39;25,00;Ativa;
ATCR11;0,00;0,00;;;0,80;;;72.674.450,29;33,00;Ativa;
SCPF11;7,59;2,86;0,60;4.488,66;2,21;-27,76;-12,11;53.497.376,28;4.537,00;Ativa;
XPCM11;22,50;20,81;0,41;117.521,63;3,11;-22,57;-38,13;133.587.253,96;31.171,00;Passiva;
ARRI11;95,27;14,52;1,03;355.924,84;7,57;;;97.931.960,81;4.947,00;Ativa;
ATWN11;0,00;0,00;;;0,59;;;93.179.733,20;2,00;Passiva;
BVAR11;0,00;0,00;;;0,91;31,72;;674.196.132,24;69,00;Passiva;
PRSN11B;0,51;5,37;1,38;2.922,34;16,01;;;19.002.842,36;1.244,00;Ativa;
ABCP11;68,11;6,88;0,75;86.943,92;1,48;-2,74;-7,42;1.119.462.962,71;19.172,00;Passiva;
LATR11B;150,00;12,22;12,99;1.236,67;112,81;;;1.433.757,76;163,00;Ativa;
NEWU11;30,44;0,00;0,50;2.929,92;0,25;58,77;;45.627.697,52;1.726,00;Ativa;
RZAK11;86,79;8,88;0,91;817.322,74;0,20;;;285.187.459,44;7.055,00;Ativa;
HSLG11;89,97;7,49;0,79;604.924,55;3,82;;;1.428.045.971,18;17.414,00;Ativa;
VCRR11;74,94;5,36;0,76;69.360,50;1,52;;;196.132.238,25;1.909,00;Ativa;
FAMB11B;975,12;0,00;0,28;50.719,11;6,77;-9,82;-23,98;360.414.709,44;3.191,00;Passiva;
