TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
AAIC;3,74;;72,75;0,53;0,12;100,00;41,92;8,04;13,95;105,05;91,10;3,45;5,85;;-0,12;;0,73;0,16;0,81;0,22;0,78;0,02;-28,23;;;7,08;0,05;;120.918.314,00
AAT;38,19;2,91;127,35;1,85;0,76;64,28;23,13;5,31;29,23;45,50;16,27;1,03;6,76;;-0,76;;1,45;0,60;2,72;0,41;0,59;0,11;4,57;-6,40;;20,69;0,30;;2.309.429.499,00
ABR;17,98;7,45;8,06;1,39;0,28;99,52;149,50;89,31;4,81;10,09;5,27;1,53;7,20;;-0,28;;17,31;3,50;9,12;0,20;0,80;0,04;13,13;30,09;;12,89;2,23;;2.556.355.046,00
ACC;49,88;3,77;602,94;2,29;0,92;50,10;14,90;1,31;53,11;81,20;28,09;1,21;7,91;;-0,92;;0,38;0,15;1,91;0,40;0,59;0,12;2,93;-8,89;;21,82;0,08;;6.938.652.172,00
ACRE;15,45;8,80;11,58;1,07;0,32;100,00;809,04;460,79;6,60;19,97;13,38;2,17;53,38;;-0,32;;9,23;2,78;4,91;0,30;0,70;0,01;-22,93;-8,62;;14,45;1,33;;726.177.810,00
ADC;70,19;4,17;49,69;1,55;1,02;87,58;49,43;32,93;33,11;42,27;9,16;0,43;16,37;;-1,02;;3,12;2,04;3,10;0,65;0,35;0,06;28,86;18,55;;45,25;1,41;;4.837.656.237,00
AFIN;8,30;12,81;-73,13;0,57;0,27;73,62;21,13;-4,23;14,63;38,84;24,21;0,94;3,09;;-0,27;;-0,78;-0,36;1,92;0,47;0,53;0,09;11,83;;;14,54;-0,11;;977.904.340,00
AFINO;26,69;3,71;-235,16;1,84;0,86;73,62;21,13;-4,23;47,03;38,84;24,21;0,94;9,94;;-0,86;;-0,78;-0,36;1,92;0,47;0,53;0,09;11,83;;;14,54;-0,11;;977.904.340,00
AFINP;27,23;6,89;-239,92;1,87;0,87;73,62;21,13;-4,23;47,98;38,84;24,21;0,94;10,14;;-0,87;;-0,78;-0,36;1,92;0,47;0,53;0,09;11,83;;;14,54;-0,11;;977.904.340,00
AGNC;16,01;8,99;4,36;0,79;0,11;;;;3,89;8,29;4,40;0,89;;;-0,11;;18,05;2,57;9,94;0,14;0,86;0,00;;;;20,32;3,67;;8.403.783.484,00
AGNCM;26,06;6,60;7,10;1,28;0,18;;;;6,33;8,29;4,40;0,89;;;-0,18;;18,05;2,57;9,94;0,14;0,86;0,00;;;;20,32;3,67;;8.403.783.484,00
AGNCN;26,21;6,68;7,14;1,29;0,18;;;;6,37;8,29;4,40;0,89;;;-0,18;;18,05;2,57;9,94;0,14;0,86;0,00;;;;20,32;3,67;;8.403.783.484,00
AGNCO;25,90;6,27;7,06;1,27;0,18;;;;6,29;8,29;4,40;0,89;;;-0,18;;18,05;2,57;9,94;0,14;0,86;0,00;;;;20,32;3,67;;8.403.783.484,00
AGNCP;25,34;6,04;6,91;1,25;0,18;;;;6,16;8,29;4,40;0,89;;;-0,18;;18,05;2,57;9,94;0,14;0,86;0,00;;;;20,32;3,67;;8.403.783.484,00
