TICKER;PRECO;ULTIMO DIVIDENDO;DY;VALOR PATRIMONIAL COTA;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO; N COTAS
SFND11;83,07;4,250000;5,12;9,61;8,64;;22,20;116,69;;9.431.204,11;54,00;Passiva;981.472,00
CRFF11;64,66;0,590000;8,27;86,70;0,78;45.404,70;2,08;0,36;-10,77;59.827.386,69;1.781,00;Ativa;690.040,00
CPFF11;68,79;0,620000;11,28;77,25;0,89;980.083,68;5,71;;;421.015.324,55;15.837,00;Ativa;5.449.778,00
XPCI11;92,93;1,220000;13,42;96,81;0,96;3.368.359,70;11,52;;;842.397.396,03;59.228,00;Ativa;8.701.552,00
CNES11;33,10;0,093710;3,90;87,31;0,38;18.602,23;5,53;-23,52;-26,38;257.492.273,62;2.072,00;Passiva;2.949.248,00
MFAI11;64,59;0,560000;14,04;75,22;0,85;40.675,78;1,09;;;23.120.336,18;3.826,00;Ativa;307.380,00
EDGA11;18,12;0,160790;8,80;66,19;0,27;40.114,48;0,94;-9,24;-28,32;252.333.209,57;6.463,00;Passiva;3.812.055,00
SALI11;0,00;;0,00;101,26;;;3,79;;;8.056.380,18;1,00;Passiva;79.565,00
THRA11;138,50;0,130000;32,55;9,54;14,52;53.642,50;140,47;90,73;-0,12;14.050.683,35;2.084,00;Passiva;1.472.728,00
KNHY11;104,42;1,750000;15,27;97,87;1,07;2.248.152,83;14,28;26,71;-8,24;1.809.753.635,54;14.041,00;Ativa;18.490.843,00
VIDS11;0,00;;0,00;910,03;;;10,43;;;53.924.989,25;199,00;Ativa;59.256,00
PATL11;77,73;0,580000;8,80;98,02;0,80;1.027.367,13;0,83;;;489.268.515,89;19.809,00;Ativa;4.991.535,00
JBFO11;85,67;0,590000;6,76;86,89;0,99;64.956,33;0,44;;;111.142.253,72;358,00;Ativa;1.279.070,00
BLUR11;104,65;1,030000;2,95;104,58;1,00;32.849,94;3,50;;;9.412.123,51;72,00;Ativa;90.000,00
SNCI11;102,95;1,400000;10,99;99,24;1,03;1.867.874,80;16,65;;;282.510.848,56;32.267,00;Ativa;2.846.864,00
RBRR11;100,72;1,200000;12,04;96,56;1,04;3.817.366,40;6,05;20,75;-1,67;1.046.711.585,04;98.812,00;Ativa;10.840.555,00
RBCB11;19,00;0,300000;0,00;0,00;;;;-15,04;-27,52;0,00;462,00;Ativa;53.100,00
SRVD11;8,39;0,200000;5,04;0,75;11,19;403,63;2,20;;;71.878.054,17;85,00;Ativa;96.286.020,00
DEVA11;99,98;1,600000;16,08;98,06;1,02;3.245.435,80;3,95;;;1.363.604.754,65;103.755,00;Ativa;13.905.815,00
LOFT11B;29,90;0,201705;0,00;34,48;0,87;;55,62;;;67.662.706,80;1,00;Ativa;1.962.500,00
FATN11;98,30;0,830000;9,11;100,76;0,97;15.261,38;4,95;;;99.202.137,70;401,00;Ativa;984.500,00
SFRO11;0,00;;0,00;5,93;;;102,53;;;5.191.438,53;20,00;Passiva;875.758,00
CCRF11;99,01;0,740000;10,74;101,09;0,98;6.330,55;7,60;;;158.903.577,46;120,00;Ativa;1.571.900,00
ATSA11;88,70;0,250000;0,00;89,43;0,99;1.249,57;1,39;;-5,47;156.611.749,64;260,00;Passiva;1.751.141,00
RECT11;57,95;0,501800;10,86;96,48;0,60;683.310,73;0,16;-15,29;-16,16;789.124.446,38;78.347,00;Ativa;8.179.347,00
PRTS11;117,70;0,054870;0,05;0,06;1.961,67;;103,36;;;3.111.607,44;11,00;Ativa;55.727.500,00
CJFI11;0,00;;0,00;2,25;;;0,36;;;116.633.422,54;1,00;Ativa;51.879.055,00
AURB11;0,00;;0,00;96,91;;;1,15;;;53.100.433,43;3,00;Ativa;547.928,00
XBXO11;0,00;;0,00;96,67;;;0,00;;;294.122.260,42;1,00;Ativa;3.042.600,00
LVBI11;98,75;0,740000;8,35;114,69;0,86;1.939.452,38;6,49;3,69;-4,03;1.350.531.572,06;49.243,00;Ativa;11.775.177,00
ESTQ11;0,00;;0,00;0,12;;;51,69;;;7.968.473,37;5,00;Ativa;65.361.974,00
NEWL11;92,98;0,800000;10,92;116,60;0,80;273.087,08;3,54;;;237.060.611,85;3.797,00;Ativa;2.033.099,00
TJKB11;0,00;2,290000;0,00;268,36;;;0,08;;;201.273.498,45;51,00;Ativa;750.000,00
CYCR11;102,68;1,350000;11,19;97,76;1,05;42.136,08;30,15;;;72.344.443,12;377,00;Ativa;740.046,00
TGAR11;115,77;1,530000;12,75;125,62;0,92;2.631.917,68;2,03;10,14;-3,35;1.420.685.727,96;82.872,00;Ativa;11.309.571,00
EGYR11;1,84;;0,00;12,45;0,14;20.341,13;0,00;;;93.360.329,35;26,00;Passiva;7.495.898,00
FLMA11;116,99;0,800000;6,75;157,00;0,73;57.539,75;2,11;-0,09;-12,62;216.770.187,37;18.846,00;Ativa;1.380.670,00
PLCR11;84,80;1,150000;13,92;93,02;0,91;348.148,15;11,60;;;196.198.113,56;11.103,00;Ativa;2.109.169,00
HCTR11;113,55;1,770000;16,79;120,98;0,94;7.206.401,23;3,59;;;2.671.651.053,42;184.069,00;Ativa;22.084.202,00
XPIN11;74,95;0,610000;10,01;108,75;0,69;514.491,53;10,30;-2,85;-14,17;777.640.109,45;49.393,00;Ativa;7.150.422,00
HGRU11;117,20;0,820000;7,90;119,05;0,98;3.470.153,95;4,72;3,98;2,47;2.191.214.311,59;165.214,00;Ativa;18.406.458,00
ITIT11;72,50;0,540000;8,04;78,80;0,92;103.466,58;1,00;;;70.959.417,68;5.272,00;Passiva;900.494,00
TBOF11;15,56;0,822740;5,29;0,21;74,10;;492,15;74,62;-43,11;2.097.587,74;9.180,00;Passiva;10.050.000,00
HFOF11;70,84;0,600000;10,16;83,30;0,85;1.274.654,38;2,23;-9,70;-12,87;1.914.881.099,42;64.434,00;Ativa;22.987.007,00
WHGR11;10,09;;0,00;10,08;1,00;419.331,19;25,62;;;252.952.788,02;93,00;Ativa;25.089.531,00
HGIC11;110,00;0,990000;10,55;113,93;0,97;32.925,09;18,83;;;31.666.498,37;303,00;Ativa;277.951,00
BREV11;94,00;0,540000;7,11;109,89;0,86;274.781,21;0,87;;;106.285.979,32;125,00;Ativa;967.201,00
GALG11;93,89;0,820000;10,74;101,62;0,92;871.719,20;0,16;;;584.193.098,84;8.271,00;Ativa;5.748.530,00
LKDV11;0,00;;0,00;971,71;;;19,36;;;64.920.723,86;68,00;Ativa;66.811,00
MMVE11;0,00;;0,00;99,63;;;3,32;;;46.328.899,41;12,00;Ativa;465.000,00
BLMO11;24.785,85;14,130000;0,29;29.350,90;0,84;144.381,00;1,66;;;111.445.352,74;94,00;Ativa;3.797,00
VILG11;94,99;0,700000;8,41;113,51;0,83;2.010.508,65;0,98;0,29;-5,02;1.702.339.010,34;147.533,00;Ativa;14.997.396,00
BICR11;99,00;0,910000;7,21;100,17;0,99;2.061,44;28,67;;;50.085.080,06;554,00;Ativa;500.000,00
JPPA11;105,58;2,000000;14,83;106,57;0,99;324.732,08;1,89;;;64.361.837,77;2.192,00;Ativa;603.964,00
BCIA11;83,01;0,740000;9,49;104,73;0,80;318.593,83;0,31;-19,32;-10,86;389.494.590,19;14.303,00;Ativa;3.719.038,00
VPSI11;0,00;0,168000;0,00;18,28;;;1,09;9,28;;147.568.919,60;53,00;Passiva;8.071.897,00
PRSV11;103,00;1,620000;0,00;241,98;0,42;4.922,66;8,81;28,92;-39,14;47.185.757,76;1.102,00;Passiva;195.000,00
SNFF11;88,62;1,300000;9,41;90,86;0,96;593.539,58;1,74;;;227.160.067,18;31.003,00;Ativa;2.500.000,00
BTAL11;93,95;0,830000;10,08;103,36;0,91;983.683,05;5,37;;;618.345.869,74;29.609,00;Ativa;5.982.736,00
HUSC11;100,36;0,960000;8,32;142,94;0,70;4.960,81;1,29;;-13,49;113.579.867,97;751,00;Passiva;794.613,00
ROOF11;854,00;;0,00;878,89;0,97;69.414,67;8,16;;;68.109.551,60;67,00;Ativa;77.495,00
IBCR11;92,87;1,320000;16,92;98,79;0,93;331.856,23;15,10;;;94.683.641,74;3.270,00;Ativa;958.423,00
JTPR11;2.517,00;1,630372;0,00;101,02;24,92;;7,08;;;21.687.363,94;8,00;Ativa;214.674,00
BLMC11;89,90;1,250000;14,22;98,71;0,91;7.870,05;2,33;;;39.435.427,90;176,00;Ativa;399.500,00
HAAA11;94,94;0,540000;6,78;92,75;1,02;1.319,43;1,25;;;320.439.330,78;144,00;Ativa;3.455.000,00
JCDA11;0,00;;0,00;10,83;;;1,91;;;136.420.031,45;49,00;Ativa;12.594.791,00
GCRI11;97,97;1,550000;15,00;98,19;1,00;251.065,05;0,91;;;98.222.204,55;2.970,00;Ativa;1.000.320,00
SPVJ11;0,00;0,660000;0,00;107,58;;;5,60;;;679.062.031,01;29,00;Ativa;6.312.090,00
OUFF11;64,50;0,750000;12,50;79,02;0,82;159.067,73;0,66;;;143.370.322,13;8.607,00;Ativa;1.814.336,00
RNDP11;320,00;3,740000;15,33;470,19;0,68;20.087,44;19,51;-2,41;-30,08;50.536.041,45;982,00;Ativa;107.481,00
MOFF11;0,00;;0,00;834,93;;;0,52;;;168.317.447,50;3,00;Ativa;201.595,00
LIFE11;0,00;0,167000;0,00;10,01;;;3,33;;;22.016.804,13;3,00;Ativa;2.200.000,00
RBRX11;0,00;2,100000;0,00;91,95;;;5,92;;;40.801.530,54;1,00;Ativa;443.750,00
VSEC11;68,00;0,410000;8,04;98,30;0,69;2.719,08;56,45;;;6.166.737,86;65,00;Ativa;62.735,00
MORE11;65,06;0,700000;12,63;86,50;0,75;420.517,13;1,23;;;200.604.052,24;14.861,00;Ativa;2.319.115,00
ITIP11;82,50;1,020000;13,24;87,54;0,94;103.831,63;2,53;;;65.492.720,72;2.460,00;Passiva;748.151,00
ERPA11;117,50;0,280631;0,69;115,45;1,02;199.362,69;0,53;;;57.830.423,76;351,00;Passiva;500.922,00
VLJS11;1.141,14;28,819221;2,53;1.108,11;1,03;;5,76;;;28.886.978,40;9,00;Passiva;26.068,00
BCFF11;64,08;0,540000;9,63;78,11;0,82;2.356.593,55;5,64;-0,25;-10,27;1.967.298.740,01;296.075,00;Ativa;25.186.378,00
APTO11;10,10;0,120000;5,66;9,67;1,04;9.399,83;23,37;;;38.808.751,87;1.181,00;Ativa;4.012.857,00
SEED11;101,00;1,660000;8,69;102,23;0,99;763.924,38;2,09;;;167.661.581,67;91,00;Ativa;1.640.000,00
MBRF11;530,95;10,000000;19,91;1.118,74;0,47;63.857,73;4,43;1,03;-24,97;113.735.279,34;2.931,00;Passiva;101.664,00
RBVA11;89,98;0,920000;12,53;102,97;0,87;861.664,23;1,28;-1,39;-12,18;1.193.288.764,70;43.240,00;Ativa;11.588.199,00
URPR11;114,69;2,010000;18,99;104,01;1,10;4.047.330,93;59,49;;;574.027.635,81;59.368,00;Ativa;5.518.728,00
IBFF11;61,26;0,500000;9,92;72,28;0,85;101.649,33;5,28;;;48.190.817,56;4.265,00;Ativa;666.681,00
DRIT11B;89,38;0,580000;6,62;125,41;0,71;1.016,38;0,63;-4,61;-20,52;58.097.475,43;322,00;Ativa;463.277,00
GAME11;10,00;0,150000;8,76;9,89;1,01;187.104,03;0,25;;;203.773.668,14;1.980,00;Ativa;20.600.000,00
TORD11;8,84;0,070000;12,37;14,27;0,62;577.939,80;0,01;;;500.070.556,28;100.127,00;Ativa;35.051.354,00
DPRO11;0,00;;0,00;98,31;;;5,89;;;18.925.581,05;59,00;Ativa;192.500,00
DOMC11;439,00;;0,00;108,58;4,04;;0,35;;-1,55;265.344.746,54;1.135,00;Ativa;2.443.800,00
HUCG11;85,00;0,740000;0,87;101,78;0,84;9.160,11;82,58;;;114.200.798,98;120,00;Passiva;1.122.000,00
FVPQ11;115,00;0,750000;6,41;198,25;0,58;71.279,65;1,53;-18,83;-14,99;555.123.785,59;4.304,00;Passiva;2.800.149,00
VIUR11;7,36;0,072000;11,29;9,51;0,77;178.037,63;11,56;;;256.297.429,41;4.432,00;Ativa;26.946.220,00
MATV11;97,59;1,400000;9,94;96,62;1,01;57.808,44;18,07;;;33.553.916,23;217,00;Ativa;347.280,00
LGCP11;78,17;0,600000;8,82;102,09;0,77;116.203,30;0,73;;;279.002.316,82;9.826,00;Ativa;2.732.860,00
BARI11;100,38;1,450000;14,18;102,75;0,98;866.086,45;6,09;11,42;;476.179.995,80;34.098,00;Ativa;4.634.191,00
DLMT11;0,00;0,006223;0,00;0,68;;;1,57;;;8.994.665,46;9,00;Ativa;13.225.796,00
HTMX11;85,02;0,712391;0,00;130,06;0,65;151.226,95;2,87;8,60;-24,66;163.487.707,17;22.348,00;Ativa;1.257.022,00
LUGG11;81,01;0,600000;7,98;125,01;0,65;20.455,63;0,68;;;112.508.527,31;4.082,00;Ativa;900.000,00
HGCR11;104,38;1,150000;11,86;102,56;1,02;1.925.877,05;12,45;16,35;-4,29;1.504.251.061,11;63.377,00;Ativa;14.666.944,00
FPAB11;199,28;1,630000;8,48;410,02;0,48;9.645,49;1,55;-9,09;-17,45;307.513.373,89;915,00;Passiva;750.000,00
XPPR11;52,93;0,450000;11,53;77,28;0,68;882.427,43;2,37;;;565.410.376,25;60.606,00;Ativa;7.316.171,00
ARCT11;106,86;1,860000;16,31;100,54;1,06;2.862.799,33;12,82;;;324.578.304,29;23.040,00;Ativa;3.228.312,00
HABT11;101,18;1,400000;17,08;99,45;1,02;2.114.232,25;5,68;;;738.157.916,85;54.042,00;Ativa;7.422.668,00
RBRF11;69,62;0,600000;10,35;83,83;0,83;2.120.938,10;1,23;-4,02;-12,00;1.146.924.901,93;82.842,00;Ativa;13.680.770,00
VINO11;45,00;0,340000;12,10;54,21;0,83;1.340.638,08;5,16;;;898.058.411,59;112.402,00;Ativa;16.565.259,00
GTWR11;72,30;0,740000;11,73;97,89;0,74;643.597,20;0,68;1,35;-10,82;1.174.713.672,72;24.916,00;Ativa;12.000.000,00
CXRI11;63,30;0,550000;9,11;84,36;0,75;24.665,46;2,22;-26,02;-60,58;132.926.744,20;2.697,00;Ativa;1.575.760,00
EQIR11;94,55;1,100000;7,82;101,86;0,94;11.219,33;4,85;;;51.186.780,94;161,00;Ativa;502.500,00
TOUR11;8,80;0,242328;1.384,64;0,00;;340.762,05;;;;0,00;0,00;Ativa;0,00
CFHI11;0,00;36,511390;0,00;1.006,06;;;17,03;;;94.770.941,82;53,00;Ativa;94.200,00
SBCL11;0,00;;0,00;906,26;;;143,88;;;27.187.799,59;2,00;Ativa;30.000,00
CXCI11;76,63;0,750000;2,28;97,27;0,79;118.293,68;34,98;;;200.163.185,04;5.946,00;Ativa;2.057.726,00
FIIP11B;153,01;1,280000;10,09;200,65;0,76;67.343,18;2,02;2,71;-7,54;186.038.544,78;8.434,00;Passiva;927.162,00
RBGS11;28,45;0,176600;3,73;90,78;0,31;49.400,90;0,52;4,91;-11,94;97.865.283,71;2.808,00;Passiva;1.078.000,00
MXRF11;9,62;0,110000;11,03;10,16;0,95;6.088.457,05;4,16;1,96;-5,45;2.296.328.737,28;538.039,00;Ativa;226.039.663,00
OURE11;80,18;1,100000;14,27;92,22;0,87;127.704,38;5,89;16,48;-5,86;99.331.744,57;4.961,00;Ativa;1.077.087,00
