TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
SPAF11;0,00;0,00;;;3,08;;;11.311.240,59;1,00;Ativa;
TRXB11;118,50;5,56;1,10;816.625,78;3,23;;;270.372.838,75;114,00;Passiva;
TRXF11;109,15;7,04;1,03;2.510.708,40;10,15;;;595.926.109,36;21.768,00;Ativa;
TSNC11;0,00;0,00;;;2,28;5,83;;98.685.489,35;66,00;Ativa;
MXRF11;10,63;8,09;1,05;6.953.718,52;17,78;0,79;1,16;2.020.557.088,53;356.171,00;Ativa;
TOUR11;135,00;8,27;0,29;3.585,00;29,81;;;4.612.270,15;252,00;Ativa;
ATSA11;108,14;0,00;1,09;7.872,67;1,66;;;173.151.386,14;259,00;Passiva;
KNRI11;147,60;5,39;0,95;4.346.402,64;0,50;-5,59;-3,65;3.751.807.943,34;232.729,00;Ativa;
SPTW11;55,26;24,61;1,06;708.658,44;5,38;25,02;-10,27;93.395.880,85;17.378,00;Passiva;
EDGA11;27,75;6,24;0,35;110.554,24;0,46;-11,13;-13,25;300.073.035,69;7.629,00;Passiva;
FIIP11B;203,73;10,45;1,05;147.061,20;2,81;7,22;-0,10;179.055.986,30;8.830,00;Passiva;
FIVN11;3,01;0,00;0,44;18.048,16;0,03;;-15,56;64.863.959,96;2.563,00;Passiva;
BMLC11;91,75;7,55;0,86;22.276,32;2,50;16,41;2,99;106.682.383,60;1.615,00;Ativa;
BNFS11;122,61;9,69;1,19;79.805,52;4,74;5,99;1,29;71.868.624,94;3.403,00;Ativa;
RCFF11;102,00;4,93;1,03;12.358,13;18,19;;;32.061.111,84;69,00;Ativa;
TCPF11;1,26;0,00;0,01;;6,47;;;32.491.141,40;52,00;Ativa;
EDFO11B;248,00;7,10;1,16;47.579,15;1,22;-5,63;-5,30;50.400.338,53;608,00;Passiva;
GRLV11;104,51;105,80;17,51;753.753,27;2.489,44;135,25;-7,26;6.407.890,29;2.604,00;Passiva;
PLRI11;44,73;6,25;0,81;7.179,30;1,45;-22,01;-19,52;52.807.296,98;807,00;Ativa;
ABCP11;71,45;4,00;0,81;228.783,32;0,81;-3,52;-3,46;1.077.720.548,83;20.012,00;Passiva;
JPPA11;100,00;9,15;0,98;135.823,44;13,04;;;61.691.176,85;203,00;Ativa;
JPPC11;402,00;3,66;0,88;;7,17;;-16,15;25.187.229,56;77,00;Ativa;
KNRE11;2,91;1,86;1,16;40.532,68;24,51;;-33,40;46.559.526,38;6.823,00;Ativa;
OURE11;87,50;8,79;0,88;128.320,04;7,88;;;82.837.286,05;3.509,00;Ativa;
PLCR11;95,00;7,26;0,96;799.306,04;9,69;;;207.872.210,94;5.063,00;Ativa;
ARRI11;109,80;8,39;1,14;129.318,60;2,20;;;37.842.289,81;2.522,00;Ativa;
BARI11;107,57;12,78;1,06;3.646.913,36;37,10;;;470.320.207,07;25.711,00;Ativa;
DRIT11B;112,50;3,43;0,86;1.623,68;1,14;-20,79;-5,90;60.795.124,28;300,00;--;
FTCE11B;2.950,01;12,17;1,11;961.703,00;6,87;;;2.334.697.439,08;57,00;Ativa;
FVBI11;94,97;70,26;;69.079,00;;142,93;-3,75;0,00;0,00;Passiva;
GCFF11;98,50;6,93;1,01;81.274,20;1,63;;;32.936.934,84;1.268,00;Ativa;
BRIM11;1.050,31;0,00;1,06;1.019,67;6,62;;;122.898.329,83;121,00;Ativa;
HABT11;121,53;12,05;1,20;2.346.842,08;21,36;;;547.290.224,41;24.987,00;Ativa;
CFHI11;0,00;0,00;;;14,80;;;75.306.370,43;54,00;Ativa;
ERPA11;140,00;0,00;1,34;12.626,50;0,35;;;51.939.263,41;9,00;Passiva;
PRSN11B;0,60;7,56;1,43;3.077,56;12,35;;;21.802.513,88;1.150,00;Ativa;
PRSV11;146,50;6,83;0,62;36.494,21;5,40;28,92;-27,47;46.144.422,87;1.268,00;Passiva;
SCPF11;9,15;1,96;0,73;8.035,72;2,04;-16,73;-12,91;52.973.753,33;4.881,00;Ativa;
SDIL11;97,25;6,86;0,94;941.228,84;34,90;-4,55;0,96;661.815.225,95;45.381,00;Ativa;
BPRP11;116,00;7,91;1,07;29.097,80;0,07;;;145.783.802,11;179,00;Passiva;
RNGO11;62,72;8,24;0,62;272.277,60;1,45;-4,25;-11,18;270.805.175,79;15.622,00;Passiva;
THRA11;138,00;4,39;1,21;1.449.745,32;1,92;-2,91;5,72;167.939.494,27;2.307,00;Passiva;
TORM13;31,31;113,49;0,01;1.950,00;46,58;;;21.603.927,48;252,00;Ativa;
VCJR11;102,90;8,03;1,05;1.006.921,80;32,92;;;1.141.413.861,35;6.598,00;Ativa;
CRFF11;78,16;6,86;0,84;78.035,92;0,90;;;63.928.580,03;1.803,00;Ativa;
EURO11;209,99;6,64;0,74;71.484,80;1,97;12,72;3,57;108.776.379,98;2.317,00;Passiva;
BLMO11;26.004,50;0,00;1,00;52.009,00;10,80;;;98.322.428,51;96,00;Ativa;
JSRE11;90,03;6,90;0,79;3.151.511,12;1,29;-2,11;-5,89;2.357.857.312,16;43.343,00;Ativa;
JTPR11;2.517,00;0,12;22,94;;7,93;;;23.550.633,45;9,00;Ativa;
KFOF11;93,94;6,76;0,90;441.688,20;0,84;;;473.325.166,32;6.814,00;Ativa;
NEWL11;104,93;8,29;0,95;455.436,60;31,31;;;137.967.084,81;1.042,00;Ativa;
NEWU11;36,51;0,30;0,57;12.148,76;3,27;58,77;;47.427.180,70;1.925,00;Ativa;
NPAR11;101,30;40,49;0,82;124.967,64;0,28;;;14.704.188,13;52,00;Ativa;
NSLU11;253,98;10,05;1,19;279.547,96;1,88;10,10;-2,02;243.850.897,79;7.673,00;Passiva;
RBTS11;1.000,00;0,00;0,95;;8,94;;;59.541.474,79;56,00;Ativa;
RBVA11;108,38;9,69;0,95;1.253.186,60;0,29;5,27;-3,21;1.323.970.702,68;39.000,00;Ativa;
RBVO11;12,21;7,31;0,55;17.135,04;2,18;-41,32;-40,85;11.542.549,62;2.140,00;--;
RCFA11;0,55;0,00;0,35;31.232,48;0,68;;;18.317.496,04;2.863,00;Passiva;
ALMI11;1.110,10;0,00;0,54;118.705,68;2,06;;-13,48;229.388.402,53;3.499,00;Passiva;
CPFF11;82,70;7,09;0,99;1.292.448,52;0,04;;;332.336.800,98;10.834,00;Ativa;
VPSI11;0,00;0,00;;;0,24;3,30;;147.133.304,33;57,00;Passiva;
XPHT12;59,90;0,00;0,69;45.846,33;0,92;;;331.034.343,27;1.617,00;Ativa;
XPIN11;109,31;6,71;0,99;1.220.359,48;5,15;;;729.732.294,31;52.485,00;Ativa;
XPLG11;115,22;6,04;1,04;6.255.323,12;24,76;0,55;;3.001.645.978,98;256.069,00;Ativa;
XPML11;105,96;3,26;0,96;3.895.203,12;3,35;-14,80;1,60;2.006.411.657,54;254.134,00;Ativa;
XPPR11;65,97;11,70;0,76;1.829.961,68;4,97;;;638.121.228,42;37.663,00;Ativa;
XPSF11;97,90;8,99;1,00;1.620.314,84;1,16;;;424.734.197,61;16.085,00;Ativa;
XTED11;6,93;0,00;0,49;11.957,60;0,55;;-29,76;25.443.127,93;5.310,00;Ativa;
