TICKER;PRECO;DY;P/VP;LIQUIDEZ MEDIA DIARIA;PERCENTUAL EM CAIXA;CAGR DIVIDENDOS 3 ANOS; CAGR VALOR CORA 3 ANOS;PATRIMONIO;N COTISTAS;GESTAO
GCRI11;98,97;7,04;0,97;233.533,34;12,19;;;87.666.556,33;750,00;Ativa;
GESE11B;1.520,00;7,00;0,92;456.000,00;1,30;;;86.312.327,30;55,00;Passiva;
BCIA11;89,70;8,64;0,82;530.989,09;2,67;-5,39;-6,86;407.943.852,33;14.200,00;Ativa;
GGRC11;115,98;7,62;0,93;1.624.458,60;13,96;-1,50;-2,78;965.220.664,93;95.226,00;Ativa;
GRLV11;104,51;103,74;17,51;753.753,27;2.489,44;135,25;-4,23;6.407.890,29;2.604,00;Passiva;
GSFI11;4,80;0,00;0,36;88.782,26;20,26;;;912.359.936,63;5.856,00;Ativa;
HAAA11;96,00;4,97;1,00;43.094,07;1,28;;;259.385.936,96;112,00;Ativa;
HABT11;120,30;14,82;1,22;3.506.148,23;17,14;;;532.966.072,73;33.524,00;Ativa;
HBCR11;105,00;5,39;1,15;5.745,67;4,11;;;24.917.272,64;10,00;Ativa;
HBRH11;90,99;8,70;0,83;152.150,69;2,36;;;245.214.794,99;1.584,00;Ativa;
HBTT11;1.055,00;2,42;;37.746,53;;;;0,00;0,00;Ativa;
HCHG11;90,05;1,22;0,92;47.965,40;6,93;;;117.384.310,03;257,00;Ativa;
HCRI11;391,98;9,13;1,29;44.169,49;0,59;6,81;7,96;60.988.319,88;3.187,00;Passiva;
CCRF11;0,00;0,00;;;71,28;;;157.762.927,81;12,00;Ativa;
HCST11;99,98;0,00;0,95;596,86;13,75;;;30.288.970,19;92,00;Ativa;
HCTR11;121,12;20,68;1,05;11.022.079,40;2,27;;;1.679.055.798,06;112.165,00;Ativa;
HFOF11;87,78;7,87;0,93;2.787.534,54;2,03;-11,35;-1,52;2.168.498.966,88;67.451,00;Ativa;
HGBS11;189,97;3,22;0,88;1.398.396,40;0,45;-29,03;-1,27;2.151.246.429,71;81.557,00;Ativa;
HGCR11;100,32;8,34;0,97;2.333.956,80;3,51;-3,21;-1,79;1.274.219.650,32;59.500,00;Ativa;
HGFF11;75,90;8,96;0,80;412.653,40;5,31;;;271.581.551,16;8.923,00;Ativa;
HGIC11;107,30;2,73;1,04;161.885,56;2,15;;;24.097.833,36;203,00;Ativa;
HGLG11;162,99;7,97;1,11;8.391.435,00;5,55;13,01;8,82;2.698.581.152,15;286.186,00;Ativa;
HGPO11;221,33;5,77;0,92;209.000,14;5,34;;;422.839.824,68;10.169,00;Passiva;
HGRE11;128,52;7,01;0,76;2.199.827,80;1,55;0,71;1,42;1.995.235.668,37;113.185,00;Ativa;
HGRU11;117,46;7,22;1,00;4.469.528,71;0,64;0,88;4,48;2.163.633.459,97;139.721,00;Ativa;
HLOG11;107,63;7,14;0,94;78.232,51;1,42;;;484.986.150,79;3.996,00;Ativa;
HMOC11;226,95;66,11;0,95;69.159,67;0,67;122,18;;91.223.530,50;209,00;Passiva;
HOSI11;78,76;7,58;0,85;47.367,60;12,56;;;52.997.122,61;2.283,00;Ativa;
HPDP11;81,48;3,60;0,85;16.553,74;1,46;;;278.998.525,79;394,00;Passiva;
HREC11;97,98;8,47;1,04;1.145.161,66;5,76;;;110.747.473,03;324,00;Ativa;
HSAF11;90,60;9,17;0,94;396.645,49;5,03;;;171.667.821,48;4.528,00;Ativa;
HSLG11;94,99;4,60;0,84;769.365,94;3,95;;;1.428.810.291,86;15.853,00;Ativa;
HSRE11;97,62;3,60;1,00;1.136.131,59;1,87;;;829.037.834,71;43,00;Ativa;
HTMX11;101,08;0,00;0,78;227.109,94;1,01;8,60;-4,66;163.700.019,33;24.322,00;Passiva;
HUSC11;117,00;7,55;0,90;12.118,51;1,05;;3,67;103.563.480,55;711,00;Passiva;
IBFF11;65,60;7,99;0,80;166.054,46;10,23;;;54.365.112,26;5.342,00;Ativa;
BZEL11;0,00;0,00;;;0,09;;;539.305.785,89;2,00;Ativa;
CJFI11;0,00;0,00;;;0,78;;;98.138.093,29;1,00;Ativa;
IFID11;81,10;4,81;0,89;90.179,09;1,20;;;68.396.881,27;2.125,00;Passiva;
IFIE11;80,35;4,23;0,92;83.836,20;1,82;;;78.722.612,98;6.007,00;Passiva;
IRDM11;114,35;12,85;1,18;11.509.481,49;5,34;15,37;8,06;2.140.266.949,04;177.311,00;Ativa;
JFLL11;83,20;4,54;0,86;65.427,60;1,91;;;145.110.071,82;1.687,00;Ativa;
BVAR11;0,00;0,00;;;0,98;29,53;;662.767.799,20;69,00;Passiva;
CFHI11;0,00;0,00;;;41,19;;;76.016.506,22;53,00;Ativa;
DMAC11;7,50;534,54;0,84;22.416,34;5,01;;;1.397.456,34;2.228,00;Passiva;
ERPA11;140,00;0,00;1,31;140,00;0,01;;;53.091.144,03;13,00;Passiva;
JPPA11;97,50;10,17;0,94;51.553,14;6,14;;;62.640.754,69;600,00;Ativa;
JRDM11;64,20;2,67;0,73;101.574,06;2,70;-14,97;-2,84;222.329.262,22;5.362,00;Passiva;
JSRE11;83,20;7,67;0,73;2.265.270,60;0,95;-2,25;-6,76;2.358.969.696,40;46.488,00;Ativa;
KEVE11;980,00;0,00;0,98;7.207,89;4,74;;;147.751.846,22;382,00;Passiva;
KFOF11;81,69;7,99;0,81;581.532,71;1,34;;;459.790.847,40;7.524,00;Ativa;
KINP11;13,80;6,17;1,65;4.031,00;4,97;;;59.740.690,65;492,00;Ativa;
KISU11;8,31;5,93;0,85;2.311.830,69;12,47;;;429.384.321,02;33.089,00;Ativa;
KNCR11;91,46;4,22;0,92;5.863.710,60;10,63;-17,88;-4,88;3.878.751.486,61;71.255,00;Ativa;
KNHY11;106,85;11,99;1,07;1.510.068,31;1,94;20,40;0,42;1.069.432.670,98;6.807,00;Ativa;
KNRE11;2,06;3,39;1,01;19.896,40;3,38;;-40,64;37.749.160,80;6.677,00;Ativa;
KNRI11;133,31;6,06;0,84;3.458.261,46;4,65;-3,96;-2,19;3.827.008.107,34;239.003,00;Ativa;
KNSC11;97,67;8,71;1,04;2.820.486,11;7,67;;;604.875.504,69;29.778,00;Ativa;
LASC11;89,00;5,51;0,86;784.158,50;0,74;;;259.727.512,87;142,00;Ativa;
LATR11B;120,00;6,24;3,95;1.380,00;105,90;;;3.770.109,89;163,00;Ativa;
LFTT11;106,85;6,41;1,76;395.772,31;20,81;;;425.692.859,29;378,00;Ativa;
EVBI11;8,37;45,88;0,08;952.527,68;2,46;;;109.620.498,87;138,00;Ativa;
LOFT11B;29,90;8,76;0,35;2.138,00;8,69;;;165.591.838,67;1,00;Ativa;
LUGG11;91,05;6,45;0,73;106.468,63;0,64;;;112.242.392,68;4.391,00;Ativa;
MALL11;93,41;6,29;0,89;1.203.404,66;2,82;-7,71;-1,98;796.083.215,37;87.405,00;Ativa;
MAXR11;84,99;9,19;0,72;161.970,77;1,74;-8,71;-5,69;132.505.716,08;3.186,00;Passiva;
MCCI11;101,85;8,54;1,02;2.722.497,06;12,23;;;895.321.664,70;49.367,00;Ativa;
MCHF11;10,00;1,00;1,04;383.137,56;13,00;;;79.639.876,34;1.806,00;Ativa;
MFAI11;80,24;15,10;0,88;83.388,54;2,98;;;27.763.532,39;3.805,00;Ativa;
MFII11;112,80;10,78;0,98;775.913,60;25,50;-4,06;;459.246.606,19;29.746,00;Ativa;
MGCR11;88,60;8,12;0,94;124.467,34;8,88;;;134.695.156,01;1.958,00;Ativa;
MGFF11;67,73;10,03;0,81;1.747.813,74;4,08;-7,37;-8,51;755.332.526,76;50.363,00;Ativa;
MGHT11;95,00;7,78;0,96;23.358,83;10,02;;;103.745.129,23;476,00;Ativa;
DLMT11;0,00;0,00;;;0,13;;;13.557.573,93;9,00;Ativa;
GTWR11;91,87;8,87;0,91;1.487.632,74;0,43;;;1.210.982.087,77;27.153,00;Ativa;
MINT11;103,00;0,00;0,86;16.001,00;19,80;;;62.204.384,79;65,00;Ativa;
MORE11;76,93;11,43;0,79;739.386,46;1,85;;;226.092.708,83;8.188,00;Ativa;
MXRF11;9,99;8,61;0,99;6.040.263,26;15,24;2,44;-0,43;2.274.919.584,29;429.404,00;Ativa;
NAVT11;78,57;2,74;0,82;378.643,11;1,38;;;100.790.568,95;2.142,00;Ativa;
NEWL11;100,03;10,43;0,86;105.503,69;10,33;;;235.956.969,95;1.720,00;Ativa;
NEWU11;35,49;0,00;0,56;5.952,50;1,78;58,77;;46.796.647,13;1.761,00;Ativa;
ELDO11B;762,38;6,74;0,62;;0,17;5,01;;973.423.178,24;61,00;Passiva;
FATN11;104,50;6,66;1,04;102.462,06;10,34;;;71.557.612,29;316,00;Ativa;
IBCR11;0,00;0,00;;;29,66;;;78.637.546,91;322,00;Ativa;
NPAR11;15,18;278,05;0,84;13.503,51;77,89;;-49,44;2.153.359,38;473,00;Ativa;
NSLU11;235,95;9,19;1,10;197.995,80;1,97;4,17;3,96;244.467.990,68;7.584,00;Passiva;
NVHO11;11,97;8,47;0,97;2.583,69;1,00;11,74;-27,18;513.831.828,91;2.572,00;Ativa;
ONEF11;140,00;5,60;0,87;56.311,00;1,05;-2,62;3,30;146.345.983,51;4.189,00;Passiva;
ORPD11;132,00;0,00;0,88;660,00;0,00;;3,69;43.441.631,42;29,00;Ativa;
OUFF11;74,00;9,95;0,86;208.236,40;2,00;;;156.781.072,44;8.995,00;Ativa;
OUJP11;92,00;8,93;0,89;927.731,03;17,76;-7,74;-1,94;336.430.058,97;21.157,00;Ativa;
OULG11;65,97;9,87;0,71;166.695,77;5,74;;;230.418.898,83;6.973,00;Ativa;
OURE11;87,73;9,97;0,89;103.601,26;9,24;8,28;-1,64;81.817.611,38;3.951,00;Ativa;
PABY11;12,60;0,00;;498,29;;;-20,15;-6.663.398,74;444,00;Passiva;
PATC11;64,02;5,70;0,74;356.121,20;0,95;;;299.649.957,37;12.589,00;Ativa;
PATL11;74,47;8,22;0,78;1.107.355,60;2,47;;;479.597.276,21;12.033,00;Ativa;
ESTQ11;0,00;0,00;;;21,71;;;21.410.720,24;5,00;Ativa;
FPNG11;0,00;0,00;;;1,10;-14,36;;165.303.204,74;50,00;Ativa;
FTCE11B;2.950,01;15,35;1,10;;6,99;;;2.354.447.050,22;57,00;Ativa;
HRDF11;1,40;0,00;0,93;6.588,86;64,36;;;11.434.863,27;1.483,00;Ativa;
PEMA11;58,88;7,30;0,60;49.401,84;0,55;;;54.011.821,03;83,00;Ativa;
PLCR11;89,86;9,65;0,94;558.913,74;11,37;;;202.411.813,13;8.171,00;Ativa;
PLOG11;83,21;3,33;0,87;80.426,86;4,21;;;71.562.949,59;1.793,00;Ativa;
PLRI11;48,77;6,31;0,97;5.695,85;4,04;-15,83;-15,01;48.077.830,94;788,00;Ativa;
PORD11;94,00;11,14;0,95;1.029.955,03;42,98;;-0,72;369.860.710,13;12.652,00;Ativa;
PQAG11;62,95;12,91;1,11;207.010,12;0,92;;;795.715.629,03;412,00;Ativa;
PQDP11;2.080,00;4,28;0,57;150.128,46;0,84;-15,10;-9,43;866.478.869,16;4.131,00;Passiva;
PRSN11B;0,65;4,21;1,44;5.352,03;12,58;;;23.294.463,73;1.376,00;Ativa;
PRSV11;132,00;2,68;0,55;10.854,76;6,44;28,92;-25,17;46.566.715,49;1.207,00;Passiva;
PRTS11;117,70;0,00;1.471,25;;27,07;;;4.382.785,17;10,00;Ativa;
HSML11;79,18;5,82;0,83;2.571.346,66;2,19;;;1.502.158.604,52;122.744,00;Ativa;
JBFO11;93,84;1,77;0,99;219.040,78;6,16;;;120.966.736,64;359,00;Ativa;
KNIP11;106,50;11,65;1,06;8.852.432,97;15,73;12,74;-0,47;5.961.802.392,30;58.523,00;Ativa;
PVBI11;92,49;6,00;0,93;2.564.893,89;1,67;;;971.929.594,50;40.685,00;Ativa;
QAGR11;50,23;9,38;0,84;465.594,40;0,59;;;301.445.908,38;18.300,00;Ativa;
QAMI11;91,00;3,35;0,98;31.466,26;1,52;;;74.798.125,05;622,00;Ativa;
QIFF11;97,49;7,40;1,03;2.458,89;1,31;;;14.267.185,63;164,00;Passiva;
RBBV11;100,00;35,34;0,99;239.178,74;1,01;75,40;16,04;126.470.249,69;3.475,00;Passiva;
RBCO11;50,50;11,08;0,50;197.466,80;4,44;;;384.318.028,69;4.435,00;Ativa;
RBDS11;19,46;12,10;0,80;1.973,06;29,36;18,99;-61,83;3.059.604,84;1.003,00;Ativa;
RBED11;136,25;8,97;0,91;186.011,60;5,08;-5,06;;303.781.316,88;11.909,00;Ativa;
RBFF11;57,52;10,52;0,81;548.119,66;1,99;4,44;;267.065.390,54;21.146,00;Ativa;
RBGS11;35,35;4,28;0,39;22.687,09;0,42;12,90;-7,07;97.681.005,81;2.900,00;Passiva;
RBHY11;96,55;6,44;0,94;108.358,26;129,61;;;61.671.320,11;1.593,00;Ativa;
RBIR11;73,60;0,00;0,77;86.125,19;31,23;;;147.014.960,94;1.264,00;Ativa;
RBIV11;81,38;9,11;0,85;487.482,54;1,22;;;166.109.350,70;5.390,00;Ativa;
RBLG11;99,98;2,72;0,93;42.630,70;2,37;;;68.761.329,13;78,00;Ativa;
RBRD11;49,47;7,68;0,69;89.079,23;3,80;-31,05;-16,34;132.955.291,11;11.731,00;Passiva;
RBRL11;101,71;7,78;0,95;752.370,86;8,22;;;719.129.274,57;6.309,00;Ativa;
RBRM11;94.794,81;82,47;0,69;;5,37;;;74.555.051,78;54,00;Ativa;
JPPC11;286,00;30,96;0,52;286,00;15,06;;;30.380.363,46;78,00;Ativa;
LVBI11;101,43;6,21;0,88;2.215.676,91;15,06;;;1.350.840.352,17;36.500,00;Ativa;
RBRP11;74,14;7,76;0,86;1.843.624,86;2,14;1,83;;1.053.178.558,78;89.929,00;Ativa;
RBRR11;94,88;8,23;0,96;3.623.066,74;8,71;0,02;-0,97;1.029.455.704,14;74.991,00;Ativa;
RBRS11;71,21;4,55;0,74;34.690,88;11,97;;;100.680.113,73;1.193,00;Ativa;
RBRY11;99,20;9,07;0,95;538.383,71;9,77;;;353.237.225,17;10.307,00;Ativa;
RBVA11;108,37;10,05;0,95;1.037.000,94;0,05;2,49;;1.316.555.650,10;42.165,00;Ativa;
RBVO11;12,23;6,15;0,57;2.751,46;4,60;-43,40;-40,24;11.158.022,09;;--;
RCFA11;0,63;0,00;0,40;60.244,43;0,25;;;18.309.545,22;3.617,00;Passiva;
RCFF11;103,00;4,96;1,07;565,67;7,25;;;31.110.378,81;78,00;Ativa;
RCRB11;142,93;6,79;0,72;433.599,31;2,72;12,74;-1,93;731.470.906,95;29.976,00;Ativa;
RCRI11B;1.200,00;3,83;1,33;1.200,00;16,86;;;46.053.682,48;149,00;Ativa;
RDPD11;70,47;7,42;0,99;164.521,50;14,45;1,15;-7,83;76.663.312,94;814,00;Ativa;
RECR11;103,26;14,06;1,08;6.824.145,37;14,07;8,02;0,41;1.853.325.093,50;103.734,00;Ativa;
RECT11;73,65;10,78;0,79;1.275.170,14;6,43;;;762.822.886,80;78.528,00;Ativa;
REIT11;900,00;8,52;0,93;2.300,00;14,67;;;25.331.479,86;60,00;Ativa;
RELG11;84,94;7,18;0,88;286.113,00;30,88;;;128.170.774,90;3.923,00;Ativa;
RFOF11;75,27;9,72;0,82;266.072,57;0,37;;;98.816.477,64;4.517,00;Ativa;
RMAI11;34,00;0,00;0,31;6.152,71;0,05;;;269.950.285,34;1.158,00;Passiva;
RNDP11;688,62;6,69;0,90;179.950,11;7,60;-9,14;-9,73;82.378.318,87;868,00;Ativa;
LGCP11;86,69;7,15;0,88;405.349,31;0,61;;;270.158.478,31;10.166,00;Ativa;
MBRF11;821,00;10,80;0,72;52.873,14;3,90;-3,45;-6,44;116.171.652,04;2.818,00;Ativa;
RNGO11;57,61;8,51;0,57;206.962,54;1,75;-6,00;-9,57;271.210.951,89;16.142,00;Passiva;
RRCI11;76,90;6,73;0,79;179.442,40;2,51;;;46.685.175,85;2.064,00;Ativa;
RSPD11;1.100,00;0,00;0,96;2.155,00;8,42;;;170.608.865,91;105,00;Ativa;
RVBI11;90,87;8,97;0,99;426.882,86;10,32;;;132.487.509,08;11.146,00;Ativa;
RZAK11;90,79;4,68;0,94;1.604.835,00;1,84;;;289.998.355,21;6.773,00;Ativa;
RZTR11;96,35;7,14;0,97;2.776.034,83;46,33;;;1.098.573.191,60;32.111,00;Ativa;
SADI11;82,30;3,26;0,82;216.853,14;0,71;;;320.032.827,61;2.850,00;Ativa;
SAIC11B;36,05;0,00;0,66;36,00;5,51;;;77.637.380,10;53,00;Passiva;
MORC11;0,00;0,00;;;43,22;;;46.338.984,70;78,00;Ativa;
PBLV11;926,98;8,93;0,70;;3,31;;;3.871.799.380,63;2,00;Ativa;
SARE11;86,50;6,30;0,86;991.836,06;12,86;;;926.893.643,68;11.670,00;Ativa;
SCPF11;8,51;2,44;0,67;8.107,23;2,09;-27,97;-9,52;53.257.410,02;4.606,00;Ativa;
SDIL11;89,00;7,93;0,88;746.911,46;11,09;-2,77;-0,68;643.215.323,02;48.640,00;Ativa;
SEQR11;79,89;5,09;0,75;209.318,43;4,55;;;157.470.320,07;2.682,00;Ativa;
SFND11;83,07;102,81;4,64;;13,58;114,52;;17.592.785,03;55,00;Passiva;
SHPH11;791,00;3,59;0,96;207.350,74;0,46;-11,96;-5,92;501.723.993,79;3.085,00;Passiva;
SJAU11;119,66;0,00;1,20;1.690.035,00;0,42;;;791.767.145,19;117,00;Passiva;
SNFF11;92,80;1,16;0,96;974.867,43;21,25;;;241.829.487,82;28.461,00;Ativa;
SOLR11;1.220,00;3,21;1,21;1.220,00;0,42;;;63.427.788,35;73,00;Ativa;
MOFF11;0,00;0,00;;;0,27;;;150.080.190,90;3,00;Ativa;
PNDL11;0,00;0,00;;;57,17;;;9.277.522,21;46,00;Ativa;
PNPR11;0,00;0,00;;;12,88;;;56.885.587,28;13,00;Ativa;
SPVJ11;0,00;0,00;;;6,39;;;544.415.335,15;25,00;Ativa;
TBOF11;15,56;0,00;129,67;;65,84;72,22;-40,93;1.173.467,40;9.157,00;Passiva;
TCIN11;102,65;0,00;0,73;85.892,67;1,77;;;116.944.136,63;128,00;Ativa;
TCPF11;1,26;1.242,06;0,01;;6,85;;;32.520.333,51;52,00;Ativa;
TEPP11;72,34;7,73;0,77;701.226,40;0,12;;;398.814.024,42;8.131,00;Ativa;
TFOF11;138,00;0,00;1,14;;13,36;29,98;-52,52;103.080.374,68;3.278,00;Ativa;
TGAR11;123,15;11,31;0,94;3.560.136,89;28,95;11,42;;1.479.180.354,78;76.072,00;Ativa;
THRA11;138,50;35,56;14,52;53.642,50;140,47;90,73;8,55;14.050.683,35;2.084,00;Passiva;
MVFI11;0,00;0,00;;;0,53;;;136.958.320,10;1,00;Ativa;
NVIF11B;227,50;0,91;1,40;;337,44;;;54.671.298,35;7,00;Ativa;
PRZS11;0,00;0,00;;;0,54;;;55.847.027,78;2,00;Ativa;
TORD11;9,89;13,27;0,97;1.095.422,40;3,27;;;359.011.327,40;76.859,00;Ativa;
TOUR11;179,99;21,51;1,41;25.451,00;2,88;;;103.528.701,61;351,00;Ativa;
TRNT11;113,07;4,96;0,55;21.343,54;0,37;-10,70;-14,83;814.270.520,44;809,00;Passiva;
TRXB11;116,00;7,75;1,13;1.358.933,00;3,35;;;256.368.389,63;132,00;Passiva;
TRXF11;101,42;7,68;0,97;2.607.987,03;0,87;;;588.177.825,78;34.984,00;Ativa;
TSER11;105,00;2,38;1,06;16.463,57;11,38;;;119.031.507,34;;Ativa;
URPR11;116,00;21,66;1,17;4.141.988,31;3,35;;;163.986.900,77;33.036,00;Ativa;
RBRF11;74,73;10,58;0,83;2.649.866,20;3,20;-3,22;-8,33;1.225.215.659,73;75.221,00;Ativa;
VCJR11;96,32;9,91;0,98;871.710,74;17,77;;;1.139.667.417,74;6.917,00;Ativa;
VCRR11;96,00;1,40;0,98;37.149,44;13,58;;;195.862.431,73;1.867,00;Ativa;
VERE11;233,49;9,78;0,74;;7,45;7,38;;172.947.658,20;54,00;Ativa;
VGHF11;9,89;5,06;1,02;761.541,83;1,25;;;159.156.309,32;11.209,00;Ativa;
